l1_code,l1_name,l2_code,l2_name,l3_code,l3_name,ts_code,name,in_date,out_date,is_new,PC10,PC20,PC60
801140.SI,轻工制造,801145.SI,文娱用品,851451.SI,文化用品,603899.SH,晨光股份,20150115,,Y,0.00492,-0.06581,0.03198
801140.SI,轻工制造,801145.SI,文娱用品,851452.SI,娱乐用品,002678.SZ,珠江钢琴,20120130,,Y,0.06364,0.14425,0.2752
