股票代码,股票简称,现价(元),涨跌幅(%),流通股东名称(报告期)2024.06.30,流通股东持股数量(报告期)(股)2024.06.30,流通股东类型(报告期)2024.06.30,流通股东持股比例(报告期)(%)2024.06.30,流通股东持股市值,流通股东排名(报告期)2024.06.30,流通股东持股状态(报告期)2024.06.30
002891.SZ,中宠股份,20.91,2.85,香港中央结算有限公司,8942371.0,机构,3.04,186627282.77,4,减持
688568.SH,中科星图,28.57,2.11,香港中央结算有限公司,3917396.0,机构,1.07,186859789.2,7,增持
688029.SH,南微医学,59.24,1.28,香港中央结算有限公司,3038294.0,机构,1.62,187037378.64,7,增持
301061.SZ,匠心家居,51.37,-0.37,香港中央结算有限公司,3988954.0,机构,2.4,187321279.84,1,增持
002670.SZ,国盛金控,9.03,0.56,香港中央结算有限公司,22260995.0,机构,1.15,188550627.65,7,新进
300009.SZ,安科生物,7.66,1.19,香港中央结算有限公司,22081992.0,机构,1.32,188580211.68,4,减持
600452.SH,涪陵电力,9.02,1.69,香港中央结算有限公司,14948969.0,机构,1.36,189403437.23,8,增持
000902.SZ,新洋丰,11.71,-0.68,香港中央结算有限公司,16021698.0,机构,1.28,190177555.26,3,增持
600420.SH,国药现代,10.16,1.30,香港中央结算有限公司,17990329.0,机构,1.34,192136713.72,6,增持
688408.SH,中信博,66.79,0.23,香港中央结算有限公司,2092850.0,机构,1.54,192709628.0,6,新进
002229.SZ,鸿博股份,8.72,4.68,香港中央结算有限公司,17514918.0,机构,3.51,193364694.72,1,增持
002531.SZ,天顺风能,6.90,0.15,香港中央结算有限公司,21643427.0,机构,1.2,193492237.38,3,减持
601311.SH,骆驼股份,7.47,1.77,香港中央结算有限公司,24433743.0,机构,2.08,195958618.86,5,增持
002245.SZ,蔚蓝锂芯,7.13,1.42,香港中央结算有限公司,25325691.0,机构,2.2,196274105.25,2,增持
600166.SH,福田汽车,2.31,2.21,香港中央结算有限公司,87266202.0,机构,1.09,196348954.5,5,减持
603393.SH,新天然气,30.69,1.32,香港中央结算有限公司,5709757.0,机构,1.35,198356958.18,7,增持
600035.SH,楚天高速,3.76,0.27,香港中央结算有限公司,46265354.0,机构,2.87,198478368.66,4,减持
301301.SZ,川宁生物,10.84,1.69,香港中央结算有限公司,15732627.0,机构,0.71,201062973.06,6,增持
002922.SZ,伊戈尔,19.02,-1.25,香港中央结算有限公司,9211925.0,机构,2.35,201372680.5,2,增持
601212.SH,白银有色,2.65,3.52,香港中央结算有限公司,72548921.0,机构,0.98,201686000.38,8,增持
300017.SZ,网宿科技,6.71,2.44,香港中央结算有限公司,25674676.0,机构,1.05,202829940.4,6,减持
605090.SH,九丰能源,24.63,0.86,香港中央结算有限公司,7007351.0,机构,1.11,203213179.0,2,增持
601860.SH,紫金银行,2.41,1.26,香港中央结算有限公司,81436441.0,机构,2.22,203591102.5,5,增持
000848.SZ,承德露露,7.04,3.53,香港中央结算有限公司,25933761.0,机构,2.46,203839361.46,2,增持
300775.SZ,三角防务,20.23,1.05,香港中央结算有限公司,6674613.0,机构,1.21,204243157.8,7,增持
605365.SH,立达信,13.51,3.13,香港中央结算有限公司,12885869.0,机构,2.56,204498741.03,1,增持
000069.SZ,华侨城A,1.99,3.11,香港中央结算有限公司,100703581.0,机构,1.25,205435305.24,4,减持
300482.SZ,万孚生物,19.79,1.28,香港中央结算有限公司,8437429.0,机构,1.79,205873267.6,5,增持
000021.SZ,深科技,13.12,1.31,香港中央结算有限公司,13645891.0,机构,0.87,206325871.92,4,减持
600118.SH,中国卫星,20.62,1.98,香港中央结算有限公司,9310674.0,机构,0.79,206976283.02,3,减持
600072.SH,中船科技,12.31,-5.23,香港中央结算有限公司,15336918.0,机构,1.02,207355131.36,3,减持
000099.SZ,中信海直,14.52,2.47,香港中央结算有限公司,12807283.0,机构,1.65,207990275.92,2,增持
300776.SZ,帝尔激光,42.88,2.02,香港中央结算有限公司,4560700.0,机构,1.67,209609772.0,5,增持
600717.SH,天津港,4.20,0.24,香港中央结算有限公司,49189029.0,机构,1.7,210037153.83,2,增持
600705.SH,中航产融,2.43,-0.82,香港中央结算有限公司,94857167.0,机构,1.07,210582910.74,6,减持
688116.SH,天奈科技,19.83,1.17,香港中央结算有限公司,9126542.0,机构,2.65,210640589.36,5,新进
600392.SH,盛和资源,7.89,2.87,香港中央结算有限公司,24442858.0,机构,1.39,210697435.96,6,增持
300601.SZ,康泰生物,13.50,3.21,香港中央结算有限公司,13538755.0,机构,1.21,211339965.55,4,减持
002541.SZ,鸿路钢构,11.45,3.25,香港中央结算有限公司,12454811.0,机构,1.81,211358142.67,6,减持
600694.SH,大商股份,15.11,2.37,香港中央结算有限公司,12576240.0,机构,4.02,211406594.4,3,增持
000429.SZ,粤高速A,10.93,-1.71,香港中央结算有限公司,20338420.0,机构,0.97,211722952.2,8,减持
605599.SH,菜百股份,9.87,1.33,香港中央结算有限公司,16641901.0,机构,2.14,211851399.73,7,减持
688538.SH,和辉光电,2.07,1.97,香港中央结算有限公司,107045275.0,机构,0.77,211949644.5,5,增持
300677.SZ,英科医疗,21.96,1.20,香港中央结算有限公司,7924094.0,机构,1.22,212444960.14,3,增持
300529.SZ,健帆生物,24.96,0.24,香港中央结算有限公司,7832919.0,机构,0.97,213133725.99,7,减持
601162.SH,天风证券,2.87,0.00,香港中央结算有限公司,98302161.0,机构,1.13,214298710.98,8,增持
002396.SZ,星网锐捷,13.90,2.28,香港中央结算有限公司,16237295.0,机构,2.74,214494666.95,3,减持
002299.SZ,圣农发展,10.88,1.87,香港中央结算有限公司,15883477.0,机构,1.28,216650626.28,6,减持
600702.SH,舍得酒业,42.60,6.02,香港中央结算有限公司,3849063.0,机构,1.16,218126400.21,4,减持
688333.SH,铂力特,38.52,-2.97,香港中央结算有限公司,4508178.0,机构,1.66,218421224.1,8,新进
605009.SH,豪悦护理,33.59,2.04,香港中央结算有限公司,5551768.0,机构,3.58,218961729.92,5,增持
002048.SZ,宁波华翔,12.15,0.16,香港中央结算有限公司,16973271.0,机构,2.08,219634126.74,5,增持
000739.SZ,普洛药业,14.60,-0.82,香港中央结算有限公司,16302734.0,机构,1.39,221228100.38,6,减持
600057.SH,厦门象屿,4.85,2.32,香港中央结算有限公司,32547202.0,机构,1.43,221320973.6,6,增持
603228.SH,景旺电子,23.77,-3.10,香港中央结算有限公司,6962260.0,机构,0.81,221399868.0,6,减持
600350.SH,山东高速,8.95,-7.73,香港中央结算有限公司,25020737.0,机构,0.52,221433522.45,5,减持
605555.SH,德昌股份,16.26,2.72,香港中央结算有限公司,11901811.0,机构,3.2,221492702.71,2,增持
002091.SZ,江苏国泰,6.66,1.37,香港中央结算有限公司,32566680.0,机构,2.0,221779090.8,5,减持
000998.SZ,隆平高科,9.40,3.64,香港中央结算有限公司,22601031.0,机构,1.72,222168134.73,4,减持
300457.SZ,赢合科技,13.49,1.50,香港中央结算有限公司,12516668.0,机构,1.93,223172190.44,3,增持
601456.SH,国联证券,9.70,1.46,香港中央结算有限公司,23233332.0,机构,0.82,223969320.48,9,减持
000028.SZ,国药一致,24.57,1.74,香港中央结算有限公司,6985583.0,机构,1.26,225145340.09,6,增持
603077.SH,和邦生物,1.69,2.42,香港中央结算有限公司,136802572.0,机构,1.55,225724243.8,5,增持
000403.SZ,派林生物,21.60,-1.05,香港中央结算有限公司,8537187.0,机构,1.16,227601405.42,7,增持
688772.SH,珠海冠宇,13.38,0.60,香港中央结算有限公司,15383296.0,机构,1.36,229211110.4,7,减持
601500.SH,通用股份,4.46,2.29,香港中央结算有限公司,43064484.0,机构,2.71,229964344.56,3,增持
002320.SZ,海峡股份,4.84,2.33,香港中央结算有限公司,44582230.0,机构,2.0,230044306.8,3,增持
600499.SH,科达制造,7.14,2.59,香港中央结算有限公司,27342035.0,机构,1.43,230493355.05,10,减持
000913.SZ,钱江摩托,17.02,1.86,香港中央结算有限公司,14669967.0,机构,2.78,231198679.92,3,增持
688390.SH,固德威,43.46,-0.44,香港中央结算有限公司,4141782.0,机构,1.71,232436805.84,9,减持
002073.SZ,软控股份,6.83,2.25,香港中央结算有限公司,31474396.0,机构,3.1,232595786.44,3,增持
002487.SZ,大金重工,19.13,-0.26,香港中央结算有限公司,10176458.0,机构,1.6,232837359.04,2,增持
000877.SZ,天山股份,4.40,1.85,香港中央结算有限公司,43119550.0,机构,0.5,232845570.0,6,增持
000690.SZ,宝新能源,3.94,2.34,香港中央结算有限公司,45770820.0,机构,2.1,233431182.0,3,增持
601677.SH,明泰铝业,12.27,4.07,香港中央结算有限公司,20213403.0,机构,1.63,233666938.68,4,增持
688032.SH,禾迈股份,130.97,-0.40,香港中央结算有限公司,2036503.0,机构,1.65,233749814.34,9,增持
002597.SZ,金禾实业,22.28,1.74,香港中央结算有限公司,11761508.0,机构,2.06,233936394.12,2,减持
000997.SZ,新大陆,12.96,6.14,香港中央结算有限公司,16912273.0,机构,1.64,235249717.43,4,减持
600859.SH,王府井,12.10,3.77,香港中央结算有限公司,20068095.0,机构,1.77,235599435.3,5,增持
600531.SH,豫光金铅,5.76,3.04,香港中央结算有限公司,36744429.0,机构,3.37,236634122.76,3,增持
300910.SZ,瑞丰新材,36.45,0.00,香港中央结算有限公司,5431976.0,机构,1.86,237485990.72,6,新进
001286.SZ,陕西能源,8.99,1.58,香港中央结算有限公司,20707094.0,机构,0.55,238752793.82,3,增持
688052.SH,纳芯微,85.00,0.63,香港中央结算有限公司,2323794.0,机构,1.63,238839547.32,5,减持
605358.SH,立昂微,18.67,2.53,香港中央结算有限公司,10324282.0,机构,1.54,238903885.48,6,减持
688082.SH,盛美上海,80.86,-0.42,香港中央结算有限公司,2829211.0,机构,0.65,239096621.61,5,减持
000603.SZ,盛达资源,10.61,5.26,香港中央结算有限公司,20328812.0,机构,2.95,240489845.96,4,增持
601018.SH,宁波港,3.28,0.92,香港中央结算有限公司,70887198.0,机构,0.36,241016473.2,7,增持
002668.SZ,TCL智家,9.84,1.97,香港中央结算有限公司,26636102.0,机构,2.46,241323084.12,4,增持
600285.SH,羚锐制药,19.18,-3.18,香港中央结算有限公司,10053283.0,机构,1.77,243389981.43,3,增持
002939.SZ,长城证券,6.90,0.88,香港中央结算有限公司,36408570.0,机构,0.9,243937419.0,6,增持
600210.SH,紫江企业,4.97,2.05,香港中央结算有限公司,45988543.0,机构,3.03,244659048.76,2,增持
000543.SZ,皖能电力,7.58,0.13,香港中央结算有限公司,27724349.0,机构,1.22,245360488.65,3,增持
601016.SH,节能风电,2.70,2.27,香港中央结算有限公司,82211848.0,机构,1.27,245813425.52,2,减持
002416.SZ,爱施德,9.43,3.29,香港中央结算有限公司,27870462.0,机构,2.25,246653588.7,5,减持
000709.SZ,河钢股份,1.73,3.59,香港中央结算有限公司,127998339.0,机构,1.24,248316777.66,4,增持
688475.SH,萤石网络,25.53,1.11,香港中央结算有限公司,7346985.0,机构,0.93,250605658.35,3,新进
688018.SH,乐鑫科技,89.61,-0.87,香港中央结算有限公司,2544925.0,机构,2.27,251133199.0,3,增持
002558.SZ,巨人网络,9.48,3.16,香港中央结算有限公司,26629565.0,机构,1.35,251383093.6,5,减持
688002.SH,睿创微纳,26.91,1.24,香港中央结算有限公司,9007711.0,机构,2.01,251945676.67,5,增持
603866.SH,桃李面包,5.12,4.28,香港中央结算有限公司,49862529.0,机构,3.12,252803022.03,5,增持
002588.SZ,史丹利,6.76,0.45,香港中央结算有限公司,33600428.0,机构,2.9,253011222.84,7,增持
600157.SH,永泰能源,1.06,0.95,香港中央结算有限公司,216192925.0,机构,0.97,255107651.5,6,减持
002803.SZ,吉宏股份,9.96,4.62,香港中央结算有限公司,22976322.0,机构,5.97,255726463.86,1,减持
002176.SZ,江特电机,6.54,4.47,香港中央结算有限公司,31533189.0,机构,1.85,256995490.35,4,减持
601827.SH,三峰环境,7.85,0.90,香港中央结算有限公司,30287882.0,机构,1.8,257144118.18,6,增持
601139.SH,深圳燃气,6.33,1.12,香港中央结算有限公司,38541142.0,机构,1.34,257454828.56,6,增持
300735.SZ,光弘科技,16.76,1.27,香港中央结算有限公司,11936465.0,机构,1.56,257827644.0,2,增持
002268.SZ,电科网安,12.56,4.67,香港中央结算有限公司,18154556.0,机构,2.15,258339331.88,3,增持
600236.SH,桂冠电力,6.22,-0.48,香港中央结算有限公司,33854949.0,机构,0.43,259667458.83,7,减持
300073.SZ,当升科技,30.31,1.10,香港中央结算有限公司,7605375.0,机构,1.5,260940416.25,5,增持
600645.SH,中源协和,18.42,0.55,香港中央结算有限公司,16401756.0,机构,3.51,264068271.6,3,增持
000883.SZ,湖北能源,4.54,0.00,香港中央结算有限公司,44000401.0,机构,0.67,264442410.01,10,增持
300682.SZ,朗新集团,8.71,1.28,香港中央结算有限公司,31083848.0,机构,2.86,264523546.48,6,减持
600763.SH,通策医疗,43.20,3.52,香港中央结算有限公司,4957103.0,机构,1.55,267931417.15,6,减持
600595.SH,中孚实业,2.39,4.82,香港中央结算有限公司,107759307.0,机构,2.69,268320674.43,6,增持
600839.SH,四川长虹,4.91,3.37,香港中央结算有限公司,60029935.0,机构,1.3,269534408.15,2,减持
600483.SH,福能股份,9.13,-1.30,香港中央结算有限公司,23146186.0,机构,0.9,269884528.76,5,增持
002533.SZ,金杯电工,8.58,-0.46,香港中央结算有限公司,27165725.0,机构,3.7,270298963.75,3,增持
600729.SH,重庆百货,18.44,3.95,香港中央结算有限公司,12094765.0,机构,2.71,270438945.4,3,减持
600667.SH,太极实业,5.14,3.01,香港中央结算有限公司,47766263.0,机构,2.27,272745361.73,4,减持
688516.SH,奥特维,34.25,0.35,香港中央结算有限公司,6562705.0,机构,2.09,274386696.05,5,减持
002867.SZ,周大生,10.70,3.58,香港中央结算有限公司,21024724.0,机构,1.92,274582895.44,3,减持
000682.SZ,东方电子,10.49,-1.50,香港中央结算有限公司,24921511.0,机构,1.86,275133481.44,4,增持
600928.SH,西安银行,2.97,1.02,香港中央结算有限公司,84248473.0,机构,1.9,275492506.71,9,新进
603489.SH,八方股份,17.34,2.42,香港中央结算有限公司,10231220.0,机构,6.09,276038315.6,5,减持
002139.SZ,拓邦股份,9.13,1.11,香港中央结算有限公司,26047248.0,机构,2.09,276621773.76,3,增持
002402.SZ,和而泰,9.05,2.96,香港中央结算有限公司,25889108.0,机构,2.78,277272346.68,2,增持
600894.SH,广日股份,10.31,0.29,香港中央结算有限公司,24194882.0,机构,2.81,278241143.0,2,增持
300699.SZ,光威复材,26.48,-1.63,香港中央结算有限公司,11251880.0,机构,1.35,279384180.4,3,减持
000629.SZ,钒钛股份,2.31,3.13,香港中央结算有限公司,112094541.0,机构,1.21,280236352.5,7,减持
603728.SH,鸣志电器,36.65,4.48,香港中央结算有限公司,6974755.0,机构,1.66,280594393.65,4,增持
603871.SH,嘉友国际,18.85,2.00,香港中央结算有限公司,15871019.0,机构,1.62,280758326.11,7,减持
002507.SZ,涪陵榨菜,12.21,2.78,香港中央结算有限公司,22926702.0,机构,1.99,280852099.5,3,减持
002171.SZ,楚江新材,5.56,2.96,香港中央结算有限公司,42735395.0,机构,3.23,281626253.05,5,增持
600004.SH,白云机场,8.68,1.28,香港中央结算有限公司,29780069.0,机构,1.26,282315054.12,2,增持
601020.SH,华钰矿业,10.72,4.59,香港中央结算有限公司,22105637.0,机构,2.7,282952153.6,3,增持
603885.SH,吉祥航空,10.29,1.48,香港中央结算有限公司,25770780.0,机构,1.16,283220872.2,5,增持
601921.SH,浙版传媒,7.80,0.91,香港中央结算有限公司,37207725.0,机构,1.67,284267019.0,2,减持
600269.SH,赣粤高速,4.20,1.45,香港中央结算有限公司,55444956.0,机构,2.37,286650422.52,4,减持
600007.SH,中国国贸,24.44,1.88,香港中央结算有限公司,13058260.0,机构,1.3,286759389.6,3,减持
601137.SH,博威合金,13.92,2.13,香港中央结算有限公司,18844228.0,机构,2.41,287186034.72,6,增持
002683.SZ,广东宏大,20.71,2.27,香港中央结算有限公司,14373994.0,机构,1.89,289348499.22,3,增持
600765.SH,中航重机,16.18,0.19,香港中央结算有限公司,14255364.0,机构,0.96,290809425.6,9,减持
688728.SH,格科微,10.68,3.49,香港中央结算有限公司,24277711.0,机构,0.93,294003080.21,8,减持
603826.SH,坤彩科技,27.46,1.67,香港中央结算有限公司,10159888.0,机构,1.55,294331955.36,8,增持
601928.SH,凤凰传媒,11.07,-3.23,香港中央结算有限公司,26890747.0,机构,1.06,294722587.12,5,减持
601880.SH,辽港股份,1.23,1.65,香港中央结算有限公司(A股),239872843.0,机构,1.0,295043596.89,6,增持
000825.SZ,太钢不锈,3.02,3.42,香港中央结算有限公司,87368366.0,机构,1.53,295305077.08,2,增持
300454.SZ,深信服,43.90,1.39,香港中央结算有限公司,5860061.0,机构,1.4,296108882.33,8,减持
002327.SZ,富安娜,7.52,-0.40,香港中央结算有限公司,29491387.0,机构,3.52,296388439.35,3,减持
603087.SH,甘李药业,39.03,1.96,香港中央结算有限公司,6435998.0,机构,1.07,298115427.36,3,减持
300638.SZ,广和通,10.38,1.96,香港中央结算有限公司,17434448.0,机构,2.28,298129060.8,3,增持
000089.SZ,深圳机场,5.99,1.18,香港中央结算有限公司,46663499.0,机构,2.28,298179758.61,2,增持
000727.SZ,冠捷科技,1.91,2.69,香港中央结算有限公司,146630322.0,机构,3.24,302058463.32,5,减持
600143.SH,金发科技,7.32,2.95,香港中央结算有限公司,45702048.0,机构,1.71,302090537.28,6,增持
002847.SZ,盐津铺子,42.59,3.50,香港中央结算有限公司,7116618.0,机构,2.59,304377751.86,4,增持
002262.SZ,恩华药业,24.34,-0.33,香港中央结算有限公司,12828031.0,机构,1.27,304537455.94,4,减持
600399.SH,抚顺特钢,5.08,1.60,香港中央结算有限公司,54470530.0,机构,2.76,306669083.9,4,减持
688063.SH,派能科技,33.95,0.41,香港中央结算有限公司,7731801.0,机构,3.15,307029817.71,4,减持
600993.SH,马应龙,21.90,0.78,香港中央结算有限公司,11525970.0,机构,2.67,307397619.9,4,增持
000582.SZ,北部湾港,6.99,0.58,香港中央结算有限公司,41350850.0,机构,1.82,307650324.0,3,减持
601636.SH,旗滨集团,4.87,3.62,香港中央结算有限公司,47721468.0,机构,1.78,307803468.6,3,增持
603000.SH,人民网,18.02,3.86,香港中央结算有限公司,15398301.0,机构,1.39,307812036.99,4,增持
002797.SZ,第一创业,5.32,0.57,香港中央结算有限公司,60802146.0,机构,1.45,309482923.14,6,增持
002701.SZ,奥瑞金,4.25,1.67,香港中央结算有限公司,74439490.0,机构,2.89,309668278.4,3,减持
000657.SZ,中钨高新,7.78,3.60,香港中央结算有限公司,33960505.0,机构,2.43,310399015.7,3,增持
000923.SZ,河钢资源,12.45,2.47,香港中央结算有限公司,18172599.0,机构,2.78,312932154.78,3,增持
002468.SZ,申通快递,10.23,0.99,香港中央结算有限公司,37315371.0,机构,2.44,313449116.4,6,增持
600580.SH,卧龙电驱,10.26,1.79,香港中央结算有限公司,25803559.0,机构,1.97,313513241.85,3,减持
000612.SZ,焦作万方,5.49,6.40,香港中央结算有限公司,48468446.0,机构,4.07,315044899.0,5,增持
000680.SZ,山推股份,7.30,1.81,香港中央结算有限公司,34240759.0,机构,2.28,317411835.93,3,减持
002511.SZ,中顺洁柔,6.18,2.83,香港中央结算有限公司,45884142.0,机构,3.53,317518262.64,3,增持
600508.SH,上海能源,10.99,1.76,香港中央结算有限公司,22595505.0,机构,3.13,319726395.75,3,增持
688686.SH,奥普特,44.50,0.32,香港中央结算有限公司,5001583.0,机构,4.09,320251359.49,5,增持
600918.SH,中泰证券,5.54,1.09,香港中央结算有限公司,57284259.0,机构,0.82,324801748.53,10,减持
603379.SH,三美股份,28.25,-1.19,香港中央结算有限公司,8304538.0,机构,1.36,325039617.32,7,增持
300763.SZ,锦浪科技,62.50,-1.11,香港中央结算有限公司,7806473.0,机构,1.95,325061535.72,6,减持
600557.SH,康缘药业,12.20,2.09,香港中央结算有限公司,20892811.0,机构,3.59,328017132.7,3,增持
600884.SH,杉杉股份,7.14,2.73,香港中央结算有限公司,40477788.0,机构,1.8,328679638.56,4,增持
601963.SH,重庆银行,6.73,1.51,香港中央结算有限公司,43035552.0,机构,1.24,333525528.0,11,增持
600710.SH,苏美达,8.21,-1.08,香港中央结算有限公司,40989385.0,机构,3.14,334063487.75,3,减持
000723.SZ,美锦能源,4.07,3.83,香港中央结算有限公司,70924958.0,机构,1.64,337602800.08,4,增持
000951.SZ,中国重汽,14.58,4.67,香港中央结算有限公司,23683659.0,机构,2.02,339149996.88,2,减持
600061.SH,国投资本,5.92,1.89,香港中央结算有限公司,60102873.0,机构,0.94,339581232.45,9,减持
002429.SZ,兆驰股份,4.51,2.50,香港中央结算有限公司,70723438.0,机构,1.56,340179736.78,8,减持
603236.SH,移远通信,42.75,2.13,香港中央结算有限公司,7279790.0,机构,2.75,340184586.7,3,减持
000600.SZ,建投能源,4.36,1.16,香港中央结算有限公司,54046080.0,机构,2.99,340490304.0,2,增持
600498.SH,烽火通信,14.30,2.07,香港中央结算有限公司,21433117.0,机构,1.81,340786560.3,2,减持
002244.SZ,滨江集团,8.56,2.51,香港中央结算有限公司,47477438.0,机构,1.53,344686199.88,4,减持
603225.SH,新凤鸣,9.90,1.75,香港中央结算有限公司,22181089.0,机构,1.45,345803177.51,7,增持
601163.SH,三角轮胎,13.65,1.41,香港中央结算有限公司,22975149.0,机构,2.87,349681767.78,2,减持
600125.SH,铁龙物流,5.23,1.75,香港中央结算有限公司,58744117.0,机构,4.5,350702378.49,3,增持
002019.SZ,亿帆医药,10.33,1.87,香港中央结算有限公司,28426250.0,机构,2.32,351348450.0,2,减持
000728.SZ,国元证券,6.48,0.93,香港中央结算有限公司,58039176.0,机构,1.33,351717406.56,10,减持
002315.SZ,焦点科技,23.29,0.52,香港中央结算有限公司,13053221.0,机构,4.12,351914838.16,2,减持
002080.SZ,中材科技,9.69,2.22,香港中央结算有限公司,27360945.0,机构,1.63,352956190.5,2,减持
002739.SZ,万达电影,9.18,2.00,香港中央结算有限公司,29255861.0,机构,1.34,353703359.49,5,减持
300442.SZ,润泽科技,23.21,-0.21,香港中央结算有限公司,14793938.0,机构,0.86,354314815.1,1,增持
002673.SZ,西部证券,6.43,2.55,香港中央结算有限公司,58084478.0,机构,1.3,359542918.82,6,减持
600536.SH,中国软件,35.51,4.93,香港中央结算有限公司,12071297.0,机构,1.4,361173206.24,3,减持
300476.SZ,胜宏科技,27.30,-1.87,香港中央结算有限公司,11223227.0,机构,1.3,362061303.02,6,减持
601155.SH,新城控股,10.31,3.62,香港中央结算有限公司,40899695.0,机构,1.81,362780294.65,3,减持
002249.SZ,大洋电机,4.84,2.54,香港中央结算有限公司,76727567.0,机构,3.19,362921391.91,2,增持
000065.SZ,北方国际,8.46,3.17,香港中央结算有限公司,35012877.0,机构,3.49,363083534.49,4,减持
688536.SH,思瑞浦,72.61,0.74,香港中央结算有限公司,3715820.0,机构,2.8,363444354.2,8,增持
600559.SH,老白干酒,17.25,5.50,香港中央结算有限公司,20043339.0,机构,2.19,364387903.02,3,增持
000733.SZ,振华科技,33.11,1.13,香港中央结算有限公司,8904267.0,机构,1.61,369794208.51,4,减持
000552.SZ,甘肃能化,2.32,1.75,香港中央结算有限公司,106737615.0,机构,1.99,370379524.05,3,减持
002154.SZ,报喜鸟,3.35,4.36,香港中央结算有限公司,68141854.0,机构,4.67,370691685.76,3,减持
002414.SZ,高德红外,5.94,2.06,香港中央结算有限公司,63008389.0,机构,1.48,371119411.21,3,增持
600109.SH,国金证券,7.16,1.27,香港中央结算有限公司,49518122.0,机构,1.33,373861821.1,5,减持
603699.SH,纽威股份,18.17,-2.26,香港中央结算有限公司,21862816.0,机构,2.88,374291409.92,4,增持
002807.SZ,江阴银行,3.46,1.17,香港中央结算有限公司,99339299.0,机构,4.04,374509157.23,2,减持
300144.SZ,宋城演艺,7.15,1.27,香港中央结算有限公司,46990583.0,机构,1.79,377334381.49,4,增持
300244.SZ,迪安诊断,9.68,1.68,香港中央结算有限公司,31518785.0,机构,5.03,378225420.0,2,增持
688120.SH,华海清科,125.10,-2.38,香港中央结算有限公司,1995379.0,机构,1.26,378283950.82,10,新进
300496.SZ,中科创达,33.13,1.72,香港中央结算有限公司,8313571.0,机构,1.81,379015701.89,3,减持
002697.SZ,红旗连锁,4.30,3.37,香港中央结算有限公司,82274041.0,机构,6.05,380928809.83,2,增持
002237.SZ,恒邦股份,9.17,3.03,香港中央结算有限公司,33105728.0,机构,2.88,381046929.28,3,增持
600637.SH,东方明珠,6.25,1.13,香港中央结算有限公司,62673584.0,机构,1.86,381055390.72,2,减持
000738.SZ,航发控制,18.25,0.39,香港中央结算有限公司,19072859.0,机构,1.45,382792280.13,6,减持
002281.SZ,光迅科技,26.63,0.23,香港中央结算有限公司,10272496.0,机构,1.29,383883175.52,3,减持
002960.SZ,青鸟消防,9.03,1.46,香港中央结算有限公司,30399425.0,机构,4.08,384248732.0,4,增持
300001.SZ,特锐德,17.51,0.46,香港中央结算有限公司,19151662.0,机构,1.81,385331439.44,3,减持
603283.SH,赛腾股份,54.45,1.30,香港中央结算有限公司,5060950.0,机构,2.53,386656580.0,4,增持
000831.SZ,中国稀土,22.57,2.22,香港中央结算有限公司,15286656.0,机构,1.44,387516729.6,4,减持
688363.SH,华熙生物,46.28,2.91,香港中央结算有限公司,6941707.0,机构,1.44,392692364.99,4,减持
601198.SH,东兴证券,8.18,1.24,香港中央结算有限公司,49532572.0,机构,1.53,394279273.12,4,增持
600038.SH,中直股份,35.27,0.69,香港中央结算有限公司,9598501.0,机构,1.31,394594376.11,4,增持
600511.SH,国药股份,27.53,0.47,香港中央结算有限公司,12861290.0,机构,1.7,395999119.1,2,增持
002727.SZ,一心堂,11.65,4.39,香港中央结算有限公司,26294842.0,机构,4.41,396789165.78,3,减持
600612.SH,老凤祥,53.02,0.23,香港中央结算有限公司,6822107.0,机构,1.3,396978406.33,3,减持
002984.SZ,森麒麟,23.58,0.38,香港中央结算有限公司,16484033.0,机构,1.6,397100354.97,5,新进
600409.SH,三友化工,4.69,3.08,香港中央结算有限公司,79331427.0,机构,3.84,398243763.54,3,增持
688676.SH,金盘科技,30.53,3.32,香港中央结算有限公司,7666943.0,机构,1.68,399831077.45,5,增持
002544.SZ,普天科技,16.31,3.36,香港中央结算有限公司,21418230.0,机构,3.14,400306718.7,5,增持
600801.SH,华新水泥,10.26,0.98,香港中央结算有限公司,29245175.0,机构,1.41,402121156.25,4,增持
688100.SH,威胜信息,34.46,-1.37,香港中央结算有限公司,10622450.0,机构,2.12,405246467.5,6,增持
603323.SH,苏农银行,4.26,0.71,香港中央结算有限公司,84299859.0,机构,4.63,405482321.79,1,增持
688123.SH,聚辰股份,44.05,0.11,香港中央结算有限公司,6702160.0,机构,4.22,407692392.8,5,增持
688798.SH,艾为电子,40.80,1.75,香港中央结算有限公司,7201601.0,机构,3.1,407754648.62,4,增持
000415.SZ,渤海租赁,2.23,4.21,香港中央结算有限公司,160675401.0,机构,2.6,409722272.55,4,减持
002958.SZ,青农商行,2.38,1.28,香港中央结算有限公司,153861599.0,机构,2.77,412349085.32,5,增持
002839.SZ,张家港行,3.65,1.11,香港中央结算有限公司,103045328.0,机构,4.75,414242218.56,4,增持
002484.SZ,江海股份,12.39,0.57,香港中央结算有限公司,31823366.0,机构,3.74,421659599.5,3,减持
600515.SH,海南机场,3.11,1.30,香港中央结算有限公司,134416522.0,机构,1.18,422067879.08,7,减持
605111.SH,新洁能,26.98,1.62,香港中央结算有限公司,13806893.0,机构,3.32,422352856.87,3,增持
688072.SH,拓荆科技,114.60,0.68,香港中央结算有限公司,3519875.0,机构,1.26,422772186.25,7,增持
000050.SZ,深天马A,6.27,2.28,香港中央结算有限公司,58263796.0,机构,2.37,424160434.88,7,减持
