股票代码,股票简称,现价(元),涨跌幅(%),流通股东名称(报告期)2024.06.30,流通股东持股数量(报告期)(股)2024.06.30,流通股东类型(报告期)2024.06.30,流通股东持股比例(报告期)(%)2024.06.30,流通股东持股市值,流通股东排名(报告期)2024.06.30,流通股东持股状态(报告期)2024.06.30
603915.SH,国茂股份,8.20,3.80,香港中央结算有限公司,7062615.0,机构,1.07,72674308.35,7,增持
600246.SH,万通发展,6.01,-1.48,香港中央结算有限公司,10850713.0,机构,0.55,72916791.36,8,新进
300339.SZ,润和软件,21.16,3.57,香港中央结算有限公司,3529182.0,机构,0.44,72948191.94,7,减持
601886.SH,江河集团,4.51,1.58,香港中央结算有限公司,14990299.0,机构,1.32,73152659.12,5,增持
002611.SZ,东方精工,5.21,2.36,香港中央结算有限公司,13937519.0,机构,1.14,73171974.75,6,减持
603888.SH,新华网,19.59,2.83,香港中央结算有限公司,3408484.0,机构,0.66,73316490.84,6,增持
600649.SH,城投控股,3.25,2.85,香港中央结算有限公司,22095217.0,机构,0.87,73356120.44,4,增持
600267.SH,海正药业,7.14,2.15,香港中央结算有限公司,10458648.0,机构,0.87,73419708.96,4,减持
603305.SH,旭升集团,8.90,5.58,香港中央结算有限公司,6981595.0,机构,0.75,73725643.2,7,减持
300630.SZ,普利制药,7.67,2.68,香港中央结算有限公司,6018151.0,机构,1.33,74324164.85,3,增持
002985.SZ,北摩高科,17.43,1.99,香港中央结算有限公司,3387342.0,机构,1.02,74623144.26,5,减持
600808.SH,马钢股份,1.85,3.35,香港中央结算有限公司,36981035.0,机构,0.48,74701690.7,5,减持
300284.SZ,苏交科,6.13,2.85,香港中央结算有限公司,9257662.0,机构,0.73,74801908.96,9,新进
301035.SZ,润丰股份,38.45,0.31,香港中央结算有限公司,1683883.0,机构,0.6,75000148.82,9,增持
000823.SZ,超声电子,7.43,2.06,香港中央结算有限公司,8823259.0,机构,1.64,75085934.09,3,增持
301238.SZ,瑞泰新材,13.07,3.08,香港中央结算有限公司,5026579.0,机构,0.69,75247887.63,3,增持
000650.SZ,仁和药业,5.29,2.32,香港中央结算有限公司,12772627.0,机构,0.91,75358499.3,9,减持
002068.SZ,黑猫股份,5.44,3.62,香港中央结算有限公司,10637383.0,机构,1.43,75525419.3,7,增持
688598.SH,金博股份,15.12,1.20,香港中央结算有限公司,2676063.0,机构,1.94,75732582.9,4,新进
000811.SZ,冰轮环境,8.27,3.63,香港中央结算有限公司,7854427.0,机构,1.03,75795220.55,8,减持
002947.SZ,恒铭达,28.50,-1.55,香港中央结算有限公司,2153449.0,机构,0.94,75801404.8,5,减持
688110.SH,东芯股份,14.53,1.75,香港中央结算有限公司,3981647.0,机构,0.9,75930008.29,7,新进
002446.SZ,盛路通信,5.39,3.06,香港中央结算有限公司,13444131.0,机构,1.47,75959340.15,4,增持
002408.SZ,齐翔腾达,4.63,2.66,香港中央结算有限公司,13567103.0,机构,0.48,75975776.8,6,减持
603220.SH,中贝通信,17.45,1.75,香港中央结算有限公司,2799939.0,机构,0.84,76046343.24,6,新进
300098.SZ,高新兴,3.59,2.28,香港中央结算有限公司,17196221.0,机构,0.99,76179259.03,4,增持
600059.SH,古越龙山,7.69,2.26,香港中央结算有限公司,9596087.0,机构,1.05,76192930.78,4,减持
002815.SZ,崇达技术,7.53,2.31,香港中央结算有限公司,8147524.0,机构,0.75,76423775.12,7,减持
002204.SZ,大连重工,4.06,2.78,香港中央结算有限公司,17914060.0,机构,0.93,76493036.2,2,减持
000829.SZ,天音控股,8.86,5.23,香港中央结算有限公司,8429029.0,机构,0.82,76535583.32,7,增持
002267.SZ,陕天然气,6.56,2.50,香港中央结算有限公司,10128949.0,机构,0.91,76574854.44,4,增持
000927.SZ,中国铁物,2.34,2.18,香港中央结算有限公司,32196813.0,机构,0.53,76628414.94,9,减持
300233.SZ,金城医药,11.03,2.22,香港中央结算有限公司,5136093.0,机构,1.34,76630507.56,4,增持
300170.SZ,汉得信息,6.56,4.13,香港中央结算有限公司,12495395.0,机构,1.27,76721725.3,3,增持
603595.SH,东尼电子,14.92,2.75,香港中央结算有限公司,3726448.0,机构,1.6,76727564.32,6,减持
600490.SH,鹏欣资源,2.56,9.87,香港中央结算有限公司,29590908.0,机构,1.34,76936360.8,5,增持
002925.SZ,盈趣科技,11.54,2.58,香港中央结算有限公司,6087054.0,机构,0.78,77122974.18,9,新进
603308.SH,应流股份,10.01,3.62,香港中央结算有限公司,6230433.0,机构,0.92,77381977.86,9,增持
300024.SZ,机器人,9.33,2.41,香港中央结算有限公司,7950591.0,机构,0.51,77438756.34,6,减持
002362.SZ,汉王科技,15.20,3.12,香港中央结算有限公司,4653860.0,机构,1.9,77486769.0,4,减持
000799.SZ,酒鬼酒,37.76,9.99,香港中央结算有限公司,1772341.0,机构,0.55,77752599.67,6,减持
600597.SH,光明乳业,7.61,4.39,香港中央结算有限公司,10037815.0,机构,0.73,77993822.55,5,减持
002945.SZ,华林证券,9.73,1.46,香港中央结算有限公司,7850092.0,机构,0.29,78343918.16,4,增持
603533.SH,掌阅科技,15.67,2.49,香港中央结算有限公司,4206830.0,机构,0.96,78541516.1,6,增持
002063.SZ,远光软件,4.63,1.98,香港中央结算有限公司,15000770.0,机构,0.79,78604034.8,9,减持
600888.SH,新疆众和,6.44,2.88,香港中央结算有限公司,11121531.0,机构,0.81,78629224.17,4,增持
301345.SZ,涛涛车业,56.51,2.67,香港中央结算有限公司,1428646.0,机构,1.31,78718394.6,2,新进
600720.SH,中交设计,8.25,3.00,香港中央结算有限公司,8866520.0,机构,0.43,78912028.0,5,减持
002913.SZ,奥士康,22.13,0.77,香港中央结算有限公司,2949029.0,机构,0.93,79063467.49,3,增持
300841.SZ,康华生物,45.79,1.44,香港中央结算有限公司,1562003.0,机构,1.16,79099831.92,9,减持
002950.SZ,奥美医疗,7.25,1.40,香港中央结算有限公司,12016087.0,机构,1.9,79306174.2,6,减持
000928.SZ,中钢国际,5.31,0.95,香港中央结算有限公司,14294880.0,机构,1.0,79336584.0,5,减持
001203.SZ,大中矿业,7.45,2.90,香港中央结算有限公司,8270827.0,机构,0.55,79482647.47,6,减持
600020.SH,中原高速,3.62,-0.82,香港中央结算有限公司,22470555.0,机构,1.0,79545764.7,5,减持
600328.SH,中盐化工,7.11,3.04,香港中央结算有限公司,11651514.0,机构,0.79,79929386.04,3,减持
603056.SH,德邦股份,12.49,3.57,香港中央结算有限公司,6111220.0,机构,0.6,80056982.0,7,新进
600126.SH,杭钢股份,3.45,4.55,香港中央结算有限公司,19571861.0,机构,0.58,80440348.71,8,减持
300428.SZ,立中集团,13.85,1.76,香港中央结算有限公司,4347282.0,机构,0.69,80815972.38,10,减持
300773.SZ,拉卡拉,11.95,2.93,香港中央结算有限公司,6522030.0,机构,0.82,81068832.9,8,减持
300327.SZ,中颖电子,17.47,2.40,香港中央结算有限公司,4121360.0,机构,1.21,81108364.8,8,减持
601969.SH,海南矿业,5.55,1.09,香港中央结算有限公司,12836899.0,机构,0.63,81385939.66,4,增持
603357.SH,设计总院,7.70,2.26,香港中央结算有限公司,8863356.0,机构,1.58,81454241.64,2,减持
000627.SZ,天茂集团,2.88,-6.19,香港中央结算有限公司,46586218.0,机构,0.94,81525881.5,5,增持
300113.SZ,顺网科技,10.39,3.69,香港中央结算有限公司,7972117.0,机构,1.15,81634478.08,4,减持
300738.SZ,奥飞数据,8.84,2.08,香港中央结算有限公司,8090691.0,机构,0.84,81877792.92,5,减持
002539.SZ,云图控股,7.00,1.30,香港中央结算有限公司,11492440.0,机构,0.95,81941097.2,8,增持
603118.SH,共进股份,6.61,1.85,香港中央结算有限公司,12241419.0,机构,1.55,82017507.3,3,增持
300181.SZ,佐力药业,11.85,0.77,香港中央结算有限公司,5429157.0,机构,0.77,82088853.84,10,新进
603906.SH,龙蟠科技,6.87,2.54,香港中央结算有限公司,10545959.0,机构,1.87,82153020.61,3,增持
002865.SZ,钧达股份,36.16,1.03,香港中央结算有限公司,2151417.0,机构,0.94,82571384.46,7,减持
002617.SZ,露笑科技,5.13,1.18,香港中央结算有限公司,17216086.0,机构,0.9,82637212.8,6,减持
300726.SZ,宏达电子,21.79,0.97,香港中央结算有限公司,3627692.0,机构,0.88,82711377.6,4,增持
002567.SZ,唐人神,4.66,3.10,香港中央结算有限公司,15440590.0,机构,1.08,82761562.4,8,增持
300166.SZ,东方国信,6.33,4.63,香港中央结算有限公司,13557542.0,机构,1.18,82972157.04,3,增持
603629.SH,利通电子,14.19,2.45,香港中央结算有限公司,4509691.0,机构,1.74,83248895.86,4,增持
000712.SZ,锦龙股份,9.99,6.96,香港中央结算有限公司,11122619.0,机构,1.24,83419642.5,4,增持
002014.SZ,永新股份,8.38,1.58,香港中央结算有限公司,8807781.0,机构,1.44,83497763.88,7,增持
688023.SH,安恒信息,29.30,4.53,香港中央结算有限公司,2088594.0,机构,2.65,83564645.94,6,增持
002419.SZ,天虹股份,4.12,2.74,香港中央结算有限公司,20010616.0,机构,1.71,83644374.88,3,减持
002387.SZ,维信诺,5.98,1.01,香港中央结算有限公司,13782705.0,机构,0.99,83798846.4,9,减持
600567.SH,山鹰国际,1.41,2.17,香港中央结算有限公司,55899723.0,机构,1.25,83849584.5,4,增持
300684.SZ,中石科技,14.49,0.98,香港中央结算有限公司,4837147.0,机构,1.62,83876128.98,4,增持
300363.SZ,博腾股份,11.72,2.36,香港中央结算有限公司,7034921.0,机构,1.29,84067305.95,7,增持
600114.SH,东睦股份,14.41,2.78,香港中央结算有限公司,5858430.0,机构,0.95,84302807.7,10,减持
600366.SH,宁波韵升,5.57,2.58,香港中央结算有限公司,16183527.0,机构,1.46,84478010.94,3,增持
600211.SH,西藏药业,32.18,1.00,香港中央结算有限公司,2592942.0,机构,0.8,84478050.36,8,增持
601200.SH,上海环境,7.39,2.07,香港中央结算有限公司,9945117.0,机构,0.89,84533494.5,4,增持
300130.SZ,新国都,15.76,6.92,香港中央结算有限公司,5089499.0,机构,0.91,84689263.36,5,减持
002641.SZ,公元股份,3.87,3.48,香港中央结算有限公司,21554774.0,机构,1.75,84710261.82,5,减持
002075.SZ,沙钢股份,4.63,2.89,香港中央结算有限公司,22512535.0,机构,1.03,84872256.95,8,减持
002214.SZ,大立科技,10.30,2.49,香港中央结算有限公司,7524723.0,机构,1.26,84878875.44,2,增持
600185.SH,格力地产,4.83,3.21,香港中央结算有限公司,20087103.0,机构,1.07,85370187.75,3,增持
603368.SH,柳药集团,15.14,3.06,香港中央结算有限公司,4899184.0,机构,1.23,85735720.0,2,减持
000601.SZ,韶能股份,3.50,2.94,香港中央结算有限公司,23249811.0,机构,2.15,85791802.59,6,减持
300068.SZ,南都电源,11.07,2.69,香港中央结算有限公司,10392448.0,机构,1.19,86049469.44,6,新进
002030.SZ,达安基因,5.13,2.19,香港中央结算有限公司,17269823.0,机构,1.23,86349115.0,6,减持
002626.SZ,金达威,13.02,2.28,香港中央结算有限公司,5979171.0,机构,0.98,86399020.95,4,减持
300257.SZ,开山股份,7.63,2.28,香港中央结算有限公司,8564638.0,机构,0.86,86502843.8,8,增持
002675.SZ,东诚药业,11.86,1.19,香港中央结算有限公司,7067925.0,机构,0.86,86652760.5,10,减持
603218.SH,日月股份,10.79,-0.28,香港中央结算有限公司,8445975.0,机构,0.82,86740163.25,5,减持
000503.SZ,国新健康,7.24,5.85,香港中央结算有限公司,13008415.0,机构,1.32,86766128.05,2,减持
300618.SZ,寒锐钴业,21.78,2.54,香港中央结算有限公司,3283108.0,机构,1.05,86838206.6,5,减持
300451.SZ,创业慧康,3.35,3.72,香港中央结算有限公司,25131076.0,机构,1.62,86953522.96,4,减持
003031.SZ,中瓷电子,35.45,1.43,香港中央结算有限公司,1884491.0,机构,0.42,87138863.84,8,减持
600623.SH,华谊集团,5.75,3.05,香港中央结算有限公司,15122041.0,机构,0.71,87405396.98,7,减持
002004.SZ,华邦健康,4.02,-0.25,香港中央结算有限公司,23028691.0,机构,1.16,87509025.8,6,增持
000628.SZ,高新发展,39.82,2.89,香港中央结算有限公司,1973123.0,机构,0.56,87547467.51,3,增持
000990.SZ,诚志股份,6.41,2.89,香港中央结算有限公司,11777732.0,机构,0.97,87626326.08,4,减持
002855.SZ,捷荣技术,17.19,0.17,香港中央结算有限公司,4169677.0,机构,1.69,87646610.54,5,增持
603128.SH,华贸物流,5.22,2.96,香港中央结算有限公司,15253610.0,机构,1.17,88013329.7,3,增持
600548.SH,深高速,9.45,-4.64,香港中央结算有限公司,8281452.0,机构,0.38,88031834.76,8,减持
002777.SZ,久远银海,12.84,3.38,香港中央结算有限公司,5874992.0,机构,1.44,88066130.08,4,增持
300551.SZ,古鳌科技,7.44,20.00,香港中央结算有限公司,15677626.0,机构,4.53,88265034.38,2,增持
001696.SZ,宗申动力,12.27,4.60,香港中央结算有限公司,8301645.0,机构,0.73,88329502.8,2,增持
002376.SZ,新北洋,5.63,1.44,香港中央结算有限公司,16402370.0,机构,2.53,88408774.3,4,增持
000719.SZ,中原传媒,10.65,-1.11,香港中央结算有限公司,8769217.0,机构,0.86,88656783.87,6,减持
688520.SH,神州细胞,32.97,1.13,香港中央结算有限公司,2253344.0,机构,0.51,88669086.4,9,新进
603367.SH,辰欣药业,12.06,1.34,香港中央结算有限公司,6362966.0,机构,1.41,88699746.04,6,新进
000778.SZ,新兴铸管,3.09,1.64,香港中央结算有限公司,25492819.0,机构,0.64,88715010.12,7,减持
603383.SH,顶点软件,25.99,4.38,香港中央结算有限公司,2771992.0,机构,1.35,88897783.44,9,减持
300674.SZ,宇信科技,11.06,3.08,香港中央结算有限公司,8061831.0,机构,1.15,89325087.48,6,减持
301050.SZ,雷电微力,43.39,1.76,香港中央结算有限公司,1856937.0,机构,1.06,89430085.92,6,增持
002423.SZ,中粮资本,7.47,1.63,香港中央结算有限公司,11948332.0,机构,0.52,89493006.68,5,增持
601107.SH,四川成渝,4.50,0.45,香港中央结算有限公司,17129646.0,机构,0.56,89930641.5,4,增持
002023.SZ,海特高新,8.30,2.09,香港中央结算有限公司,9847549.0,机构,1.33,90105073.35,4,增持
000049.SZ,德赛电池,20.72,0.48,香港中央结算有限公司,3843276.0,机构,1.0,90124822.2,4,减持
002192.SZ,融捷股份,29.09,0.94,香港中央结算有限公司,3011624.0,机构,1.16,90408952.48,3,增持
600206.SH,有研新材,9.00,2.62,香港中央结算有限公司,10207572.0,机构,1.21,90847390.8,4,减持
600284.SH,浦东建设,5.04,1.82,香港中央结算有限公司,17015826.0,机构,1.75,90864510.84,5,减持
300676.SZ,华大基因,34.79,1.84,香港中央结算有限公司,2595430.0,机构,0.62,90866004.3,10,增持
002677.SZ,浙江美大,6.54,2.99,香港中央结算有限公司,11206703.0,机构,1.73,90886361.33,4,减持
002099.SZ,海翔药业,5.29,2.32,香港中央结算有限公司,17826226.0,机构,1.1,91092014.86,6,减持
603858.SH,步长制药,15.01,2.67,香港中央结算有限公司,6015429.0,机构,0.54,91133749.35,10,减持
688088.SH,虹软科技,24.22,3.02,香港中央结算有限公司,3164384.0,机构,0.79,91324122.24,10,减持
002585.SZ,双星新材,4.35,3.82,香港中央结算有限公司,18415333.0,机构,1.6,91340051.68,3,增持
002324.SZ,普利特,7.19,1.70,香港中央结算有限公司,10691139.0,机构,0.96,91409238.45,5,减持
000970.SZ,中科三环,8.15,3.16,香港中央结算有限公司,11987333.0,机构,0.99,91703097.45,6,增持
002498.SZ,汉缆股份,2.90,2.11,香港中央结算有限公司,27946006.0,机构,0.84,91942359.74,2,减持
605368.SH,蓝天燃气,13.14,-0.76,香港中央结算有限公司,6744329.0,机构,0.97,91992647.56,3,新进
300134.SZ,大富科技,8.64,0.47,香港中央结算有限公司,13515769.0,机构,1.76,92177544.58,5,增持
002497.SZ,雅化集团,8.43,2.31,香港中央结算有限公司,10349513.0,机构,0.9,92317655.96,5,减持
688626.SH,翔宇医疗,22.45,-0.44,香港中央结算有限公司,2916829.0,机构,1.82,92580152.46,6,减持
688766.SH,普冉股份,58.39,-1.08,香港中央结算有限公司,959206.0,机构,0.91,93206047.02,9,减持
603985.SH,恒润股份,9.21,4.19,香港中央结算有限公司,7842311.0,机构,1.78,93323500.9,5,增持
002906.SZ,华阳集团,24.45,1.41,香港中央结算有限公司,3505686.0,机构,0.67,93812157.36,8,减持
688268.SH,华特气体,40.20,-0.91,香港中央结算有限公司,1821495.0,机构,1.51,94007356.95,9,增持
002125.SZ,湘潭电化,8.65,3.59,香港中央结算有限公司,9720741.0,机构,1.54,94582809.93,3,增持
002866.SZ,传艺科技,13.07,2.51,香港中央结算有限公司,7354849.0,机构,2.54,94656906.63,2,增持
000801.SZ,四川九洲,8.21,1.86,香港中央结算有限公司,9492542.0,机构,0.93,94925420.0,4,增持
603127.SH,昭衍新药,14.02,4.01,香港中央结算有限公司,7156763.0,机构,0.95,94970245.01,9,减持
300757.SZ,罗博特科,79.57,-1.86,香港中央结算有限公司,1087709.0,机构,0.7,95011381.15,7,减持
300357.SZ,我武生物,17.01,2.10,香港中央结算有限公司,4699433.0,机构,0.9,95022535.26,8,新进
002461.SZ,珠江啤酒,8.39,2.19,香港中央结算有限公司,12834696.0,机构,0.58,95233444.32,3,减持
002015.SZ,协鑫能科,6.51,0.77,香港中央结算有限公司,11991087.0,机构,0.74,95449052.52,9,减持
603303.SH,得邦照明,10.08,1.20,香港中央结算有限公司,8329554.0,机构,1.75,95623279.92,5,增持
601118.SH,海南橡胶,5.07,0.80,香港中央结算有限公司,21036538.0,机构,0.49,95716247.9,7,减持
300888.SZ,稳健医疗,24.48,1.75,香港中央结算有限公司,3794892.0,机构,0.65,96010767.6,5,新进
002053.SZ,云南能投,10.00,1.32,香港中央结算有限公司,7952743.0,机构,0.86,96148662.87,6,增持
300973.SZ,立高食品,26.11,7.18,香港中央结算有限公司,3424265.0,机构,2.02,96187603.85,9,增持
600966.SH,博汇纸业,3.77,1.89,香港中央结算有限公司,20277765.0,机构,1.52,96927716.7,3,增持
000681.SZ,视觉中国,10.86,3.82,香港中央结算有限公司,8456633.0,机构,1.21,97251279.5,4,减持
688601.SH,力芯微,32.24,1.67,香港中央结算有限公司,2227082.0,机构,1.67,97301212.58,6,减持
688016.SH,心脉医疗,80.77,1.15,香港中央结算有限公司,993506.0,机构,0.81,97413263.3,4,减持
600201.SH,生物股份,5.86,3.35,香港中央结算有限公司,13571307.0,机构,1.21,97849123.47,7,减持
300438.SZ,鹏辉能源,22.59,0.62,香港中央结算有限公司,5337365.0,机构,1.06,97887274.1,6,增持
601038.SH,一拖股份,16.64,0.60,香港中央结算有限公司,6196450.0,机构,0.55,97965874.5,5,减持
000519.SZ,中兵红箭,11.85,0.00,香港中央结算有限公司,6686489.0,机构,0.48,98090793.63,10,减持
002643.SZ,万润股份,8.04,3.21,香港中央结算有限公司,9822282.0,机构,1.06,98222820.0,10,减持
600776.SH,东方通信,8.81,6.40,香港中央结算有限公司,10027834.0,机构,0.8,98573608.22,2,减持
000860.SZ,顺鑫农业,14.57,3.19,香港中央结算有限公司,5893292.0,机构,0.79,98653708.08,6,减持
000547.SZ,航天发展,6.26,2.12,香港中央结算有限公司,16842745.0,机构,1.05,98698485.7,4,增持
603650.SH,彤程新材,25.81,0.12,香港中央结算有限公司,3340265.0,机构,0.56,98704830.75,5,减持
300058.SZ,蓝色光标,5.33,2.90,香港中央结算有限公司,18187419.0,机构,0.73,98939559.36,9,减持
600572.SH,康恩贝,4.05,2.02,香港中央结算有限公司,22214517.0,机构,0.86,99298890.99,8,增持
300119.SZ,瑞普生物,11.60,1.75,香港中央结算有限公司,7311894.0,机构,1.57,99587996.28,6,减持
000959.SZ,首钢股份,2.63,2.33,香港中央结算有限公司,36699154.0,机构,0.47,99821698.88,8,减持
600363.SH,联创光电,24.36,1.84,香港中央结算有限公司,3630117.0,机构,0.8,99900819.84,10,减持
600266.SH,城建发展,4.35,0.00,香港中央结算有限公司,26715547.0,机构,1.24,99916145.78,2,减持
600338.SH,西藏珠峰,9.07,2.60,香港中央结算有限公司,10818996.0,机构,1.18,99967523.04,5,减持
301015.SZ,百洋医药,21.56,1.94,香港中央结算有限公司,4252850.0,机构,0.81,100069560.5,5,增持
300379.SZ,东方通,9.84,5.24,香港中央结算有限公司,12416607.0,机构,2.19,100326184.56,1,增持
000969.SZ,安泰科技,8.07,2.67,香港中央结算有限公司,12711356.0,机构,1.21,100801053.08,3,增持
600606.SH,绿地控股,1.43,2.88,香港中央结算有限公司,75466896.0,机构,0.54,101880309.6,6,减持
000623.SZ,吉林敖东,12.98,1.96,香港中央结算有限公司,7603708.0,机构,0.64,101889687.2,5,减持
300492.SZ,华图山鼎,62.74,2.85,香港中央结算有限公司,1085610.0,机构,0.77,102264462.0,6,新进
000541.SZ,佛山照明,4.53,2.95,香港中央结算有限公司,21004044.0,机构,1.36,102289694.28,8,减持
000088.SZ,盐田港,4.32,0.47,香港中央结算有限公司,22596094.0,机构,0.53,102360305.82,2,增持
601609.SH,金田股份,4.85,3.85,香港中央结算有限公司,18218030.0,机构,1.23,103114049.8,7,增持
600956.SH,新天绿能,6.78,2.42,香港中央结算有限公司,12660652.0,机构,0.3,103437526.84,2,增持
002737.SZ,葵花药业,18.50,-0.64,香港中央结算有限公司,4447709.0,机构,0.76,103987436.42,5,减持
601952.SH,苏垦农发,9.63,3.66,香港中央结算有限公司,11546753.0,机构,0.84,104151712.06,7,减持
600301.SH,华锡有色,14.73,4.10,香港中央结算有限公司,5158796.0,机构,0.82,104310855.12,5,新进
301080.SZ,百普赛斯,32.13,1.55,香港中央结算有限公司,2981647.0,机构,2.48,104357645.0,4,减持
300623.SZ,捷捷微电,17.27,-1.43,香港中央结算有限公司,6045646.0,机构,0.82,104589675.8,7,增持
603730.SH,岱美股份,9.48,0.21,香港中央结算有限公司,10531962.0,机构,0.64,104687702.28,9,减持
601228.SH,广州港,3.04,0.33,香港中央结算有限公司,34337928.0,机构,0.46,104730680.4,6,增持
601515.SH,东峰集团,2.40,4.35,香港中央结算有限公司,28809052.0,机构,1.56,105153039.8,5,增持
002897.SZ,意华股份,32.44,0.78,香港中央结算有限公司,2794474.0,机构,1.44,105239890.84,2,新进
603920.SH,世运电路,19.88,2.85,香港中央结算有限公司,5333847.0,机构,0.81,105290139.78,5,减持
600686.SH,金龙汽车,10.88,0.00,香港中央结算有限公司,14306040.0,机构,2.0,105292454.4,4,减持
300369.SZ,绿盟科技,5.85,5.60,香港中央结算有限公司,20626507.0,机构,2.58,105401450.77,5,减持
600789.SH,鲁抗医药,6.94,1.91,香港中央结算有限公司,15076117.0,机构,1.68,105532819.0,3,增持
000155.SZ,川能动力,9.40,1.84,香港中央结算有限公司,9806008.0,机构,0.53,105610706.16,5,减持
600757.SH,长江传媒,8.49,-0.12,香港中央结算有限公司,13109212.0,机构,1.08,105660248.72,4,减持
000537.SZ,中绿电,8.04,3.21,香港中央结算有限公司,11091813.0,机构,0.54,105704977.89,2,减持
601566.SH,九牧王,6.72,2.60,香港中央结算有限公司,12563104.0,机构,2.19,105781335.68,7,增持
001289.SZ,龙源电力,13.98,3.02,香港中央结算有限公司,6267983.0,机构,0.08,108122706.75,2,减持
002895.SZ,川恒股份,17.21,0.64,香港中央结算有限公司,5911543.0,机构,1.09,108240352.33,3,增持
600643.SH,爱建集团,4.10,1.49,香港中央结算有限公司,28761155.0,机构,1.77,108429554.35,4,减持
000032.SZ,深桑达A,13.18,4.69,香港中央结算有限公司,7245868.0,机构,0.64,108543102.64,5,减持
300803.SZ,指南针,36.61,6.18,香港中央结算有限公司,2987256.0,机构,0.73,108765990.96,9,减持
300672.SZ,国科微,43.05,1.49,香港中央结算有限公司,2059948.0,机构,0.95,108847652.32,7,增持
002111.SZ,威海广泰,9.13,1.00,香港中央结算有限公司,10515123.0,机构,1.98,109567581.66,5,新进
603108.SH,润达医疗,13.66,-0.51,香港中央结算有限公司,7248755.0,机构,1.21,109746150.7,9,增持
603008.SH,喜临门,13.98,2.95,香港中央结算有限公司,6353594.0,机构,1.68,110107784.02,5,增持
300456.SZ,赛微电子,14.48,-0.28,香港中央结算有限公司,6950727.0,机构,0.95,110308037.49,3,减持
600987.SH,航民股份,7.11,2.01,香港中央结算有限公司,15630877.0,机构,1.49,110353991.62,4,减持
600199.SH,金种子酒,10.60,4.85,香港中央结算有限公司,9265983.0,机构,1.41,110357857.53,3,减持
300568.SZ,星源材质,6.98,1.60,香港中央结算有限公司,13489703.0,机构,1.0,110615564.6,7,减持
000967.SZ,盈峰环境,3.84,2.13,香港中央结算有限公司,26179455.0,机构,0.83,110739094.65,10,减持
600562.SH,国睿科技,12.67,0.88,香港中央结算有限公司,8107361.0,机构,0.65,110746551.26,8,增持
301039.SZ,中集车辆,9.09,2.71,香港中央结算有限公司,12882733.0,机构,0.69,110791503.8,8,减持
002432.SZ,九安医疗,40.14,0.32,香港中央结算有限公司,2734100.0,机构,0.56,110840414.0,8,减持
600739.SH,辽宁成大,8.23,2.11,香港中央结算有限公司,13276664.0,机构,0.87,111125677.68,9,增持
603983.SH,丸美股份,21.65,2.32,香港中央结算有限公司,4049828.0,机构,1.01,111491764.84,4,增持
600459.SH,贵研铂业,12.27,2.85,香港中央结算有限公司,8268852.0,机构,1.09,111712190.52,7,增持
002312.SZ,川发龙蟒,7.76,1.70,香港中央结算有限公司,16628297.0,机构,0.88,111908438.81,4,增持
603348.SH,文灿股份,20.64,1.43,香港中央结算有限公司,4060709.0,机构,1.54,112441032.21,5,增持
601965.SH,中国汽研,16.60,-0.42,香港中央结算有限公司,6665107.0,机构,0.66,112573657.23,5,减持
000930.SZ,中粮科技,4.69,4.22,香港中央结算有限公司,22414701.0,机构,1.2,112745946.03,3,增持
000012.SZ,南玻A,4.97,0.00,香港中央结算有限公司,22421087.0,机构,0.73,113002278.48,6,减持
001872.SZ,招商港口,18.96,-3.17,香港中央结算有限公司,5878974.0,机构,0.24,113170249.5,6,增持
300149.SZ,睿智医药,4.60,-3.97,香港中央结算有限公司,28658520.0,机构,5.73,113487739.2,3,增持
300045.SZ,华力创通,15.63,1.36,香港中央结算有限公司,6460932.0,机构,0.98,114035449.8,3,增持
600167.SH,联美控股,5.15,0.98,香港中央结算有限公司,21922974.0,机构,0.96,114218694.54,10,新进
688153.SH,唯捷创芯,27.26,1.11,香港中央结算有限公司,3094111.0,机构,0.74,114482107.0,7,减持
002833.SZ,弘亚数控,14.52,1.40,香港中央结算有限公司,6286584.0,机构,1.48,114667292.16,9,减持
688095.SH,福昕软件,49.71,1.57,香港中央结算有限公司,2512951.0,机构,2.75,115118285.31,3,减持
002607.SZ,中公教育,2.00,9.89,香港中央结算有限公司,75570024.0,机构,1.23,115622136.72,5,增持
600329.SH,达仁堂,27.28,1.98,香港中央结算有限公司,3572359.0,机构,0.46,115708708.01,9,减持
001227.SZ,兰州银行,2.13,0.47,香港中央结算有限公司,48678687.0,机构,0.85,115855275.06,5,新进
002043.SZ,兔宝宝,9.77,4.38,香港中央结算有限公司,11198477.0,机构,1.33,116128206.49,5,增持
002261.SZ,拓维信息,12.61,-3.15,香港中央结算有限公司,10516596.0,机构,0.84,116418717.72,6,减持
002061.SZ,浙江交科,3.37,2.74,香港中央结算有限公司,31993371.0,机构,1.23,116775804.15,6,增持
688700.SH,东威科技,17.86,2.23,香港中央结算有限公司,4479821.0,机构,1.5,117416108.41,10,减持
603960.SH,克来机电,16.94,1.56,香港中央结算有限公司,5565381.0,机构,2.12,117429539.1,3,增持
002335.SZ,科华数据,18.95,0.74,香港中央结算有限公司,5560203.0,机构,1.2,117487089.39,4,增持
600577.SH,精达股份,4.08,1.75,香港中央结算有限公司,29620254.0,机构,1.42,117592408.38,6,减持
002011.SZ,盾安环境,10.35,2.07,香港中央结算有限公司,11962748.0,机构,1.12,117593812.84,6,减持
