股票代码,股票简称,现价(元),涨跌幅(%),"基金持股比例(%)2024.06.30",基金持股数量(股)2024.06.30,基金持股市值(元)2024.06.30,基金持股家数(家)2024.06.30,基金持股选股明细
688167.SH,炬光科技,40.36,0.98,5.71,3930589.00,216182395.00,90,--
002111.SZ,威海广泰,9.04,1.92,5.71,27203770.00,283463283.40,141,--
603379.SH,三美股份,28.59,2.25,5.71,34843575.00,1363777525.50,289,--
000719.SZ,中原传媒,10.77,0.28,5.70,38032976.00,384513387.36,94,--
002956.SZ,西麦食品,10.27,-1.25,5.70,12721262.00,174790153.62,54,--
600019.SH,宝钢股份,5.58,0.00,5.69,1243866459.00,8271711952.35,611,--
300702.SZ,天宇股份,14.27,-2.26,5.69,12008458.00,214110806.14,60,--
605123.SH,派克新材,45.33,0.24,5.68,6886136.00,386863120.48,88,--
603583.SH,捷昌驱动,15.13,1.82,5.68,21698584.00,442217141.92,185,--
600115.SH,中国东航,3.49,-3.06,5.67,765004699.00,3067668842.99,177,--
002600.SZ,领益智造,6.04,-2.74,5.67,392360615.00,2793607578.80,390,--
000728.SZ,国元证券,6.42,0.47,5.66,246928381.00,1496385994.92,221,--
002635.SZ,安洁科技,12.25,-1.45,5.66,22152537.00,342035171.28,148,--
688321.SH,微芯生物,15.45,-2.34,5.66,23065377.00,405950635.20,129,--
837006.BJ,晟楠科技,8.87,-1.66,5.65,1723228.00,20678736.00,3,--
688255.SH,凯尔达,16.70,0.30,5.65,3960246.00,79402932.30,41,--
000957.SZ,中通客车,8.86,0.57,5.63,33404000.00,351410080.00,86,--
000009.SZ,中国宝安,7.20,-2.97,5.63,143557696.00,1234596185.60,185,--
002237.SZ,恒邦股份,8.90,-0.11,5.63,51220503.00,589547989.53,177,--
300656.SZ,民德电子,17.86,2.23,5.61,7022322.00,138971752.38,12,--
600372.SH,中航机载,10.47,-0.48,5.61,266874309.00,3194485478.73,270,--
000893.SZ,亚钾国际,14.84,1.78,5.61,45630602.00,737390528.32,150,--
834033.BJ,康普化学,15.96,0.38,5.61,4674640.00,73158116.00,22,--
835368.BJ,连城数控,18.03,-2.44,5.60,7142109.00,186051939.45,20,--
688590.SH,新致软件,9.71,-0.92,5.60,14586112.00,188160844.80,126,--
301005.SZ,超捷股份,21.92,-0.05,5.59,7401065.00,229433015.00,18,--
603662.SH,柯力传感,24.19,2.03,5.58,15684975.00,366087316.50,73,--
688739.SH,成大生物,22.14,-1.51,5.58,10540481.00,255501259.44,52,--
002267.SZ,陕天然气,6.40,-0.31,5.58,62025939.00,468916098.84,199,--
600562.SH,国睿科技,12.56,0.32,5.58,68830854.00,940229465.64,158,--
600456.SH,宝钛股份,25.87,-0.46,5.58,26646760.00,680291782.80,118,--
300115.SZ,长盈精密,10.23,-2.11,5.58,66936489.00,802568503.11,204,--
600967.SH,内蒙一机,6.50,0.15,5.57,94690360.00,681770592.00,221,--
300803.SZ,指南针,34.48,1.41,5.57,22512765.00,819689773.65,174,--
000538.SZ,云南白药,50.46,-0.30,5.57,98529129.00,5039764948.35,493,--
605358.SH,立昂微,18.21,-0.71,5.56,37362782.00,864574775.48,117,--
601375.SH,中原证券,3.46,0.58,5.56,191568358.00,653248104.19,92,--
603218.SH,日月股份,10.82,1.03,5.55,57003641.00,585427393.07,162,--
688380.SH,中微半导,17.27,1.83,5.55,8071751.00,134959676.72,69,--
301219.SZ,腾远钴业,34.68,0.52,5.55,9314350.00,356367031.00,208,--
603281.SH,江瀚新材,23.43,-1.22,5.53,13926513.00,312650216.85,101,--
600642.SH,申能股份,7.25,0.56,5.53,269217772.00,2377192926.76,508,--
002548.SZ,金新农,3.43,-2.56,5.53,44483760.00,180604065.60,20,--
001234.SZ,泰慕士,14.26,-0.35,5.52,1604828.00,27266027.72,60,--
300304.SZ,云意电气,5.52,-0.54,5.51,47112220.00,306700552.20,85,--
605128.SH,上海沿浦,25.53,-2.18,5.50,6518226.00,181793323.14,70,--
301102.SZ,兆讯传媒,7.43,-0.80,5.50,3990998.00,47053866.42,59,--
002735.SZ,王子新材,7.72,-2.03,5.50,15426448.00,151641983.84,31,--
601006.SH,大秦铁路,5.99,1.18,5.49,966508678.00,6920202134.48,581,--
601921.SH,浙版传媒,7.73,1.85,5.48,23137898.00,176773540.72,59,--
300723.SZ,一品红,13.03,-3.20,5.47,22843937.00,448883362.05,97,--
002768.SZ,国恩股份,17.48,-0.23,5.47,9664534.00,180726785.80,69,--
001338.SZ,永顺泰,8.66,-1.48,5.46,12890329.00,126325234.00,126,--
002955.SZ,鸿合科技,20.57,-0.82,5.46,10213574.00,238793360.12,86,--
688531.SH,日联科技,37.95,2.26,5.45,3763283.00,172444026.61,93,--
000750.SZ,国海证券,3.02,-0.66,5.45,315957702.00,919436912.82,107,--
603185.SH,弘元绿能,12.28,-2.23,5.45,31154703.00,532261904.36,156,--
688618.SH,三旺通信,17.19,-2.39,5.44,5984366.00,149788680.98,36,--
300994.SZ,久祺股份,8.75,-1.58,5.43,4231092.00,46499701.08,38,--
600641.SH,万业企业,9.41,1.51,5.43,50548771.00,593948059.25,76,--
301220.SZ,亚香股份,22.76,-3.31,5.43,2558601.00,65295497.52,32,--
600012.SH,皖通高速,14.55,-1.62,5.42,63192023.00,882792561.31,218,--
601990.SH,南京证券,7.43,0.00,5.42,198204301.00,1522209031.68,195,--
002655.SZ,共达电声,9.14,-0.98,5.41,19481901.00,210404530.80,17,--
605365.SH,立达信,13.10,-1.43,5.41,3206729.00,50890789.23,80,--
000612.SZ,焦作万方,5.16,-1.53,5.41,64430484.00,418798146.00,116,--
002416.SZ,爱施德,9.13,-0.76,5.40,66144589.00,585379612.65,114,--
002891.SZ,中宠股份,20.33,-0.34,5.40,15891443.00,331654415.41,125,--
601868.SH,中国能建,2.04,0.49,5.40,768234152.00,1628656404.36,201,--
002582.SZ,好想你,4.35,-2.03,5.40,18354800.00,98565276.00,60,--
300092.SZ,科新机电,8.74,-1.02,5.40,11333629.00,121949848.04,48,--
600188.SH,兖矿能源,13.20,3.13,5.39,244279783.00,5552479467.59,591,--
600219.SH,南山铝业,3.52,0.57,5.39,630835700.00,2403484017.00,443,--
002174.SZ,游族网络,7.09,-1.66,5.38,49203709.00,373456151.31,73,--
300494.SZ,盛天网络,8.57,-1.72,5.38,21382806.00,214897210.35,50,--
603836.SH,海程邦达,10.62,-1.21,5.38,11034129.00,148629717.63,24,--
603191.SH,望变电气,11.21,0.45,5.37,10030754.00,148455159.20,66,--
600779.SH,水井坊,31.01,0.91,5.37,26214991.00,986470111.33,91,--
002014.SZ,永新股份,8.25,-0.72,5.35,32362039.00,306792129.72,91,--
301309.SZ,万得凯,20.24,-0.30,5.35,1338622.00,34215178.32,86,--
605507.SH,国邦医药,18.30,-1.45,5.35,16155254.00,268984979.10,119,--
600054.SH,黄山旅游,10.31,-0.19,5.34,27412577.00,307569113.94,69,--
002034.SZ,旺能环境,13.17,-1.13,5.34,22767792.00,296208973.92,144,--
603005.SH,晶方科技,17.47,2.34,5.32,34707827.00,707345514.26,79,--
601009.SH,南京银行,10.02,1.11,5.31,489474884.00,5085644044.76,483,--
688265.SH,南模生物,20.87,-7.24,5.31,2622044.00,54643396.96,22,--
603203.SH,快克智能,17.51,-0.40,5.31,13218447.00,311690980.26,93,--
688678.SH,福立旺,8.80,-2.01,5.30,12894812.00,139650813.96,106,--
002075.SZ,沙钢股份,4.50,-4.46,5.30,116314647.00,438506219.19,44,--
002992.SZ,宝明科技,40.48,-3.39,5.30,8325409.00,474964583.45,45,--
000778.SZ,新兴铸管,3.04,0.00,5.29,206294425.00,717904602.48,141,--
600350.SH,山东高速,9.70,4.53,5.29,256162288.00,2267036248.80,266,--
600498.SH,烽火通信,14.01,0.14,5.29,60780486.00,966409727.40,186,--
300762.SZ,上海瀚讯,12.99,1.09,5.28,33174114.00,594148381.74,101,--
301338.SZ,凯格精机,25.09,-0.83,5.28,1812112.00,58223158.56,43,--
688136.SH,科兴制药,13.92,-1.14,5.28,10522909.00,176363954.84,73,--
605060.SH,联德股份,11.71,-1.76,5.28,12701448.00,182519807.76,80,--
688480.SH,赛恩斯,22.33,-1.50,5.28,3306603.00,92121959.58,99,--
688127.SH,蓝特光学,14.85,-2.94,5.27,21174865.00,389405767.35,197,--
839273.BJ,一致魔芋,9.44,-1.05,5.25,1409146.00,13739173.50,3,--
603439.SH,贵州三力,12.06,-2.19,5.24,21454708.00,273762074.08,134,--
300547.SZ,川环科技,13.35,-1.11,5.24,9341331.00,152730761.85,85,--
002276.SZ,万马股份,6.38,-0.78,5.23,53596395.00,384286152.15,144,--
300955.SZ,嘉亨家化,11.17,-1.59,5.22,3073148.00,38936785.16,45,--
603668.SH,天马科技,11.57,0.96,5.22,25022079.00,284000596.65,48,--
601390.SH,中国中铁,5.04,0.40,5.21,1065079659.00,6944319376.68,546,--
002478.SZ,常宝股份,4.43,0.23,5.21,37097981.00,184747945.38,67,--
601118.SH,海南橡胶,5.03,3.07,5.19,222256658.00,1011267793.90,116,--
000988.SZ,华工科技,28.45,0.00,5.19,52153879.00,1560965598.47,203,--
002343.SZ,慈文传媒,4.99,-1.58,5.19,25172936.00,130899267.20,41,--
603931.SH,格林达,17.20,1.78,5.18,10341168.00,210235945.44,20,--
601878.SH,浙商证券,10.83,0.09,5.18,201040339.00,2155152434.08,161,--
600764.SH,中国海防,21.68,1.07,5.17,36734928.00,721106636.64,171,--
002500.SZ,山西证券,4.92,0.20,5.17,185424317.00,871494294.60,150,--
835985.BJ,海泰新能,4.98,-0.99,5.16,6942237.00,36307899.51,19,--
000090.SZ,天健集团,3.28,0.61,5.16,96414186.00,387585027.72,126,--
300083.SZ,创世纪,5.73,0.35,5.15,77895002.00,477496362.26,103,--
300979.SZ,华利集团,67.20,3.23,5.15,60051955.00,3654161461.75,515,--
603866.SH,桃李面包,4.91,-0.81,5.14,82262958.00,417073197.06,120,--
003023.SZ,彩虹集团,14.94,-0.53,5.14,2689310.00,42894494.50,40,--
601788.SH,光大证券,14.20,0.42,5.14,200648299.00,2933478131.38,170,--
688262.SH,国芯科技,13.83,-3.69,5.13,13572307.00,247151710.47,68,--
688177.SH,百奥泰,19.97,0.15,5.13,21243530.00,448663353.60,153,--
605599.SH,菜百股份,9.74,0.10,5.13,30097041.00,383135331.93,159,--
600369.SH,西南证券,3.57,-0.56,5.13,323762657.00,1159070312.06,144,--
603085.SH,天成自控,7.82,-4.87,5.12,18961290.00,169513932.60,62,--
002759.SZ,天际股份,5.54,-2.47,5.11,25612881.00,176216621.28,19,--
600515.SH,海南机场,3.07,-0.33,5.11,469036446.00,1472774440.44,97,--
300747.SZ,锐科激光,13.55,-1.31,5.11,26026015.00,461961766.25,116,--
688533.SH,上声电子,21.46,-0.97,5.10,8166746.00,211273719.02,117,--
002045.SZ,国光电器,10.23,-2.57,5.10,23834976.00,324357148.97,69,--
688148.SH,芳源股份,3.50,-3.58,5.09,19696524.00,82922366.04,40,--
300036.SZ,超图软件,12.76,-0.70,5.09,22255533.00,310687254.64,84,--
603150.SH,万朗磁塑,22.94,-0.52,5.08,2656014.00,66506590.56,52,--
300226.SZ,上海钢联,15.10,-1.05,5.08,15714907.00,266210524.58,139,--
300570.SZ,太辰光,26.99,-0.95,5.07,9755979.00,318630274.14,82,--
300770.SZ,新媒股份,33.50,0.00,5.07,11715139.00,391051339.82,124,--
688058.SH,宝兰德,16.12,-2.36,5.07,3934853.00,81962987.99,35,--
002673.SZ,西部证券,6.27,-1.10,5.06,207811992.00,1286356230.48,118,--
002152.SZ,广电运通,9.17,0.44,5.06,125508331.00,1312817142.26,361,--
003012.SZ,东鹏控股,5.15,-0.19,5.06,58989276.00,360424476.36,114,--
601138.SH,工业富联,18.75,-2.60,5.05,1004006508.00,27509778319.20,"1,365",--
601696.SH,中银证券,8.73,0.69,5.05,140165798.00,1272705445.84,130,--
300748.SZ,金力永磁,10.13,-0.39,5.05,57202910.00,741349713.60,188,--
873576.BJ,天力复合,14.40,-0.42,5.03,1630791.00,28701921.60,12,--
603059.SH,倍加洁,18.40,-1.29,5.02,5044259.00,99573672.66,31,--
688276.SH,百克生物,21.30,-3.40,5.02,20770874.00,589269695.38,217,--
300743.SZ,天地数码,11.27,-1.49,5.02,6493570.00,87922937.80,82,--
601229.SH,上海银行,6.86,0.15,5.01,694165329.00,5039640288.54,429,--
002942.SZ,新农股份,10.99,-4.10,5.01,7015941.00,82717944.39,39,--
600389.SH,江山股份,12.65,-0.63,5.00,21524956.00,303717129.16,85,--
603730.SH,岱美股份,9.46,1.39,4.99,82490647.00,819957031.18,144,--
832225.BJ,利通科技,7.16,0.14,4.98,3400899.00,30063956.00,14,--
600906.SH,财达证券,5.71,-0.52,4.98,105756924.00,605987180.25,101,--
002818.SZ,富森美,11.36,2.16,4.98,14850490.00,182067007.40,72,--
688458.SH,美芯晟,20.39,-0.05,4.97,3260786.00,87389064.80,103,--
688388.SH,嘉元科技,8.24,-1.91,4.97,21186599.00,206569340.25,96,--
300953.SZ,震裕科技,46.96,0.45,4.96,3374792.00,182913726.40,122,--
688205.SH,德科立,30.89,-3.77,4.96,3309846.00,95356663.26,79,--
600536.SH,中国软件,33.84,2.39,4.96,41790543.00,1250373046.56,240,--
002668.SZ,TCL智家,9.65,5.93,4.95,53666204.00,486215808.24,133,--
688651.SH,盛邦安全,23.95,1.06,4.94,830314.00,24286713.75,131,--
600866.SH,星湖科技,4.88,-0.21,4.94,54805440.00,302526028.80,88,--
001368.SZ,通达创智,17.00,-2.97,4.93,1553157.00,30364219.35,61,--
601997.SH,贵阳银行,4.71,-0.21,4.93,176005495.00,927548958.65,210,--
600363.SH,联创光电,23.92,-1.93,4.91,22372846.00,615700721.92,86,--
601179.SH,中国西电,7.26,2.40,4.91,251680429.00,2023510649.16,335,--
688021.SH,奥福环保,7.34,-2.00,4.90,3788620.00,34855304.00,34,--
836221.BJ,易实精密,10.85,0.00,4.88,1405098.00,15427987.02,4,--
430685.BJ,新芝生物,7.38,-3.78,4.88,2174732.00,16636699.80,6,--
605183.SH,确成股份,15.37,-0.52,4.87,20263683.00,313276539.18,108,--
301356.SZ,天振股份,12.63,-0.86,4.87,2669970.00,34549411.80,41,--
000019.SZ,深粮控股,5.62,-1.58,4.87,20271030.00,116355712.20,50,--
688711.SH,宏微科技,12.04,-3.76,4.87,8467887.00,135994265.22,51,--
603809.SH,豪能股份,6.92,0.44,4.87,28319146.00,228818699.68,90,--
300515.SZ,三德科技,8.71,-1.80,4.86,8934749.00,88185972.63,62,--
603313.SH,梦百合,5.38,0.00,4.86,27704989.00,206956267.83,48,--
300491.SZ,通合科技,13.07,-1.36,4.86,7496520.00,107650027.20,46,--
603290.SH,斯达半导,68.05,-1.42,4.85,11614108.00,1000090839.88,184,--
603056.SH,德邦股份,12.06,-0.08,4.85,49784227.00,652173373.70,191,--
000516.SZ,国际医学,4.11,-2.84,4.84,107191605.00,501656711.40,59,--
688665.SH,四方光电,24.53,1.78,4.84,4846347.00,134437665.78,40,--
301050.SZ,雷电微力,42.64,-0.63,4.83,6505557.00,313307625.12,97,--
603579.SH,荣泰健康,11.51,1.32,4.83,8666396.00,133982482.16,106,--
301238.SZ,瑞泰新材,12.68,-1.09,4.82,10281407.00,153912662.79,82,--
601595.SH,上海电影,17.79,-3.89,4.82,21596631.00,427181361.18,98,--
002926.SZ,华西证券,6.47,0.31,4.82,126460678.00,833375868.02,112,--
000591.SZ,太阳能,4.02,-0.25,4.81,173068312.00,815151749.52,130,--
002683.SZ,广东宏大,20.25,1.76,4.81,31760814.00,639345205.95,190,--
002352.SZ,顺丰控股,36.59,1.30,4.80,230043119.00,8210238917.11,534,--
600125.SH,铁龙物流,5.14,0.20,4.80,62681773.00,374210190.78,128,--
600352.SH,浙江龙盛,8.96,-0.56,4.80,156127181.00,1341132484.79,193,--
600737.SH,中粮糖业,8.08,1.25,4.80,102623244.00,984156909.96,341,--
688155.SH,先惠技术,33.68,2.06,4.79,5144906.00,203429583.24,25,--
000735.SZ,罗牛山,4.56,-2.56,4.79,55140053.00,238756429.49,58,--
603099.SH,长白山,24.42,2.82,4.79,12765199.00,284153329.74,80,--
002234.SZ,民和股份,7.18,-3.50,4.78,14410897.00,136615303.56,17,--
300957.SZ,贝泰妮,40.84,0.62,4.78,20244752.00,978226416.64,261,--
002645.SZ,华宏科技,5.95,-1.00,4.78,24318855.00,154667917.80,63,--
000783.SZ,长江证券,4.97,-1.00,4.78,264050966.00,1275366170.61,174,--
300765.SZ,新诺威,22.76,3.46,4.77,59453897.00,1500021821.31,269,--
601825.SH,沪农商行,6.61,0.46,4.77,220232180.00,1479960249.60,278,--
002268.SZ,电科网安,12.00,0.17,4.76,40162790.00,571516501.70,126,--
301511.SZ,德福科技,12.18,-5.07,4.76,4086667.00,60319204.92,90,--
688089.SH,嘉必优,14.27,-2.19,4.74,7976894.00,105614076.56,45,--
301391.SZ,卡莱特,28.04,-1.02,4.73,2333620.00,102165883.60,126,--
601089.SH,福元医药,14.37,-1.17,4.73,9710594.00,134491726.90,69,--
835174.BJ,五新隧装,16.32,-1.09,4.72,2431477.00,41991607.79,16,--
688680.SH,海优新材,24.09,-1.23,4.72,3968358.00,114050608.92,80,--
600023.SH,浙能电力,5.69,-0.35,4.70,630735686.00,4484530727.46,532,--
836826.BJ,盖世食品,4.93,-0.61,4.70,2980493.00,14365976.26,4,--
839680.BJ,广道数字,9.80,-2.39,4.70,2203337.00,26572244.22,18,--
600458.SH,时代新材,8.67,-0.12,4.69,37692531.00,380694563.10,163,--
688162.SH,巨一科技,15.45,-1.97,4.69,2277616.00,44367959.68,32,--
601665.SH,齐鲁银行,4.19,1.21,4.68,226548560.00,1112353429.60,310,--
300726.SZ,宏达电子,21.58,0.37,4.68,10001694.00,228038623.20,85,--
002368.SZ,太极股份,14.47,-2.36,4.67,28976834.00,653427606.70,180,--
300100.SZ,双林股份,12.71,5.04,4.66,18039900.00,194289723.00,77,--
002151.SZ,北斗星通,22.48,0.09,4.66,20565288.00,497268663.84,77,--
600580.SH,卧龙电驱,10.08,0.80,4.65,60853103.00,739365201.45,207,--
300303.SZ,聚飞光电,4.69,-1.88,4.65,58224109.00,282969169.74,154,--
002438.SZ,江苏神通,9.54,0.00,4.65,21789465.00,235544116.65,62,--
003031.SZ,中瓷电子,34.95,0.72,4.65,7418869.00,343048502.56,119,--
832149.BJ,利尔达,3.50,-1.96,4.63,5303597.00,20843136.21,13,--
301185.SZ,鸥玛软件,14.38,-1.71,4.63,4281962.00,61360515.46,53,--
603195.SH,公牛集团,64.56,2.90,4.63,59609901.00,4597115565.12,496,--
600808.SH,马钢股份,1.79,-1.11,4.62,275822431.00,557161310.62,124,--
688581.SH,安杰思,47.84,-0.33,4.62,1876425.00,91813475.25,138,--
002335.SZ,科华数据,18.81,-0.32,4.62,18508376.00,391081984.88,92,--
001330.SZ,博纳影业,3.93,-0.51,4.62,48721759.00,263584716.19,57,--
688137.SH,近岸蛋白,29.70,0.51,4.62,1482135.00,47576533.50,17,--
603297.SH,永新光学,51.74,0.80,4.61,5094753.00,308181608.97,157,--
600111.SH,北方稀土,16.08,-0.50,4.61,166713043.00,2867464339.60,222,--
688366.SH,昊海生科,58.82,-0.02,4.60,8933828.00,551038511.04,111,--
000066.SZ,中国长城,8.16,-0.85,4.59,144323729.00,1262832628.75,214,--
603711.SH,香飘飘,10.26,-0.77,4.58,18815116.00,260589356.60,94,--
002602.SZ,世纪华通,3.13,-2.80,4.58,315067951.00,1080683071.93,109,--
002405.SZ,四维图新,6.60,-2.08,4.58,106701179.00,663681333.38,116,--
832419.BJ,路斯股份,6.91,-1.71,4.56,4236175.00,31771312.50,21,--
601881.SH,中国银河,11.23,0.36,4.56,330637308.00,3590721164.88,377,--
002006.SZ,精工科技,10.59,-0.75,4.56,20768802.00,278717336.26,37,--
603983.SH,丸美股份,21.16,-0.47,4.56,18291402.00,503562297.06,130,--
600710.SH,苏美达,8.30,2.22,4.56,59584297.00,485612020.55,152,--
688206.SH,概伦电子,12.87,-0.23,4.56,8072383.00,119874887.55,56,--
601456.SH,国联证券,9.56,0.63,4.56,108861757.00,1049427337.48,164,--
300379.SZ,东方通,9.35,-3.21,4.55,24382984.00,197014510.72,132,--
002839.SZ,张家港行,3.61,-0.55,4.55,94369207.00,379364212.14,155,--
600859.SH,王府井,11.66,-1.44,4.55,49738764.00,583933089.36,129,--
600968.SH,海油发展,3.88,-0.77,4.54,461940382.00,1903194373.84,319,--
002065.SZ,东华软件,4.50,-0.66,4.54,132053439.00,596881548.80,206,--
600007.SH,中国国贸,23.99,3.14,4.54,45718662.00,1003981817.52,169,--
603987.SH,康德莱,5.82,-2.19,4.54,20006674.00,122240778.14,78,--
000021.SZ,深科技,12.95,0.54,4.54,70783616.00,1070248273.92,121,--
301059.SZ,金三江,7.78,-1.27,4.53,2991001.00,26649827.82,29,--
002008.SZ,大族激光,18.44,1.10,4.52,44254652.00,920496761.60,287,--
002901.SZ,大博医疗,24.62,-1.16,4.52,15836847.00,409065758.01,104,--
688520.SH,神州细胞,32.60,0.96,4.51,20092301.00,790632044.35,206,--
603489.SH,八方股份,16.93,-1.57,4.51,7577338.00,204436579.24,108,--
301368.SZ,丰立智能,33.29,0.79,4.51,2891938.00,133260503.04,57,--
002249.SZ,大洋电机,4.72,0.21,4.50,80885918.00,382590392.14,209,--
600141.SH,兴发集团,18.02,-0.06,4.50,49643567.00,947199258.36,236,--
002807.SZ,江阴银行,3.42,-0.58,4.48,110155727.00,415287090.79,154,--
002563.SZ,森马服饰,4.55,1.11,4.47,98819279.00,574140010.99,294,--
688469.SH,芯联集成,3.35,-0.89,4.47,196676382.00,778838472.72,100,--
000928.SZ,中钢国际,5.26,0.19,4.47,64159762.00,356086679.10,99,--
688334.SH,西高院,14.26,0.42,4.47,3392849.00,54624868.90,72,--
600361.SH,创新新材,3.47,-0.29,4.46,44533686.00,179470754.58,84,--
835670.BJ,数字人,8.66,-2.81,4.46,2957706.00,28837633.50,13,--
300773.SZ,拉卡拉,11.61,-0.26,4.46,32741695.00,406979268.85,131,--
000876.SZ,新希望,8.27,-1.78,4.45,200678816.00,1834204378.24,203,--
002543.SZ,万和电气,8.54,2.03,4.45,29413935.00,292962792.60,79,--
600055.SH,万东医疗,11.91,-0.92,4.44,24002595.00,296432048.25,58,--
605155.SH,西大门,7.89,-1.25,4.43,8340046.00,76311420.90,71,--
300887.SZ,谱尼测试,5.95,-1.65,4.42,16009878.00,118473097.20,59,--
600009.SH,上海机场,30.24,-1.79,4.42,85175095.00,2746896813.75,246,--
002971.SZ,和远气体,14.57,0.62,4.42,5515047.00,136662864.66,34,--
603351.SH,威尔药业,19.00,-3.06,4.42,5922551.00,119990903.52,28,--
600925.SH,苏能股份,4.84,0.00,4.42,70938286.00,358238344.30,141,--
002713.SZ,东易日盛,2.32,-0.86,4.41,18152100.00,39934620.00,11,--
003043.SZ,华亚智能,39.36,2.13,4.41,2148943.00,82003664.88,10,--
002483.SZ,润邦股份,4.11,-0.73,4.41,39036523.00,176054718.73,81,--
000878.SZ,云南铜业,10.89,1.97,4.40,88136690.00,1098183157.40,192,--
600576.SH,祥源文旅,4.88,4.50,4.39,29562158.00,129777873.62,32,--
600869.SH,远东股份,3.53,-2.49,4.39,97427160.00,340020788.40,43,--
300457.SZ,赢合科技,13.29,-1.77,4.39,27797662.00,495632313.46,149,--
688020.SH,方邦股份,26.70,-1.26,4.37,3527498.00,117677333.28,42,--
300952.SZ,恒辉安防,16.11,-0.68,4.37,2395234.00,41533357.56,32,--
601598.SH,中国外运,4.53,1.34,4.36,229092963.00,1289793381.69,268,--
002033.SZ,丽江股份,8.12,1.25,4.35,23913159.00,209479281.60,58,--
601916.SH,浙商银行,2.48,0.00,4.35,937561318.00,2587669237.68,368,--
300369.SZ,绿盟科技,5.54,2.03,4.35,34725587.00,177447749.57,128,--
603766.SH,隆鑫通用,7.01,1.89,4.35,89332369.00,605673468.60,164,--
002919.SZ,名臣健康,12.38,2.15,4.35,11497503.00,133486009.83,60,--
601766.SH,中国中车,6.86,1.18,4.34,1056099866.00,7931310001.17,682,--
002381.SZ,双箭股份,6.05,-0.98,4.34,13976262.00,93780724.73,55,--
873693.BJ,阿为特,23.56,5.46,4.34,967386.00,22714223.28,14,--
601886.SH,江河集团,4.44,-1.55,4.33,49076847.00,239495013.36,162,--
605116.SH,奥锐特,21.14,-4.60,4.33,17114618.00,428378888.54,105,--
002088.SZ,鲁阳节能,9.77,0.72,4.33,21822835.00,263838075.15,126,--
830809.BJ,安达科技,3.19,-1.24,4.32,14670227.00,55893564.87,13,--
600215.SH,派斯林,5.23,-0.95,4.32,19723100.00,140625703.00,40,--
301032.SZ,新柴股份,6.34,-1.71,4.31,3586418.00,24064864.78,45,--
300624.SZ,万兴科技,38.65,-4.38,4.30,7368964.00,391070919.48,120,--
831961.BJ,创远信科,8.15,-0.37,4.30,4530784.00,42090983.36,16,--
000166.SZ,申万宏源,4.20,-0.71,4.30,968313007.00,4173429060.17,288,--
001965.SZ,招商公路,11.86,0.68,4.29,292469581.00,3468689230.66,504,--
300757.SZ,罗博特科,81.08,0.93,4.29,6254799.00,546356692.65,75,--
002176.SZ,江特电机,6.26,-3.25,4.28,73038763.00,595265918.45,54,--
688092.SH,爱科科技,16.94,0.42,4.27,3534536.00,75462343.60,46,--
300088.SZ,长信科技,4.56,-1.51,4.26,104125160.00,489388252.00,174,--
601890.SH,亚星锚链,6.69,-1.47,4.26,40890057.00,288274901.85,99,--
002506.SZ,协鑫集成,1.77,-1.12,4.26,249211177.00,483469683.38,101,--
301487.SZ,盟固利,15.39,-3.75,4.26,2470882.00,63897008.52,99,--
002603.SZ,以岭药业,14.43,-2.04,4.26,58636654.00,898899905.82,159,--
002373.SZ,千方科技,7.28,-0.82,4.25,58486928.00,530476436.96,181,--
002755.SZ,奥赛康,10.72,-0.83,4.24,39391791.00,380130783.15,105,--
601069.SH,西部黄金,10.48,1.06,4.24,29012713.00,337417852.19,69,--
688080.SH,映翰通,22.35,-6.41,4.24,3120041.00,94630843.53,99,--
001282.SZ,三联锻造,16.90,-0.30,4.23,1686467.00,46732000.57,76,--
600535.SH,天士力,13.83,0.36,4.22,63079718.00,793542865.02,233,--
301116.SZ,益客食品,9.67,-1.43,4.22,4915345.00,43894030.85,42,--
600575.SH,淮河能源,3.25,0.00,4.21,163793743.00,637157660.27,162,--
002261.SZ,拓维信息,13.02,6.37,4.21,47398179.00,524697841.53,112,--
300438.SZ,鹏辉能源,22.45,0.90,4.21,17009423.00,311952817.82,144,--
688033.SH,天宜上佳,4.57,-2.35,4.20,23626599.00,141759594.00,90,--
300552.SZ,万集科技,25.41,-1.05,4.20,5440679.00,203372581.02,73,--
001288.SZ,运机集团,24.24,-0.25,4.20,2485167.00,68789422.56,44,--
600637.SH,东方明珠,6.18,0.00,4.20,141185471.00,858407663.68,153,--
600864.SH,哈投股份,4.75,0.64,4.19,87232168.00,414352798.00,81,--
601155.SH,新城控股,9.95,3.00,4.19,94552638.00,838681899.06,135,--
002707.SZ,众信旅游,6.04,1.00,4.19,34560279.00,198376001.46,55,--
300622.SZ,博士眼镜,22.48,-1.83,4.19,4813518.00,58580514.06,43,--
002064.SZ,华峰化学,6.79,1.04,4.18,206755800.00,1482439086.00,344,--
300453.SZ,三鑫医疗,6.08,0.33,4.16,15089224.00,96420147.75,128,--
601187.SH,厦门银行,4.48,0.00,4.15,53279723.00,283980923.59,122,--
002793.SZ,罗欣药业,3.32,-1.78,4.15,45107430.00,161484599.40,24,--
603416.SH,信捷电气,28.13,0.18,4.15,5834751.00,166757183.58,89,--
300463.SZ,迈克生物,11.20,-2.44,4.14,20368743.00,231796295.34,120,--
