l1_code,l1_name,l2_code,l2_name,l3_code,l3_name,ts_code,name,in_date,out_date,is_new
801010.SI,农林牧渔,801019.SI,农业综合Ⅱ,850191.SI,农业综合Ⅲ,300021.SZ,大禹节水,20090112,,Y
801010.SI,农林牧渔,801019.SI,农业综合Ⅱ,850191.SI,农业综合Ⅲ,002556.SZ,辉隆股份,20210730,,Y
