ts_code,name,fund_type,list_date,invest_type,type,market
014080.OF,交银启汇C,混合型,,混合型,契约型开放式,O
508099.SH,建信中关村REIT,REITs,20211217,,契约型封闭式,E
014052.OF,银华港股通精选C,股票型,,股票型,契约型开放式,O
180202.SZ,华夏越秀高速REIT,REITs,20211214,,契约型封闭式,E
014349.OF,银华鑫锐灵活配置C,混合型,,灵活配置型,契约型开放式,O
970037.OF,华安证券睿赢一年持有B,债券型,,债券型,契约型开放式,O
970036.OF,华安证券睿赢一年持有A,债券型,,债券型,契约型开放式,O
013173.OF,红土创新科技创新3个月定开C,混合型,,混合型,契约型开放式,O
012703.OF,华夏核心成长A,混合型,,混合型,契约型开放式,O
013386.OF,信澳优势价值C,混合型,,混合型,契约型开放式,O
013385.OF,信澳优势价值A,混合型,,混合型,契约型开放式,O
014036.OF,博时成长回报A,混合型,,混合型,契约型开放式,O
012710.OF,华夏核心成长C,混合型,,混合型,契约型开放式,O
014037.OF,博时成长回报C,混合型,,混合型,契约型开放式,O
952100.OF,国泰君安现金管家,货币市场型,,货币型,契约型开放式,O
970080.OF,东海证券海盈3个月持有,混合型,,混合型,契约型开放式,O
009467.OF,红土创新科技创新3个月定开A,混合型,,混合型,契约型开放式,O
159731.SZ,石化ETF,股票型,20211210,被动指数型,契约型开放式,E
014173.OF,富国中证移动互联网C,股票型,,被动指数型,契约型开放式,O
014181.OF,富国大盘价值C,混合型,,混合型,契约型开放式,O
014174.OF,富国国企改革C,股票型,,被动指数型,契约型开放式,O
014194.OF,汇添富中证芯片产业指数增强C,股票型,,增强指数型,契约型开放式,O
562900.SH,现代农业ETF,股票型,20211213,被动指数型,契约型开放式,E
014094.OF,南方誉盈一年持有A,混合型,,混合型,契约型开放式,O
014095.OF,南方誉盈一年持有C,混合型,,混合型,契约型开放式,O
013979.OF,惠升和赢纯债3个月定开C,债券型,,债券型,契约型开放式,O
013498.OF,银华永丰,债券型,,债券型,契约型开放式,O
561550.SH,500增强ETF,股票型,20211210,增强指数型,契约型开放式,E
013978.OF,惠升和赢纯债3个月定开A,债券型,,债券型,契约型开放式,O
014193.OF,汇添富中证芯片产业指数增强A,股票型,,增强指数型,契约型开放式,O
012439.OF,东方红睿和三年定开C,混合型,,混合型,契约型开放式,O
014149.OF,景顺长城安鼎一年持有C,混合型,,混合型,契约型开放式,O
014004.OF,博时富璟纯债一年定开,债券型,,债券型,契约型开放式,O
014148.OF,景顺长城安鼎一年持有A,混合型,,混合型,契约型开放式,O
169109.OF,东方红睿和三年定开A,混合型,,混合型,契约型开放式,O
561990.SH,沪深300增强ETF,股票型,20211210,增强指数型,契约型开放式,E
014111.OF,嘉实中证稀有金属主题ETF联接C,股票型,,被动指数型,契约型开放式,O
014044.OF,银华富利精选C,混合型,,混合型,契约型开放式,O
970101.OF,兴证资管金麒麟兴享优选一年持有B,混合型,,混合型,契约型开放式,O
013574.OF,中邮鑫溢中短债C,债券型,,债券型,契约型开放式,O
970100.OF,兴证资管金麒麟兴享优选一年持有A,混合型,,混合型,契约型开放式,O
970102.OF,兴证资管金麒麟兴享优选一年持有C,混合型,,混合型,契约型开放式,O
013573.OF,中邮鑫溢中短债A,债券型,,债券型,契约型开放式,O
012555.OF,西部利得创业板大盘ETF联接C,股票型,,被动指数型,契约型开放式,O
012554.OF,西部利得创业板大盘ETF联接A,股票型,,被动指数型,契约型开放式,O
014110.OF,嘉实中证稀有金属主题ETF联接A,股票型,,被动指数型,契约型开放式,O
012562.OF,天弘中证新材料C,股票型,,被动指数型,契约型开放式,O
011804.OF,景顺长城宁景6个月持有C,混合型,,混合型,契约型开放式,O
012561.OF,天弘中证新材料A,股票型,,被动指数型,契约型开放式,O
011803.OF,景顺长城宁景6个月持有A,混合型,,混合型,契约型开放式,O
013779.OF,交银兴享一年持有C,混合型,,混合型,契约型开放式,O
013879.OF,圆信永丰中证500指数增强C,股票型,,增强指数型,契约型开放式,O
013778.OF,交银兴享一年持有A,混合型,,混合型,契约型开放式,O
013896.OF,宝盈成长精选C,混合型,,混合型,契约型开放式,O
013895.OF,宝盈成长精选A,混合型,,混合型,契约型开放式,O
561300.SH,300增强ETF,股票型,20211210,增强指数型,契约型开放式,E
013235.OF,华富富惠一年定开,债券型,,债券型,契约型开放式,O
014045.OF,银华积极成长C,混合型,,混合型,契约型开放式,O
014099.OF,博时中证科创创业50ETF联接A,股票型,,被动指数型,契约型开放式,O
014100.OF,博时中证科创创业50ETF联接C,股票型,,被动指数型,契约型开放式,O
013878.OF,圆信永丰中证500指数增强A,股票型,,增强指数型,契约型开放式,O
014382.OF,博时国企改革主题C,股票型,,股票型,契约型开放式,O
013921.OF,兴华创新医疗6个月持有C,混合型,,混合型,契约型开放式,O
013985.OF,融通稳健增利6个月持有A,混合型,,混合型,契约型开放式,O
013920.OF,兴华创新医疗6个月持有A,混合型,,混合型,契约型开放式,O
014130.OF,融通中证云计算与大数据C,股票型,,被动指数型,契约型开放式,O
013986.OF,融通稳健增利6个月持有C,混合型,,混合型,契约型开放式,O
013980.OF,光大恒鑫A,混合型,,混合型,契约型开放式,O
013981.OF,光大恒鑫C,混合型,,混合型,契约型开放式,O
012657.OF,建信龙祥稳进6个月持有C,混合型,,混合型,契约型开放式,O
013869.OF,创金合信物联网主题A,股票型,,股票型,契约型开放式,O
013941.OF,东吴医疗服务C,股票型,,股票型,契约型开放式,O
013940.OF,东吴医疗服务A,股票型,,股票型,契约型开放式,O
013688.OF,平安成长龙头1年持有C,混合型,,混合型,契约型开放式,O
013491.OF,同泰金融精选C,股票型,,股票型,契约型开放式,O
012656.OF,建信龙祥稳进6个月持有A,混合型,,混合型,契约型开放式,O
011981.OF,国富匠心精选C,混合型,,混合型,契约型开放式,O
013662.OF,华安研究领航C,混合型,,混合型,契约型开放式,O
013490.OF,同泰金融精选A,股票型,,股票型,契约型开放式,O
013687.OF,平安成长龙头1年持有A,混合型,,混合型,契约型开放式,O
013870.OF,创金合信物联网主题C,股票型,,股票型,契约型开放式,O
011980.OF,国富匠心精选A,混合型,,混合型,契约型开放式,O
013976.OF,财通资管鸿佳60天滚动持有A,债券型,,债券型,契约型开放式,O
013977.OF,财通资管鸿佳60天滚动持有C,债券型,,债券型,契约型开放式,O
013726.OF,惠升惠诚稳健一年持有A,混合型,,混合型,契约型开放式,O
012803.OF,国联聚优一年定开,债券型,,债券型,契约型开放式,O
013727.OF,惠升惠诚稳健一年持有C,混合型,,混合型,契约型开放式,O
013661.OF,华安研究领航A,混合型,,混合型,契约型开放式,O
012032.OF,光大纯债C,债券型,,债券型,契约型开放式,O
012031.OF,光大纯债A,债券型,,债券型,契约型开放式,O
014297.OF,摩根月月盈30天滚动持有A,债券型,,债券型,契约型开放式,O
014298.OF,摩根月月盈30天滚动持有C,债券型,,债券型,契约型开放式,O
014378.OF,创金合信尊睿A,债券型,,债券型,契约型开放式,O
014379.OF,创金合信尊睿C,债券型,,债券型,契约型开放式,O
014144.OF,长信先进装备三个月持有A,混合型,,混合型,契约型开放式,O
013646.OF,景顺长城景泰鼎利一年定开C,债券型,,债券型,契约型开放式,O
014145.OF,长信先进装备三个月持有C,混合型,,混合型,契约型开放式,O
013645.OF,景顺长城景泰鼎利一年定开A,债券型,,债券型,契约型开放式,O
013863.OF,财通多利C,债券型,,债券型,契约型开放式,O
013463.OF,大成致远优势一年持有A,混合型,,混合型,契约型开放式,O
517160.SH,长江保护主题ETF,股票型,20220105,被动指数型,契约型开放式,E
013884.OF,交银主题优选C,混合型,,灵活配置型,契约型开放式,O
013464.OF,大成致远优势一年持有C,混合型,,混合型,契约型开放式,O
014336.OF,金鹰元丰C,债券型,,债券型,契约型开放式,O
014381.OF,长城久源C,混合型,,灵活配置型,契约型开放式,O
517330.SH,长江保护ETF,股票型,20220105,被动指数型,契约型开放式,E
012759.OF,工银中证沪港深互联网ETF联接A,股票型,,被动指数型,契约型开放式,O
013826.OF,天弘永丰稳健养老目标一年持有A,混合型,,混合型,契约型开放式,O
013653.OF,中银上海清算所0-5年农发行,债券型,,被动指数型,契约型开放式,O
970098.OF,东证融汇鑫享30天滚动持有中短债A,债券型,,债券型,契约型开放式,O
012856.OF,银华顺益一年定开,债券型,,债券型,契约型开放式,O
970099.OF,东证融汇鑫享30天滚动持有中短债C,债券型,,债券型,契约型开放式,O
013497.OF,易方达裕华利率债3个月定开,债券型,,债券型,契约型开放式,O
014082.OF,平安中债1-3年国开债C,债券型,,被动指数型,契约型开放式,O
014081.OF,平安中债1-3年国开债A,债券型,,被动指数型,契约型开放式,O
014380.OF,建信中国制造2025C,股票型,,股票型,契约型开放式,O
014042.OF,银华心诚C,混合型,,灵活配置型,契约型开放式,O
012760.OF,工银中证沪港深互联网ETF联接C,股票型,,被动指数型,契约型开放式,O
014048.OF,银华鑫盛灵活C,混合型,,灵活配置型,契约型开放式,O
014367.OF,招商添悦纯债D,债券型,,债券型,契约型开放式,O
014282.OF,中信保诚成长动力C,混合型,,混合型,契约型开放式,O
014335.OF,中信保诚周期轮动C,混合型,,混合型,契约型开放式,O
013478.OF,华宝中证金融科技主题ETF联接C,股票型,,被动指数型,契约型开放式,O
517770.SH,游戏传媒ETF,股票型,20211203,被动指数型,契约型开放式,E
013477.OF,华宝中证金融科技主题ETF联接A,股票型,,被动指数型,契约型开放式,O
013931.OF,博时富恒纯债一年定开,债券型,,债券型,契约型开放式,O
013665.OF,银河成长优选一年持有A,混合型,,混合型,契约型开放式,O
013666.OF,银河成长优选一年持有C,混合型,,混合型,契约型开放式,O
013293.OF,长城健康消费A,混合型,,混合型,契约型开放式,O
014062.OF,景顺长城专精特新量化优选A,股票型,,股票型,契约型开放式,O
014063.OF,景顺长城专精特新量化优选C,股票型,,股票型,契约型开放式,O
013794.OF,富国智浦精选12个月持有C,混合型,,混合型,契约型开放式,O
013793.OF,富国智浦精选12个月持有A,混合型,,混合型,契约型开放式,O
159607.SZ,中概互联网ETF,股票型,20211202,被动指数型,契约型开放式,E
014164.OF,富国融享18个月C,混合型,,混合型,契约型开放式,O
159761.SZ,新材料50ETF,股票型,20211213,被动指数型,契约型开放式,E
159748.SZ,创新药ETF富国,股票型,20211203,被动指数型,契约型开放式,E
506007.OF,广发科创板两年定开,混合型,,混合型,契约型开放式,O
013821.OF,南方定利一年定开,债券型,,债券型,契约型开放式,O
013933.OF,工银睿智进取一年C,股票型,,股票型,契约型开放式,O
501218.SH,工银睿智进取FOF,股票型,20211217,股票型,契约型开放式,E
013249.OF,交银鸿泰一年持有C,混合型,,混合型,契约型开放式,O
013191.OF,国联景惠C,混合型,,混合型,契约型开放式,O
013238.OF,财通均衡优选一年持有A,混合型,,混合型,契约型开放式,O
159605.SZ,中概互联ETF,股票型,20211202,被动指数型,契约型开放式,E
013239.OF,财通均衡优选一年持有C,混合型,,混合型,契约型开放式,O
013190.OF,国联景惠A,混合型,,混合型,契约型开放式,O
013248.OF,交银鸿泰一年持有A,混合型,,混合型,契约型开放式,O
014061.OF,浦银安盛战略新兴产业C,混合型,,混合型,契约型开放式,O
013838.OF,中银恒嘉60天滚动持有A,债券型,,债券型,契约型开放式,O
013839.OF,中银恒嘉60天滚动持有C,债券型,,债券型,契约型开放式,O
013864.OF,平安元泓30天滚动持有短债A,债券型,,债券型,契约型开放式,O
013865.OF,平安元泓30天滚动持有短债C,债券型,,债券型,契约型开放式,O
014276.OF,易方达北交所精选两年定开C,混合型,,混合型,契约型开放式,O
014280.OF,汇添富北交所创新精选两年定开C,混合型,,混合型,契约型开放式,O
014277.OF,万家北交所慧选两年定开A,混合型,,混合型,契约型开放式,O
014278.OF,万家北交所慧选两年定开C,混合型,,混合型,契约型开放式,O
014272.OF,大成北交所两年定开C,混合型,,混合型,契约型开放式,O
014269.OF,嘉实北交所精选两年定开A,混合型,,混合型,契约型开放式,O
014283.OF,华夏北交所创新中小企业精选两年定开,混合型,,混合型,契约型开放式,O
014271.OF,大成北交所两年定开A,混合型,,混合型,契约型开放式,O
014274.OF,广发北交所精选两年定开C,混合型,,混合型,契约型开放式,O
014270.OF,嘉实北交所精选两年定开C,混合型,,混合型,契约型开放式,O
014294.OF,南方北交所精选两年定开,混合型,,混合型,契约型开放式,O
014273.OF,广发北交所精选两年定开A,混合型,,混合型,契约型开放式,O
001296.OF,长城悦享增利A,债券型,,债券型,契约型开放式,O
014035.OF,长城悦享增利C,债券型,,债券型,契约型开放式,O
013357.OF,大摩沪港深精选C,混合型,,混合型,契约型开放式,O
013356.OF,大摩沪港深精选A,混合型,,混合型,契约型开放式,O
014275.OF,易方达北交所精选两年定开A,混合型,,混合型,契约型开放式,O
013328.OF,嘉实全球价值机会人民币,股票型,,股票型,契约型开放式,O
013930.OF,中银证券恒瑞9个月持有C,混合型,,混合型,契约型开放式,O
013812.OF,景顺长城景气进取A,混合型,,混合型,契约型开放式,O
013929.OF,中银证券恒瑞9个月持有A,混合型,,混合型,契约型开放式,O
012159.OF,财通资管健康产业A,混合型,,混合型,契约型开放式,O
013813.OF,景顺长城景气进取C,混合型,,混合型,契约型开放式,O
013329.OF,嘉实全球价值机会美元现汇,股票型,,股票型,契约型开放式,O
012160.OF,财通资管健康产业C,混合型,,混合型,契约型开放式,O
012935.OF,万家鼎鑫一年定开,债券型,,债券型,契约型开放式,O
010217.OF,中银添禧丰禄稳健养老目标一年持有A,混合型,,混合型,契约型开放式,O
014279.OF,汇添富北交所创新精选两年定开A,混合型,,混合型,契约型开放式,O
011904.OF,南方领航优选C,混合型,,混合型,契约型开放式,O
011903.OF,南方领航优选A,混合型,,混合型,契约型开放式,O
014143.OF,银河创新成长C,混合型,,混合型,契约型开放式,O
014118.OF,国泰中证沪港深创新药产业ETF联接C,股票型,,被动指数型,契约型开放式,O
013806.OF,财通资管鸿越3个月滚动持有C,债券型,,债券型,契约型开放式,O
013805.OF,财通资管鸿越3个月滚动持有B,债券型,,债券型,契约型开放式,O
013804.OF,财通资管鸿越3个月滚动持有A,债券型,,债券型,契约型开放式,O
013415.OF,永赢中证全指医疗器械ETF联接A,股票型,,被动指数型,契约型开放式,O
014117.OF,国泰中证沪港深创新药产业ETF联接A,股票型,,被动指数型,契约型开放式,O
013807.OF,财通资管鸿越3个月滚动持有E,债券型,,债券型,契约型开放式,O
014127.OF,融通核心价值C,混合型,,混合型,契约型开放式,O
940018.OF,华泰紫金天天发,货币市场型,,货币型,契约型开放式,O
013416.OF,永赢中证全指医疗器械ETF联接C,股票型,,被动指数型,契约型开放式,O
013663.OF,富国安福30天滚动持有A,债券型,,债券型,契约型开放式,O
013664.OF,富国安福30天滚动持有C,债券型,,债券型,契约型开放式,O
588310.SH,双创ETF基金,股票型,20211202,被动指数型,契约型开放式,E
013689.OF,湘财久盛39个月定开A,债券型,,债券型,契约型开放式,O
013690.OF,湘财久盛39个月定开C,债券型,,债券型,契约型开放式,O
517960.SH,科技AHETF,股票型,20211223,被动指数型,契约型开放式,E
011687.OF,易方达龙头优选两年持有A,混合型,,混合型,契约型开放式,O
011688.OF,易方达龙头优选两年持有C,混合型,,混合型,契约型开放式,O
014260.OF,万家新机遇龙头企业C,混合型,,灵活配置型,契约型开放式,O
014064.OF,银华农业产业C,股票型,,股票型,契约型开放式,O
013174.OF,银华华证ESG领先,股票型,,被动指数型,契约型开放式,O
014096.OF,交银经济新动力C,混合型,,混合型,契约型开放式,O
014083.OF,浙商汇金月享30天滚动持有A,债券型,,债券型,契约型开放式,O
014084.OF,浙商汇金月享30天滚动持有C,债券型,,债券型,契约型开放式,O
014162.OF,万家人工智能C,混合型,,混合型,契约型开放式,O
881012.OF,招商资管智远增利A,债券型,,债券型,契约型开放式,O
012182.OF,广发沪港深精选A,混合型,,混合型,契约型开放式,O
012183.OF,广发沪港深精选C,混合型,,混合型,契约型开放式,O
881013.OF,招商资管智远增利C,债券型,,债券型,契约型开放式,O
159779.SZ,消费电子50ETF,股票型,20211126,被动指数型,契约型开放式,E
014047.OF,银华盛世精选C,混合型,,灵活配置型,契约型开放式,O
880011.OF,招商资管智远增利D,债券型,,债券型,契约型开放式,O
014128.OF,东财中证沪港深创新药A,股票型,,被动指数型,契约型开放式,O
014129.OF,东财中证沪港深创新药C,股票型,,被动指数型,契约型开放式,O
013637.OF,国投瑞银策略回报C,混合型,,混合型,契约型开放式,O
013636.OF,国投瑞银策略回报A,混合型,,混合型,契约型开放式,O
014056.OF,太平丰润一年定开,债券型,,债券型,契约型开放式,O
013823.OF,南方月月享30天滚动持有C,债券型,,债券型,契约型开放式,O
013822.OF,南方月月享30天滚动持有A,债券型,,债券型,契约型开放式,O
013186.OF,长城恒利纯债A,债券型,,债券型,契约型开放式,O
013187.OF,长城恒利纯债C,债券型,,债券型,契约型开放式,O
517880.SH,品牌消费ETF,股票型,20211201,被动指数型,契约型开放式,E
014265.OF,新华鼎利E,债券型,,债券型,契约型开放式,O
013428.OF,东兴鑫享6个月滚动持有A,债券型,,债券型,契约型开放式,O
013429.OF,东兴鑫享6个月滚动持有C,债券型,,债券型,契约型开放式,O
013876.OF,财通资管新能源汽车A,混合型,,混合型,契约型开放式,O
013877.OF,财通资管新能源汽车C,混合型,,混合型,契约型开放式,O
013886.OF,华商新能源汽车A,混合型,,混合型,契约型开放式,O
013887.OF,华商新能源汽车C,混合型,,混合型,契约型开放式,O
013649.OF,长信稳丰C,债券型,,债券型,契约型开放式,O
013648.OF,长信稳丰A,债券型,,债券型,契约型开放式,O
012932.OF,平安双季盈6个月持有C,债券型,,债券型,契约型开放式,O
012901.OF,招商创业板指数增强C,股票型,,增强指数型,契约型开放式,O
517280.SH,网购ETF,股票型,20211203,被动指数型,契约型开放式,E
013390.OF,华夏成长先锋一年持有C,混合型,,混合型,契约型开放式,O
013389.OF,华夏成长先锋一年持有A,混合型,,混合型,契约型开放式,O
012931.OF,平安双季盈6个月持有A,债券型,,债券型,契约型开放式,O
012900.OF,招商创业板指数增强A,股票型,,增强指数型,契约型开放式,O
013108.OF,华夏先进制造龙头C,混合型,,混合型,契约型开放式,O
013582.OF,中海海颐C,混合型,,混合型,契约型开放式,O
013581.OF,中海海颐A,混合型,,混合型,契约型开放式,O
012523.OF,国联高质量成长A,混合型,,混合型,契约型开放式,O
012524.OF,国联高质量成长C,混合型,,混合型,契约型开放式,O
013107.OF,华夏先进制造龙头A,混合型,,混合型,契约型开放式,O
013808.OF,易方达稳悦120天滚动持有短债A,债券型,,债券型,契约型开放式,O
013902.OF,华安众享180天持有C,债券型,,债券型,契约型开放式,O
012065.OF,嘉实民安添复一年持有A,混合型,,混合型,契约型开放式,O
013647.OF,汇添富经典价值成长一年持有,混合型,,混合型,契约型开放式,O
013901.OF,华安众享180天持有A,债券型,,债券型,契约型开放式,O
012066.OF,嘉实民安添复一年持有C,混合型,,混合型,契约型开放式,O
013809.OF,易方达稳悦120天滚动持有短债C,债券型,,债券型,契约型开放式,O
012189.OF,华安优势龙头C,混合型,,混合型,契约型开放式,O
012188.OF,华安优势龙头A,混合型,,混合型,契约型开放式,O
013376.OF,平安元鑫120天滚动持有中短债C,债券型,,债券型,契约型开放式,O
013375.OF,平安元鑫120天滚动持有中短债A,债券型,,债券型,契约型开放式,O
970094.OF,兴证资管金麒麟均衡优选一年持有B,混合型,,混合型,契约型开放式,O
970095.OF,兴证资管金麒麟均衡优选一年持有C,混合型,,混合型,契约型开放式,O
970093.OF,兴证资管金麒麟均衡优选一年持有A,混合型,,混合型,契约型开放式,O
159896.SZ,物联网龙头ETF,股票型,20211124,被动指数型,契约型开放式,E
012761.OF,华泰柏瑞上证红利ETF联接A,股票型,,被动指数型,契约型开放式,O
012762.OF,华泰柏瑞上证红利ETF联接C,股票型,,被动指数型,契约型开放式,O
013968.OF,广发恒享一年持有C,混合型,,混合型,契约型开放式,O
013967.OF,广发恒享一年持有A,混合型,,混合型,契约型开放式,O
890005.OF,长江尊利A,债券型,,债券型,契约型开放式,O
014112.OF,嘉实对冲套利C,混合型,,混合型,契约型开放式,O
014106.OF,融通成长30C,混合型,,灵活配置型,契约型开放式,O
013971.OF,长江尊利C,债券型,,债券型,契约型开放式,O
014109.OF,融通内需驱动C,混合型,,混合型,契约型开放式,O
013883.OF,交银启明C,混合型,,混合型,契约型开放式,O
013885.OF,交银阿尔法C,混合型,,混合型,契约型开放式,O
013079.OF,方正富邦策略轮动C,混合型,,混合型,契约型开放式,O
013078.OF,方正富邦策略轮动A,混合型,,混合型,契约型开放式,O
013786.OF,兴证全球积极配置三年封闭运作C,混合型,,混合型,契约型开放式,O
013525.OF,富国悦享回报12个月持有C,混合型,,混合型,契约型开放式,O
501215.SH,积极配置FOF,混合型,20211119,混合型,契约型开放式,E
013524.OF,富国悦享回报12个月持有A,混合型,,混合型,契约型开放式,O
013458.OF,华夏鼎业三个月定开C,债券型,,债券型,契约型开放式,O
013703.OF,招商添福1年定开,债券型,,债券型,契约型开放式,O
013457.OF,华夏鼎业三个月定开A,债券型,,债券型,契约型开放式,O
013717.OF,国联恒利纯债C,债券型,,债券型,契约型开放式,O
013716.OF,国联恒利纯债A,债券型,,债券型,契约型开放式,O
013494.OF,华泰柏瑞锦元,债券型,,债券型,契约型开放式,O
159726.SZ,恒生红利ETF,股票型,20211123,被动指数型,契约型开放式,E
014090.OF,国联添益进取3个月持有A,混合型,,混合型,契约型开放式,O
013926.OF,易米国证消费100指数增强A,股票型,,增强指数型,契约型开放式,O
013927.OF,易米国证消费100指数增强C,股票型,,增强指数型,契约型开放式,O
014091.OF,国联添益进取3个月持有C,混合型,,混合型,契约型开放式,O
013264.OF,金鹰年年邮享一年持有期C,债券型,,债券型,契约型开放式,O
013263.OF,金鹰年年邮享一年持有期A,债券型,,债券型,契约型开放式,O
013691.OF,兴华安恒纯债A,债券型,,债券型,契约型开放式,O
014167.OF,永赢华嘉信用债C,债券型,,债券型,契约型开放式,O
561310.SH,消电ETF,股票型,20211125,被动指数型,契约型开放式,E
013963.OF,华夏创新视野一年持有C,混合型,,混合型,契约型开放式,O
013962.OF,华夏创新视野一年持有A,混合型,,混合型,契约型开放式,O
013692.OF,兴华安恒纯债C,债券型,,债券型,契约型开放式,O
013935.OF,长江红利回报C,混合型,,混合型,契约型开放式,O
013934.OF,长江红利回报A,混合型,,混合型,契约型开放式,O
012132.OF,华泰保兴价值成长A,混合型,,混合型,契约型开放式,O
010640.OF,财通稳进回报6个月持有A,混合型,,混合型,契约型开放式,O
013169.OF,建信彭博政策性银行债A,债券型,,被动指数型,契约型开放式,O
010641.OF,财通稳进回报6个月持有C,混合型,,混合型,契约型开放式,O
012177.OF,华泰保兴价值成长C,混合型,,混合型,契约型开放式,O
013170.OF,建信彭博政策性银行债C,债券型,,被动指数型,契约型开放式,O
013787.OF,交银智选星光C,混合型,,混合型,契约型开放式,O
501210.SH,交银智选星光FOF,混合型,20211119,混合型,契约型开放式,E
014043.OF,银华心怡C,混合型,,灵活配置型,契约型开放式,O
013832.OF,中欧汇选C,混合型,,混合型,契约型开放式,O
501213.SH,中欧汇选FOF,混合型,20211119,混合型,契约型开放式,E
013998.OF,中欧瑾添A,混合型,,混合型,契约型开放式,O
013301.OF,工银价值稳健6个月持有(FOF)C,混合型,,混合型,契约型开放式,O
014150.OF,新华鑫益A,混合型,,灵活配置型,契约型开放式,O
013999.OF,中欧瑾添C,混合型,,混合型,契约型开放式,O
013300.OF,工银价值稳健6个月持有(FOF)A,混合型,,混合型,契约型开放式,O
159793.SZ,线上消费ETF平安,股票型,20211124,被动指数型,契约型开放式,E
012924.OF,华夏新时代美元现汇,混合型,,灵活配置型,契约型开放式,O
013512.OF,汇添富添福增长稳健养老目标一年持有A,混合型,,混合型,契约型开放式,O
012529.OF,广发鑫睿一年持有C,混合型,,混合型,契约型开放式,O
012528.OF,广发鑫睿一年持有A,混合型,,混合型,契约型开放式,O
012925.OF,华夏新时代美元现钞,混合型,,灵活配置型,契约型开放式,O
012892.OF,安信优质企业三年持有A,混合型,,混合型,契约型开放式,O
012480.OF,汇安信泰稳健一年持有C,混合型,,混合型,契约型开放式,O
012880.OF,国泰景气优选A,混合型,,混合型,契约型开放式,O
012479.OF,汇安信泰稳健一年持有A,混合型,,混合型,契约型开放式,O
012893.OF,安信优质企业三年持有C,混合型,,混合型,契约型开放式,O
012881.OF,国泰景气优选C,混合型,,混合型,契约型开放式,O
014003.OF,浦银安盛增长动力C,混合型,,灵活配置型,契约型开放式,O
013769.OF,博时稳益9个月持有A,混合型,,混合型,契约型开放式,O
013770.OF,博时稳益9个月持有C,混合型,,混合型,契约型开放式,O
012530.OF,永赢惠添盈一年持有,混合型,,混合型,契约型开放式,O
012770.OF,光大创新生活A,混合型,,混合型,契约型开放式,O
013756.OF,中银证券内需增长C,混合型,,混合型,契约型开放式,O
013755.OF,中银证券内需增长A,混合型,,混合型,契约型开放式,O
970074.OF,东证融汇成长优选C,混合型,,混合型,契约型开放式,O
970073.OF,东证融汇成长优选A,混合型,,混合型,契约型开放式,O
013782.OF,浙商汇金卓越配置一年持有B,混合型,,混合型,契约型开放式,O
013522.OF,华富吉丰60天滚动持有A,债券型,,债券型,契约型开放式,O
013781.OF,浙商汇金卓越配置一年持有A,混合型,,混合型,契约型开放式,O
013523.OF,华富吉丰60天滚动持有C,债券型,,债券型,契约型开放式,O
013950.OF,交银先锋C,混合型,,混合型,契约型开放式,O
014046.OF,交银医药创新C,股票型,,股票型,契约型开放式,O
013140.OF,中金金信A,债券型,,债券型,契约型开放式,O
014029.OF,浦银安盛红利精选C,混合型,,混合型,契约型开放式,O
012823.OF,富国安利90天滚动持有A,债券型,,债券型,契约型开放式,O
012824.OF,富国安利90天滚动持有C,债券型,,债券型,契约型开放式,O
012485.OF,建信汇益一年持有A,混合型,,混合型,契约型开放式,O
012486.OF,建信汇益一年持有C,混合型,,混合型,契约型开放式,O
159707.SZ,地产ETF,股票型,20211112,被动指数型,契约型开放式,E
013519.OF,易方达汇智平衡养老(FOF)A,混合型,,混合型,契约型开放式,O
516730.SH,证券公司ETF,股票型,20211112,被动指数型,契约型开放式,E
013623.OF,湘财周期轮动一年持有,混合型,,混合型,契约型开放式,O
012215.OF,民生加银核心资产C,股票型,,股票型,契约型开放式,O
012214.OF,民生加银核心资产A,股票型,,股票型,契约型开放式,O
014011.OF,浦银安盛价值成长C,混合型,,混合型,契约型开放式,O
013469.OF,泰信低碳经济A,混合型,,混合型,契约型开放式,O
013470.OF,泰信低碳经济C,混合型,,混合型,契约型开放式,O
970086.OF,华安证券合赢三个月持有,债券型,,债券型,契约型开放式,O
013831.OF,中欧瑾尚C,混合型,,混合型,契约型开放式,O
159739.SZ,大数据ETF,股票型,20211117,被动指数型,契约型开放式,E
014023.OF,宏利景气领航两年持有,混合型,,混合型,契约型开放式,O
013830.OF,中欧瑾尚A,混合型,,混合型,契约型开放式,O
013360.OF,华夏磐泰C,混合型,,混合型,契约型开放式,O
013295.OF,东方红智选三年持有C,混合型,,混合型,契约型开放式,O
012705.OF,中银兴利稳健回报C,混合型,,灵活配置型,契约型开放式,O
013798.OF,博时优质鑫选一年持有C,混合型,,混合型,契约型开放式,O
013359.OF,上银高质量优选9个月持有C,混合型,,混合型,契约型开放式,O
013294.OF,东方红智选三年持有A,混合型,,混合型,契约型开放式,O
013358.OF,上银高质量优选9个月持有A,混合型,,混合型,契约型开放式,O
013797.OF,博时优质鑫选一年持有A,混合型,,混合型,契约型开放式,O
012704.OF,中银兴利稳健回报A,混合型,,灵活配置型,契约型开放式,O
011634.OF,国寿安保安悦纯债一年定期开放,债券型,,债券型,契约型开放式,O
013564.OF,银华季季盈3个月滚动持有B,债券型,,债券型,契约型开放式,O
014002.OF,浦银安盛全球智能科技C,股票型,,股票型,契约型开放式,O
013565.OF,银华季季盈3个月滚动持有C,债券型,,债券型,契约型开放式,O
