ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio,name
001320.OF,20240718,20240630,600519.SH,8510862.0,5800.0,11.58,0.0,工银丰盈回报A
020567.OF,20240718,20240630,600519.SH,2788041.0,1900.0,2.45,0.0,泓德智选启航A
020568.OF,20240718,20240630,600519.SH,2788041.0,1900.0,2.45,0.0,泓德智选启航C
011855.OF,20240718,20240630,600519.SH,79092321.0,53900.0,9.72,0.0,银华长荣A
530006.OF,20240718,20240630,600519.SH,35364099.0,24100.0,11.84,0.0,建信核心精选
012609.OF,20240718,20240630,600519.SH,10565208.0,7200.0,2.6,0.0,安信稳健汇利一年持有A
012610.OF,20240718,20240630,600519.SH,10565208.0,7200.0,2.6,0.0,安信稳健汇利一年持有C
001695.OF,20240718,20240630,600519.SH,6309777.0,4300.0,7.29,0.0,泓德泓业
011278.OF,20240718,20240630,600519.SH,125362062.48,85432.0,10.73,0.01,华夏内需驱动A
017478.OF,20240718,20240630,600519.SH,97434696.0,66400.0,10.76,0.01,安信睿见优选C
017477.OF,20240718,20240630,600519.SH,97434696.0,66400.0,10.76,0.01,安信睿见优选A
003346.OF,20240718,20240630,600519.SH,6749994.0,4600.0,5.55,0.0,安信新成长C
002837.OF,20240718,20240630,600519.SH,47249958.0,32200.0,5.2,0.0,华夏网购精选A
006671.OF,20240718,20240630,600519.SH,10124991.0,6900.0,5.76,0.0,广发消费升级
019597.OF,20240718,20240630,600519.SH,6309777.0,4300.0,3.44,0.0,银华惠享三年定开
005543.OF,20240718,20240630,600519.SH,37195401.72,25348.0,4.46,0.0,银华心诚A
005498.OF,20240718,20240630,600519.SH,14163248.28,9652.0,5.85,0.0,银华积极成长A
012704.OF,20240718,20240630,600519.SH,4842387.0,3300.0,3.22,0.0,中银兴利稳健回报A
012705.OF,20240718,20240630,600519.SH,4842387.0,3300.0,3.22,0.0,中银兴利稳健回报C
013882.OF,20240718,20240630,600519.SH,65586463.44,44696.0,10.15,0.0,交银品质升级C
009829.OF,20240718,20240630,600519.SH,586956.0,400.0,8.39,0.0,长城优选增强六个月持有A
009830.OF,20240718,20240630,600519.SH,586956.0,400.0,8.39,0.0,长城优选增强六个月持有C
017295.OF,20240718,20240630,600519.SH,733695.0,500.0,4.15,0.0,长城恒康稳健养老一年Y
002670.OF,20240718,20240630,600519.SH,106792242.03,72777.0,5.62,0.01,万家沪深300指数增强A
002671.OF,20240718,20240630,600519.SH,106792242.03,72777.0,5.62,0.01,万家沪深300指数增强C
020977.OF,20240718,20240630,600519.SH,79092321.0,53900.0,9.72,0.0,银华长荣C
011279.OF,20240718,20240630,600519.SH,125362062.48,85432.0,10.73,0.01,华夏内需驱动C
001710.OF,20240718,20240630,600519.SH,8378796.9,5710.0,2.46,0.0,安信新趋势A
001711.OF,20240718,20240630,600519.SH,8378796.9,5710.0,2.46,0.0,安信新趋势C
014047.OF,20240718,20240630,600519.SH,133597055.16,91044.0,6.0,0.01,银华盛世精选C
005280.OF,20240718,20240630,600519.SH,440217.0,300.0,1.63,0.0,安信稳健阿尔法定开A
009624.OF,20240718,20240630,600519.SH,440217.0,300.0,1.63,0.0,安信稳健阿尔法定开C
014103.OF,20240718,20240630,600519.SH,8657601.0,5900.0,8.7,0.0,富安达成长价值一年持有A
014104.OF,20240718,20240630,600519.SH,8657601.0,5900.0,8.7,0.0,富安达成长价值一年持有C
001978.OF,20240718,20240630,600519.SH,733695.0,500.0,3.6,0.0,泰信互联网+
009977.OF,20240718,20240630,600519.SH,563477.76,384.0,4.48,0.0,银华招利一年持有期A
009978.OF,20240718,20240630,600519.SH,563477.76,384.0,4.48,0.0,银华招利一年持有期C
010454.OF,20240718,20240630,600519.SH,197130639.99,134341.0,10.06,0.01,交银内需增长一年持有
010483.OF,20240718,20240630,600519.SH,146739000.0,100000.0,8.64,0.01,交银启道
004868.OF,20240718,20240630,600519.SH,79724766.09,54331.0,9.9,0.0,交银股息优化
012312.OF,20240718,20240630,600519.SH,7630428.0,5200.0,5.74,0.0,长城兴华优选一年定开A
012313.OF,20240718,20240630,600519.SH,7630428.0,5200.0,5.74,0.0,长城兴华优选一年定开C
000056.OF,20240718,20240630,600519.SH,4255431.0,2900.0,11.3,0.0,建信消费升级
163811.OF,20240718,20240630,600519.SH,880434.0,600.0,5.23,0.0,中银稳健双利A
163812.OF,20240718,20240630,600519.SH,880434.0,600.0,5.23,0.0,中银稳健双利B
501071.SH,20240718,20240630,600519.SH,11298903.0,7700.0,6.88,0.0,泓德丰泽LOF
009120.OF,20240718,20240630,600519.SH,33117524.91,22569.0,7.2,0.0,广发品质回报C
009119.OF,20240718,20240630,600519.SH,33117524.91,22569.0,7.2,0.0,广发品质回报A
519623.OF,20240718,20240630,600519.SH,3668475.0,2500.0,16.05,0.0,银河君耀A
519624.OF,20240718,20240630,600519.SH,3668475.0,2500.0,16.05,0.0,银河君耀C
017365.OF,20240718,20240630,600519.SH,1614129.0,1100.0,6.89,0.0,华夏福源养老目标日期2045三年持有Y
015682.OF,20240718,20240630,600519.SH,1614129.0,1100.0,6.89,0.0,华夏福源养老目标日期2045三年持有A
870005.OF,20240718,20240630,600519.SH,36543880.56,24904.0,6.78,0.0,广发资管核心精选一年持有A
872021.OF,20240718,20240630,600519.SH,36543880.56,24904.0,6.78,0.0,广发资管核心精选一年持有C
519736.OF,20240718,20240630,600519.SH,660092184.99,449841.0,10.18,0.04,交银新成长
217027.OF,20240718,20240630,600519.SH,31597308.87,21533.0,5.21,0.0,招商央视财经50A
009952.OF,20240718,20240630,600519.SH,73369500.0,50000.0,3.29,0.0,广发稳健回报C
009951.OF,20240718,20240630,600519.SH,73369500.0,50000.0,3.29,0.0,广发稳健回报A
013386.OF,20240718,20240630,600519.SH,20543460.0,14000.0,2.99,0.0,信澳优势价值C
013385.OF,20240718,20240630,600519.SH,20543460.0,14000.0,2.99,0.0,信澳优势价值A
014530.OF,20240718,20240630,600519.SH,146739.0,100.0,12.06,0.0,华夏MSCI中国A50联接A
014531.OF,20240718,20240630,600519.SH,146739.0,100.0,12.06,0.0,华夏MSCI中国A50联接C
007671.OF,20240718,20240630,600519.SH,5938527.33,4047.0,12.28,0.0,建信中证红利潜力指数A
007672.OF,20240718,20240630,600519.SH,5938527.33,4047.0,12.28,0.0,建信中证红利潜力指数C
001287.OF,20240718,20240630,600519.SH,126001844.52,85868.0,10.87,0.01,安信优势增长A
001403.OF,20240718,20240630,600519.SH,8510862.0,5800.0,5.14,0.0,招商国企改革
017194.OF,20240718,20240630,600519.SH,4548909.0,3100.0,11.23,0.0,建信弘利C
002378.OF,20240718,20240630,600519.SH,4548909.0,3100.0,11.23,0.0,建信弘利A
002036.OF,20240718,20240630,600519.SH,126001844.52,85868.0,10.87,0.01,安信优势增长C
002310.OF,20240718,20240630,600519.SH,21654274.23,14757.0,6.73,0.0,创金合信沪深300指数增强A
002315.OF,20240718,20240630,600519.SH,21654274.23,14757.0,6.73,0.0,创金合信沪深300指数增强C
011430.OF,20240718,20240630,600519.SH,9684774.0,6600.0,6.57,0.0,广发估值优势C
010453.OF,20240718,20240630,600519.SH,26559759.0,18100.0,3.6,0.0,广发瑞福精选C
010452.OF,20240718,20240630,600519.SH,26559759.0,18100.0,3.6,0.0,广发瑞福精选A
006621.OF,20240718,20240630,600519.SH,2201085.0,1500.0,6.37,0.0,华夏养老2045三年C
006620.OF,20240718,20240630,600519.SH,2201085.0,1500.0,6.37,0.0,华夏养老2045三年A
017248.OF,20240718,20240630,600519.SH,2201085.0,1500.0,6.37,0.0,华夏养老2045三年Y
290002.OF,20240718,20240630,600519.SH,14820639.0,10100.0,4.8,0.0,泰信先行策略
002025.OF,20240718,20240630,600519.SH,1320651.0,900.0,3.16,0.0,广发聚盛A
002026.OF,20240718,20240630,600519.SH,1320651.0,900.0,3.16,0.0,广发聚盛C
008184.OF,20240718,20240630,600519.SH,5869560.0,4000.0,5.45,0.0,新华沪深300指数增强C
005248.OF,20240718,20240630,600519.SH,5869560.0,4000.0,5.45,0.0,新华沪深300指数增强A
002952.OF,20240718,20240630,600519.SH,586956.0,400.0,5.38,0.0,建信多因子量化
002711.OF,20240718,20240630,600519.SH,13940205.0,9500.0,9.7,0.0,广发集丰A
002712.OF,20240718,20240630,600519.SH,13940205.0,9500.0,9.7,0.0,广发集丰C
019412.OF,20240718,20240630,600519.SH,1966302.6,1340.0,3.86,0.0,长城新兴产业C
000976.OF,20240718,20240630,600519.SH,1966302.6,1340.0,3.86,0.0,长城新兴产业A
001473.OF,20240718,20240630,600519.SH,35877685.5,24450.0,11.51,0.0,建信大安全
004359.OF,20240718,20240630,600519.SH,297844.0,200.0,2.63,0.0,
004360.OF,20240718,20240630,600519.SH,297844.0,200.0,2.63,0.0,
004410.OF,20240718,20240630,600519.SH,31597308.87,21533.0,5.21,0.0,招商央视财经50C
009326.OF,20240718,20240630,600519.SH,264130200.0,180000.0,4.67,0.01,广发稳健增长C
270002.OF,20240718,20240630,600519.SH,264130200.0,180000.0,4.67,0.01,广发稳健增长A
002501.OF,20240718,20240630,600519.SH,4255431.0,2900.0,2.08,0.0,银华远景
011405.OF,20240718,20240630,600519.SH,35217360.0,24000.0,4.28,0.0,银华稳健增长一年持有
530003.OF,20240718,20240630,600519.SH,86979542.25,59275.0,8.26,0.0,建信优选成长A
270007.OF,20240718,20240630,600519.SH,47402566.56,32304.0,3.23,0.0,广发大盘成长
519001.OF,20240718,20240630,600519.SH,88369160.58,60222.0,6.82,0.0,银华核心价值优选
001015.OF,20240718,20240630,600519.SH,118742666.19,80921.0,5.38,0.01,华夏沪深300指数增强A
001016.OF,20240718,20240630,600519.SH,118742666.19,80921.0,5.38,0.01,华夏沪深300指数增强C
011169.OF,20240718,20240630,600519.SH,192935371.98,131482.0,11.81,0.01,建信臻选
000992.OF,20240718,20240630,600519.SH,1467390.0,1000.0,3.7,0.0,广发对冲套利
011976.OF,20240718,20240630,600519.SH,9831513.0,6700.0,3.33,0.0,广发均衡回报C
011975.OF,20240718,20240630,600519.SH,9831513.0,6700.0,3.33,0.0,广发均衡回报A
519714.OF,20240718,20240630,600519.SH,133730587.65,91135.0,10.2,0.01,交银消费新驱动
960028.OF,20240718,20240630,600519.SH,86979542.25,59275.0,8.26,0.0,建信优选成长H
007806.OF,20240718,20240630,600519.SH,9244557.0,6300.0,3.95,0.0,建信MSCI中国A股指数增强A
007807.OF,20240718,20240630,600519.SH,9244557.0,6300.0,3.95,0.0,建信MSCI中国A股指数增强C
001660.OF,20240718,20240630,600519.SH,7923906.0,5400.0,8.9,0.0,富安达行业轮动
006926.OF,20240718,20240630,600519.SH,14106020.07,9613.0,9.15,0.0,长城量化精选A
011463.OF,20240718,20240630,600519.SH,14106020.07,9613.0,9.15,0.0,长城量化精选C
010143.OF,20240718,20240630,600519.SH,114456420.0,78000.0,8.88,0.01,交银启欣
017723.OF,20240718,20240630,600519.SH,43728222.0,29800.0,6.15,0.0,银华心质A
017724.OF,20240718,20240630,600519.SH,43728222.0,29800.0,6.15,0.0,银华心质C
013665.OF,20240718,20240630,600519.SH,3815214.0,2600.0,4.21,0.0,银河成长优选一年持有A
013666.OF,20240718,20240630,600519.SH,3815214.0,2600.0,4.21,0.0,银河成长优选一年持有C
008978.OF,20240718,20240630,600519.SH,17218354.26,11734.0,9.87,0.0,银华长丰
005535.OF,20240718,20240630,600519.SH,36684750.0,25000.0,10.9,0.0,泰信竞争优选
012394.OF,20240718,20240630,600519.SH,19228678.56,13104.0,9.62,0.0,农银汇理中证新华社民族品牌工程
165309.SZ,20240718,20240630,600519.SH,18408407.55,12545.0,5.27,0.0,沪深300LOF建信
017540.OF,20240718,20240630,600519.SH,733695.0,500.0,2.3,0.0,安信稳健增益6个月持有A
017541.OF,20240718,20240630,600519.SH,733695.0,500.0,2.3,0.0,安信稳健增益6个月持有C
004988.OF,20240718,20240630,600519.SH,1173912.0,800.0,5.83,0.0,人保双利A
004989.OF,20240718,20240630,600519.SH,1173912.0,800.0,5.83,0.0,人保双利C
009525.OF,20240718,20240630,600519.SH,3961953.0,2700.0,2.58,0.0,广发聚荣一年持有A
009526.OF,20240718,20240630,600519.SH,3961953.0,2700.0,2.58,0.0,广发聚荣一年持有C
011013.OF,20240718,20240630,600519.SH,24505413.0,16700.0,9.92,0.0,长城消费30A
011014.OF,20240718,20240630,600519.SH,24505413.0,16700.0,9.92,0.0,长城消费30C
001396.OF,20240718,20240630,600519.SH,6896733.0,4700.0,4.98,0.0,建信互联网+产业升级
005041.OF,20240718,20240630,600519.SH,1907607.0,1300.0,2.46,0.0,人保研究精选A
005042.OF,20240718,20240630,600519.SH,1907607.0,1300.0,2.46,0.0,人保研究精选C
000119.OF,20240718,20240630,600519.SH,101690127.0,69300.0,5.48,0.01,广发聚鑫C
000118.OF,20240718,20240630,600519.SH,101690127.0,69300.0,5.48,0.01,广发聚鑫A
870017.OF,20240718,20240630,600519.SH,7890156.03,5377.0,8.08,0.0,广发资管消费精选
005880.OF,20240718,20240630,600519.SH,293478.0,200.0,13.89,0.0,建信上证50ETF联接A
005881.OF,20240718,20240630,600519.SH,293478.0,200.0,13.89,0.0,建信上证50ETF联接C
013444.OF,20240718,20240630,600519.SH,293478.0,200.0,13.89,0.0,建信上证50ETF联接E
005953.OF,20240718,20240630,600519.SH,1907607.0,1300.0,5.31,0.0,人保转型新动力A
005954.OF,20240718,20240630,600519.SH,1907607.0,1300.0,5.31,0.0,人保转型新动力C
006136.OF,20240718,20240630,600519.SH,9684774.0,6600.0,6.57,0.0,广发估值优势A
012317.OF,20240718,20240630,600519.SH,146739.0,100.0,5.65,0.0,创金合信聚鑫A
012318.OF,20240718,20240630,600519.SH,146739.0,100.0,5.65,0.0,创金合信聚鑫C
017795.OF,20240718,20240630,600519.SH,13059771.0,8900.0,5.15,0.0,交银启盛C
017794.OF,20240718,20240630,600519.SH,13059771.0,8900.0,5.15,0.0,交银启盛A
014864.OF,20240718,20240630,600519.SH,25679325.0,17500.0,10.72,0.0,建信食品饮料行业C
009476.OF,20240718,20240630,600519.SH,25679325.0,17500.0,10.72,0.0,建信食品饮料行业A
010113.OF,20240718,20240630,600519.SH,39659149.53,27027.0,4.29,0.0,广发研究精选C
010112.OF,20240718,20240630,600519.SH,39659149.53,27027.0,4.29,0.0,广发研究精选A
011755.OF,20240718,20240630,600519.SH,55320603.0,37700.0,11.48,0.0,广发竞争优势C
270041.OF,20240718,20240630,600519.SH,7043472.0,4800.0,2.76,0.0,广发消费品精选A
018291.OF,20240718,20240630,600519.SH,733695.0,500.0,3.98,0.0,广发新兴成长C
018888.OF,20240718,20240630,600519.SH,18048897.0,12300.0,6.02,0.0,银河主题策略C
519679.OF,20240718,20240630,600519.SH,18048897.0,12300.0,6.02,0.0,银河主题策略A
000117.OF,20240718,20240630,600519.SH,24016772.13,16367.0,10.37,0.0,广发轮动配置
000529.OF,20240718,20240630,600519.SH,55320603.0,37700.0,11.48,0.0,广发竞争优势A
000550.OF,20240718,20240630,600519.SH,6749994.0,4600.0,3.99,0.0,广发新动力
560003.OF,20240718,20240630,600519.SH,11298903.0,7700.0,6.09,0.0,益民创新优势
519668.OF,20240718,20240630,600519.SH,7483689.0,5100.0,6.01,0.0,银河竞争优势成长
019708.OF,20240718,20240630,600519.SH,2287661.01,1559.0,5.24,0.0,中银消费主题C
000057.OF,20240718,20240630,600519.SH,2287661.01,1559.0,5.24,0.0,中银消费主题A
008075.OF,20240718,20240630,600519.SH,14673900.0,10000.0,6.9,0.0,招商核心优选A
008076.OF,20240718,20240630,600519.SH,14673900.0,10000.0,6.9,0.0,招商核心优选C
011186.OF,20240718,20240630,600519.SH,40658442.12,27708.0,10.04,0.0,信澳至诚精选A
014622.OF,20240718,20240630,600519.SH,1467390.0,1000.0,5.25,0.0,安信楚盈一年持有C
014621.OF,20240718,20240630,600519.SH,1467390.0,1000.0,5.25,0.0,安信楚盈一年持有A
012106.OF,20240718,20240630,600519.SH,733695.0,500.0,7.21,0.0,广发安泰稳健养老一年持有A
017280.OF,20240718,20240630,600519.SH,733695.0,500.0,7.21,0.0,广发安泰稳健养老一年持有Y
019470.OF,20240718,20240630,600519.SH,26559759.0,18100.0,10.12,0.0,华夏信兴回报A
019471.OF,20240718,20240630,600519.SH,26559759.0,18100.0,10.12,0.0,华夏信兴回报C
019811.OF,20240718,20240630,600519.SH,440217.0,300.0,11.76,0.0,华夏养老2055五年Y
019833.OF,20240718,20240630,600519.SH,146739.0,100.0,7.34,0.0,华夏福泽养老目标2035三年持有Y
020785.OF,20240718,20240630,600519.SH,2641302.0,1800.0,7.38,0.0,安信长鑫增强A
020786.OF,20240718,20240630,600519.SH,2641302.0,1800.0,7.38,0.0,安信长鑫增强C
610002.OF,20240718,20240630,600519.SH,19608732.57,13363.0,10.92,0.0,信澳精华A
233007.OF,20240718,20240630,600519.SH,24065196.0,16400.0,11.26,0.0,大摩卓越成长
001291.OF,20240718,20240630,600519.SH,3374997.0,2300.0,3.45,0.0,大摩量化多策略
010333.OF,20240718,20240630,600519.SH,111232564.17,75803.0,5.54,0.01,华夏核心资产A
010334.OF,20240718,20240630,600519.SH,111232564.17,75803.0,5.54,0.01,华夏核心资产C
011442.OF,20240718,20240630,600519.SH,146739.0,100.0,5.38,0.0,创金合信鑫瑞A
011443.OF,20240718,20240630,600519.SH,146739.0,100.0,5.38,0.0,创金合信鑫瑞C
011854.OF,20240718,20240630,600519.SH,180064894.29,122711.0,12.73,0.01,招商中证消费龙头指数增强C
011853.OF,20240718,20240630,600519.SH,180064894.29,122711.0,12.73,0.01,招商中证消费龙头指数增强A
011214.OF,20240718,20240630,600519.SH,733695.0,500.0,2.95,0.0,招商惠润一年定开A
010022.OF,20240718,20240630,600519.SH,7043472.0,4800.0,2.76,0.0,广发消费品精选C
013109.OF,20240718,20240630,600519.SH,5576082.0,3800.0,9.67,0.0,华夏优势价值一年持有A
014840.OF,20240718,20240630,600519.SH,5869560.0,4000.0,3.15,0.0,招商裕华
016972.OF,20240718,20240630,600519.SH,440217.0,300.0,7.11,0.0,华夏鑫逸优选18个月持有A
016973.OF,20240718,20240630,600519.SH,440217.0,300.0,7.11,0.0,华夏鑫逸优选18个月持有C
017569.OF,20240718,20240630,600519.SH,146739.0,100.0,2.75,0.0,华夏稳茂增益一年持有C
017568.OF,20240718,20240630,600519.SH,146739.0,100.0,2.75,0.0,华夏稳茂增益一年持有A
013110.OF,20240718,20240630,600519.SH,5576082.0,3800.0,9.67,0.0,华夏优势价值一年持有C
014568.OF,20240718,20240630,600519.SH,1027173.0,700.0,6.79,0.0,华夏聚盛优选一年持有A
014569.OF,20240718,20240630,600519.SH,1027173.0,700.0,6.79,0.0,华夏聚盛优选一年持有C
014874.OF,20240718,20240630,600519.SH,2347824.0,1600.0,5.08,0.0,惠升惠远回报A
014875.OF,20240718,20240630,600519.SH,2347824.0,1600.0,5.08,0.0,惠升惠远回报C
013555.OF,20240718,20240630,600519.SH,1467390.0,1000.0,3.56,0.0,信澳远见价值C
013554.OF,20240718,20240630,600519.SH,1467390.0,1000.0,3.56,0.0,信澳远见价值A
014483.OF,20240718,20240630,600519.SH,7630428.0,5200.0,6.08,0.0,华夏融盛可持续一年持有C
014482.OF,20240718,20240630,600519.SH,7630428.0,5200.0,6.08,0.0,华夏融盛可持续一年持有A
016079.OF,20240718,20240630,600519.SH,146739.0,100.0,7.34,0.0,华夏福泽养老目标2035三年持有A
017575.OF,20240718,20240630,600519.SH,293478.0,200.0,1.53,0.0,华夏稳兴增益一年持有A
017576.OF,20240718,20240630,600519.SH,293478.0,200.0,1.53,0.0,华夏稳兴增益一年持有C
002742.OF,20240718,20240630,600519.SH,4548909.0,3100.0,5.25,0.0,泓德裕祥A
002743.OF,20240718,20240630,600519.SH,4548909.0,3100.0,5.25,0.0,泓德裕祥C
005272.OF,20240718,20240630,600519.SH,146739.0,100.0,10.61,0.0,安信恒利增强C
005271.OF,20240718,20240630,600519.SH,146739.0,100.0,10.61,0.0,安信恒利增强A
014624.OF,20240718,20240630,600519.SH,6749994.0,4600.0,6.85,0.0,中银MSCI中国A50互联互通指数增强C
014623.OF,20240718,20240630,600519.SH,6749994.0,4600.0,6.85,0.0,中银MSCI中国A50互联互通指数增强A
008856.OF,20240718,20240630,600519.SH,38284205.1,26090.0,2.0,0.0,华夏安泰对冲策略3个月定开
009767.OF,20240718,20240630,600519.SH,586956.0,400.0,5.24,0.0,安信平稳双利3个月持有C
009766.OF,20240718,20240630,600519.SH,586956.0,400.0,5.24,0.0,安信平稳双利3个月持有A
011282.OF,20240718,20240630,600519.SH,107087187.42,72978.0,9.45,0.01,华夏消费龙头A
011283.OF,20240718,20240630,600519.SH,107087187.42,72978.0,9.45,0.01,华夏消费龙头C
010484.OF,20240718,20240630,600519.SH,1320651.0,900.0,3.62,0.0,中银量化精选C
003717.OF,20240718,20240630,600519.SH,1320651.0,900.0,3.62,0.0,中银量化精选A
014953.OF,20240718,20240630,600519.SH,40658442.12,27708.0,10.04,0.0,信澳至诚精选C
519664.OF,20240718,20240630,600519.SH,18150146.91,12369.0,9.03,0.0,银河美丽优萃A
519665.OF,20240718,20240630,600519.SH,18150146.91,12369.0,9.03,0.0,银河美丽优萃C
002125.OF,20240718,20240630,600519.SH,733695.0,500.0,3.98,0.0,广发新兴成长A
009246.OF,20240718,20240630,600519.SH,2347824.0,1600.0,1.37,0.0,大摩ESG量化先行
010692.OF,20240718,20240630,600519.SH,13887378.96,9464.0,9.61,0.0,华夏核心价值A
010693.OF,20240718,20240630,600519.SH,13887378.96,9464.0,9.61,0.0,华夏核心价值C
011745.OF,20240718,20240630,600519.SH,440217.0,300.0,11.76,0.0,华夏养老2055五年A
011215.OF,20240718,20240630,600519.SH,733695.0,500.0,2.95,0.0,招商惠润一年定开C
012772.OF,20240718,20240630,600519.SH,19608732.57,13363.0,10.92,0.0,信澳精华C
010245.OF,20240718,20240630,600519.SH,12179337.0,8300.0,7.29,0.0,广发品牌消费C
519625.OF,20240718,20240630,600519.SH,9831513.0,6700.0,14.78,0.0,银河君盛A
519626.OF,20240718,20240630,600519.SH,9831513.0,6700.0,14.78,0.0,银河君盛C
519627.OF,20240718,20240630,600519.SH,8657601.0,5900.0,26.65,0.0,银河君润A
519628.OF,20240718,20240630,600519.SH,8657601.0,5900.0,26.65,0.0,银河君润C
019797.OF,20240718,20240630,600519.SH,396195.3,270.0,4.71,0.0,银河国企主题A
010864.OF,20240718,20240630,600519.SH,87732313.32,59788.0,4.2,0.0,泓德卓远A
010865.OF,20240718,20240630,600519.SH,87732313.32,59788.0,4.2,0.0,泓德卓远C
010667.OF,20240718,20240630,600519.SH,88925301.39,60601.0,9.13,0.0,安信价值回报三年持有C
015668.OF,20240718,20240630,600519.SH,4402170.0,3000.0,8.89,0.0,银河消费驱动C
019796.OF,20240718,20240630,600519.SH,396195.3,270.0,4.71,0.0,银河国企主题C
010628.OF,20240718,20240630,600519.SH,117244461.0,79900.0,6.61,0.01,广发瑞轩三个月定开
015607.OF,20240718,20240630,600519.SH,146739.0,100.0,0.76,0.0,广发集祥C
004995.OF,20240718,20240630,600519.SH,12179337.0,8300.0,7.29,0.0,广发品牌消费A
006020.OF,20240718,20240630,600519.SH,37565184.0,25600.0,4.13,0.0,广发沪深300指数增强A
006021.OF,20240718,20240630,600519.SH,37565184.0,25600.0,4.13,0.0,广发沪深300指数增强C
015606.OF,20240718,20240630,600519.SH,146739.0,100.0,0.76,0.0,广发集祥A
005386.OF,20240718,20240630,600519.SH,6456516.0,4400.0,6.35,0.0,银河睿达A
005387.OF,20240718,20240630,600519.SH,6456516.0,4400.0,6.35,0.0,银河睿达C
010503.OF,20240718,20240630,600519.SH,440217.0,300.0,100.0,0.0,招商稳兴A
010504.OF,20240718,20240630,600519.SH,440217.0,300.0,100.0,0.0,招商稳兴C
233008.OF,20240718,20240630,600519.SH,7043472.0,4800.0,11.98,0.0,大摩消费领航
519676.OF,20240718,20240630,600519.SH,2934780.0,2000.0,13.48,0.0,银河强化收益
519678.OF,20240718,20240630,600519.SH,4402170.0,3000.0,8.89,0.0,银河消费驱动A
000167.OF,20240718,20240630,600519.SH,11439772.44,7796.0,5.53,0.0,广发聚优A
011908.OF,20240718,20240630,600519.SH,49744521.0,33900.0,5.49,0.0,广发沪港深价值精选A
011909.OF,20240718,20240630,600519.SH,49744521.0,33900.0,5.49,0.0,广发沪港深价值精选C
519655.OF,20240718,20240630,600519.SH,18386396.7,12530.0,9.42,0.0,银河现代服务主题A
519652.OF,20240718,20240630,600519.SH,4842387.0,3300.0,6.91,0.0,银河鑫利A
005906.OF,20240718,20240630,600519.SH,293478.0,200.0,2.66,0.0,招商丰茂A
005907.OF,20240718,20240630,600519.SH,293478.0,200.0,2.66,0.0,招商丰茂C
012408.OF,20240718,20240630,600519.SH,11885859.0,8100.0,5.1,0.0,广发恒昌一年持有A
012409.OF,20240718,20240630,600519.SH,11885859.0,8100.0,5.1,0.0,广发恒昌一年持有C
270010.OF,20240718,20240630,600519.SH,4842387.0,3300.0,5.21,0.0,广发沪深300ETF联接A
002987.OF,20240718,20240630,600519.SH,4842387.0,3300.0,5.21,0.0,广发沪深300ETF联接C
519653.OF,20240718,20240630,600519.SH,4842387.0,3300.0,6.91,0.0,银河鑫利C
519651.OF,20240718,20240630,600519.SH,26119542.0,17800.0,9.5,0.0,银河转型增长A
001357.OF,20240718,20240630,600519.SH,3521736.0,2400.0,7.04,0.0,泓德泓富A
001376.OF,20240718,20240630,600519.SH,3521736.0,2400.0,7.04,0.0,泓德泓富C
006140.OF,20240718,20240630,600519.SH,5282604.0,3600.0,3.08,0.0,广发集嘉A
006141.OF,20240718,20240630,600519.SH,5282604.0,3600.0,3.08,0.0,广发集嘉C
017270.OF,20240718,20240630,600519.SH,5135865.0,3500.0,2.57,0.0,招商和悦稳健养老一年Y
519646.OF,20240718,20240630,600519.SH,4842387.0,3300.0,6.91,0.0,银河鑫利I
006861.OF,20240718,20240630,600519.SH,5135865.0,3500.0,2.57,0.0,招商和悦稳健养老一年A
006862.OF,20240718,20240630,600519.SH,5135865.0,3500.0,2.57,0.0,招商和悦稳健养老一年C
007135.OF,20240718,20240630,600519.SH,146739.0,100.0,26.33,0.0,广发中证100ETF联接A
007136.OF,20240718,20240630,600519.SH,146739.0,100.0,26.33,0.0,广发中证100ETF联接C
016528.OF,20240718,20240630,600519.SH,733695.0,500.0,3.51,0.0,广发稳宏一年持有A
016529.OF,20240718,20240630,600519.SH,733695.0,500.0,3.51,0.0,广发稳宏一年持有C
006759.OF,20240718,20240630,600519.SH,1027173.0,700.0,9.45,0.0,银河乐活优萃A
007275.OF,20240718,20240630,600519.SH,7190211.0,4900.0,5.31,0.0,银河沪深300指数增强A
007276.OF,20240718,20240630,600519.SH,7190211.0,4900.0,5.31,0.0,银河沪深300指数增强C
017762.OF,20240718,20240630,600519.SH,26119542.0,17800.0,9.5,0.0,银河转型增长C
002562.OF,20240718,20240630,600519.SH,8217384.0,5600.0,4.87,0.0,泓德泓益
003028.OF,20240718,20240630,600519.SH,4255431.0,2900.0,4.77,0.0,安信新优选A
003029.OF,20240718,20240630,600519.SH,4255431.0,2900.0,4.77,0.0,安信新优选C
519615.OF,20240718,20240630,600519.SH,293478.0,200.0,4.11,0.0,银河君尚I
519614.OF,20240718,20240630,600519.SH,293478.0,200.0,4.11,0.0,银河君尚C
008954.OF,20240718,20240630,600519.SH,88925301.39,60601.0,9.13,0.0,安信价值回报三年持有A
009121.OF,20240718,20240630,600519.SH,60660435.21,41339.0,5.75,0.0,广发招享A
013880.OF,20240718,20240630,600519.SH,60660435.21,41339.0,5.75,0.0,广发招享C
519613.OF,20240718,20240630,600519.SH,293478.0,200.0,4.11,0.0,银河君尚A
