ts_code,ann_date,end_date,symbol,mkv,amount,stk_mkv_ratio,stk_float_ratio,name
012374.OF,20240719,20240630,600519.SH,29054322.0,19800.0,4.25,0.0,富国稳健恒盛12个月持有C
015154.OF,20240719,20240630,600519.SH,21130416.0,14400.0,6.58,0.0,东吴安盈量化C
002270.OF,20240719,20240630,600519.SH,21130416.0,14400.0,6.58,0.0,东吴安盈量化A
009359.OF,20240719,20240630,600519.SH,1027173.0,700.0,7.64,0.0,兴业稳健双利一年C
010617.OF,20240719,20240630,600519.SH,15407595.0,10500.0,9.12,0.0,兴业消费精选A
010618.OF,20240719,20240630,600519.SH,15407595.0,10500.0,9.12,0.0,兴业消费精选C
019418.OF,20240719,20240630,600519.SH,4989126.0,3400.0,5.31,0.0,中欧磐固C
001193.OF,20240719,20240630,600519.SH,11382544.23,7757.0,9.35,0.0,中金消费升级
008530.OF,20240719,20240630,600519.SH,1614129.0,1100.0,12.09,0.0,汇安信利C
008529.OF,20240719,20240630,600519.SH,1614129.0,1100.0,12.09,0.0,汇安信利A
010718.OF,20240719,20240630,600519.SH,339107959.44,231096.0,9.66,0.02,前海开源优质企业6个月持有C
015099.OF,20240719,20240630,600519.SH,2347824.0,1600.0,4.5,0.0,中欧鑫享鼎益一年持有C
015098.OF,20240719,20240630,600519.SH,2347824.0,1600.0,4.5,0.0,中欧鑫享鼎益一年持有A
021306.OF,20240719,20240630,600519.SH,4548909.0,3100.0,10.05,0.0,中欧品质精选C
009077.OF,20240719,20240630,600519.SH,5869560.0,4000.0,4.7,0.0,红土创新稳进A
009078.OF,20240719,20240630,600519.SH,5869560.0,4000.0,4.7,0.0,红土创新稳进C
013284.OF,20240719,20240630,600519.SH,3521736.0,2400.0,14.46,0.0,上银价值增长3个月持有A
013285.OF,20240719,20240630,600519.SH,3521736.0,2400.0,14.46,0.0,上银价值增长3个月持有C
019761.OF,20240719,20240630,600519.SH,1320651.0,900.0,14.07,0.0,中信建投质选成长C
019760.OF,20240719,20240630,600519.SH,1320651.0,900.0,14.07,0.0,中信建投质选成长A
002063.OF,20240719,20240630,600519.SH,4901082.6,3340.0,4.51,0.0,国泰沪深300指数增强C
000512.OF,20240719,20240630,600519.SH,4901082.6,3340.0,4.51,0.0,国泰沪深300指数增强A
015462.OF,20240719,20240630,600519.SH,5194560.6,3540.0,6.88,0.0,天弘云端生活优选C
015095.OF,20240719,20240630,600519.SH,9391296.0,6400.0,5.93,0.0,华商300智选C
015094.OF,20240719,20240630,600519.SH,9391296.0,6400.0,5.93,0.0,华商300智选A
002690.OF,20240719,20240630,600519.SH,11592381.0,7900.0,9.07,0.0,前海开源恒泽A
002691.OF,20240719,20240630,600519.SH,11592381.0,7900.0,9.07,0.0,前海开源恒泽C
002621.OF,20240719,20240630,600519.SH,87896661.0,59900.0,11.38,0.0,中欧消费主题A
002697.OF,20240719,20240630,600519.SH,87896661.0,59900.0,11.38,0.0,中欧消费主题C
012545.OF,20240719,20240630,600519.SH,6309777.0,4300.0,7.6,0.0,富荣福银A
012546.OF,20240719,20240630,600519.SH,6309777.0,4300.0,7.6,0.0,富荣福银C
000825.OF,20240719,20240630,600519.SH,30228234.0,20600.0,7.63,0.0,圆信永丰双红利C
008666.OF,20240719,20240630,600519.SH,2201085.0,1500.0,9.63,0.0,国泰鑫利一年A
008667.OF,20240719,20240630,600519.SH,2201085.0,1500.0,9.63,0.0,国泰鑫利一年C
011501.OF,20240719,20240630,600519.SH,2201085.0,1500.0,3.74,0.0,方正富邦汇福一年定开A
011502.OF,20240719,20240630,600519.SH,2201085.0,1500.0,3.74,0.0,方正富邦汇福一年定开C
012300.OF,20240719,20240630,600519.SH,2641302.0,1800.0,4.55,0.0,浦银安盛安裕回报一年持有C
012299.OF,20240719,20240630,600519.SH,2641302.0,1800.0,4.55,0.0,浦银安盛安裕回报一年持有A
008245.OF,20240719,20240630,600519.SH,37124967.0,25300.0,7.64,0.0,圆信永丰致优A
008246.OF,20240719,20240630,600519.SH,37124967.0,25300.0,7.64,0.0,圆信永丰致优C
010558.OF,20240719,20240630,600519.SH,3228258.0,2200.0,3.59,0.0,汇安鑫利优选A
010559.OF,20240719,20240630,600519.SH,3228258.0,2200.0,3.59,0.0,汇安鑫利优选C
019417.OF,20240719,20240630,600519.SH,4989126.0,3400.0,5.31,0.0,中欧磐固A
013999.OF,20240719,20240630,600519.SH,293478.0,200.0,1.68,0.0,中欧瑾添C
013998.OF,20240719,20240630,600519.SH,293478.0,200.0,1.68,0.0,中欧瑾添A
005078.OF,20240719,20240630,600519.SH,22522969.11,15349.0,4.62,0.0,富国宝利增强
009334.OF,20240719,20240630,600519.SH,12687053.94,8646.0,5.45,0.0,富国融享18个月A
008353.OF,20240719,20240630,600519.SH,2454943.47,1673.0,9.18,0.0,宏利消费行业量化精选A
008354.OF,20240719,20240630,600519.SH,2454943.47,1673.0,9.18,0.0,宏利消费行业量化精选C
013990.OF,20240719,20240630,600519.SH,733695.0,500.0,4.69,0.0,富国沪港深优质资产C
013989.OF,20240719,20240630,600519.SH,733695.0,500.0,4.69,0.0,富国沪港深优质资产A
006883.OF,20240719,20240630,600519.SH,1614129.0,1100.0,5.83,0.0,华泰保兴健康消费C
006882.OF,20240719,20240630,600519.SH,1614129.0,1100.0,5.83,0.0,华泰保兴健康消费A
008311.OF,20240719,20240630,600519.SH,10711947.0,7300.0,8.32,0.0,圆信永丰优选价值A
008312.OF,20240719,20240630,600519.SH,10711947.0,7300.0,8.32,0.0,圆信永丰优选价值C
000824.OF,20240719,20240630,600519.SH,30228234.0,20600.0,7.63,0.0,圆信永丰双红利A
010966.OF,20240719,20240630,600519.SH,138228138.0,94200.0,4.24,0.01,富国成长领航
970032.OF,20240719,20240630,600519.SH,3551083.8,2420.0,6.64,0.0,东海证券海睿进取A
970033.OF,20240719,20240630,600519.SH,3551083.8,2420.0,6.64,0.0,东海证券海睿进取B
020353.OF,20240719,20240630,600519.SH,12309934.71,8389.0,3.42,0.0,富国量化对冲策略三个月持有E
007126.OF,20240719,20240630,600519.SH,41704691.19,28421.0,2.9,0.0,博道远航A
007127.OF,20240719,20240630,600519.SH,41704691.19,28421.0,2.9,0.0,博道远航C
000471.OF,20240719,20240630,600519.SH,31255407.0,21300.0,3.05,0.0,富国城镇发展
017289.OF,20240719,20240630,600519.SH,23478240.0,16000.0,5.41,0.0,宏利首选企业C
162208.OF,20240719,20240630,600519.SH,23478240.0,16000.0,5.41,0.0,宏利首选企业A
010124.OF,20240719,20240630,600519.SH,2641302.0,1800.0,5.39,0.0,兴银景气优选A
001903.OF,20240719,20240630,600519.SH,440217.0,300.0,5.02,0.0,光大欣鑫A
001904.OF,20240719,20240630,600519.SH,440217.0,300.0,5.02,0.0,光大欣鑫C
002224.OF,20240719,20240630,600519.SH,1553966.01,1059.0,4.78,0.0,中邮绝对收益策略
015754.OF,20240719,20240630,600519.SH,3675811.95,2505.0,7.5,0.0,上银内需增长C
004453.OF,20240719,20240630,600519.SH,13059771.0,8900.0,9.65,0.0,前海开源盈鑫A
004454.OF,20240719,20240630,600519.SH,13059771.0,8900.0,9.65,0.0,前海开源盈鑫C
100029.OF,20240719,20240630,600519.SH,14673900.0,10000.0,3.54,0.0,富国天成红利
519229.OF,20240719,20240630,600519.SH,880434.0,600.0,3.78,0.0,海富通欣享A
519228.OF,20240719,20240630,600519.SH,880434.0,600.0,3.78,0.0,海富通欣享C
019999.OF,20240719,20240630,600519.SH,12326076.0,8400.0,7.28,0.0,国泰优质领航A
020000.OF,20240719,20240630,600519.SH,12326076.0,8400.0,7.28,0.0,国泰优质领航C
009539.OF,20240719,20240630,600519.SH,14673900.0,10000.0,4.32,0.0,兴业睿进A
009540.OF,20240719,20240630,600519.SH,14673900.0,10000.0,4.32,0.0,兴业睿进C
019363.OF,20240719,20240630,600519.SH,34630404.0,23600.0,11.01,0.0,大成至信回报三年定开
019435.OF,20240719,20240630,600519.SH,7630428.0,5200.0,7.7,0.0,易米鑫选品质A
019436.OF,20240719,20240630,600519.SH,7630428.0,5200.0,7.7,0.0,易米鑫选品质C
018246.OF,20240719,20240630,600519.SH,6456516.0,4400.0,9.84,0.0,富国研究优选沪港深C
001827.OF,20240719,20240630,600519.SH,6456516.0,4400.0,9.84,0.0,富国研究优选沪港深A
015753.OF,20240719,20240630,600519.SH,24166445.91,16469.0,3.86,0.0,上银鑫达C
004138.OF,20240719,20240630,600519.SH,24166445.91,16469.0,3.86,0.0,上银鑫达A
018258.OF,20240719,20240630,600519.SH,34043448.0,23200.0,5.04,0.0,国泰君安沪深300指数增强C
018257.OF,20240719,20240630,600519.SH,34043448.0,23200.0,5.04,0.0,国泰君安沪深300指数增强A
005518.OF,20240719,20240630,600519.SH,1173912.0,800.0,2.43,0.0,富国新趋势C
005517.OF,20240719,20240630,600519.SH,1173912.0,800.0,2.43,0.0,富国新趋势A
012340.OF,20240719,20240630,600519.SH,3374997.0,2300.0,9.04,0.0,东财中证食品饮料指数增强A
012341.OF,20240719,20240630,600519.SH,3374997.0,2300.0,9.04,0.0,东财中证食品饮料指数增强C
010125.OF,20240719,20240630,600519.SH,2641302.0,1800.0,5.39,0.0,兴银景气优选C
010400.OF,20240719,20240630,600519.SH,58695600.0,40000.0,4.02,0.0,富国融泰三个月定开
011099.OF,20240719,20240630,600519.SH,261764767.32,178388.0,7.25,0.01,富国价值创造A
011100.OF,20240719,20240630,600519.SH,261764767.32,178388.0,7.25,0.01,富国价值创造C
016467.OF,20240719,20240630,600519.SH,17021724.0,11600.0,1.52,0.0,国泰君安量化选股C
005323.OF,20240719,20240630,600519.SH,3815214.0,2600.0,14.69,0.0,前海开源泽鑫A
005324.OF,20240719,20240630,600519.SH,3815214.0,2600.0,14.69,0.0,前海开源泽鑫C
008371.OF,20240719,20240630,600519.SH,11885859.0,8100.0,3.79,0.0,华安汇智精选两年
008934.OF,20240719,20240630,600519.SH,40646703.0,27700.0,4.79,0.0,大成科技消费A
008935.OF,20240719,20240630,600519.SH,40646703.0,27700.0,4.79,0.0,大成科技消费C
003513.OF,20240719,20240630,600519.SH,880434.0,600.0,5.04,0.0,中邮消费升级
010573.OF,20240719,20240630,600519.SH,20836938.0,14200.0,14.93,0.0,华润元大富时中国A50C
020220.OF,20240719,20240630,600519.SH,11592381.0,7900.0,5.65,0.0,国联安沪深300指数增强A
020221.OF,20240719,20240630,600519.SH,11592381.0,7900.0,5.65,0.0,国联安沪深300指数增强C
001157.OF,20240719,20240630,600519.SH,2494563.0,1700.0,6.99,0.0,国联安睿祺
010802.OF,20240719,20240630,600519.SH,3081519.0,2100.0,7.51,0.0,长江量化消费精选C
010801.OF,20240719,20240630,600519.SH,3081519.0,2100.0,7.51,0.0,长江量化消费精选A
014153.OF,20240719,20240630,600519.SH,7191678.39,4901.0,8.53,0.0,天弘华证沪深港长期竞争力A
014154.OF,20240719,20240630,600519.SH,7191678.39,4901.0,8.53,0.0,天弘华证沪深港长期竞争力C
015085.OF,20240719,20240630,600519.SH,3081519.0,2100.0,11.25,0.0,中欧核心消费A
015086.OF,20240719,20240630,600519.SH,3081519.0,2100.0,11.25,0.0,中欧核心消费C
015279.OF,20240719,20240630,600519.SH,1760868.0,1200.0,5.39,0.0,东财沪深300C
015278.OF,20240719,20240630,600519.SH,1760868.0,1200.0,5.39,0.0,东财沪深300A
016466.OF,20240719,20240630,600519.SH,17021724.0,11600.0,1.52,0.0,国泰君安量化选股A
006524.OF,20240719,20240630,600519.SH,1614129.0,1100.0,5.34,0.0,前海开源MSCI中国A股A
006525.OF,20240719,20240630,600519.SH,1614129.0,1100.0,5.34,0.0,前海开源MSCI中国A股C
006712.OF,20240719,20240630,600519.SH,22352751.87,15233.0,26.95,0.0,前海开源MSCI中国A股消费A
006713.OF,20240719,20240630,600519.SH,22352751.87,15233.0,26.95,0.0,前海开源MSCI中国A股消费C
519175.OF,20240719,20240630,600519.SH,440217.0,300.0,5.21,0.0,浦银安盛经济带崛起A
008162.OF,20240719,20240630,600519.SH,440217.0,300.0,5.21,0.0,浦银安盛经济带崛起C
010179.OF,20240719,20240630,600519.SH,96169805.82,65538.0,3.74,0.01,大成企业能力驱动C
010178.OF,20240719,20240630,600519.SH,96169805.82,65538.0,3.74,0.01,大成企业能力驱动A
011324.OF,20240719,20240630,600519.SH,14527161.0,9900.0,7.97,0.0,国泰价值精选C
004276.OF,20240719,20240630,600519.SH,586956.0,400.0,4.36,0.0,浦银安盛安和回报A
004277.OF,20240719,20240630,600519.SH,586956.0,400.0,4.36,0.0,浦银安盛安和回报C
010781.OF,20240719,20240630,600519.SH,2494563.0,1700.0,7.37,0.0,兴业聚申一年持有A
010782.OF,20240719,20240630,600519.SH,2494563.0,1700.0,7.37,0.0,兴业聚申一年持有C
013935.OF,20240719,20240630,600519.SH,8070645.0,5500.0,5.49,0.0,长江红利回报C
013934.OF,20240719,20240630,600519.SH,8070645.0,5500.0,5.49,0.0,长江红利回报A
040011.OF,20240719,20240630,600519.SH,13940205.0,9500.0,3.3,0.0,华安核心优选A
016293.OF,20240719,20240630,600519.SH,13940205.0,9500.0,3.3,0.0,华安核心优选C
004674.OF,20240719,20240630,600519.SH,33749970.0,23000.0,5.35,0.0,富国新机遇A
004675.OF,20240719,20240630,600519.SH,33749970.0,23000.0,5.35,0.0,富国新机遇C
005347.OF,20240719,20240630,600519.SH,4548909.0,3100.0,4.14,0.0,诺德量化优选
011565.OF,20240719,20240630,600519.SH,48131859.39,32801.0,2.77,0.0,富国周期优势C
010624.OF,20240719,20240630,600519.SH,17461941.0,11900.0,3.79,0.0,富国稳健增长A
010625.OF,20240719,20240630,600519.SH,17461941.0,11900.0,3.79,0.0,富国稳健增长C
005760.OF,20240719,20240630,600519.SH,48131859.39,32801.0,2.77,0.0,富国周期优势A
010930.OF,20240719,20240630,600519.SH,53999952.0,36800.0,7.77,0.0,大成核心价值甄选C
010929.OF,20240719,20240630,600519.SH,53999952.0,36800.0,7.77,0.0,大成核心价值甄选A
005726.OF,20240719,20240630,600519.SH,14527161.0,9900.0,7.97,0.0,国泰价值精选A
005746.OF,20240719,20240630,600519.SH,5869560.0,4000.0,5.18,0.0,国泰聚利价值定开
005246.OF,20240719,20240630,600519.SH,1320651.0,900.0,8.29,0.0,国泰可转债
000058.OF,20240719,20240630,600519.SH,4402170.0,3000.0,3.24,0.0,国联安安泰灵活配置
014616.OF,20240719,20240630,600519.SH,8364123.0,5700.0,25.05,0.0,尚正正鑫C
014615.OF,20240719,20240630,600519.SH,8364123.0,5700.0,25.05,0.0,尚正正鑫A
005682.OF,20240719,20240630,600519.SH,8804340.0,6000.0,4.39,0.0,财通资管消费精选A
011020.OF,20240719,20240630,600519.SH,8804340.0,6000.0,4.39,0.0,财通资管消费精选C
012281.OF,20240719,20240630,600519.SH,3234127.56,2204.0,2.2,0.0,中欧精益稳健一年持有
014930.OF,20240719,20240630,600519.SH,27880410.0,19000.0,5.5,0.0,富国高端制造行业C
000513.OF,20240719,20240630,600519.SH,27880410.0,19000.0,5.5,0.0,富国高端制造行业A
011498.OF,20240719,20240630,600519.SH,11005425.0,7500.0,5.08,0.0,富国沪深300基本面精选A
011499.OF,20240719,20240630,600519.SH,11005425.0,7500.0,5.08,0.0,富国沪深300基本面精选C
013045.OF,20240719,20240630,600519.SH,109006533.54,74286.0,8.03,0.01,富国内需增长C
008241.OF,20240719,20240630,600519.SH,23184762.0,15800.0,13.32,0.0,东财上证50C
008240.OF,20240719,20240630,600519.SH,23184762.0,15800.0,13.32,0.0,东财上证50A
015715.OF,20240719,20240630,600519.SH,19076070.0,13000.0,3.75,0.0,富国成长动力C
009914.OF,20240719,20240630,600519.SH,19076070.0,13000.0,3.75,0.0,富国成长动力A
014977.OF,20240719,20240630,600519.SH,99635781.0,67900.0,7.77,0.01,华安生态优先C
000294.OF,20240719,20240630,600519.SH,99635781.0,67900.0,7.77,0.01,华安生态优先A
018963.OF,20240719,20240630,600519.SH,17021724.0,11600.0,1.52,0.0,国泰君安量化选股D
008592.OF,20240719,20240630,600519.SH,95101545.9,64810.0,5.16,0.01,天弘沪深300指数增强A
004792.OF,20240719,20240630,600519.SH,3081519.0,2100.0,17.54,0.0,富荣富乾A
004793.OF,20240719,20240630,600519.SH,3081519.0,2100.0,17.54,0.0,富荣富乾C
004676.OF,20240719,20240630,600519.SH,293478.0,200.0,1.04,0.0,中信建投睿信C
000926.OF,20240719,20240630,600519.SH,293478.0,200.0,1.04,0.0,中信建投睿信A
004513.OF,20240719,20240630,600519.SH,17203680.36,11724.0,4.11,0.0,海富通沪深300指数增强A
004512.OF,20240719,20240630,600519.SH,17203680.36,11724.0,4.11,0.0,海富通沪深300指数增强C
000664.OF,20240719,20240630,600519.SH,2641302.0,1800.0,8.95,0.0,国联安通盈A
000835.OF,20240719,20240630,600519.SH,20836938.0,14200.0,14.93,0.0,华润元大富时中国A50A
000634.OF,20240719,20240630,600519.SH,13928465.88,9492.0,3.2,0.0,富国天盛
009106.OF,20240719,20240630,600519.SH,1760868.0,1200.0,3.5,0.0,嘉合同顺智选A
009107.OF,20240719,20240630,600519.SH,1760868.0,1200.0,3.5,0.0,嘉合同顺智选C
004987.OF,20240719,20240630,600519.SH,1907607.0,1300.0,4.06,0.0,诺德新享
240014.OF,20240719,20240630,600519.SH,146739.0,100.0,14.16,0.0,华宝中证100联接A
008593.OF,20240719,20240630,600519.SH,95101545.9,64810.0,5.16,0.01,天弘沪深300指数增强C
015627.OF,20240719,20240630,600519.SH,3961953.0,2700.0,4.2,0.0,圆信永丰弘阳A
015628.OF,20240719,20240630,600519.SH,3961953.0,2700.0,4.2,0.0,圆信永丰弘阳C
519127.OF,20240719,20240630,600519.SH,1760868.0,1200.0,5.57,0.0,浦银安盛盛世精选A
519177.OF,20240719,20240630,600519.SH,1760868.0,1200.0,5.57,0.0,浦银安盛盛世精选C
019182.OF,20240719,20240630,600519.SH,78809114.73,53707.0,7.6,0.0,大成蓝筹稳健C
090003.OF,20240719,20240630,600519.SH,78809114.73,53707.0,7.6,0.0,大成蓝筹稳健A
010065.OF,20240719,20240630,600519.SH,39817627.65,27135.0,6.07,0.0,圆信永丰兴研C
010064.OF,20240719,20240630,600519.SH,39817627.65,27135.0,6.07,0.0,圆信永丰兴研A
002668.OF,20240719,20240630,600519.SH,733695.0,500.0,9.69,0.0,兴业聚丰A
013747.OF,20240719,20240630,600519.SH,733695.0,500.0,9.69,0.0,兴业聚丰C
010931.OF,20240719,20240630,600519.SH,1173912.0,800.0,4.2,0.0,国联安鑫元1个月持有A
010932.OF,20240719,20240630,600519.SH,1173912.0,800.0,4.2,0.0,国联安鑫元1个月持有C
860029.OF,20240719,20240630,600519.SH,2669182.41,1819.0,2.28,0.0,光大阳光对冲策略6个月持有C
860010.OF,20240719,20240630,600519.SH,2669182.41,1819.0,2.28,0.0,光大阳光对冲策略6个月持有A
860028.OF,20240719,20240630,600519.SH,2669182.41,1819.0,2.28,0.0,光大阳光对冲策略6个月持有B
001875.OF,20240719,20240630,600519.SH,500808467.88,341292.0,9.66,0.03,前海开源沪港深优势精选A
011871.OF,20240719,20240630,600519.SH,500808467.88,341292.0,9.66,0.03,前海开源沪港深优势精选C
015514.OF,20240719,20240630,600519.SH,4402170.0,3000.0,8.88,0.0,方正富邦鑫诚12个月持有A
015515.OF,20240719,20240630,600519.SH,4402170.0,3000.0,8.88,0.0,方正富邦鑫诚12个月持有C
005137.OF,20240719,20240630,600519.SH,12619554.0,8600.0,3.66,0.0,长信沪深300指数增强A
007448.OF,20240719,20240630,600519.SH,12619554.0,8600.0,3.66,0.0,长信沪深300指数增强C
010934.OF,20240719,20240630,600519.SH,4402170.0,3000.0,32.02,0.0,国寿安保稳福6个月持有A
010935.OF,20240719,20240630,600519.SH,4402170.0,3000.0,32.02,0.0,国寿安保稳福6个月持有C
004761.OF,20240719,20240630,600519.SH,1320651.0,900.0,2.99,0.0,国寿安保稳瑞C
004760.OF,20240719,20240630,600519.SH,1320651.0,900.0,2.99,0.0,国寿安保稳瑞A
013324.OF,20240719,20240630,600519.SH,11739120.0,8000.0,5.1,0.0,国寿安保盛泽三年持有C
013323.OF,20240719,20240630,600519.SH,11739120.0,8000.0,5.1,0.0,国寿安保盛泽三年持有A
019080.OF,20240719,20240630,600519.SH,586956.0,400.0,4.11,0.0,国富招瑞优选C
019079.OF,20240719,20240630,600519.SH,586956.0,400.0,4.11,0.0,国富招瑞优选A
016754.OF,20240719,20240630,600519.SH,733695.0,500.0,8.8,0.0,方正富邦均衡精选A
016755.OF,20240719,20240630,600519.SH,733695.0,500.0,8.8,0.0,方正富邦均衡精选C
010542.OF,20240719,20240630,600519.SH,11636402.7,7930.0,18.09,0.0,国寿安保稳和6个月持有C
010541.OF,20240719,20240630,600519.SH,11636402.7,7930.0,18.09,0.0,国寿安保稳和6个月持有A
050201.OF,20240719,20240630,600519.SH,19516287.0,13300.0,3.8,0.0,博时价值增长2号
017046.OF,20240719,20240630,600519.SH,5282604.0,3600.0,5.2,0.0,达诚腾益C
017045.OF,20240719,20240630,600519.SH,5282604.0,3600.0,5.2,0.0,达诚腾益A
005683.OF,20240719,20240630,600519.SH,3668475.0,2500.0,3.82,0.0,国寿安保华兴
005399.OF,20240719,20240630,600519.SH,58108644.0,39600.0,5.21,0.0,长信量化价值驱动A
009669.OF,20240719,20240630,600519.SH,58108644.0,39600.0,5.21,0.0,长信量化价值驱动C
002537.OF,20240719,20240630,600519.SH,1614129.0,1100.0,2.97,0.0,平安安盈灵活配置A
014051.OF,20240719,20240630,600519.SH,1614129.0,1100.0,2.97,0.0,平安安盈灵活配置C
860007.OF,20240719,20240630,600519.SH,4255431.0,2900.0,3.89,0.0,光大阳光价值30个月持有A
860027.OF,20240719,20240630,600519.SH,4255431.0,2900.0,3.89,0.0,光大阳光价值30个月持有B
011056.OF,20240719,20240630,600519.SH,412832567.82,281338.0,8.58,0.02,博时汇兴回报一年持有
020425.OF,20240719,20240630,600519.SH,1320651.0,900.0,6.18,0.0,方正富邦致盛C
020424.OF,20240719,20240630,600519.SH,1320651.0,900.0,6.18,0.0,方正富邦致盛A
001874.OF,20240719,20240630,600519.SH,53694734.88,36592.0,9.69,0.0,前海开源沪港深价值精选
016714.OF,20240719,20240630,600519.SH,9831513.0,6700.0,11.18,0.0,长信均衡策略一年持有C
016713.OF,20240719,20240630,600519.SH,9831513.0,6700.0,11.18,0.0,长信均衡策略一年持有A
008307.OF,20240719,20240630,600519.SH,880434.0,600.0,9.25,0.0,方正富邦天璇灵活配置C
008306.OF,20240719,20240630,600519.SH,880434.0,600.0,9.25,0.0,方正富邦天璇灵活配置A
010664.OF,20240719,20240630,600519.SH,1027173.0,700.0,5.97,0.0,长江均衡成长C
010663.OF,20240719,20240630,600519.SH,1027173.0,700.0,5.97,0.0,长江均衡成长A
014235.OF,20240719,20240630,600519.SH,5869560.0,4000.0,9.04,0.0,淳厚时代优选A
014236.OF,20240719,20240630,600519.SH,5869560.0,4000.0,9.04,0.0,淳厚时代优选C
007570.OF,20240719,20240630,600519.SH,2934780.0,2000.0,10.0,0.0,方正富邦红利精选C
007850.OF,20240719,20240630,600519.SH,49157565.0,33500.0,5.88,0.0,方正富邦天睿灵活配置A
730002.OF,20240719,20240630,600519.SH,2934780.0,2000.0,10.0,0.0,方正富邦红利精选A
005241.OF,20240719,20240630,600519.SH,68823525.78,46902.0,8.94,0.0,中欧时代智慧A
005242.OF,20240719,20240630,600519.SH,68823525.78,46902.0,8.94,0.0,中欧时代智慧C
015484.OF,20240719,20240630,600519.SH,24358674.0,16600.0,6.18,0.0,前海开源中证大农业增强C
001027.OF,20240719,20240630,600519.SH,24358674.0,16600.0,6.18,0.0,前海开源中证大农业增强A
002079.OF,20240719,20240630,600519.SH,330080576.16,224944.0,9.58,0.02,前海开源中国稀缺资产C
001679.OF,20240719,20240630,600519.SH,330080576.16,224944.0,9.58,0.02,前海开源中国稀缺资产A
000656.OF,20240719,20240630,600519.SH,20051884.35,13665.0,5.11,0.0,前海开源沪深300A
015671.OF,20240719,20240630,600519.SH,20051884.35,13665.0,5.11,0.0,前海开源沪深300C
007851.OF,20240719,20240630,600519.SH,49157565.0,33500.0,5.88,0.0,方正富邦天睿灵活配置C
007959.OF,20240719,20240630,600519.SH,11885859.0,8100.0,8.99,0.0,方正富邦天恒A
007960.OF,20240719,20240630,600519.SH,11885859.0,8100.0,8.99,0.0,方正富邦天恒C
519965.OF,20240719,20240630,600519.SH,24929488.71,16989.0,4.49,0.0,长信量化多策略A
004858.OF,20240719,20240630,600519.SH,24929488.71,16989.0,4.49,0.0,长信量化多策略C
018072.OF,20240719,20240630,600519.SH,10271730.0,7000.0,3.91,0.0,长信均衡优选C
018071.OF,20240719,20240630,600519.SH,10271730.0,7000.0,3.91,0.0,长信均衡优选A
012913.OF,20240719,20240630,600519.SH,30815190.0,21000.0,8.45,0.0,方正富邦趋势领航A
012914.OF,20240719,20240630,600519.SH,30815190.0,21000.0,8.45,0.0,方正富邦趋势领航C
002443.OF,20240719,20240630,600519.SH,2201085.0,1500.0,5.49,0.0,前海开源沪港深龙头精选
002662.OF,20240719,20240630,600519.SH,11504337.6,7840.0,12.77,0.0,前海开源沪港深大消费A
005113.OF,20240719,20240630,600519.SH,7336950.0,5000.0,2.55,0.0,平安沪深300指数量化增强A
005114.OF,20240719,20240630,600519.SH,7336950.0,5000.0,2.55,0.0,平安沪深300指数量化增强C
519994.OF,20240719,20240630,600519.SH,146739000.0,100000.0,3.08,0.01,长信金利趋势A
015039.OF,20240719,20240630,600519.SH,146739000.0,100000.0,3.08,0.01,长信金利趋势C
519957.OF,20240719,20240630,600519.SH,17461941.0,11900.0,6.38,0.0,长信睿进A
519956.OF,20240719,20240630,600519.SH,17461941.0,11900.0,6.38,0.0,长信睿进C
004406.OF,20240719,20240630,600519.SH,4695648.0,3200.0,4.92,0.0,国寿安保稳寿C
004405.OF,20240719,20240630,600519.SH,4695648.0,3200.0,4.92,0.0,国寿安保稳寿A
050008.OF,20240719,20240630,600519.SH,31402146.0,21400.0,5.69,0.0,博时第三产业成长
018470.OF,20240719,20240630,600519.SH,58695600.0,40000.0,4.37,0.0,国富策略回报C
450010.OF,20240719,20240630,600519.SH,58695600.0,40000.0,4.37,0.0,国富策略回报A
013078.OF,20240719,20240630,600519.SH,16874985.0,11500.0,7.68,0.0,方正富邦策略轮动A
013079.OF,20240719,20240630,600519.SH,16874985.0,11500.0,7.68,0.0,方正富邦策略轮动C
002663.OF,20240719,20240630,600519.SH,11504337.6,7840.0,12.77,0.0,前海开源沪港深大消费C
011870.OF,20240719,20240630,600519.SH,291093491.25,198375.0,9.59,0.02,前海开源国家比较优势C
001102.OF,20240719,20240630,600519.SH,291093491.25,198375.0,9.59,0.02,前海开源国家比较优势A
010984.OF,20240719,20240630,600519.SH,4402170.0,3000.0,27.86,0.0,国寿安保稳安A
010985.OF,20240719,20240630,600519.SH,4402170.0,3000.0,27.86,0.0,国寿安保稳安C
011735.OF,20240719,20240630,600519.SH,4402170.0,3000.0,9.61,0.0,国寿安保裕丰C
011734.OF,20240719,20240630,600519.SH,4402170.0,3000.0,9.61,0.0,国寿安保裕丰A
004773.OF,20240719,20240630,600519.SH,7336950.0,5000.0,24.47,0.0,国寿安保稳泰C
004772.OF,20240719,20240630,600519.SH,7336950.0,5000.0,24.47,0.0,国寿安保稳泰A
013712.OF,20240719,20240630,600519.SH,733695.0,500.0,4.28,0.0,方正富邦鑫益一年定开A
004226.OF,20240719,20240630,600519.SH,10271730.0,7000.0,19.02,0.0,国寿安保稳诚C
004225.OF,20240719,20240630,600519.SH,10271730.0,7000.0,19.02,0.0,国寿安保稳诚A
