ts_code,name,fund_type,list_date,invest_type,type,market
008565.OF,泰康安泽中短债A,债券型,,债券型,契约型开放式,O
011012.OF,泰康安泽中短债C,债券型,,债券型,契约型开放式,O
159872.SZ,智能网联汽车ETF,股票型,20210701,被动指数型,契约型开放式,E
012255.OF,富国高质量,混合型,,混合型,契约型开放式,O
012423.OF,山西证券超短债E,债券型,,债券型,契约型开放式,O
011372.OF,华商远见价值C,混合型,,混合型,契约型开放式,O
011112.OF,华泰柏瑞行业严选C,混合型,,混合型,契约型开放式,O
010935.OF,国寿安保稳福6个月持有C,混合型,,混合型,契约型开放式,O
010934.OF,国寿安保稳福6个月持有A,混合型,,混合型,契约型开放式,O
011371.OF,华商远见价值A,混合型,,混合型,契约型开放式,O
011111.OF,华泰柏瑞行业严选A,混合型,,混合型,契约型开放式,O
011954.OF,广发汇荣三个月定开A,债券型,,债券型,契约型开放式,O
012195.OF,万家瑞泽回报一年持有,混合型,,混合型,契约型开放式,O
012631.OF,中银行业优选C,混合型,,灵活配置型,契约型开放式,O
012390.OF,中欧产业前瞻A,混合型,,混合型,契约型开放式,O
012391.OF,中欧产业前瞻C,混合型,,混合型,契约型开放式,O
012580.OF,财通资管鸿安30天滚动持有A,债券型,,债券型,契约型开放式,O
012581.OF,财通资管鸿安30天滚动持有C,债券型,,债券型,契约型开放式,O
012628.OF,华夏大盘精选C,混合型,,增值型,契约型开放式,O
516980.SH,证券ETF先锋,股票型,20210624,被动指数型,契约型开放式,E
012080.OF,易方达中证500量化增强A,股票型,,增强指数型,契约型开放式,O
011311.OF,国联恒阳纯债C,债券型,,债券型,契约型开放式,O
159755.SZ,电池ETF,股票型,20210624,被动指数型,契约型开放式,E
012621.OF,诺安先锋C,混合型,,混合型,契约型开放式,O
012603.OF,富安达富利纯债C,债券型,,债券型,契约型开放式,O
011167.OF,景顺长城景气成长A,混合型,,混合型,契约型开放式,O
012081.OF,易方达中证500量化增强C,股票型,,增强指数型,契约型开放式,O
011310.OF,国联恒阳纯债A,债券型,,债券型,契约型开放式,O
012547.OF,南方中证银行ETF联接E,股票型,,被动指数型,契约型开放式,O
159725.SZ,线上消费ETF,股票型,20210702,被动指数型,契约型开放式,E
012600.OF,中银内核驱动C,股票型,,股票型,契约型开放式,O
970034.OF,华安证券合赢三个月定开,债券型,,债券型,契约型开放式,O
011091.OF,工银双玺6个月持有A,债券型,,债券型,契约型开放式,O
011092.OF,工银双玺6个月持有C,债券型,,债券型,契约型开放式,O
012145.OF,中欧稳宁9个月持有A,债券型,,债券型,契约型开放式,O
011276.OF,交银成长动力一年持有C,混合型,,混合型,契约型开放式,O
012146.OF,中欧稳宁9个月持有C,债券型,,债券型,契约型开放式,O
011275.OF,交银成长动力一年持有A,混合型,,混合型,契约型开放式,O
010582.OF,中信建投中债3-5年政策性金融债C,债券型,,被动指数型,契约型开放式,O
011489.OF,创金合信双季享6个月持有A,债券型,,债券型,契约型开放式,O
011490.OF,创金合信双季享6个月持有C,债券型,,债券型,契约型开放式,O
012615.OF,东吴国企改革C,混合型,,灵活配置型,契约型开放式,O
010581.OF,中信建投中债3-5年政策性金融债A,债券型,,被动指数型,契约型开放式,O
012051.OF,申万菱信乐道三年持有,混合型,,混合型,契约型开放式,O
011123.OF,汇添富ESG可持续成长C,股票型,,股票型,契约型开放式,O
011122.OF,汇添富ESG可持续成长A,股票型,,股票型,契约型开放式,O
012281.OF,中欧精益稳健一年持有,混合型,,混合型,契约型开放式,O
012123.OF,招商金安成长严选,混合型,,混合型,契约型开放式,O
012344.OF,嘉实领先优势A,混合型,,混合型,契约型开放式,O
516650.SH,有色金属ETF基金,股票型,20210621,被动指数型,契约型开放式,E
012345.OF,嘉实领先优势C,混合型,,混合型,契约型开放式,O
011674.OF,长城医药科技六个月持有C,混合型,,混合型,契约型开放式,O
012617.OF,东吴新经济C,混合型,,混合型,契约型开放式,O
012222.OF,瑞达行业轮动C,混合型,,混合型,契约型开放式,O
012221.OF,瑞达行业轮动A,混合型,,混合型,契约型开放式,O
012059.OF,鹏华永益3个月定开,债券型,,债券型,契约型开放式,O
516570.SH,化工行业ETF,股票型,20210618,被动指数型,契约型开放式,E
011673.OF,长城医药科技六个月持有A,混合型,,混合型,契约型开放式,O
012148.OF,国投瑞银产业趋势A,混合型,,混合型,契约型开放式,O
516820.SH,医疗创新ETF,股票型,20210701,被动指数型,契约型开放式,E
011141.OF,南方景元中高等级信用债A,债券型,,债券型,契约型开放式,O
159745.SZ,建材ETF,股票型,20210618,被动指数型,契约型开放式,E
012149.OF,国投瑞银产业趋势C,混合型,,混合型,契约型开放式,O
011738.OF,华安兴安优选一年持有A,混合型,,混合型,契约型开放式,O
011739.OF,华安兴安优选一年持有C,混合型,,混合型,契约型开放式,O
011775.OF,格林鑫悦一年持有A,混合型,,混合型,契约型开放式,O
011776.OF,格林鑫悦一年持有C,混合型,,混合型,契约型开放式,O
011646.OF,国泰核心价值两年持有C,股票型,,股票型,契约型开放式,O
011277.OF,上银科技驱动双周定期可赎回A,混合型,,混合型,契约型开放式,O
011033.OF,南方宝恒A,混合型,,混合型,契约型开放式,O
011285.OF,民生加银价值优选6个月持有A,股票型,,股票型,契约型开放式,O
012356.OF,浦银安盛季季鑫90天滚动持有A,债券型,,债券型,契约型开放式,O
011286.OF,民生加银价值优选6个月持有C,股票型,,股票型,契约型开放式,O
012622.OF,金鹰添裕纯债C,债券型,,债券型,契约型开放式,O
012504.OF,国泰中证环保产业50ETF联接C,股票型,,被动指数型,契约型开放式,O
012069.OF,天弘安康颐享12个月持有A,混合型,,混合型,契约型开放式,O
011838.OF,鹏扬中国优质成长C,混合型,,混合型,契约型开放式,O
012623.OF,金鹰添盈纯债C,债券型,,债券型,契约型开放式,O
012503.OF,国泰中证环保产业50ETF联接A,股票型,,被动指数型,契约型开放式,O
010868.OF,华宝安盈,混合型,,混合型,契约型开放式,O
012070.OF,天弘安康颐享12个月持有C,混合型,,混合型,契约型开放式,O
513360.SH,教育ETF,股票型,20210617,被动指数型,契约型开放式,E
011645.OF,国泰核心价值两年持有A,股票型,,股票型,契约型开放式,O
011837.OF,鹏扬中国优质成长A,混合型,,混合型,契约型开放式,O
011833.OF,西部利得中证人工智能C,股票型,,增强指数型,契约型开放式,O
011832.OF,西部利得中证人工智能A,股票型,,增强指数型,契约型开放式,O
012286.OF,招商稳裕短债30天持有C,债券型,,债券型,契约型开放式,O
012285.OF,招商稳裕短债30天持有A,债券型,,债券型,契约型开放式,O
011034.OF,南方宝恒C,混合型,,混合型,契约型开放式,O
012357.OF,浦银安盛季季鑫90天滚动持有C,债券型,,债券型,契约型开放式,O
012077.OF,易方达悦夏一年持有A,混合型,,混合型,契约型开放式,O
011942.OF,建信泓利一年持有,债券型,,债券型,契约型开放式,O
011960.OF,兴业嘉福一年定开,债券型,,债券型,契约型开放式,O
012153.OF,博时研究慧选A,混合型,,混合型,契约型开放式,O
011919.OF,恒越短债A,债券型,,债券型,契约型开放式,O
012154.OF,博时研究慧选C,混合型,,混合型,契约型开放式,O
012078.OF,易方达悦夏一年持有C,混合型,,混合型,契约型开放式,O
011920.OF,恒越短债C,债券型,,债券型,契约型开放式,O
180101.SZ,博时蛇口产园REIT,REITs,20210621,,契约型封闭式,E
180201.SZ,平安广州广河REIT,REITs,20210621,,契约型封闭式,E
508027.SH,东吴苏园产业REIT,REITs,20210621,,契约型封闭式,E
180301.SZ,红土创新盐田港REIT,REITs,20210621,,契约型封闭式,E
508006.SH,富国首创水务REIT,REITs,20210621,,契约型封闭式,E
180801.SZ,中航首钢绿能REIT,REITs,20210621,,契约型封闭式,E
508001.SH,浙商沪杭甬REIT,REITs,20210621,,契约型封闭式,E
508056.SH,中金普洛斯REIT,REITs,20210621,,契约型封闭式,E
970028.OF,国海六个月滚动持有C,债券型,,债券型,契约型开放式,O
970027.OF,国海六个月滚动持有A,债券型,,债券型,契约型开放式,O
970032.OF,东海证券海睿进取A,混合型,,灵活配置型,契约型开放式,O
010254.OF,嘉实丰年一年定开纯债A,债券型,,债券型,契约型开放式,O
970033.OF,东海证券海睿进取B,混合型,,灵活配置型,契约型开放式,O
010255.OF,嘉实丰年一年定开纯债C,债券型,,债券型,契约型开放式,O
508000.SH,华安张江产业园REIT,REITs,20210621,,契约型封闭式,E
516380.SH,智能电动车ETF,股票型,20210618,被动指数型,契约型开放式,E
012566.OF,长城久稳C,债券型,,债券型,契约型开放式,O
012567.OF,长城久稳D,债券型,,债券型,契约型开放式,O
010523.OF,华安添禧一年持有C,混合型,,混合型,契约型开放式,O
010522.OF,华安添禧一年持有A,混合型,,混合型,契约型开放式,O
010259.OF,淳厚稳悦C,债券型,,债券型,契约型开放式,O
010258.OF,淳厚稳悦A,债券型,,债券型,契约型开放式,O
011899.OF,长安鑫瑞科技先锋6个月定开A,混合型,,混合型,契约型开放式,O
011900.OF,长安鑫瑞科技先锋6个月定开C,混合型,,混合型,契约型开放式,O
516390.SH,新能源汽车ETF,股票型,20210618,被动指数型,契约型开放式,E
516910.SH,物流ETF,股票型,20210611,被动指数型,契约型开放式,E
010260.OF,海富通策略收益A,债券型,,债券型,契约型开放式,O
010261.OF,海富通策略收益C,债券型,,债券型,契约型开放式,O
011938.OF,博时新能源汽车A,混合型,,混合型,契约型开放式,O
011939.OF,博时新能源汽车C,混合型,,混合型,契约型开放式,O
011546.OF,长江沪深300指数增强C,股票型,,增强指数型,契约型开放式,O
011545.OF,长江沪深300指数增强A,股票型,,增强指数型,契约型开放式,O
870005.OF,广发资管核心精选一年持有A,混合型,,混合型,契约型开放式,O
872021.OF,广发资管核心精选一年持有C,混合型,,混合型,契约型开放式,O
012197.OF,招商品质生活C,混合型,,混合型,契约型开放式,O
012196.OF,招商品质生活A,混合型,,混合型,契约型开放式,O
011332.OF,鹏华远见成长C,混合型,,混合型,契约型开放式,O
011817.OF,银华阿尔法,混合型,,混合型,契约型开放式,O
011331.OF,鹏华远见成长A,混合型,,混合型,契约型开放式,O
012325.OF,兴证全球恒惠30天持有C,债券型,,债券型,契约型开放式,O
012002.OF,中泰星宇价值成长C,混合型,,混合型,契约型开放式,O
010081.OF,泰康浩泽A,混合型,,混合型,契约型开放式,O
012324.OF,兴证全球恒惠30天持有A,债券型,,债券型,契约型开放式,O
010082.OF,泰康浩泽C,混合型,,混合型,契约型开放式,O
012001.OF,中泰星宇价值成长A,混合型,,混合型,契约型开放式,O
011761.OF,平安鑫瑞A,混合型,,混合型,契约型开放式,O
011762.OF,平安鑫瑞C,混合型,,混合型,契约型开放式,O
010978.OF,华夏鸿阳6个月持有C,混合型,,混合型,契约型开放式,O
012125.OF,博道盛彦C,混合型,,混合型,契约型开放式,O
010977.OF,华夏鸿阳6个月持有A,混合型,,混合型,契约型开放式,O
012124.OF,博道盛彦A,混合型,,混合型,契约型开放式,O
012371.OF,东财中证沪港深互联网A,股票型,,被动指数型,契约型开放式,O
910028.OF,东方红内需增长A,混合型,,混合型,契约型开放式,O
012036.OF,诺德兴远优选一年持有,混合型,,混合型,契约型开放式,O
012243.OF,东方红内需增长B,混合型,,混合型,契约型开放式,O
011499.OF,富国沪深300基本面精选C,股票型,,股票型,契约型开放式,O
012150.OF,诺德价值发现一年持有,混合型,,混合型,契约型开放式,O
012372.OF,东财中证沪港深互联网C,股票型,,被动指数型,契约型开放式,O
012449.OF,广发睿毅领先C,混合型,,混合型,契约型开放式,O
011498.OF,富国沪深300基本面精选A,股票型,,股票型,契约型开放式,O
011346.OF,淳厚鑫淳一年持有,混合型,,混合型,契约型开放式,O
010884.OF,中银臻享,债券型,,债券型,契约型开放式,O
900007.OF,中信证券债券优化一年持有A,债券型,,债券型,契约型开放式,O
900097.OF,中信证券债券优化一年持有C,债券型,,债券型,契约型开放式,O
012008.OF,易方达稳健回报A,混合型,,混合型,契约型开放式,O
012009.OF,易方达稳健回报C,混合型,,混合型,契约型开放式,O
011728.OF,工银聚瑞C,混合型,,混合型,契约型开放式,O
012218.OF,博时乐享A,混合型,,混合型,契约型开放式,O
012056.OF,华商嘉悦平衡养老FOFA,混合型,,混合型,契约型开放式,O
011533.OF,工银聚丰C,混合型,,混合型,契约型开放式,O
011532.OF,工银聚丰A,混合型,,混合型,契约型开放式,O
012178.OF,银华富饶精选三年持有,混合型,,混合型,契约型开放式,O
011727.OF,工银聚瑞A,混合型,,混合型,契约型开放式,O
012219.OF,博时乐享C,混合型,,混合型,契约型开放式,O
011670.OF,长信优质企业C,混合型,,混合型,契约型开放式,O
011669.OF,长信优质企业A,混合型,,混合型,契约型开放式,O
011655.OF,天弘兴益一年定开,债券型,,债券型,契约型开放式,O
159891.SZ,医疗ETF基金,股票型,20210615,被动指数型,契约型开放式,E
011867.OF,广发价值增长C,混合型,,混合型,契约型开放式,O
516480.SH,新材料ETF基金,股票型,20210611,被动指数型,契约型开放式,E
159898.SZ,医疗器械指数ETF,股票型,20210604,被动指数型,契约型开放式,E
159703.SZ,新材料ETF,股票型,20210608,被动指数型,契约型开放式,E
011866.OF,广发价值增长A,混合型,,混合型,契约型开放式,O
516320.SH,高端装备ETF,股票型,20210608,被动指数型,契约型开放式,E
012490.OF,招商招怡纯债D,债券型,,债券型,契约型开放式,O
012489.OF,招商招顺纯债D,债券型,,债券型,契约型开放式,O
011547.OF,华夏惠利C,货币市场型,,货币型,契约型开放式,O
011917.OF,山西证券品质生活A,混合型,,混合型,契约型开放式,O
011918.OF,山西证券品质生活C,混合型,,混合型,契约型开放式,O
012086.OF,博时健康生活A,混合型,,混合型,契约型开放式,O
012337.OF,工银稳健回报60天持有C,债券型,,债券型,契约型开放式,O
012336.OF,工银稳健回报60天持有A,债券型,,债券型,契约型开放式,O
012201.OF,新华鑫科技3个月滚动持有C,混合型,,灵活配置型,契约型开放式,O
012127.OF,宏利新能源C,股票型,,股票型,契约型开放式,O
012126.OF,宏利新能源A,股票型,,股票型,契约型开放式,O
012200.OF,新华鑫科技3个月滚动持有A,混合型,,灵活配置型,契约型开放式,O
159741.SZ,恒生科技ETF基金,股票型,20210603,被动指数型,契约型开放式,E
012087.OF,博时健康生活C,混合型,,混合型,契约型开放式,O
010543.OF,中加科鑫A,混合型,,混合型,契约型开放式,O
010544.OF,中加科鑫C,混合型,,混合型,契约型开放式,O
011808.OF,平安研究精选C,混合型,,混合型,契约型开放式,O
010163.OF,财通资管价值精选一年持有A,混合型,,混合型,契约型开放式,O
010164.OF,财通资管价值精选一年持有C,混合型,,混合型,契约型开放式,O
010362.OF,嘉实品质优选C,股票型,,股票型,契约型开放式,O
011807.OF,平安研究精选A,混合型,,混合型,契约型开放式,O
009310.OF,国寿安保尊庆6个月持有C,债券型,,债券型,契约型开放式,O
010361.OF,嘉实品质优选A,股票型,,股票型,契约型开放式,O
009309.OF,国寿安保尊庆6个月持有A,债券型,,债券型,契约型开放式,O
952303.OF,国泰君安中债1-3年政金债C,债券型,,被动指数型,契约型开放式,O
159735.SZ,港股消费ETF,股票型,20210604,被动指数型,契约型开放式,E
011717.OF,浦银安盛均衡优选6个月持有A,混合型,,混合型,契约型开放式,O
011132.OF,鹏扬沪深300质量低波A,股票型,,被动指数型,契约型开放式,O
011853.OF,招商中证消费龙头指数增强A,股票型,,增强指数型,契约型开放式,O
011908.OF,广发沪港深价值精选A,混合型,,混合型,契约型开放式,O
952003.OF,国泰君安中债1-3年政金债A,债券型,,被动指数型,契约型开放式,O
011854.OF,招商中证消费龙头指数增强C,股票型,,增强指数型,契约型开放式,O
011718.OF,浦银安盛均衡优选6个月持有C,混合型,,混合型,契约型开放式,O
011133.OF,鹏扬沪深300质量低波C,股票型,,被动指数型,契约型开放式,O
011909.OF,广发沪港深价值精选C,混合型,,混合型,契约型开放式,O
011845.OF,博时周期优选A,混合型,,混合型,契约型开放式,O
011537.OF,惠升惠益C,混合型,,混合型,契约型开放式,O
012185.OF,大成创新趋势C,混合型,,混合型,契约型开放式,O
012184.OF,大成创新趋势A,混合型,,混合型,契约型开放式,O
011536.OF,惠升惠益A,混合型,,混合型,契约型开放式,O
011846.OF,博时周期优选C,混合型,,混合型,契约型开放式,O
011635.OF,富国港股通策略精选A,混合型,,混合型,契约型开放式,O
011998.OF,景顺长城安盈回报一年持有C,混合型,,混合型,契约型开放式,O
011997.OF,景顺长城安盈回报一年持有A,混合型,,混合型,契约型开放式,O
012079.OF,信澳新能源精选A,混合型,,混合型,契约型开放式,O
011636.OF,富国港股通策略精选C,混合型,,混合型,契约型开放式,O
012470.OF,平安财富宝C,货币市场型,,货币型,契约型开放式,O
012107.OF,泓德瑞嘉三年持有A,混合型,,混合型,契约型开放式,O
012108.OF,泓德瑞嘉三年持有C,混合型,,混合型,契约型开放式,O
012442.OF,永赢稳健增长一年E,混合型,,混合型,契约型开放式,O
011923.OF,大成消费精选A,股票型,,股票型,契约型开放式,O
011926.OF,大成消费精选C,股票型,,股票型,契约型开放式,O
011579.OF,汇丰晋信核心成长C,混合型,,混合型,契约型开放式,O
011578.OF,汇丰晋信核心成长A,混合型,,混合型,契约型开放式,O
513130.SH,恒生科技ETF,股票型,20210601,被动指数型,契约型开放式,E
010939.OF,大摩招惠一年持有C,混合型,,混合型,契约型开放式,O
010938.OF,大摩招惠一年持有A,混合型,,混合型,契约型开放式,O
012331.OF,广发集优9个月持有C,债券型,,债券型,契约型开放式,O
012330.OF,广发集优9个月持有A,债券型,,债券型,契约型开放式,O
012290.OF,国联恒益A,债券型,,债券型,契约型开放式,O
012291.OF,国联恒益C,债券型,,债券型,契约型开放式,O
012420.OF,广发价值领先C,混合型,,混合型,契约型开放式,O
011912.OF,华夏消费优选C,混合型,,混合型,契约型开放式,O
012413.OF,建信睿怡纯债C,债券型,,债券型,契约型开放式,O
011911.OF,华夏消费优选A,混合型,,混合型,契约型开放式,O
011986.OF,申万菱信合利C,债券型,,债券型,契约型开放式,O
011985.OF,申万菱信合利A,债券型,,债券型,契约型开放式,O
012092.OF,银华信用精选两年定开,债券型,,债券型,契约型开放式,O
011493.OF,华泰紫金丰睿C,债券型,,债券型,契约型开放式,O
011492.OF,华泰紫金丰睿A,债券型,,债券型,契约型开放式,O
516310.SH,银行ETF易方达,股票型,20210528,被动指数型,契约型开放式,E
012381.OF,英大通盈E,债券型,,债券型,契约型开放式,O
517350.SH,中概科技ETF,股票型,20210603,被动指数型,契约型开放式,E
513580.SH,恒生科技ETF指数基金,股票型,20210527,被动指数型,契约型开放式,E
011943.OF,工银瑞盛一年定开,债券型,,债券型,契约型开放式,O
011465.OF,南华瑞利C,债券型,,债券型,契约型开放式,O
011491.OF,南方薪金宝B,货币市场型,,货币型,契约型开放式,O
012161.OF,安信招信一年持有A,混合型,,混合型,契约型开放式,O
012162.OF,安信招信一年持有C,混合型,,混合型,契约型开放式,O
011464.OF,南华瑞利A,债券型,,债券型,契约型开放式,O
011875.OF,博时先进制造C,混合型,,混合型,契约型开放式,O
011874.OF,博时先进制造A,混合型,,混合型,契约型开放式,O
012099.OF,华夏稳健增利4个月滚动持有A,债券型,,债券型,契约型开放式,O
011811.OF,财通安华A,混合型,,混合型,契约型开放式,O
011812.OF,财通安华C,混合型,,混合型,契约型开放式,O
011654.OF,国泰鑫享稳健6个月滚动持有C,债券型,,债券型,契约型开放式,O
011653.OF,国泰鑫享稳健6个月滚动持有A,债券型,,债券型,契约型开放式,O
012376.OF,西部利得祥逸D,债券型,,债券型,契约型开放式,O
012392.OF,兴银稳安60天滚动持有A,债券型,,债券型,契约型开放式,O
012393.OF,兴银稳安60天滚动持有C,债券型,,债券型,契约型开放式,O
011031.OF,达诚价值先锋C,混合型,,灵活配置型,契约型开放式,O
011030.OF,达诚价值先锋A,混合型,,灵活配置型,契约型开放式,O
012362.OF,国泰中证全指证券公司ETF联接A,股票型,,被动指数型,契约型开放式,O
012363.OF,国泰中证全指证券公司ETF联接C,股票型,,被动指数型,契约型开放式,O
011548.OF,九泰久慧A,混合型,,混合型,契约型开放式,O
011549.OF,九泰久慧C,混合型,,混合型,契约型开放式,O
011458.OF,东方鑫享价值成长一年持有A,混合型,,混合型,契约型开放式,O
011459.OF,东方鑫享价值成长一年持有C,混合型,,混合型,契约型开放式,O
012088.OF,东方红锦和甄选18个月持有A,混合型,,混合型,契约型开放式,O
012089.OF,东方红锦和甄选18个月持有C,混合型,,混合型,契约型开放式,O
012100.OF,华夏稳健增利4个月滚动持有C,债券型,,债券型,契约型开放式,O
159740.SZ,恒生科技ETF,股票型,20210527,被动指数型,契约型开放式,E
011950.OF,嘉实稳元纯债C,债券型,,债券型,契约型开放式,O
011745.OF,华夏养老2055五年A,混合型,,混合型,契约型开放式,O
011387.OF,工银宁瑞6个月持有A,混合型,,混合型,契约型开放式,O
011599.OF,国联安匠心科技1个月滚动持有,混合型,,混合型,契约型开放式,O
970026.OF,申万宏源灵通快利短债,债券型,,债券型,契约型开放式,O
012016.OF,国投瑞银顺成3个月定开,债券型,,债券型,契约型开放式,O
012417.OF,招商国证生物医药C,股票型,,被动指数型,契约型开放式,O
012414.OF,招商中证白酒C,股票型,,被动指数型,契约型开放式,O
513010.SH,恒生科技30ETF,股票型,20210525,被动指数型,契约型开放式,E
513180.SH,恒生科技指数ETF,股票型,20210525,被动指数型,契约型开放式,E
011388.OF,工银宁瑞6个月持有C,混合型,,混合型,契约型开放式,O
011657.OF,天弘京津冀主题C,债券型,,债券型,契约型开放式,O
011656.OF,天弘京津冀主题A,债券型,,债券型,契约型开放式,O
159742.SZ,恒生科技指数ETF,股票型,20210525,被动指数型,契约型开放式,E
011642.OF,财通资管睿慧1年定开,债券型,,债券型,契约型开放式,O
012030.OF,广发恒鑫一年持有C,混合型,,混合型,契约型开放式,O
012029.OF,广发恒鑫一年持有A,混合型,,混合型,契约型开放式,O
011468.OF,国富竞争优势三年持有A,混合型,,混合型,契约型开放式,O
011315.OF,永赢港股通优质成长一年持有,混合型,,混合型,契约型开放式,O
011469.OF,国富竞争优势三年持有C,混合型,,混合型,契约型开放式,O
011222.OF,建信现金添益C,货币市场型,,货币型,契约型开放式,O
012264.OF,中银研究精选C,混合型,,灵活配置型,契约型开放式,O
012236.OF,中银持续增长C,混合型,,混合型,契约型开放式,O
011353.OF,国联景盛一年持有A,混合型,,混合型,契约型开放式,O
011570.OF,鹏华鑫远价值一年持有A,混合型,,混合型,契约型开放式,O
011354.OF,国联景盛一年持有C,混合型,,混合型,契约型开放式,O
012181.OF,中银智能制造C,股票型,,股票型,契约型开放式,O
011571.OF,鹏华鑫远价值一年持有C,混合型,,混合型,契约型开放式,O
011196.OF,摩根优势成长A,混合型,,混合型,契约型开放式,O
011197.OF,摩根优势成长C,混合型,,混合型,契约型开放式,O
010320.OF,华安养老2040三年持有A,混合型,,混合型,契约型开放式,O
012323.OF,华宝中证医疗ETF联接C,股票型,,被动指数型,契约型开放式,O
012233.OF,招商安盈C,债券型,,债券型,契约型开放式,O
159888.SZ,智能车ETF,股票型,20210521,被动指数型,契约型开放式,E
012035.OF,中信建投稳骏一年定开,债券型,,债券型,契约型开放式,O
012133.OF,招商添浩D,债券型,,债券型,契约型开放式,O
159887.SZ,银行ETF,股票型,20210520,被动指数型,契约型开放式,E
012050.OF,天弘安盈一年持有C,债券型,,债券型,契约型开放式,O
012049.OF,天弘安盈一年持有A,债券型,,债券型,契约型开放式,O
012247.OF,博时月月享30天持有C,债券型,,债券型,契约型开放式,O
012192.OF,中银恒泰9个月持有C,债券型,,债券型,契约型开放式,O
012191.OF,中银恒泰9个月持有A,债券型,,债券型,契约型开放式,O
012246.OF,博时月月享30天持有A,债券型,,债券型,契约型开放式,O
970022.OF,信达丰睿六个月持有,债券型,,债券型,契约型开放式,O
010734.OF,红塔红土瑞景C,债券型,,债券型,契约型开放式,O
159836.SZ,创300ETF,股票型,20210525,被动指数型,契约型开放式,E
513690.SH,恒生高股息ETF,股票型,20210520,被动指数型,契约型开放式,E
011419.OF,汇添富消费精选两年持有C,股票型,,股票型,契约型开放式,O
010733.OF,红塔红土瑞景A,债券型,,债券型,契约型开放式,O
011013.OF,长城消费30A,股票型,,股票型,契约型开放式,O
011014.OF,长城消费30C,股票型,,股票型,契约型开放式,O
012238.OF,工银养老产业C,股票型,,股票型,契约型开放式,O
516700.SH,大数据产业ETF,股票型,20210519,被动指数型,契约型开放式,E
012241.OF,工银量化策略C,混合型,,混合型,契约型开放式,O
011418.OF,汇添富消费精选两年持有A,股票型,,股票型,契约型开放式,O
012265.OF,天弘安怡30天滚动持有,债券型,,债券型,契约型开放式,O
012237.OF,工银新价值C,混合型,,灵活配置型,契约型开放式,O
011190.OF,招商瑞安1年持有A,混合型,,混合型,契约型开放式,O
011191.OF,招商瑞安1年持有C,混合型,,混合型,契约型开放式,O
011265.OF,长盛安泰一年持有A,混合型,,混合型,契约型开放式,O
011721.OF,易方达悦信一年持有C,混合型,,混合型,契约型开放式,O
011720.OF,易方达悦信一年持有A,混合型,,混合型,契约型开放式,O
011266.OF,长盛安泰一年持有C,混合型,,混合型,契约型开放式,O
011820.OF,兴业兴智一年持有A,混合型,,混合型,契约型开放式,O
012220.OF,南方安泰C,混合型,,混合型,契约型开放式,O
011821.OF,兴业兴智一年持有C,混合型,,混合型,契约型开放式,O
011316.OF,天弘创业板300ETF联接A,股票型,,被动指数型,契约型开放式,O
011355.OF,华泰柏瑞港股通时代机遇A,混合型,,混合型,契约型开放式,O
010985.OF,国寿安保稳安C,混合型,,混合型,契约型开放式,O
011356.OF,华泰柏瑞港股通时代机遇C,混合型,,混合型,契约型开放式,O
011557.OF,平安稳健养老一年A,混合型,,混合型,契约型开放式,O
010984.OF,国寿安保稳安A,混合型,,混合型,契约型开放式,O
011317.OF,天弘创业板300ETF联接C,股票型,,被动指数型,契约型开放式,O
010706.OF,景顺长城景骊成长,混合型,,混合型,契约型开放式,O
011844.OF,民生加银内核驱动C,混合型,,混合型,契约型开放式,O
011996.OF,国泰诚益C,混合型,,混合型,契约型开放式,O
011995.OF,国泰诚益A,混合型,,混合型,契约型开放式,O
011843.OF,民生加银内核驱动A,混合型,,混合型,契约型开放式,O
010998.OF,博道消费智航A,股票型,,股票型,契约型开放式,O
011109.OF,南方晖元6个月持有A,债券型,,债券型,契约型开放式,O
011110.OF,南方晖元6个月持有C,债券型,,债券型,契约型开放式,O
008492.OF,万家周期优势企业C,混合型,,混合型,契约型开放式,O
012229.OF,华安众鑫90天滚动持有A,债券型,,债券型,契约型开放式,O
011708.OF,中欧嘉益一年持有A,混合型,,混合型,契约型开放式,O
011709.OF,中欧嘉益一年持有C,混合型,,混合型,契约型开放式,O
012230.OF,华安众鑫90天滚动持有C,债券型,,债券型,契约型开放式,O
008491.OF,万家周期优势企业A,混合型,,混合型,契约型开放式,O
011723.OF,前海开源深圳特区精选C,股票型,,股票型,契约型开放式,O
011722.OF,前海开源深圳特区精选A,股票型,,股票型,契约型开放式,O
011766.OF,兴银高端制造C,混合型,,混合型,契约型开放式,O
011801.OF,中银证券盈瑞A,混合型,,混合型,契约型开放式,O
011765.OF,兴银高端制造A,混合型,,混合型,契约型开放式,O
011802.OF,中银证券盈瑞C,混合型,,混合型,契约型开放式,O
011583.OF,大成港股精选A,混合型,,混合型,契约型开放式,O
011584.OF,大成港股精选C,混合型,,混合型,契约型开放式,O
011992.OF,汇安泓利一年持有C,混合型,,混合型,契约型开放式,O
011991.OF,汇安泓利一年持有A,混合型,,混合型,契约型开放式,O
970031.OF,安信资管瑞元添利一年持有C,债券型,,债券型,契约型开放式,O
970029.OF,安信资管瑞元添利一年持有A,债券型,,债券型,契约型开放式,O
970030.OF,安信资管瑞元添利一年持有B,债券型,,债券型,契约型开放式,O
011769.OF,富国精诚回报12个月持有A,混合型,,混合型,契约型开放式,O
011770.OF,富国精诚回报12个月持有C,混合型,,混合型,契约型开放式,O
