ts_code,name,fund_type,list_date,invest_type,type,market
009582.OF,国寿安保中债3-5年政金债C,债券型,,被动指数型,契约型开放式,O
010933.OF,中银稳汇短债E,债券型,,债券型,契约型开放式,O
010661.OF,安信稳健聚申一年持有C,混合型,,混合型,契约型开放式,O
008316.OF,蜂巢添跃66个月定开债,债券型,,债券型,契约型开放式,O
159827.SZ,农业50ETF,股票型,20201218,被动指数型,契约型开放式,E
010986.OF,银华信用季季红C,债券型,,债券型,契约型开放式,O
159825.SZ,农业ETF,股票型,20201229,被动指数型,契约型开放式,E
159824.SZ,新能车ETF,股票型,20210111,被动指数型,契约型开放式,E
009924.OF,中银中债1-5年期国开行,债券型,,被动指数型,契约型开放式,O
010973.OF,博时聚源纯债C,债券型,,债券型,契约型开放式,O
003880.OF,嘉实稳骏纯债,债券型,,债券型,契约型开放式,O
010275.OF,嘉实优质精选A,混合型,,混合型,契约型开放式,O
010276.OF,嘉实优质精选C,混合型,,混合型,契约型开放式,O
010068.OF,工银双盈A,债券型,,债券型,契约型开放式,O
010418.OF,财通景气行业A,混合型,,混合型,契约型开放式,O
010069.OF,工银双盈C,债券型,,债券型,契约型开放式,O
010176.OF,中加新兴消费A,混合型,,混合型,契约型开放式,O
010177.OF,中加新兴消费C,混合型,,混合型,契约型开放式,O
009435.OF,淳厚稳嘉C,债券型,,债券型,契约型开放式,O
009434.OF,淳厚稳嘉A,债券型,,债券型,契约型开放式,O
010459.OF,鑫元乾利,债券型,,债券型,契约型开放式,O
009957.OF,广发恒誉C,混合型,,混合型,契约型开放式,O
009956.OF,广发恒誉A,混合型,,混合型,契约型开放式,O
010755.OF,博道睿见一年持有,混合型,,混合型,契约型开放式,O
010666.OF,博时高端装备C,混合型,,混合型,契约型开放式,O
010335.OF,华宝竞争优势A,混合型,,混合型,契约型开放式,O
010665.OF,博时高端装备A,混合型,,混合型,契约型开放式,O
010671.OF,景顺长城大中华美元A,混合型,,混合型,契约型开放式,O
970016.OF,中信建投价值增长A,混合型,,混合型,契约型开放式,O
970017.OF,中信建投价值增长C,混合型,,混合型,契约型开放式,O
515790.SH,光伏ETF,股票型,20201218,被动指数型,契约型开放式,E
010299.OF,南方产业升级A,混合型,,混合型,契约型开放式,O
110051.OF,易方达安和中短债A,债券型,,债券型,契约型开放式,O
110050.OF,易方达安和中短债C,债券型,,债券型,契约型开放式,O
010300.OF,南方产业升级C,混合型,,混合型,契约型开放式,O
010210.OF,国泰中证计算机主题ETF联接C,股票型,,被动指数型,契约型开放式,O
010572.OF,易方达中证万得生物科技C,股票型,,被动指数型,契约型开放式,O
008225.OF,金元顺安泓丰87个月定开债C,债券型,,债券型,契约型开放式,O
515120.SH,创新药ETF,股票型,20210104,被动指数型,契约型开放式,E
008224.OF,金元顺安泓丰87个月定开债A,债券型,,债券型,契约型开放式,O
010856.OF,民生加银恒泽,债券型,,债券型,契约型开放式,O
010015.OF,华夏鼎清C,债券型,,债券型,契约型开放式,O
010014.OF,华夏鼎清A,债券型,,债券型,契约型开放式,O
010585.OF,创金合信医药消费A,股票型,,股票型,契约型开放式,O
010586.OF,创金合信医药消费C,股票型,,股票型,契约型开放式,O
009531.OF,九泰锐和18个月定开,混合型,,混合型,契约型开放式,O
010841.OF,华宝红利精选C,混合型,,混合型,契约型开放式,O
010044.OF,天弘安康颐和C,混合型,,混合型,契约型开放式,O
010073.OF,方正富邦策略精选C,混合型,,混合型,契约型开放式,O
010367.OF,国联景瑞一年持有A,混合型,,混合型,契约型开放式,O
010072.OF,方正富邦策略精选A,混合型,,混合型,契约型开放式,O
010368.OF,国联景瑞一年持有C,混合型,,混合型,契约型开放式,O
873017.OF,广发资管全球精选一年持有C人民币,债券型,,债券型,契约型开放式,O
873013.OF,广发资管全球精选一年持有A人民币,债券型,,债券型,契约型开放式,O
873018.OF,广发资管全球精选一年持有A美元,债券型,,债券型,契约型开放式,O
873021.OF,广发资管全球精选一年持有C美元,债券型,,债券型,契约型开放式,O
010654.OF,天弘医药创新A,混合型,,混合型,契约型开放式,O
010043.OF,天弘安康颐和A,混合型,,混合型,契约型开放式,O
010481.OF,汇添富高质量成长精选2年持有,混合型,,混合型,契约型开放式,O
010655.OF,天弘医药创新C,混合型,,混合型,契约型开放式,O
010883.OF,中信保诚智惠金C,货币市场型,,货币型,契约型开放式,O
010789.OF,汇添富恒生指数C,股票型,,被动指数型,契约型开放式,O
010621.OF,永赢泰宁63个月定开债,债券型,,债券型,契约型开放式,O
010842.OF,华宝科技先锋C,混合型,,混合型,契约型开放式,O
010323.OF,华安平衡养老目标三年持有A,混合型,,混合型,契约型开放式,O
009718.OF,招商增浩一年定开A,混合型,,混合型,契约型开放式,O
009719.OF,招商增浩一年定开C,混合型,,混合型,契约型开放式,O
010602.OF,长城均衡优选A,混合型,,混合型,契约型开放式,O
010423.OF,国投瑞银价值成长一年持有A,混合型,,混合型,契约型开放式,O
010424.OF,国投瑞银价值成长一年持有C,混合型,,混合型,契约型开放式,O
010548.OF,博时恒进6个月持有C,混合型,,混合型,契约型开放式,O
010547.OF,博时恒进6个月持有A,混合型,,混合型,契约型开放式,O
010562.OF,永赢成长领航A,混合型,,混合型,契约型开放式,O
010563.OF,永赢成长领航C,混合型,,混合型,契约型开放式,O
872019.OF,广发资管平衡精选一年持有C,混合型,,混合型,契约型开放式,O
870009.OF,广发资管平衡精选一年持有A,混合型,,混合型,契约型开放式,O
010580.OF,长盛稳鑫63个月定开,债券型,,债券型,契约型开放式,O
010372.OF,大成成长进取C,混合型,,混合型,契约型开放式,O
010371.OF,大成成长进取A,混合型,,混合型,契约型开放式,O
010466.OF,鹏扬景创C,混合型,,混合型,契约型开放式,O
010465.OF,鹏扬景创A,混合型,,混合型,契约型开放式,O
010420.OF,民生加银成长优选,股票型,,股票型,契约型开放式,O
009558.OF,嘉实稳惠6个月持有A,混合型,,混合型,契约型开放式,O
009559.OF,嘉实稳惠6个月持有C,混合型,,混合型,契约型开放式,O
009813.OF,易方达悦兴一年持有C,混合型,,混合型,契约型开放式,O
009812.OF,易方达悦兴一年持有A,混合型,,混合型,契约型开放式,O
010627.OF,淳厚安心87个月定开,债券型,,债券型,契约型开放式,O
010677.OF,工银中证传媒C,股票型,,被动指数型,契约型开放式,O
010266.OF,兴全安泰稳健养老一年持有A,混合型,,混合型,契约型开放式,O
010406.OF,安信中债1-3年政金债A,债券型,,被动指数型,契约型开放式,O
010407.OF,安信中债1-3年政金债C,债券型,,被动指数型,契约型开放式,O
900059.OF,中信证券成长动力C,混合型,,混合型,契约型开放式,O
900009.OF,中信证券成长动力A,混合型,,混合型,契约型开放式,O
010637.OF,财通安盈C,混合型,,混合型,契约型开放式,O
010636.OF,财通安盈A,混合型,,混合型,契约型开放式,O
010639.OF,上银聚远鑫87个月定开,债券型,,债券型,契约型开放式,O
010397.OF,中加瑞合,债券型,,债券型,契约型开放式,O
515320.SH,电子50ETF,股票型,20210108,被动指数型,契约型开放式,E
010460.OF,兴业研究精选A,混合型,,混合型,契约型开放式,O
010088.OF,工银优质成长A,混合型,,混合型,契约型开放式,O
010089.OF,工银优质成长C,混合型,,混合型,契约型开放式,O
009433.OF,德邦科技创新一年定开C,混合型,,混合型,契约型开放式,O
009432.OF,德邦科技创新一年定开A,混合型,,混合型,契约型开放式,O
010124.OF,兴银景气优选A,混合型,,混合型,契约型开放式,O
010542.OF,国寿安保稳和6个月持有C,混合型,,混合型,契约型开放式,O
010125.OF,兴银景气优选C,混合型,,混合型,契约型开放式,O
010451.OF,广发恒悦E,债券型,,债券型,契约型开放式,O
010450.OF,广发恒悦C,债券型,,债券型,契约型开放式,O
010449.OF,广发恒悦A,债券型,,债券型,契约型开放式,O
010541.OF,国寿安保稳和6个月持有A,混合型,,混合型,契约型开放式,O
010168.OF,天弘安利短债A,债券型,,债券型,契约型开放式,O
010169.OF,天弘安利短债C,债券型,,债券型,契约型开放式,O
010753.OF,招商招旭纯债D,债券型,,债券型,契约型开放式,O
010486.OF,中航瑞晨87个月定开C,债券型,,债券型,契约型开放式,O
010485.OF,中航瑞晨87个月定开A,债券型,,债券型,契约型开放式,O
010685.OF,工银前沿医疗C,股票型,,股票型,契约型开放式,O
010687.OF,工银文体产业C,股票型,,股票型,契约型开放式,O
009909.OF,嘉实动力先锋A,混合型,,混合型,契约型开放式,O
010696.OF,工银金融地产C,混合型,,混合型,契约型开放式,O
009910.OF,嘉实动力先锋C,混合型,,混合型,契约型开放式,O
010550.OF,华商双擎领航,混合型,,混合型,契约型开放式,O
010346.OF,华泰柏瑞成长智选C,混合型,,混合型,契约型开放式,O
010549.OF,富国均衡策略,混合型,,混合型,契约型开放式,O
009950.OF,财通资管均衡价值一年持有,混合型,,混合型,契约型开放式,O
010345.OF,华泰柏瑞成长智选A,混合型,,混合型,契约型开放式,O
010501.OF,中泰青月安盈66个月定开债,债券型,,债券型,契约型开放式,O
010103.OF,西部利得鑫泓增强C,债券型,,债券型,契约型开放式,O
010468.OF,国富恒博63个月定开债,债券型,,债券型,契约型开放式,O
010102.OF,西部利得鑫泓增强A,债券型,,债券型,契约型开放式,O
009325.OF,长城中债3-5年国开债C,债券型,,被动指数型,契约型开放式,O
009324.OF,长城中债3-5年国开债A,债券型,,被动指数型,契约型开放式,O
010087.OF,中邮纯债丰利C,债券型,,债券型,契约型开放式,O
010086.OF,中邮纯债丰利A,债券型,,债券型,契约型开放式,O
010635.OF,天弘合益C,债券型,,债券型,契约型开放式,O
010634.OF,天弘合益A,债券型,,债券型,契约型开放式,O
541005.OF,汇丰晋信平稳增利中短债C,债券型,,债券型,契约型开放式,O
540005.OF,汇丰晋信平稳增利中短债A,债券型,,债券型,契约型开放式,O
009654.OF,大成丰享回报C,混合型,,混合型,契约型开放式,O
009653.OF,大成丰享回报A,混合型,,混合型,契约型开放式,O
010313.OF,上银鑫恒A,混合型,,混合型,契约型开放式,O
009992.OF,景顺长城量化成长演化,混合型,,混合型,契约型开放式,O
010436.OF,富国双债增强C,债券型,,债券型,契约型开放式,O
010491.OF,鹏华高质量增长C,混合型,,混合型,契约型开放式,O
010435.OF,富国双债增强A,债券型,,债券型,契约型开放式,O
010490.OF,鹏华高质量增长A,混合型,,混合型,契约型开放式,O
009864.OF,招商景气优选A,股票型,,股票型,契约型开放式,O
010257.OF,天弘多利一年定开,混合型,,混合型,契约型开放式,O
009865.OF,招商景气优选C,股票型,,股票型,契约型开放式,O
010008.OF,国联成长优选A,混合型,,混合型,契约型开放式,O
010009.OF,国联成长优选C,混合型,,混合型,契约型开放式,O
010557.OF,汇添富数字生活六个月持有,混合型,,混合型,契约型开放式,O
010376.OF,国金鑫悦经济新动能C,混合型,,混合型,契约型开放式,O
010375.OF,国金鑫悦经济新动能A,混合型,,混合型,契约型开放式,O
006864.OF,国联安核心资产策略,混合型,,混合型,契约型开放式,O
010006.OF,南方誉鼎一年持有期A,混合型,,混合型,契约型开放式,O
010007.OF,南方誉鼎一年持有期C,混合型,,混合型,契约型开放式,O
160144.OF,南方新兴消费C,股票型,,股票型,契约型开放式,O
010727.OF,建信现金增利货币B,货币市场型,,货币型,契约型开放式,O
010369.OF,大成卓享一年持有A,混合型,,混合型,契约型开放式,O
010370.OF,大成卓享一年持有C,混合型,,混合型,契约型开放式,O
005433.OF,申万菱信医药先锋A,股票型,,股票型,契约型开放式,O
010158.OF,汇安中证500增强C,股票型,,增强指数型,契约型开放式,O
010157.OF,汇安中证500增强A,股票型,,增强指数型,契约型开放式,O
952313.OF,国泰君安君得益三个月持有C,混合型,,混合型,契约型开放式,O
952013.OF,国泰君安君得益三个月持有A,混合型,,混合型,契约型开放式,O
010629.OF,广发可转债E,债券型,,债券型,契约型开放式,O
010476.OF,太平恒久纯债,债券型,,债券型,契约型开放式,O
010340.OF,易方达高质量严选三年持有,混合型,,混合型,契约型开放式,O
010304.OF,华泰柏瑞量化创盈C,混合型,,混合型,契约型开放式,O
010303.OF,华泰柏瑞量化创盈A,混合型,,混合型,契约型开放式,O
010531.OF,申万菱信电子行业C,股票型,,被动指数型,契约型开放式,O
010502.OF,财通裕泰87个月定开,债券型,,债券型,契约型开放式,O
010171.OF,中银证券鑫瑞6个月持有C,混合型,,混合型,契约型开放式,O
010170.OF,中银证券鑫瑞6个月持有A,混合型,,混合型,契约型开放式,O
009852.OF,银华品质消费,股票型,,股票型,契约型开放式,O
010330.OF,东吴兴享成长A,混合型,,混合型,契约型开放式,O
010462.OF,中信保诚嘉润66个月定开,债券型,,债券型,契约型开放式,O
009836.OF,渤海汇金汇裕87个月定开,债券型,,债券型,契约型开放式,O
010269.OF,太平睿安C,混合型,,混合型,契约型开放式,O
010268.OF,太平睿安A,混合型,,混合型,契约型开放式,O
010329.OF,博时荣华C,混合型,,灵活配置型,契约型开放式,O
010328.OF,博时荣华A,混合型,,灵活配置型,契约型开放式,O
010452.OF,广发瑞福精选A,混合型,,混合型,契约型开放式,O
010453.OF,广发瑞福精选C,混合型,,混合型,契约型开放式,O
010428.OF,兴银策略智选C,混合型,,混合型,契约型开放式,O
010427.OF,兴银策略智选A,混合型,,混合型,契约型开放式,O
010444.OF,南方誉尚一年持有期A,混合型,,混合型,契约型开放式,O
010224.OF,海富通中证100C,股票型,,被动指数型,契约型开放式,O
010445.OF,南方誉尚一年持有期C,混合型,,混合型,契约型开放式,O
010583.OF,富国蓝筹精选美元,股票型,,股票型,契约型开放式,O
010510.OF,工银14天理财C,债券型,,债券型,契约型开放式,O
010591.OF,富国中国中小盘美元,混合型,,混合型,契约型开放式,O
010512.OF,工银7天理财C,债券型,,债券型,契约型开放式,O
010573.OF,华润元大富时中国A50C,股票型,,被动指数型,契约型开放式,O
010393.OF,工银健康生活A,混合型,,混合型,契约型开放式,O
010394.OF,工银健康生活C,混合型,,混合型,契约型开放式,O
010455.OF,博时产业精选A,混合型,,灵活配置型,契约型开放式,O
010456.OF,博时产业精选C,混合型,,灵活配置型,契约型开放式,O
010429.OF,中欧睿见A,混合型,,混合型,契约型开放式,O
010479.OF,鹏华丰颐,债券型,,债券型,契约型开放式,O
010482.OF,汇添富盛和66个月定开债,债券型,,债券型,契约型开放式,O
010311.OF,中银沪深300指数增强C,股票型,,增强指数型,契约型开放式,O
010193.OF,农银养老2045五年A,混合型,,混合型,契约型开放式,O
010409.OF,富国消费精选30A,股票型,,股票型,契约型开放式,O
010511.OF,博时鑫康C,混合型,,混合型,契约型开放式,O
010508.OF,博时鑫康A,混合型,,混合型,契约型开放式,O
009396.OF,大成安诚A,债券型,,债券型,契约型开放式,O
009397.OF,大成安诚C,债券型,,债券型,契约型开放式,O
009816.OF,大摩丰裕63个月定开,债券型,,债券型,契约型开放式,O
010112.OF,广发研究精选A,股票型,,股票型,契约型开放式,O
010205.OF,国寿安保裕安A,混合型,,混合型,契约型开放式,O
010113.OF,广发研究精选C,股票型,,股票型,契约型开放式,O
010388.OF,易方达医药生物C,股票型,,股票型,契约型开放式,O
010387.OF,易方达医药生物A,股票型,,股票型,契约型开放式,O
010036.OF,广发恒通六个月持有A,混合型,,混合型,契约型开放式,O
009778.OF,长信消费升级A,混合型,,混合型,契约型开放式,O
010057.OF,平安瑞兴1年持有C,混合型,,混合型,契约型开放式,O
010272.OF,国富价值成长一年持有C,混合型,,混合型,契约型开放式,O
009779.OF,长信消费升级C,混合型,,混合型,契约型开放式,O
010038.OF,广发恒通六个月持有C,混合型,,混合型,契约型开放式,O
010271.OF,国富价值成长一年持有A,混合型,,混合型,契约型开放式,O
010056.OF,平安瑞兴1年持有A,混合型,,混合型,契约型开放式,O
010431.OF,招商安阳C,债券型,,债券型,契约型开放式,O
010430.OF,招商安阳A,债券型,,债券型,契约型开放式,O
009830.OF,长城优选增强六个月持有C,混合型,,混合型,契约型开放式,O
009829.OF,长城优选增强六个月持有A,混合型,,混合型,契约型开放式,O
009266.OF,鹏扬景合六个月持有,混合型,,混合型,契约型开放式,O
010439.OF,汇添富稳健汇盈一年持有,混合型,,混合型,契约型开放式,O
010206.OF,国寿安保裕安C,混合型,,混合型,契约型开放式,O
010221.OF,海富通消费核心资产C,混合型,,混合型,契约型开放式,O
010296.OF,万家互联互通中国优势量化策略A,混合型,,混合型,契约型开放式,O
010220.OF,海富通消费核心资产A,混合型,,混合型,契约型开放式,O
010297.OF,万家互联互通中国优势量化策略C,混合型,,混合型,契约型开放式,O
010282.OF,中信建投智享生活A,混合型,,混合型,契约型开放式,O
010283.OF,中信建投智享生活C,混合型,,混合型,契约型开放式,O
010556.OF,汇添富沪深300指数增强C,股票型,,增强指数型,契约型开放式,O
005530.OF,汇添富沪深300指数增强A,股票型,,增强指数型,契约型开放式,O
009304.OF,恒生前海恒颐五年定开C,债券型,,债券型,契约型开放式,O
009303.OF,恒生前海恒颐五年定开A,债券型,,债券型,契约型开放式,O
009738.OF,格林泓安63个月定开,债券型,,债券型,契约型开放式,O
010390.OF,易方达科益C,混合型,,混合型,契约型开放式,O
010389.OF,易方达科益A,混合型,,混合型,契约型开放式,O
009773.OF,嘉实彭博国开债1-5年C,债券型,,被动指数型,契约型开放式,O
009772.OF,嘉实彭博国开债1-5年A,债券型,,被动指数型,契约型开放式,O
009685.OF,景顺长城景泰宝利一年定开,债券型,,债券型,契约型开放式,O
009953.OF,华泰柏瑞锦乾,债券型,,债券型,契约型开放式,O
010500.OF,中银创新医疗C,混合型,,混合型,契约型开放式,O
010484.OF,中银量化精选C,混合型,,灵活配置型,契约型开放式,O
010215.OF,中欧达益稳健一年持有A,混合型,,混合型,契约型开放式,O
010216.OF,中欧达益稳健一年持有C,混合型,,混合型,契约型开放式,O
010432.OF,广发国证2000ETF联接C,股票型,,被动指数型,契约型开放式,O
010386.OF,华安汇嘉精选C,混合型,,混合型,契约型开放式,O
010385.OF,华安汇嘉精选A,混合型,,混合型,契约型开放式,O
010238.OF,安信创新先锋C,混合型,,混合型,契约型开放式,O
010237.OF,安信创新先锋A,混合型,,混合型,契约型开放式,O
472007.OF,汇添富利率债,债券型,,债券型,契约型开放式,O
008615.OF,浙商汇金聚泓两年定开A,债券型,,债券型,契约型开放式,O
010363.OF,信澳匠心臻选两年持有,混合型,,混合型,契约型开放式,O
008616.OF,浙商汇金聚泓两年定开C,债券型,,债券型,契约型开放式,O
010464.OF,鹏扬淳稳66个月定开C,债券型,,债券型,契约型开放式,O
010463.OF,鹏扬淳稳66个月定开A,债券型,,债券型,契约型开放式,O
010505.OF,申万菱信创业板量化精选C,股票型,,股票型,契约型开放式,O
009748.OF,汇丰晋信惠安纯债63个月定开,债券型,,债券型,契约型开放式,O
010118.OF,天弘多元收益A,债券型,,债券型,契约型开放式,O
010119.OF,天弘多元收益C,债券型,,债券型,契约型开放式,O
910022.OF,东方红启航三年持有A,混合型,,混合型,契约型开放式,O
010225.OF,东方红启航三年持有B,混合型,,混合型,契约型开放式,O
009942.OF,财通资管鸿益中短债E,债券型,,债券型,契约型开放式,O
009203.OF,鹏扬稳利A,债券型,,债券型,契约型开放式,O
009204.OF,鹏扬稳利C,债券型,,债券型,契约型开放式,O
010146.OF,格林中短债C,债券型,,债券型,契约型开放式,O
010145.OF,格林中短债A,债券型,,债券型,契约型开放式,O
010187.OF,嘉实核心成长C,混合型,,混合型,契约型开放式,O
010182.OF,兴业优势产业C,混合型,,混合型,契约型开放式,O
010203.OF,天弘中证科技100指数增强C,股票型,,增强指数型,契约型开放式,O
010293.OF,华商量化优质精选,混合型,,混合型,契约型开放式,O
010186.OF,嘉实核心成长A,混合型,,混合型,契约型开放式,O
010143.OF,交银启欣,混合型,,混合型,契约型开放式,O
010181.OF,兴业优势产业A,混合型,,混合型,契约型开放式,O
010356.OF,诺安创业板指数增强C,股票型,,增强指数型,契约型开放式,O
010352.OF,诺安沪深300指数增强C,股票型,,增强指数型,契约型开放式,O
010355.OF,诺安中证500指数增强C,股票型,,增强指数型,契约型开放式,O
010351.OF,诺安中证100C,股票型,,被动指数型,契约型开放式,O
010349.OF,诺安低碳经济C,股票型,,股票型,契约型开放式,O
010202.OF,天弘中证科技100指数增强A,股票型,,增强指数型,契约型开放式,O
008337.OF,宝盈祥裕增强回报C,混合型,,混合型,契约型开放式,O
010228.OF,平安鼎弘C,混合型,,混合型,契约型开放式,O
010229.OF,平安鼎弘D,混合型,,混合型,契约型开放式,O
008336.OF,宝盈祥裕增强回报A,混合型,,混合型,契约型开放式,O
010305.OF,华夏创新驱动A,混合型,,混合型,契约型开放式,O
010306.OF,华夏创新驱动C,混合型,,混合型,契约型开放式,O
010302.OF,达诚成长先锋C,混合型,,混合型,契约型开放式,O
010301.OF,达诚成长先锋A,混合型,,混合型,契约型开放式,O
010365.OF,鹏华港股通中证香港银行C,股票型,,被动指数型,契约型开放式,O
010366.OF,鹏华中证医药卫生C,股票型,,被动指数型,契约型开放式,O
010364.OF,鹏华中证空天军工C,股票型,,被动指数型,契约型开放式,O
009842.OF,东方红明鉴优选两年定开,混合型,,混合型,契约型开放式,O
010063.OF,南方行业精选一年C,混合型,,混合型,契约型开放式,O
010062.OF,南方行业精选一年A,混合型,,混合型,契约型开放式,O
010180.OF,华夏科技龙头两年持有,混合型,,混合型,契约型开放式,O
010433.OF,广发新兴产业精选C,混合型,,灵活配置型,契约型开放式,O
010292.OF,东方红核心优选一年C,混合型,,混合型,契约型开放式,O
010419.OF,申万菱信中证环保产业C,股票型,,被动指数型,契约型开放式,O
010326.OF,博时消费创新A,混合型,,混合型,契约型开放式,O
010147.OF,博道嘉兴一年持有,混合型,,混合型,契约型开放式,O
010327.OF,博时消费创新C,混合型,,混合型,契约型开放式,O
513300.SH,纳斯达克ETF,股票型,20201105,被动指数型,契约型开放式,E
010189.OF,中欧添益一年持有C,混合型,,混合型,契约型开放式,O
010188.OF,中欧添益一年持有A,混合型,,混合型,契约型开放式,O
008028.OF,申万菱信安泰广利63个月定开,债券型,,债券型,契约型开放式,O
010110.OF,广发医药健康A,混合型,,混合型,契约型开放式,O
010111.OF,广发医药健康C,混合型,,混合型,契约型开放式,O
009923.OF,华夏鼎富C,债券型,,债券型,契约型开放式,O
009922.OF,华夏鼎富A,债券型,,债券型,契约型开放式,O
009941.OF,格林稳健价值C,混合型,,灵活配置型,契约型开放式,O
009940.OF,格林稳健价值A,混合型,,灵活配置型,契约型开放式,O
009980.OF,新华安享惠融88个月定开C,债券型,,债券型,契约型开放式,O
009979.OF,新华安享惠融88个月定开A,债券型,,债券型,契约型开放式,O
010291.OF,华泰柏瑞研究精选C,混合型,,混合型,契约型开放式,O
010201.OF,农银汇理智增一年定开,混合型,,混合型,契约型开放式,O
009995.OF,嘉实创新先锋C,混合型,,混合型,契约型开放式,O
009994.OF,嘉实创新先锋A,混合型,,混合型,契约型开放式,O
010434.OF,红土创新医疗保健,股票型,,股票型,契约型开放式,O
010264.OF,鹏华成长智选A,混合型,,混合型,契约型开放式,O
010298.OF,汇添富品牌驱动六个月持有,混合型,,混合型,契约型开放式,O
010265.OF,鹏华成长智选C,混合型,,混合型,契约型开放式,O
009818.OF,红塔红土稳健精选C,混合型,,混合型,契约型开放式,O
009817.OF,红塔红土稳健精选A,混合型,,混合型,契约型开放式,O
010321.OF,中银大健康C,股票型,,股票型,契约型开放式,O
008827.OF,建信易盛郑商所能源化工期货ETF联接A,商品型,,能源化工期货型,契约型开放式,O
008828.OF,建信易盛郑商所能源化工期货ETF联接C,商品型,,能源化工期货型,契约型开放式,O
010324.OF,广发招财短债E,债券型,,债券型,契约型开放式,O
010083.OF,中银欣享利率债,债券型,,债券型,契约型开放式,O
010312.OF,中银金融地产C,混合型,,混合型,契约型开放式,O
009608.OF,广发中证500指数增强A,股票型,,增强指数型,契约型开放式,O
009609.OF,广发中证500指数增强C,股票型,,增强指数型,契约型开放式,O
900052.OF,中信证券臻选回报两年持有B,混合型,,混合型,契约型开放式,O
900152.OF,中信证券臻选回报两年持有C,混合型,,混合型,契约型开放式,O
900022.OF,中信证券臻选回报两年持有A,混合型,,混合型,契约型开放式,O
860056.OF,光大阳光优选一年持有C,混合型,,混合型,契约型开放式,O
860055.OF,光大阳光优选一年持有B,混合型,,混合型,契约型开放式,O
860006.OF,光大阳光优选一年持有A,混合型,,混合型,契约型开放式,O
009820.OF,嘉实浦惠6个月持有A,混合型,,混合型,契约型开放式,O
009821.OF,嘉实浦惠6个月持有C,混合型,,混合型,契约型开放式,O
009160.OF,前海联合智选3个月持有C,混合型,,混合型,契约型开放式,O
009159.OF,前海联合智选3个月持有A,混合型,,混合型,契约型开放式,O
880007.OF,招商资管智远成长A,混合型,,灵活配置型,契约型开放式,O
881007.OF,招商资管智远成长C,混合型,,灵活配置型,契约型开放式,O
010223.OF,博时双季享六个月持有A,债券型,,债券型,契约型开放式,O
010226.OF,博时双季享六个月持有B,债券型,,债券型,契约型开放式,O
010227.OF,博时双季享六个月持有C,债券型,,债券型,契约型开放式,O
501207.SH,华夏创新未来LOF,混合型,20210121,混合型,契约型开放式,E
501206.SH,添富创新未来LOF,混合型,20210121,混合型,契约型开放式,E
010213.OF,中欧互联网先锋A,混合型,,混合型,契约型开放式,O
010214.OF,中欧互联网先锋C,混合型,,混合型,契约型开放式,O
501208.SH,中欧创新未来LOF,混合型,20210121,混合型,契约型开放式,E
009849.OF,安信稳健聚申一年持有A,混合型,,混合型,契约型开放式,O
009335.OF,工银稳健养老A,混合型,,混合型,契约型开放式,O
009999.OF,东方中国红利,混合型,,混合型,契约型开放式,O
010054.OF,万家健康产业A,混合型,,混合型,契约型开放式,O
010055.OF,万家健康产业C,混合型,,混合型,契约型开放式,O
501205.SH,鹏华创新未来LOF,混合型,20210121,混合型,契约型开放式,E
008916.OF,华夏中证浙江国资创新发展ETF联接A,股票型,,被动指数型,契约型开放式,O
008917.OF,华夏中证浙江国资创新发展ETF联接C,股票型,,被动指数型,契约型开放式,O
009477.OF,中银上海金ETF联接A,商品型,,黄金现货合约,契约型开放式,O
009354.OF,浙商科技创新一个月滚动持有C,混合型,,混合型,契约型开放式,O
009353.OF,浙商科技创新一个月滚动持有A,混合型,,混合型,契约型开放式,O
009478.OF,中银上海金ETF联接C,商品型,,黄金现货合约,契约型开放式,O
010058.OF,天弘荣创一年持有,混合型,,混合型,契约型开放式,O
007684.OF,华商转债精选C,债券型,,债券型,契约型开放式,O
006354.OF,国泰民裕进取,混合型,,灵活配置型,契约型开放式,O
007683.OF,华商转债精选A,债券型,,债券型,契约型开放式,O
010034.OF,安信成长精选C,混合型,,混合型,契约型开放式,O
159822.SZ,新经济ETF,股票型,20201023,被动指数型,契约型开放式,E
010033.OF,安信成长精选A,混合型,,混合型,契约型开放式,O
009804.OF,国泰研究优势A,混合型,,混合型,契约型开放式,O
010211.OF,景顺长城顺鑫回报A,混合型,,混合型,契约型开放式,O
010212.OF,景顺长城顺鑫回报C,混合型,,混合型,契约型开放式,O
009983.OF,永赢港股通品质生活慧选,混合型,,混合型,契约型开放式,O
010011.OF,景顺长城景颐招利6个月持有A,债券型,,债券型,契约型开放式,O
159821.SZ,BOCI创业板ETF,股票型,20201029,被动指数型,契约型开放式,E
010012.OF,景顺长城景颐招利6个月持有C,债券型,,债券型,契约型开放式,O
501203.SH,易基创新未来LOF,混合型,20210121,混合型,契约型开放式,E
588090.SH,科创板ETF,股票型,20201116,被动指数型,契约型开放式,E
588050.SH,科创ETF,股票型,20201116,被动指数型,契约型开放式,E
588080.SH,科创板50ETF,股票型,20201116,被动指数型,契约型开放式,E
009395.OF,鑫元安鑫回报A,混合型,,混合型,契约型开放式,O
588000.SH,科创50ETF,股票型,20201116,被动指数型,契约型开放式,E
009358.OF,兴业稳健双利一年A,债券型,,债券型,契约型开放式,O
009359.OF,兴业稳健双利一年C,债券型,,债券型,契约型开放式,O
010234.OF,华泰柏瑞量化增强C,混合型,,混合型,契约型开放式,O
