l1_code,l1_name,l2_code,l2_name,l3_code,l3_name,ts_code,name,in_date,out_date,is_new,PC50,PC120,PC250
801210.SI,社会服务,801994.SI,教育,859852.SI,培训教育,002607.SZ,中公教育,20110729,,Y,0.3,0.21875,-0.22772
801210.SI,社会服务,801994.SI,教育,859852.SI,培训教育,000526.SZ,学大教育,20170629,,Y,-0.21059,-0.29441,0.33295
801210.SI,社会服务,801994.SI,教育,859853.SI,教育运营及其他,300010.SZ,豆神教育,20220729,,Y,1.02555,1.09434,1.60563
801210.SI,社会服务,801994.SI,教育,859851.SI,学历教育,002093.SZ,国脉科技,20240730,,Y,0.36013,0.20118,0.06983
