ts_code,symbol,name,industry,market,list_date,circ_mv,turnover_rate_f
000001.SZ,000001,平安银行,银行,主板,1991-04-03,21967159.0417,1.8166
000002.SZ,000002,万科A,全国地产,主板,1991-01-29,8959014.8675,3.5988
000008.SZ,000008,神州高铁,运输设备,主板,1992-05-07,668820.0671,5.6659
000009.SZ,000009,中国宝安,电气设备,主板,1991-06-25,2559084.615,6.6774
000012.SZ,000012,南玻A,玻璃,主板,1992-02-28,1063888.8472,3.7468
000021.SZ,000021,深科技,元器件,主板,1994-02-02,3532799.2862,29.1556
000027.SZ,000027,深圳能源,火力发电,主板,1993-09-03,3235025.1429,2.61
000028.SZ,000028,国药一致,医药商业,主板,1993-08-09,1332813.7518,2.2895
000029.SZ,000029,深深房A,区域地产,主板,1993-09-15,1462322.4,5.8987
000030.SZ,000030,富奥股份,汽车配件,主板,1993-09-29,859642.4062,5.6565
000031.SZ,000031,大悦城,全国地产,主板,1993-10-08,1312946.9914,2.4591
000032.SZ,000032,深桑达A,建筑工程,主板,1993-10-28,1236656.9895,13.3697
000034.SZ,000034,神州数码,软件服务,主板,1994-05-09,1843411.2717,8.2904
000035.SZ,000035,中国天楹,环境保护,主板,1994-04-08,1135271.6322,1.9738
000039.SZ,000039,中集集团,运输设备,主板,1994-04-08,1990717.177,2.9615
000045.SZ,000045,深纺织A,元器件,主板,1994-08-15,600069.6877,49.2278
000048.SZ,000048,京基智农,区域地产,主板,1994-11-01,940260.9323,3.005
000049.SZ,000049,德赛电池,电气设备,主板,1995-03-20,972393.3252,3.2841
000050.SZ,000050,深天马A,元器件,主板,1995-03-15,2179996.8293,9.4964
000059.SZ,000059,华锦股份,石油加工,主板,1997-01-30,849303.9871,4.4175
000060.SZ,000060,中金岭南,铅锌,主板,1997-01-23,1812592.552,2.2304
000061.SZ,000061,农产品,农业综合,主板,1997-01-10,1131854.315,1.3211
000062.SZ,000062,深圳华强,元器件,主板,1997-01-30,3966708.5501,59.042
000063.SZ,000063,中兴通讯,通信设备,主板,1997-11-18,12181948.6869,4.3649
000065.SZ,000065,北方国际,建筑工程,主板,1998-06-05,909481.434,2.995
000066.SZ,000066,中国长城,IT设备,主板,1997-06-26,4540822.6987,7.4454
000069.SZ,000069,华侨城A,全国地产,主板,1997-09-10,1992543.2746,4.4729
000088.SZ,000088,盐田港,港口,主板,1997-07-28,1108823.7882,1.7855
000089.SZ,000089,深圳机场,机场,主板,1998-04-20,1427316.7125,1.2037
000090.SZ,000090,天健集团,建筑工程,主板,1999-07-21,803437.7716,3.2792
000096.SZ,000096,广聚能源,石油贸易,主板,2000-07-24,623234.56,4.3094
000099.SZ,000099,中信海直,空运,主板,2000-07-31,1868054.4899,27.1117
000100.SZ,000100,TCL科技,元器件,主板,2004-01-30,8723297.923,10.5069
000155.SZ,000155,川能动力,新型电力,主板,2000-09-26,1486278.8806,2.1526
000156.SZ,000156,华数传媒,影视音像,主板,2000-09-06,1247708.8937,1.4622
000157.SZ,000157,中联重科,工程机械,主板,2000-10-12,4815017.3529,1.4889
000158.SZ,000158,常山北明,软件服务,主板,2000-07-24,5346185.9333,20.5031
000166.SZ,000166,申万宏源,证券,主板,2015-01-26,11786070.3263,1.2593
000301.SZ,000301,东方盛虹,化纤,主板,2000-05-29,4595502.7301,0.6273
000333.SZ,000333,美的集团,家用电器,主板,2013-09-18,50051481.3653,0.8579
000338.SZ,000338,潍柴动力,汽车配件,主板,2007-04-30,6703400.5619,1.4331
000400.SZ,000400,许继电气,电气设备,主板,1997-04-18,3058235.4972,3.1041
000401.SZ,000401,冀东水泥,水泥,主板,1996-06-14,903623.9937,4.3923
000402.SZ,000402,金融街,全国地产,主板,1996-06-26,1007033.477,8.9099
000403.SZ,000403,派林生物,生物制药,主板,1996-06-28,1528417.9798,1.6425
000404.SZ,000404,长虹华意,家用电器,主板,1996-06-19,542610.5217,6.7457
000408.SZ,000408,藏格矿业,农药化肥,主板,1996-06-28,4561088.0017,1.3204
000415.SZ,000415,渤海租赁,多元金融,主板,1996-07-16,1633991.8905,6.7281
000422.SZ,000422,湖北宜化,农药化肥,主板,1996-08-15,1447507.5466,12.7435
000423.SZ,000423,东阿阿胶,中成药,主板,1996-07-29,3814274.7286,1.2867
000425.SZ,000425,徐工机械,工程机械,主板,1996-08-28,6106309.3412,0.9484
000426.SZ,000426,兴业银锡,铅锌,主板,1996-08-28,2372833.5822,2.9844
000429.SZ,000429,粤高速A,路桥,主板,1998-02-20,1425842.9172,2.2527
000488.SZ,000488,晨鸣纸业,造纸,主板,2000-11-20,657988.435,1.5886
000498.SZ,000498,山东路桥,建筑工程,主板,1997-06-09,895152.5544,4.0158
000501.SZ,000501,武商集团,百货,主板,1992-11-20,642293.6929,2.4425
000503.SZ,000503,国新健康,软件服务,主板,1992-11-30,1432667.238,14.6754
000513.SZ,000513,丽珠集团,化学制药,主板,1993-10-28,2215824.54,2.7621
000516.SZ,000516,国际医学,医疗保健,主板,1993-08-09,1193307.4622,2.2651
000517.SZ,000517,荣安地产,区域地产,主板,1993-08-06,605552.6991,5.5273
