ts_code,symbol,name,industry,market,list_date,circ_mv,turnover_rate_f
000001.SZ,000001,平安银行,银行,主板,1991-04-03,22607544.4201,2.0408
000002.SZ,000002,万科A,全国地产,主板,1991-01-29,9075618.0979,4.4408
000008.SZ,000008,神州高铁,运输设备,主板,1992-05-07,741342.725,10.3191
000009.SZ,000009,中国宝安,电气设备,主板,1991-06-25,2635627.5247,3.9559
000012.SZ,000012,南玻A,玻璃,主板,1992-02-28,1085440.9233,2.5657
000021.SZ,000021,深科技,元器件,主板,1994-02-02,3234758.357,16.9743
000027.SZ,000027,深圳能源,火力发电,主板,1993-09-03,3215995.5832,3.2783
000028.SZ,000028,国药一致,医药商业,主板,1993-08-09,1430336.7093,6.7161
000029.SZ,000029,深深房A,区域地产,主板,1993-09-15,1571104.92,6.8245
000030.SZ,000030,富奥股份,汽车配件,主板,1993-09-29,930715.2036,7.7281
000031.SZ,000031,大悦城,全国地产,主板,1993-10-08,1352975.8631,3.4599
000032.SZ,000032,深桑达A,建筑工程,主板,1993-10-28,1228919.8238,8.1897
000034.SZ,000034,神州数码,软件服务,主板,1994-05-09,2052902.3877,11.5903
000035.SZ,000035,中国天楹,环境保护,主板,1994-04-08,1222600.2193,3.1615
000039.SZ,000039,中集集团,运输设备,主板,1994-04-08,2020635.4698,2.4465
000045.SZ,000045,深纺织A,元器件,主板,1994-08-15,519633.8423,14.9225
000048.SZ,000048,京基智农,区域地产,主板,1994-11-01,911482.7735,2.337
000049.SZ,000049,德赛电池,电气设备,主板,1995-03-20,988157.7089,4.9033
000050.SZ,000050,深天马A,元器件,主板,1995-03-15,2248812.9637,7.2455
000059.SZ,000059,华锦股份,石油加工,主板,1997-01-30,823712.9066,4.0786
000060.SZ,000060,中金岭南,铅锌,主板,1997-01-23,1943398.2001,4.9701
000061.SZ,000061,农产品,农业综合,主板,1997-01-10,1133551.248,1.7583
000062.SZ,000062,深圳华强,元器件,主板,1997-01-30,3321256.7639,24.9299
000063.SZ,000063,中兴通讯,通信设备,主板,1997-11-18,12516197.1963,4.4613
000065.SZ,000065,北方国际,建筑工程,主板,1998-06-05,948433.3281,5.2912
000066.SZ,000066,中国长城,IT设备,主板,1997-06-26,5286612.7054,39.9349
000069.SZ,000069,华侨城A,全国地产,主板,1997-09-10,2082173.2489,4.0618
000088.SZ,000088,盐田港,港口,主板,1997-07-28,1138062.5493,3.0815
000089.SZ,000089,深圳机场,机场,主板,1998-04-20,1509346.4086,4.6836
000090.SZ,000090,天健集团,建筑工程,主板,1999-07-21,833333.1306,4.018
000096.SZ,000096,广聚能源,石油贸易,主板,2000-07-24,644179.328,3.5682
000099.SZ,000099,中信海直,空运,主板,2000-07-31,2117852.474,32.9736
000100.SZ,000100,TCL科技,元器件,主板,2004-01-30,9573909.9612,12.1476
000155.SZ,000155,川能动力,新型电力,主板,2000-09-26,1534265.197,4.2378
000156.SZ,000156,华数传媒,影视音像,主板,2000-09-06,1261307.9007,1.6856
000157.SZ,000157,中联重科,工程机械,主板,2000-10-12,5225106.9366,2.4748
000158.SZ,000158,常山北明,软件服务,主板,2000-07-24,5644695.8696,53.1444
000166.SZ,000166,申万宏源,证券,主板,2015-01-26,12822703.6628,3.3493
000301.SZ,000301,东方盛虹,化纤,主板,2000-05-29,4507550.5247,1.0623
000333.SZ,000333,美的集团,家用电器,主板,2013-09-18,50377083.2912,0.8835
000338.SZ,000338,潍柴动力,汽车配件,主板,2007-04-30,6852475.4447,3.1987
000400.SZ,000400,许继电气,电气设备,主板,1997-04-18,3144951.0438,4.3531
