ts_code,name
301297.SZ,富乐德
000059.SZ,华锦股份
002203.SZ,海亮股份
600516.SH,方大炭素
000950.SZ,重药控股
601238.SH,广汽集团
688203.SH,海正生材
600449.SH,宁夏建材
300586.SZ,美联新材
002282.SZ,博深股份
603214.SH,爱婴室
000628.SZ,高新发展
301159.SZ,三维天地
000048.SZ,京基智农
601107.SH,四川成渝
002401.SZ,中远海科
001696.SZ,宗申动力
002393.SZ,力生制药
000970.SZ,中科三环
301026.SZ,浩通科技
301509.SZ,金凯生科
002903.SZ,宇环数控
002606.SZ,大连电瓷
600882.SH,妙可蓝多
603328.SH,依顿电子
002900.SZ,哈三联
688659.SH,元琛科技
301053.SZ,远信工业
601579.SH,会稽山
002254.SZ,泰和新材
301113.SZ,雅艺科技
301075.SZ,多瑞医药
837023.BJ,芭薇股份
601658.SH,邮储银行
301273.SZ,瑞晨环保
002961.SZ,瑞达期货
001213.SZ,中铁特货
300902.SZ,国安达
000619.SZ,海螺新材
002660.SZ,茂硕电源
600835.SH,上海机电
000610.SZ,西安旅游
688584.SH,上海合晶
688011.SH,新光光电
300771.SZ,智莱科技
603373.SH,安邦护卫
301376.SZ,致欧科技
300314.SZ,戴维医疗
603013.SH,亚普股份
603192.SH,汇得科技
600884.SH,杉杉股份
300611.SZ,美力科技
688102.SH,斯瑞新材
830879.BJ,基康仪器
002534.SZ,西子洁能
600158.SH,中体产业
301510.SZ,固高科技
001203.SZ,大中矿业
603093.SH,南华期货
300183.SZ,东软载波
603043.SH,广州酒家
000978.SZ,桂林旅游
000709.SZ,河钢股份
603111.SH,康尼机电
300620.SZ,光库科技
605222.SH,起帆电缆
688159.SH,有方科技
601992.SH,金隅集团
301051.SZ,信濠光电
603050.SH,科林电气
601616.SH,广电电气
601811.SH,新华文轩
300870.SZ,欧陆通
000829.SZ,天音控股
300606.SZ,金太阳
002461.SZ,珠江啤酒
002400.SZ,省广集团
600850.SH,电科数字
300452.SZ,山河药辅
301528.SZ,多浦乐
002496.SZ,辉丰股份
000301.SZ,东方盛虹
600749.SH,西藏旅游
603153.SH,上海建科
300024.SZ,机器人
000030.SZ,富奥股份
300859.SZ,西域旅游
300848.SZ,美瑞新材
605338.SH,巴比食品
000681.SZ,视觉中国
300634.SZ,彩讯股份
838227.BJ,美登科技
002774.SZ,快意电梯
600305.SH,恒顺醋业
301429.SZ,森泰股份
002419.SZ,天虹股份
000069.SZ,华侨城A
002441.SZ,众业达
002453.SZ,华软科技
002763.SZ,汇洁股份
300949.SZ,奥雅股份
301081.SZ,严牌股份
002084.SZ,海鸥住工
003038.SZ,鑫铂股份
688339.SH,亿华通
600556.SH,天下秀
300455.SZ,航天智装
000969.SZ,安泰科技
603039.SH,泛微网络
301175.SZ,中科环保
603733.SH,仙鹤股份
002935.SZ,天奥电子
301323.SZ,新莱福
600025.SH,华能水电
688435.SH,英方软件
600817.SH,宇通重工
838262.BJ,太湖雪
603163.SH,圣晖集成
002314.SZ,南山控股
301262.SZ,海看股份
301578.SZ,辰奕智能
002998.SZ,优彩资源
600475.SH,华光环能
002467.SZ,二六三
003041.SZ,真爱美家
300341.SZ,麦克奥迪
300047.SZ,天源迪科
300527.SZ,中船应急
002163.SZ,海南发展
601279.SH,英利汽车
601718.SH,际华集团
002941.SZ,新疆交建
300660.SZ,江苏雷利
300008.SZ,天海防务
002559.SZ,亚威股份
600617.SH,国新能源
688182.SH,灿勤科技
600288.SH,大恒科技
600696.SH,岩石股份
300292.SZ,吴通控股
600780.SH,通宝能源
605366.SH,宏柏新材
000756.SZ,新华制药
002287.SZ,奇正藏药
002303.SZ,美盈森
603032.SH,德新科技
300951.SZ,博硕科技
002987.SZ,京北方
002581.SZ,未名医药
300307.SZ,慈星股份
300342.SZ,天银机电
000597.SZ,东北制药
002579.SZ,中京电子
600797.SH,浙大网新
002421.SZ,达实智能
300741.SZ,华宝股份
603178.SH,圣龙股份
300639.SZ,凯普生物
603466.SH,风语筑
600106.SH,重庆路桥
603610.SH,麒盛科技
000572.SZ,海马汽车
000881.SZ,中广核技
600523.SH,贵航股份
002009.SZ,天奇股份
600088.SH,中视传媒
600657.SH,信达地产
300401.SZ,花园生物
300287.SZ,飞利信
000886.SZ,海南高速
603693.SH,江苏新能
000966.SZ,长源电力
002334.SZ,英威腾
001269.SZ,欧晶科技
300271.SZ,华宇软件
300708.SZ,聚灿光电
603719.SH,良品铺子
001389.SZ,广合科技
002301.SZ,齐心集团
002194.SZ,武汉凡谷
600259.SH,广晟有色
002537.SZ,海联金汇
600300.SH,维维股份
605118.SH,力鼎光电
002516.SZ,旷达科技
300589.SZ,江龙船艇
301047.SZ,义翘神州
002275.SZ,桂林三金
300377.SZ,赢时胜
300184.SZ,力源信息
002724.SZ,海洋王
002093.SZ,国脉科技
000821.SZ,京山轻机
600927.SH,永安期货
600477.SH,杭萧钢构
300659.SZ,中孚信息
603068.SH,博通集成
000045.SZ,深纺织A
300766.SZ,每日互动
300075.SZ,数字政通
002326.SZ,永太科技
300185.SZ,通裕重工
002649.SZ,博彦科技
600058.SH,五矿发展
300065.SZ,海兰信
300079.SZ,数码视讯
600963.SH,岳阳林纸
600846.SH,同济科技
601388.SH,怡球资源
600619.SH,海立股份
300109.SZ,新开源
600488.SH,津药药业
002658.SZ,雪迪龙
002108.SZ,沧州明珠
600022.SH,山东钢铁
002217.SZ,*ST合泰
002284.SZ,亚太股份
600410.SH,华胜天成
002121.SZ,科陆电子
301123.SZ,奕东电子
600810.SH,神马股份
002140.SZ,东华科技
600525.SH,长园集团
002741.SZ,光华科技
002651.SZ,利君股份
300219.SZ,鸿利智汇
300085.SZ,银之杰
600639.SH,浦东金桥
000488.SZ,晨鸣纸业
300025.SZ,华星创业
002489.SZ,浙江永强
002556.SZ,辉隆股份
600609.SH,金杯汽车
600151.SH,航天机电
002662.SZ,京威股份
605018.SH,长华集团
000935.SZ,四川双马
002055.SZ,得润电子
300781.SZ,因赛集团
688313.SH,仕佳光子
600770.SH,综艺股份
601519.SH,大智慧
600990.SH,四创电子
600037.SH,歌华有线
002285.SZ,世联行
300696.SZ,爱乐达
600955.SH,维远股份
000029.SZ,深深房A
002642.SZ,荣联科技
300678.SZ,中科信息
000791.SZ,甘肃能源
000536.SZ,华映科技
600675.SH,中华企业
002258.SZ,利尔化学
600742.SH,一汽富维
002640.SZ,跨境通
600586.SH,金晶科技
603229.SH,奥翔药业
002636.SZ,金安国纪
002967.SZ,广电计量
600640.SH,国脉文化
002079.SZ,苏州固锝
600773.SH,西藏城投
300102.SZ,乾照光电
001337.SZ,四川黄金
601106.SH,中国一重
002146.SZ,荣盛发展
000676.SZ,智度股份
603327.SH,福蓉科技
300758.SZ,七彩化学
002017.SZ,东信和平
002302.SZ,西部建设
000413.SZ,ST旭电
600162.SH,香江控股
002654.SZ,万润科技
300026.SZ,红日药业
603918.SH,金桥信息
000553.SZ,安道麦A
000402.SZ,金融街
600268.SH,国电南自
002239.SZ,奥特佳
002929.SZ,润建股份
000968.SZ,蓝焰控股
688559.SH,海目星
002238.SZ,天威视讯
300232.SZ,洲明科技
300319.SZ,麦捷科技
600330.SH,天通股份
002183.SZ,怡亚通
002101.SZ,广东鸿图
002428.SZ,云南锗业
000158.SZ,常山北明
000544.SZ,中原环保
600648.SH,外高桥
000885.SZ,城发环境
003022.SZ,联泓新科
002782.SZ,可立克
002440.SZ,闰土股份
301389.SZ,隆扬电子
002664.SZ,信质集团
002354.SZ,天娱数科
300398.SZ,飞凯材料
002975.SZ,博杰股份
600248.SH,陕建股份
002375.SZ,亚厦股份
000901.SZ,航天科技
603053.SH,成都燃气
300613.SZ,富瀚微
300459.SZ,汤姆猫
000031.SZ,大悦城
002051.SZ,中工国际
000718.SZ,苏宁环球
300997.SZ,欢乐家
300397.SZ,天和防务
600500.SH,中化国际
000567.SZ,海德股份
002434.SZ,万里扬
600664.SH,哈药股份
002127.SZ,南极电商
002041.SZ,登海种业
002010.SZ,传化智联
601858.SH,中国科传
688318.SH,财富趋势
002060.SZ,广东建工
002449.SZ,国星光电
688161.SH,威高骨科
300821.SZ,东岳硅材
600171.SH,上海贝岭
603071.SH,物产环能
000008.SZ,神州高铁
002590.SZ,万安科技
600335.SH,国机汽车
600252.SH,中恒集团
600771.SH,广誉远
603881.SH,数据港
601869.SH,长飞光纤
000828.SZ,东莞控股
600874.SH,创业环保
002399.SZ,海普瑞
001287.SZ,中电港
600110.SH,诺德股份
603877.SH,太平鸟
002022.SZ,科华生物
300351.SZ,永贵电器
002191.SZ,劲嘉股份
002291.SZ,遥望科技
300280.SZ,紫天科技
300041.SZ,回天新材
002911.SZ,佛燃能源
002978.SZ,安宁股份
002167.SZ,东方锆业
002455.SZ,百川股份
603738.SH,泰晶科技
002097.SZ,山河智能
000498.SZ,山东路桥
603421.SH,鼎信通讯
000917.SZ,电广传媒
000062.SZ,深圳华强
603429.SH,集友股份
601949.SH,中国出版
600017.SH,日照港
002131.SZ,利欧股份
000898.SZ,鞍钢股份
600826.SH,兰生股份
002081.SZ,金螳螂
600208.SH,衢州发展
601158.SH,重庆水务
002382.SZ,蓝帆医疗
600682.SH,南京新百
002390.SZ,信邦制药
600246.SH,万通发展
002611.SZ,东方精工
603888.SH,新华网
300284.SZ,苏交科
000823.SZ,超声电子
002408.SZ,齐翔腾达
603220.SH,中贝通信
300098.SZ,高新兴
002815.SZ,崇达技术
002204.SZ,大连重工
000927.SZ,中国铁物
603595.SH,东尼电子
600490.SH,鹏欣资源
002362.SZ,汉王科技
002945.SZ,华林证券
600888.SH,新疆众和
002950.SZ,奥美医疗
600020.SH,中原高速
600328.SH,中盐化工
600126.SH,杭钢股份
601969.SH,海南矿业
603357.SH,设计总院
000627.SZ,天茂集团
300738.SZ,奥飞数据
603118.SH,共进股份
603906.SH,龙蟠科技
600567.SH,山鹰国际
601200.SH,上海环境
002641.SZ,公元股份
002214.SZ,大立科技
600185.SH,格力地产
000601.SZ,韶能股份
300068.SZ,南都电源
002626.SZ,金达威
300618.SZ,寒锐钴业
000990.SZ,诚志股份
002855.SZ,捷荣技术
300551.SZ,古鳌科技
002423.SZ,中粮资本
002023.SZ,海特高新
600284.SH,浦东建设
002677.SZ,浙江美大
002099.SZ,海翔药业
002585.SZ,双星新材
002498.SZ,汉缆股份
300134.SZ,大富科技
688626.SH,翔宇医疗
603985.SH,恒润股份
002125.SZ,湘潭电化
002866.SZ,传艺科技
002015.SZ,协鑫能科
600776.SH,东方通信
000547.SZ,航天发展
000959.SZ,首钢股份
600338.SH,西藏珠峰
600606.SH,绿地控股
000541.SZ,佛山照明
000088.SZ,盐田港
601609.SH,金田股份
600956.SH,新天绿能
601228.SH,广州港
601515.SH,东峰集团
600686.SH,金龙汽车
600789.SH,鲁抗医药
000537.SZ,中绿电
601566.SH,九牧王
600643.SH,爱建集团
000967.SZ,盈峰环境
002312.SZ,川发龙蟒
000930.SZ,中粮科技
000012.SZ,南玻A
300149.SZ,睿智医药
600167.SH,联美控股
002061.SZ,浙江交科
603960.SH,克来机电
600368.SH,五洲交通
600596.SH,新安股份
002222.SZ,福晶科技
000958.SZ,电投产融
603060.SH,国检集团
600006.SH,东风股份
000555.SZ,神州信息
601326.SH,秦港股份
002274.SZ,华昌化工
000688.SZ,国城矿业
600517.SH,国网英大
600552.SH,凯盛科技
000810.SZ,创维数字
000686.SZ,东北证券
002845.SZ,同兴达
002266.SZ,浙富控股
601698.SH,中国卫通
600098.SH,广州发展
002608.SZ,江苏国信
300709.SZ,精研科技
600186.SH,莲花控股
600331.SH,宏达股份
002145.SZ,中核钛白
600351.SH,亚宝药业
600688.SH,上海石化
000899.SZ,赣能股份
002242.SZ,九阳股份
000517.SZ,荣安地产
600551.SH,时代出版
000559.SZ,万向钱潮
002490.SZ,ST墨龙
002614.SZ,奥佳华
002226.SZ,江南化工
600056.SH,中国医药
600320.SH,振华重工
000096.SZ,广聚能源
600871.SH,石化油服
300206.SZ,理邦仪器
300171.SZ,东富龙
600787.SH,中储股份
600578.SH,京能电力
603355.SH,莱克电气
600446.SH,金证股份
000987.SZ,越秀资本
600339.SH,中油工程
600299.SH,安迪苏
002229.SZ,鸿博股份
600035.SH,楚天高速
601212.SH,白银有色
600072.SH,中船科技
000099.SZ,中信海直
600717.SH,天津港
600705.SH,中航产融
002091.SZ,江苏国泰
603077.SH,和邦生物
002320.SZ,海峡股份
600531.SH,豫光金铅
601018.SH,宁波港
002803.SZ,吉宏股份
300735.SZ,光弘科技
600236.SH,桂冠电力
600645.SH,中源协和
600667.SH,太极实业
600928.SH,西安银行
000629.SZ,钒钛股份
603826.SH,坤彩科技
601880.SH,辽港股份
000089.SZ,深圳机场
000727.SZ,冠捷科技
000582.SZ,北部湾港
603000.SH,人民网
002511.SZ,中顺洁柔
002544.SZ,普天科技
600428.SH,中远海特
600777.SH,ST新潮
000800.SZ,一汽解放
002085.SZ,万丰奥威
000617.SZ,中油资本
002456.SZ,欧菲光
603260.SH,合盛硅业
600221.SH,海航控股
000027.SZ,深圳能源
002221.SZ,东华能源
002158.SZ,汉钟精机
601727.SH,上海电气
600094.SH,大名城
002747.SZ,埃斯顿
601319.SH,中国人保
600018.SH,上港集团
600635.SH,大众公用
601068.SH,中铝国际
002493.SZ,荣盛石化
601828.SH,美凯龙
600775.SH,南京熊猫
605198.SH,安德利
601628.SH,中国人寿
002703.SZ,浙江世宝
601998.SH,中信银行
002936.SZ,郑州银行
601988.SH,中国银行
600028.SH,中国石化
601857.SH,中国石油
601288.SH,农业银行
601398.SH,工商银行
