ts_code,symbol,name,industry,market,list_date,circ_mv,turnover_rate_f
000403.SZ,000403,派林生物,生物制药,主板,1996-06-28,1536653.73,1.6862
000404.SZ,000404,长虹华意,家用电器,主板,1996-06-19,533601.6624,6.2717
000408.SZ,000408,藏格矿业,农药化肥,主板,1996-06-28,4540542.5602,1.3582
000415.SZ,000415,渤海租赁,多元金融,主板,1996-07-16,1795773.2658,5.0301
000422.SZ,000422,湖北宜化,农药化肥,主板,1996-08-15,1425346.6795,8.1795
000423.SZ,000423,东阿阿胶,中成药,主板,1996-07-29,3790447.5861,1.5107
000425.SZ,000425,徐工机械,工程机械,主板,1996-08-28,6309311.6464,2.1254
000426.SZ,000426,兴业银锡,铅锌,主板,1996-08-28,2275709.8364,3.7075
000429.SZ,000429,粤高速A,路桥,主板,1998-02-20,1401079.649,2.5268
000488.SZ,000488,晨鸣纸业,造纸,主板,2000-11-20,622648.9026,5.4975
000498.SZ,000498,山东路桥,建筑工程,主板,1997-06-09,940347.553,8.142
000501.SZ,000501,武商集团,百货,主板,1992-11-20,642293.6929,2.0675
000503.SZ,000503,国新健康,软件服务,主板,1992-11-30,1398283.2243,13.457
000513.SZ,000513,丽珠集团,化学制药,主板,1993-10-28,2197515.8292,2.5709
000516.SZ,000516,国际医学,医疗保健,主板,1993-08-09,1206640.5064,1.6622
000517.SZ,000517,荣安地产,区域地产,主板,1993-08-06,618012.6312,7.7743
000519.SZ,000519,中兵红箭,专用机械,主板,1993-10-08,2363172.5925,13.2723
000521.SZ,000521,长虹美菱,家用电器,主板,1993-10-18,774572.6612,7.9833
000526.SZ,000526,学大教育,文教休闲,主板,1993-11-01,560577.1774,6.9249
000528.SZ,000528,柳工,工程机械,主板,1993-11-18,1733621.5525,1.8585
000529.SZ,000529,广弘控股,食品,主板,1993-11-18,327683.5168,3.7193
000536.SZ,000536,华映科技,元器件,主板,1993-11-26,1530747.7139,0.8768
000537.SZ,000537,中绿电,新型电力,主板,1993-12-10,1851345.5957,4.757
000538.SZ,000538,云南白药,中成药,主板,1993-12-15,10096196.5997,2.0348
000539.SZ,000539,粤电力A,火力发电,主板,1993-11-26,1253963.2547,10.0987
000541.SZ,000541,佛山照明,家用电器,主板,1993-11-23,670134.4905,3.7267
000543.SZ,000543,皖能电力,火力发电,主板,1993-12-20,1768153.3982,4.4394
000544.SZ,000544,中原环保,环境保护,主板,1993-12-08,876241.3547,4.9675
000547.SZ,000547,航天发展,通信设备,主板,1993-11-30,1337391.286,5.2481
000550.SZ,000550,江铃汽车,汽车整车,主板,1993-12-01,1332450.3212,8.485
000551.SZ,000551,创元科技,专用机械,主板,1994-01-06,553906.9682,15.7204
000552.SZ,000552,甘肃能化,煤炭开采,主板,1994-01-06,1017136.2979,6.0724
000553.SZ,000553,安道麦A,农药化肥,主板,1993-12-03,1604498.7188,17.7207
000555.SZ,000555,神州信息,软件服务,主板,1994-04-08,1193971.8584,11.0122
000559.SZ,000559,万向钱潮,汽车配件,主板,1994-01-10,2154063.7704,5.9198
000560.SZ,000560,我爱我家,房产服务,主板,1994-02-02,798366.4275,23.2271
000563.SZ,000563,陕国投A,多元金融,主板,1994-01-10,2055816.0839,10.0095
000567.SZ,000567,海德股份,多元金融,主板,1994-05-25,1635991.7365,24.1861
000568.SZ,000568,泸州老窖,白酒,主板,1994-05-09,19883247.3185,2.4543
000572.SZ,000572,海马汽车,汽车整车,主板,1994-08-08,871984.4239,21.3765
000581.SZ,000581,威孚高科,汽车配件,主板,1998-09-24,1461421.4093,2.0733
000582.SZ,000582,北部湾港,港口,主板,1995-11-02,1130559.1571,2.7772
000589.SZ,000589,贵州轮胎,汽车配件,主板,1996-03-08,757403.2145,3.8867
000591.SZ,000591,太阳能,新型电力,主板,1996-02-08,1864023.7516,4.5616
000596.SZ,000596,古井贡酒,白酒,主板,1996-09-27,7698432.6,1.6153
000597.SZ,000597,东北制药,化学制药,主板,1996-05-23,710467.1219,4.9126
000598.SZ,000598,兴蓉环境,水务,主板,1996-05-29,2195406.6221,1.819
000600.SZ,000600,建投能源,火力发电,主板,1996-06-06,571186.659,5.0169
000601.SZ,000601,韶能股份,水力发电,主板,1996-08-30,452712.7618,2.4625
000603.SZ,000603,盛达资源,铅锌,主板,1996-08-23,944939.8493,1.2223
000610.SZ,000610,西安旅游,旅游服务,主板,1996-09-26,304251.7802,9.7125
000612.SZ,000612,焦作万方,铝,主板,1996-09-26,887608.0073,8.7461
000617.SZ,000617,中油资本,多元金融,主板,1996-10-22,11162955.8268,27.3994
000623.SZ,000623,吉林敖东,中成药,主板,1996-10-28,2068586.0794,3.8926
000625.SZ,000625,长安汽车,汽车整车,主板,1997-06-10,10897899.2651,4.6584
000627.SZ,000627,天茂集团,保险,主板,1996-11-12,1629796.4911,10.0154
000628.SZ,000628,高新发展,建筑工程,主板,1996-11-18,1382046.6105,38.9808
000629.SZ,000629,钒钛股份,小金属,主板,1996-11-15,2648296.417,3.1718
000630.SZ,000630,铜陵有色,铜,主板,1996-11-20,3578993.0904,3.3045
000636.SZ,000636,风华高科,元器件,主板,1996-11-29,1869733.349,3.8391
000650.SZ,000650,仁和药业,中成药,主板,1996-12-10,766878.2404,3.6077
000651.SZ,000651,格力电器,家用电器,主板,1996-11-18,23992191.2136,2.4988
000657.SZ,000657,中钨高新,小金属,主板,1996-12-05,1199853.2076,6.2914
000661.SZ,000661,长春高新,生物制药,主板,1996-12-18,4157232.7679,2.4877
000676.SZ,000676,智度股份,互联网,主板,1996-12-24,1478628.4418,24.076
000680.SZ,000680,山推股份,工程机械,主板,1997-01-22,1168040.8566,7.5998
000681.SZ,000681,视觉中国,互联网,主板,1997-01-21,1001191.2374,18.381
000682.SZ,000682,东方电子,电气设备,主板,1997-01-21,1539002.6662,2.9254
000683.SZ,000683,远兴能源,化工原料,主板,1997-01-31,2212698.2055,2.1272
000685.SZ,000685,中山公用,水务,主板,1997-01-23,1111010.4746,5.3872
000686.SZ,000686,东北证券,证券,主板,1997-02-27,2001087.2423,13.8238
000688.SZ,000688,国城矿业,铅锌,主板,1997-01-20,1338998.1883,1.7008
000690.SZ,000690,宝新能源,火力发电,主板,1997-01-28,1037222.6408,7.3149
000700.SZ,000700,模塑科技,汽车配件,主板,1997-02-28,647200.8492,9.6398
000703.SZ,000703,恒逸石化,化纤,主板,1997-03-28,2327001.4743,1.2151
000708.SZ,000708,中信特钢,特种钢,主板,1997-03-26,6102012.4394,1.9499
000709.SZ,000709,河钢股份,普钢,主板,1997-04-16,2284126.14,3.3837
000712.SZ,000712,锦龙股份,证券,主板,1997-04-15,1186971.5189,11.3954
000718.SZ,000718,苏宁环球,区域地产,主板,1997-04-08,545741.1137,4.1185
000719.SZ,000719,中原传媒,出版业,主板,1997-03-31,719185.0514,4.4243
000723.SZ,000723,美锦能源,焦炭加工,主板,1997-05-15,2242359.6073,4.7393
000725.SZ,000725,京东方A,元器件,主板,2001-01-12,17209836.3034,6.4152
000726.SZ,000726,鲁泰A,纺织,主板,2000-12-25,376668.153,1.8252
000727.SZ,000727,冠捷科技,元器件,主板,1997-05-20,1290926.5893,27.1433
000728.SZ,000728,国元证券,证券,主板,1997-06-16,3700483.6516,4.184
000729.SZ,000729,燕京啤酒,啤酒,主板,1997-07-16,2547250.767,2.8677
000733.SZ,000733,振华科技,元器件,主板,1997-07-03,2626551.1776,3.8961
000735.SZ,000735,罗牛山,农业综合,主板,1997-06-11,706651.0754,7.3252
000737.SZ,000737,北方铜业,铜,主板,1997-04-28,661637.4333,8.0842
000738.SZ,000738,航发控制,航空,主板,1997-06-26,3152496.0504,1.8688
000739.SZ,000739,普洛药业,化学制药,主板,1997-05-09,1886545.5357,2.4587
000750.SZ,000750,国海证券,证券,主板,1997-07-09,2898101.9885,17.2086
000756.SZ,000756,新华制药,化学制药,主板,1997-08-06,709961.0391,4.3183
000758.SZ,000758,中色股份,铅锌,主板,1997-04-16,990565.1402,3.7755
000762.SZ,000762,西藏矿业,小金属,主板,1997-07-08,1143678.1571,3.8842
000766.SZ,000766,通化金马,化学制药,主板,1997-04-30,1481855.7827,2.6907
000768.SZ,000768,中航西飞,航空,主板,1997-06-26,7940474.0636,1.9692
000776.SZ,000776,广发证券,证券,主板,1997-06-11,9595171.4631,4.1407
000777.SZ,000777,中核科技,机械基件,主板,1997-07-10,706242.7433,9.2418
000778.SZ,000778,新兴铸管,钢加工,主板,1997-06-06,1515651.9603,2.3341
000783.SZ,000783,长江证券,证券,主板,1997-07-31,3909761.5742,9.3801
000786.SZ,000786,北新建材,其他建材,主板,1997-06-06,5081813.9238,1.6377
000789.SZ,000789,万年青,水泥,主板,1997-09-23,433779.2047,3.1614
000791.SZ,000791,甘肃能源,水力发电,主板,1997-10-14,1077153.1803,9.5289
000792.SZ,000792,盐湖股份,农药化肥,主板,1997-09-04,9746424.1531,1.2715
000795.SZ,000795,英洛华,矿物制品,主板,1997-08-08,847995.709,9.5746
000799.SZ,000799,酒鬼酒,白酒,主板,1997-07-18,1643490.7808,4.9452
000800.SZ,000800,一汽解放,汽车整车,主板,1997-06-18,3979877.1864,2.6936
000801.SZ,000801,四川九洲,家用电器,主板,1998-05-06,1467727.537,36.3171
000807.SZ,000807,云铝股份,铝,主板,1998-04-08,4938289.1002,1.5023
000810.SZ,000810,创维数字,家用电器,主板,1998-06-02,1592568.0998,25.5674
000811.SZ,000811,冰轮环境,工程机械,主板,1998-05-28,798036.4822,9.2512
000818.SZ,000818,航锦科技,化工原料,主板,1997-10-17,1225357.6266,4.1223
000819.SZ,000819,岳阳兴长,石油加工,主板,1997-06-25,579012.5202,3.4747
000821.SZ,000821,京山轻机,电气设备,主板,1998-06-26,986570.9703,26.6047
000823.SZ,000823,超声电子,元器件,主板,1997-10-08,538018.3579,7.6689
000825.SZ,000825,太钢不锈,特种钢,主板,1998-10-21,2153181.6669,3.3349
000828.SZ,000828,东莞控股,路桥,主板,1997-06-17,1119558.3464,5.2092
000829.SZ,000829,天音控股,其他商业,主板,1997-12-02,1590473.376,21.6543
000830.SZ,000830,鲁西化工,化工原料,主板,1998-08-07,2225261.9124,4.1933
000831.SZ,000831,中国稀土,小金属,主板,1998-09-11,3218682.7076,11.1999
000837.SZ,000837,秦川机床,机床制造,主板,1998-09-28,867988.8823,4.1672
000848.SZ,000848,承德露露,软饮料,主板,1997-11-13,904381.3003,2.8287
000852.SZ,000852,石化机械,化工机械,主板,1998-11-26,536370.786,5.1324
000858.SZ,000858,五粮液,白酒,主板,1998-04-27,56992444.8925,1.5399
000860.SZ,000860,顺鑫农业,白酒,主板,1998-11-04,1326279.3763,3.3709
000862.SZ,000862,银星能源,新型电力,主板,1998-09-15,352289.5364,8.7047
000869.SZ,000869,张裕A,红黄酒,主板,2000-10-26,1048230.7049,1.7517
000875.SZ,000875,吉电股份,火力发电,主板,2002-09-26,1704669.4087,6.7993
000876.SZ,000876,新希望,饲料,主板,1998-03-11,4425479.2823,1.9318
000877.SZ,000877,天山股份,水泥,主板,1999-01-07,1118794.3573,1.4566
000878.SZ,000878,云南铜业,铜,主板,1998-06-02,2628708.7234,2.3403
000881.SZ,000881,中广核技,化工原料,主板,1998-09-02,572999.4225,3.0222
000883.SZ,000883,湖北能源,水力发电,主板,1998-05-19,3233398.4705,2.7699
000885.SZ,000885,城发环境,环境保护,主板,1999-03-19,864237.3312,13.6909
000886.SZ,000886,海南高速,区域地产,主板,1998-01-23,582790.7912,20.1547
000887.SZ,000887,中鼎股份,汽车配件,主板,1998-12-03,1750741.6499,5.8261
000888.SZ,000888,峨眉山A,旅游景点,主板,1997-10-21,697632.947,6.2271
000893.SZ,000893,亚钾国际,农药化肥,主板,1998-12-24,1558729.1021,6.621
000895.SZ,000895,双汇发展,食品,主板,1998-12-10,8618739.8751,2.5278
000898.SZ,000898,鞍钢股份,普钢,主板,1997-12-25,1957489.095,2.8297
000899.SZ,000899,赣能股份,火力发电,主板,1997-11-26,866401.8509,5.8427
000901.SZ,000901,航天科技,汽车配件,主板,1999-04-01,1104699.6393,29.5302
000902.SZ,000902,新洋丰,农药化肥,主板,1999-04-08,1516472.0272,1.8507
000906.SZ,000906,浙商中拓,仓储物流,主板,1999-07-07,429636.7076,4.1825
000913.SZ,000913,钱江摩托,摩托车,主板,1999-05-14,803190.6032,3.8513
000915.SZ,000915,华特达因,化学制药,主板,1999-06-09,669364.2776,5.5919
000917.SZ,000917,电广传媒,广告包装,主板,1999-03-25,1433051.416,1.3923
000921.SZ,000921,海信家电,家用电器,主板,1999-07-13,2553127.7156,5.4946
000922.SZ,000922,佳电股份,电气设备,主板,1999-06-18,675215.891,4.4803
000923.SZ,000923,河钢资源,普钢,主板,1999-07-14,922378.8259,5.9735
000927.SZ,000927,中国铁物,仓储物流,主板,1999-07-27,1694098.1627,3.211
000928.SZ,000928,中钢国际,建筑工程,主板,1999-03-12,931072.9691,4.007
000930.SZ,000930,中粮科技,农业综合,主板,1999-07-12,1082182.8444,3.3206
000932.SZ,000932,华菱钢铁,普钢,主板,1999-08-03,3240108.3474,5.4914
000933.SZ,000933,神火股份,铝,主板,1999-08-31,4013065.0834,2.5102
000935.SZ,000935,四川双马,水泥,主板,1999-08-24,1411601.1757,9.6818
000937.SZ,000937,冀中能源,煤炭开采,主板,1999-09-09,1723613.7063,2.8099
000938.SZ,000938,紫光股份,IT设备,主板,1999-11-04,7507709.6693,10.9648
000949.SZ,000949,新乡化纤,化纤,主板,1999-10-21,542520.4668,9.4002
000950.SZ,000950,重药控股,医药商业,主板,1999-09-16,948773.3981,2.9673
000951.SZ,000951,中国重汽,汽车整车,主板,1999-11-25,1971430.7861,5.6797
000957.SZ,000957,中通客车,汽车整车,主板,2000-01-13,669388.5437,21.5146
000958.SZ,000958,电投产融,多元金融,主板,1999-12-23,5205743.9513,2.1043
000959.SZ,000959,首钢股份,普钢,主板,1999-12-16,2134382.4762,3.7919
000960.SZ,000960,锡业股份,小金属,主板,2000-02-21,2518076.9866,3.4403
000963.SZ,000963,华东医药,化学制药,主板,2000-01-27,5780369.5069,1.5077
000966.SZ,000966,长源电力,火力发电,主板,2000-03-16,1371914.5218,8.0931
000967.SZ,000967,盈峰环境,环境保护,主板,2000-03-30,1528904.5438,1.5487
000968.SZ,000968,蓝焰控股,石油开采,主板,2000-06-22,625006.7184,2.2842
000969.SZ,000969,安泰科技,小金属,主板,2000-05-29,1113210.3754,10.4525
000970.SZ,000970,中科三环,矿物制品,主板,2000-04-20,1238824.5627,3.1375
000975.SZ,000975,山金国际,黄金,主板,2000-06-08,4491686.8119,2.5713
000977.SZ,000977,浪潮信息,IT设备,主板,2000-06-08,6878439.427,16.593
000983.SZ,000983,山西焦煤,煤炭开采,主板,2000-07-26,3818895.7344,1.754
000987.SZ,000987,越秀资本,多元金融,主板,2000-07-18,3901850.2572,13.7698
000988.SZ,000988,华工科技,专用机械,主板,2000-06-08,3957633.5173,8.6418
000990.SZ,000990,诚志股份,化工原料,主板,2000-07-06,970974.0714,3.0339
000997.SZ,000997,新大陆,IT设备,主板,2000-08-07,1959295.9152,6.0823
000998.SZ,000998,隆平高科,种植业,主板,2000-12-11,1439980.3479,4.6494
000999.SZ,000999,华润三九,中成药,主板,2000-03-09,5740655.409,2.3484
001203.SZ,001203,大中矿业,普钢,主板,2021-05-10,1030432.2702,1.5309
001205.SZ,001205,盛航股份,水运,主板,2021-05-13,304824.8592,25.2586
001207.SZ,001207,联科科技,化工原料,主板,2021-06-23,401868.068,10.0467
001213.SZ,001213,中铁特货,铁路,主板,2021-09-08,1866666.6665,2.6196
001227.SZ,001227,兰州银行,银行,主板,2022-01-17,689262.2978,3.2627
001236.SZ,001236,弘业期货,多元金融,主板,2022-08-05,408044.57,30.7168
001270.SZ,001270,铖昌科技,半导体,主板,2022-06-06,443387.0542,6.3152
001286.SZ,001286,陕西能源,火力发电,主板,2023-04-10,989100.0,4.09
001287.SZ,001287,中电港,元器件,主板,2023-04-10,880912.519,6.7622
001301.SZ,001301,尚太科技,电气设备,主板,2022-12-28,1033637.7824,5.4025
001309.SZ,001309,德明利,半导体,主板,2022-07-01,728628.1601,9.8317
001330.SZ,001330,博纳影业,影视音像,主板,2022-08-18,652100.0565,6.977
001337.SZ,001337,四川黄金,黄金,主板,2023-03-03,698640.432,8.1566
001696.SZ,001696,宗申动力,摩托车,主板,1997-03-06,3001140.8541,42.7099
001872.SZ,001872,招商港口,港口,主板,1993-05-05,3560156.9445,3.2869
001914.SZ,001914,招商积余,房产服务,主板,1994-09-28,1225756.2306,3.7324
001965.SZ,001965,招商公路,路桥,主板,2017-12-25,7925232.0518,1.5449
001979.SZ,001979,招商蛇口,全国地产,主板,2015-12-30,9396144.7822,5.6524
002001.SZ,002001,新和成,化学制药,主板,2004-06-25,6915382.5755,1.8089
002003.SZ,002003,伟星股份,服饰,主板,2004-06-25,1343699.8472,1.8191
002004.SZ,002004,华邦健康,农药化肥,主板,2004-06-25,867707.5708,1.4411
002006.SZ,002006,精工科技,专用机械,主板,2004-06-25,604907.64,4.9638
002007.SZ,002007,华兰生物,生物制药,主板,2004-06-25,2591970.4761,1.7463
002008.SZ,002008,大族激光,专用机械,主板,2004-06-25,2526552.622,6.9282
002009.SZ,002009,天奇股份,工程机械,主板,2004-06-29,507865.0749,5.2391
002010.SZ,002010,传化智联,仓储物流,主板,2004-06-29,1198087.1652,2.1299
002011.SZ,002011,盾安环境,家用电器,主板,2004-07-05,1018939.1442,3.5289
002014.SZ,002014,永新股份,塑料,主板,2004-07-08,623675.0781,1.8534
002015.SZ,002015,协鑫能科,新型电力,主板,2004-07-08,1319762.9112,3.2556
002017.SZ,002017,东信和平,通信设备,主板,2004-07-13,663038.1631,11.0183
002019.SZ,002019,亿帆医药,化学制药,主板,2004-07-13,1069513.5557,4.7798
002020.SZ,002020,京新药业,化学制药,主板,2004-07-15,902788.5137,3.9108
002022.SZ,002022,科华生物,医疗保健,主板,2004-07-21,334258.8334,2.0614
002023.SZ,002023,海特高新,航空,主板,2004-07-21,886809.7013,9.7205
002025.SZ,002025,航天电器,元器件,主板,2004-07-26,2560137.7354,4.4748
002026.SZ,002026,山东威达,机械基件,主板,2004-07-27,397623.1276,3.0266
002027.SZ,002027,分众传媒,广告包装,主板,2004-08-04,10398383.8027,1.0652
002028.SZ,002028,思源电气,电气设备,主板,2004-08-05,4620061.8543,1.7182
002030.SZ,002030,达安基因,医疗保健,主板,2004-08-09,867329.6478,2.3776
002032.SZ,002032,苏泊尔,家用电器,主板,2004-08-17,4181595.1755,1.1561
002033.SZ,002033,丽江股份,旅游景点,主板,2004-08-25,483542.5593,3.8431
002034.SZ,002034,旺能环境,环境保护,主板,2004-08-26,640586.3221,1.9046
002035.SZ,002035,华帝股份,家用电器,主板,2004-09-01,615052.1571,4.6432
002036.SZ,002036,联创电子,元器件,主板,2004-09-03,1052473.1224,13.6069
002038.SZ,002038,双鹭药业,生物制药,主板,2004-09-09,622457.9358,2.2119
002039.SZ,002039,黔源电力,水力发电,主板,2005-03-03,656301.7234,1.9192
002041.SZ,002041,登海种业,种植业,主板,2005-04-18,892320.0,6.3006
002043.SZ,002043,兔宝宝,其他建材,主板,2005-05-10,914642.9484,3.3016
002044.SZ,002044,美年健康,医疗保健,主板,2005-05-18,1839413.142,6.4975
002045.SZ,002045,国光电器,元器件,主板,2005-05-23,754711.9341,6.6792
002048.SZ,002048,宁波华翔,汽车配件,主板,2005-06-03,667906.989,4.091
002049.SZ,002049,紫光国微,半导体,主板,2005-06-06,5689763.8043,4.8052
002050.SZ,002050,三花智控,家用电器,主板,2005-06-07,8030944.6722,4.7769
002051.SZ,002051,中工国际,建筑工程,主板,2006-06-19,992315.0387,3.2449
002053.SZ,002053,云南能投,食品,主板,2006-06-27,1171130.7803,7.0336
002055.SZ,002055,得润电子,元器件,主板,2006-07-25,448248.4195,9.3001
002056.SZ,002056,横店东磁,电气设备,主板,2006-08-02,2421336.4334,2.8419
002057.SZ,002057,中钢天源,矿物制品,主板,2006-08-02,570106.1006,4.5371
002060.SZ,002060,广东建工,建筑工程,主板,2006-08-10,590739.4055,2.2775
002061.SZ,002061,浙江交科,建筑工程,主板,2006-08-16,1115030.1591,7.524
002063.SZ,002063,远光软件,软件服务,主板,2006-08-23,1122125.5376,7.6202
002065.SZ,002065,东华软件,软件服务,主板,2006-08-23,2128598.6471,17.8749
002068.SZ,002068,黑猫股份,化工原料,主板,2006-09-15,515702.1491,12.8367
002073.SZ,002073,软控股份,专用机械,主板,2006-10-18,773764.7491,3.8395
002074.SZ,002074,国轩高科,电气设备,主板,2006-10-18,3031536.3483,2.8207
002075.SZ,002075,沙钢股份,特种钢,主板,2006-10-25,1415015.1384,9.0382
002078.SZ,002078,太阳纸业,造纸,主板,2006-11-16,3613172.5716,1.8054
002079.SZ,002079,苏州固锝,电气设备,主板,2006-11-16,969597.6589,10.428
002080.SZ,002080,中材科技,玻璃,主板,2006-11-20,2176526.2884,3.2036
002081.SZ,002081,金螳螂,装修装饰,主板,2006-11-20,959568.3987,1.7455
002085.SZ,002085,万丰奥威,汽车配件,主板,2006-11-28,4393102.5689,10.2238
002088.SZ,002088,鲁阳节能,矿物制品,主板,2006-11-30,597068.8792,4.3078
002091.SZ,002091,江苏国泰,商贸代理,主板,2006-12-08,1159590.3993,2.6522
002093.SZ,002093,国脉科技,文教休闲,主板,2006-12-15,842747.0513,9.7399
002096.SZ,002096,易普力,化工原料,主板,2006-12-22,601745.5826,7.0972
002097.SZ,002097,山河智能,工程机械,主板,2006-12-22,857055.1514,24.8035
002098.SZ,002098,浔兴股份,服饰,主板,2006-12-22,303584.0,2.7495
002099.SZ,002099,海翔药业,化学制药,主板,2006-12-26,960221.458,1.1525
002100.SZ,002100,天康生物,饲料,主板,2006-12-26,924275.2757,4.0698
002101.SZ,002101,广东鸿图,汽车配件,主板,2006-12-29,748173.5981,4.5062
002106.SZ,002106,莱宝高科,元器件,主板,2007-01-12,806842.2397,12.6311
002108.SZ,002108,沧州明珠,塑料,主板,2007-01-24,588465.843,2.2302
002110.SZ,002110,三钢闽光,普钢,主板,2007-01-26,840460.3745,3.68
002111.SZ,002111,威海广泰,航空,主板,2007-01-26,573718.3434,6.3611
002120.SZ,002120,韵达股份,仓储物流,主板,2007-03-06,2344997.6897,3.1546
002121.SZ,002121,科陆电子,电器仪表,主板,2007-03-06,593567.0993,3.4363
002123.SZ,002123,梦网科技,互联网,主板,2007-03-28,774114.1297,11.1925
002125.SZ,002125,湘潭电化,化工原料,主板,2007-04-03,656549.4267,3.2668
002126.SZ,002126,银轮股份,汽车配件,主板,2007-04-18,1482240.2884,1.6438
002127.SZ,002127,南极电商,互联网,主板,2007-04-18,646284.1598,2.9012
002128.SZ,002128,电投能源,铝,主板,2007-04-18,4501079.5739,1.5605
002129.SZ,002129,TCL中环,电气设备,主板,2007-04-20,5118752.9868,9.3004
002130.SZ,002130,沃尔核材,电气设备,主板,2007-04-20,2661936.7939,17.1931
002131.SZ,002131,利欧股份,互联网,主板,2007-04-27,1129292.4065,4.6176
002138.SZ,002138,顺络电子,元器件,主板,2007-06-13,2238439.1061,2.322
002139.SZ,002139,拓邦股份,元器件,主板,2007-06-29,1244968.7719,4.9661
002140.SZ,002140,东华科技,建筑工程,主板,2007-07-12,460283.9293,4.2928
002142.SZ,002142,宁波银行,银行,主板,2007-07-19,16661269.7492,0.7238
002145.SZ,002145,中核钛白,化工原料,主板,2007-08-03,1643215.8667,3.6999
002146.SZ,002146,荣盛发展,全国地产,主板,2007-08-08,698148.5718,18.7462
002149.SZ,002149,西部材料,小金属,主板,2007-08-10,828372.348,7.2093
002150.SZ,002150,通润装备,机械基件,主板,2007-08-10,527493.6855,18.94
002151.SZ,002151,北斗星通,通信设备,主板,2007-08-13,1253869.867,3.4029
002152.SZ,002152,广电运通,IT设备,主板,2007-08-13,3057988.7344,6.7784
002153.SZ,002153,石基信息,软件服务,主板,2007-08-13,1241416.7119,10.2582
002154.SZ,002154,报喜鸟,服饰,主板,2007-08-16,481347.5178,4.5531
