ts_code,MA120,MA250,PC120,PC250
000419.SZ,4.4,4.96,-0.02733,-0.2561
000420.SZ,3.38,3.19,0.05776,-0.14076
000421.SZ,4.95,5.29,-0.09363,-0.13498
000422.SZ,11.27,10.62,0.28587,0.02643
000423.SZ,60.91,55.43,-0.16992,-0.03652
000425.SZ,6.88,6.34,0.00159,0.01125
000426.SZ,12.86,10.93,0.17769,0.32867
000428.SZ,3.09,3.65,-0.1403,-0.3833
000429.SZ,10.43,9.44,0.11817,0.47382
000430.SZ,6.11,6.39,-0.10214,-0.26649
000488.SZ,3.61,3.85,0.02624,-0.26667
000498.SZ,5.41,5.67,-0.07313,-0.23065
000501.SZ,7.27,7.95,-0.07819,-0.28814
000503.SZ,7.99,9.83,-0.30225,-0.39088
000504.SZ,7.42,9.05,-0.13033,-0.35622
000505.SZ,5.83,6.44,-0.21304,-0.34954
000507.SZ,4.72,5.02,-0.0865,-0.22122
000509.SZ,2.85,3.25,-0.17726,-0.26126
000510.SZ,3.37,4.23,-0.255,-0.4409
000513.SZ,37.8,36.46,-0.07032,0.06257
000514.SZ,3.34,3.83,-0.05607,-0.4082
000516.SZ,5.33,6.7,-0.31703,-0.46278
000517.SZ,2.56,2.59,-0.05479,-0.33866
000518.SZ,2.21,2.61,-0.16102,-0.30526
000519.SZ,13.28,13.67,-0.12795,-0.2897
000520.SZ,2.52,2.67,-0.04955,-0.32372
000521.SZ,8.76,7.55,-0.12896,0.30442
000523.SZ,2.9,3.04,-0.16066,-0.22892
000524.SZ,8.82,8.75,-0.02364,-0.18056
000526.SZ,59.42,49.72,-0.12514,1.05821
000528.SZ,10.05,8.4,0.15519,0.26438
000529.SZ,6.11,6.3,-0.06204,-0.2031
000530.SZ,3.92,4.55,-0.125,-0.32342
000531.SZ,5.47,6.01,-0.20833,-0.30804
000532.SZ,11.88,11.74,-0.09277,-0.03003
000533.SZ,3.5,3.83,-0.15873,-0.20698
000534.SZ,10.66,11.57,-0.12844,-0.23139
000536.SZ,2.32,2.88,-0.28,0.17391
000537.SZ,9.52,9.94,-0.1459,-0.27013
000538.SZ,52.79,51.6,0.07443,0.04133
000539.SZ,5.13,5.27,-0.15507,-0.39024
000541.SZ,5.14,5.72,-0.14233,-0.12121
000543.SZ,8.51,7.5,0.11803,0.30015
000544.SZ,7.71,7.44,0.02017,-0.16509
000545.SZ,2.02,2.47,-0.11927,-0.36213
000546.SZ,4.72,6.05,-0.22399,-0.35389
000547.SZ,6.74,7.51,-0.14722,-0.3208
000548.SZ,4.29,4.73,-0.05152,-0.21663
000550.SZ,25.53,22.4,-0.19557,0.20757
000551.SZ,9.14,9.4,-0.01413,-0.05422
000552.SZ,3.19,3.17,-0.18361,-0.20447
000553.SZ,5.34,6.35,-0.32,-0.47007
000554.SZ,5.34,5.58,-0.05133,-0.12762
000555.SZ,10.42,10.8,-0.12579,-0.28645
000557.SZ,4.3,4.47,-0.04318,-0.17451
000558.SZ,2.38,2.63,-0.16154,-0.25342
000559.SZ,4.76,4.97,-0.05342,-0.19601
000560.SZ,2.37,2.38,0.3526,-0.18182
000561.SZ,6.89,7.61,-0.17047,-0.31561
000563.SZ,2.92,2.98,-0.07383,-0.12934
000564.SZ,1.83,1.63,-0.12766,0.28125
000565.SZ,4.34,5.05,-0.06164,-0.29744
000566.SZ,3.31,3.88,-0.1532,-0.33479
000567.SZ,7.55,9.36,-0.49794,-0.58197
000568.SZ,159.82,177.43,-0.31077,-0.49637
000570.SZ,4.77,5.25,-0.17187,-0.26389
000571.SZ,2.97,2.8,0.25328,0.18595
000572.SZ,3.52,4.08,-0.24439,-0.3326
000573.SZ,2.45,2.91,-0.18992,-0.45714
000576.SZ,6.61,7.83,-0.23343,-0.44221
000581.SZ,17.24,16.72,-0.07227,-0.03837
000582.SZ,7.8,7.69,-0.06789,-0.09848
000586.SZ,8.55,10.77,-0.32516,-0.48266
000589.SZ,5.46,5.88,-0.25871,-0.33581
000590.SZ,6.07,7.33,-0.21286,-0.37998
000591.SZ,4.89,5.27,-0.23119,-0.31648
000592.SZ,1.73,2.11,-0.35484,-0.42387
000593.SZ,5.04,6.13,-0.17037,-0.38714
000595.SZ,4.1,4.6,-0.0917,-0.21951
000596.SZ,228.62,238.18,-0.28191,-0.38153
000597.SZ,4.42,4.79,-0.07253,-0.18533
000598.SZ,7.34,6.44,0.08065,0.20287
000599.SZ,3.86,4.11,-0.10137,-0.23721
000600.SZ,6.06,5.68,-0.1476,-0.26316
000601.SZ,3.79,3.99,-0.02479,-0.2009
000603.SZ,12.43,12.21,0.05458,-0.23866
000605.SZ,4.81,5.44,-0.04711,-0.34172
000607.SZ,3.49,4.07,-0.21108,-0.38223
000608.SZ,1.75,2.3,-0.30049,-0.53595
000610.SZ,12.75,13.48,-0.19217,-0.30779
000612.SZ,6.53,5.9,0.08147,0.04941
000617.SZ,5.63,5.79,-0.12671,-0.25872
000619.SZ,4.49,5.37,-0.23246,-0.4025
000620.SZ,1.75,1.71,-0.19883,-0.25543
000623.SZ,14.03,14.97,-0.14516,-0.23327
000625.SZ,14.82,14.97,-0.21247,-0.09336
000626.SZ,4.82,5.87,-0.19208,-0.4411
000627.SZ,2.09,2.54,-0.32946,-0.48968
000628.SZ,51.25,45.75,-0.58248,1.21163
000629.SZ,2.79,3.1,-0.27445,-0.41176
000630.SZ,3.67,3.4,-0.13068,-0.02236
000631.SZ,2.6,2.89,-0.20073,-0.26756
000632.SZ,2.99,3.66,-0.22601,-0.43694
000633.SZ,4.73,5.81,-0.17996,-0.31895
000635.SZ,6.44,7.55,-0.16949,-0.32414
000636.SZ,12.83,13.28,0.1637,-0.03652
000637.SZ,3.29,3.38,-0.00314,-0.08646
000638.SZ,4.15,5.27,-0.30709,-0.47147
000639.SZ,2.81,3.53,-0.2459,-0.49115
000650.SZ,6.24,6.45,-0.14082,-0.1659
000651.SZ,40.01,37.19,-0.05226,0.12135
000652.SZ,3.27,3.63,-0.1268,-0.30184
000655.SZ,5.92,6.36,-0.1066,-0.20242
000657.SZ,9.94,9.45,-0.08471,-0.23425
000659.SZ,1.75,2.18,-0.07353,-0.38235
000661.SZ,105.24,122.77,-0.35167,-0.40438
000663.SZ,5.08,6.83,-0.33225,-0.58882
000665.SZ,3.72,4.34,-0.19332,-0.38208
000668.SZ,6.95,9.09,-0.23671,-0.48285
000670.SZ,4.9,5.62,-0.2788,-0.33538
000672.SZ,6.78,7.63,-0.12903,-0.32004
000676.SZ,6.23,6.83,-0.19499,-0.03506
000677.SZ,2.72,2.85,0.04219,-0.13333
000678.SZ,4.41,5.45,-0.22101,-0.34848
000679.SZ,3.21,4.35,-0.27792,-0.51056
000680.SZ,7.78,6.42,-0.00602,0.33535
000681.SZ,12.35,13.48,-0.19182,-0.26653
000682.SZ,10.61,9.23,0.13987,0.21765
000683.SZ,6.74,6.54,-0.06863,-0.20168
000685.SZ,7.53,7.46,-0.0425,-0.0612
000686.SZ,6.27,6.83,-0.17908,-0.28996
000688.SZ,11.42,10.99,-0.03557,-0.28377
000690.SZ,5.03,5.01,-0.17828,-0.37344
000691.SZ,3.77,4.22,0.11012,-0.24341
000692.SZ,2.92,2.86,0.0,0.08989
000695.SZ,8.73,9.72,0.24638,-0.16774
000697.SZ,6.61,6.11,-0.14537,-0.12439
000698.SZ,3.28,3.7,-0.22714,-0.37321
000700.SZ,5.92,6.5,-0.02393,-0.12957
000701.SZ,4.12,5.02,-0.18841,-0.48387
000702.SZ,4.57,5.09,0.067,-0.25862
000703.SZ,6.9,6.96,-0.10074,-0.15342
000705.SZ,7.58,8.16,-0.10943,-0.13129
000707.SZ,7.11,7.37,-0.10795,-0.25768
000708.SZ,14.16,14.21,-0.28265,-0.22548
000709.SZ,2.06,2.13,-0.14352,-0.1886
000710.SZ,8.03,9.34,-0.09463,-0.38004
000712.SZ,10.1,12.13,-0.13073,-0.25146
000713.SZ,6.06,7.09,-0.24187,-0.39435
000715.SZ,5.7,6.58,-0.26863,-0.36437
000716.SZ,4.27,5.25,-0.26122,-0.49229
000717.SZ,2.0,2.38,-0.33603,-0.45515
000718.SZ,1.9,2.31,-0.22973,-0.43189
000719.SZ,10.69,10.58,0.03674,-0.0898
000720.SZ,2.77,3.49,-0.3253,-0.50552
000721.SZ,7.94,9.66,-0.31899,-0.48817
000722.SZ,9.45,9.65,-0.08023,-0.27837
000723.SZ,5.39,6.11,-0.41384,-0.47837
000725.SZ,4.08,3.96,-0.03722,0.01837
000726.SZ,6.18,6.38,-0.15739,-0.22401
000727.SZ,2.19,2.38,-0.216,-0.12108
000728.SZ,6.45,6.65,-0.08728,-0.14306
000729.SZ,9.47,9.45,0.14422,-0.08918
000731.SZ,6.78,7.02,-0.03704,-0.18953
000733.SZ,45.36,55.61,-0.29213,-0.5695
000735.SZ,4.86,5.28,-0.0677,-0.23003
000736.SZ,9.17,10.15,-0.26152,-0.5
000737.SZ,9.44,7.38,0.51175,0.50631
000738.SZ,19.62,19.62,0.08708,-0.16964
000739.SZ,14.12,14.99,0.09541,-0.10944
000750.SZ,3.13,3.37,-0.16522,-0.26154
000751.SZ,2.87,3.01,-0.1162,-0.24398
000753.SZ,3.06,3.64,-0.1821,-0.3894
000755.SZ,4.43,4.54,-0.0205,-0.14
000756.SZ,15.64,17.75,-0.13159,-0.27187
000757.SZ,3.0,3.77,-0.17933,-0.34146
000758.SZ,4.94,4.75,-0.09677,-0.11205
000759.SZ,3.38,3.88,-0.05405,-0.341
000761.SZ,2.93,3.33,-0.29912,-0.39494
000762.SZ,20.29,22.71,-0.2,-0.29359
000766.SZ,16.3,15.56,-0.13607,1.43144
000767.SZ,2.51,2.77,-0.15751,-0.279
000768.SZ,23.53,22.64,0.1351,-0.01597
000776.SZ,12.69,13.61,-0.1705,-0.24886
000777.SZ,15.87,14.55,-0.02937,0.01388
000778.SZ,3.68,3.81,-0.14834,-0.17574
000779.SZ,7.73,8.98,-0.20159,-0.37855
000782.SZ,4.38,4.8,-0.04225,-0.2093
000783.SZ,5.2,5.4,-0.08507,-0.23418
000785.SZ,2.73,3.07,-0.14138,-0.3728
000786.SZ,29.24,27.86,-0.09627,-0.12135
000788.SZ,5.36,5.9,0.06458,-0.16436
000789.SZ,5.2,6.27,-0.3121,-0.47952
000790.SZ,3.73,4.35,-0.09138,-0.275
000791.SZ,6.1,5.81,0.05212,-0.05217
000792.SZ,16.38,16.32,-0.15904,-0.20951
000793.SZ,1.3,1.73,-0.24684,-0.45413
000795.SZ,5.73,5.85,0.02247,-0.14151
000797.SZ,2.54,2.8,-0.03488,-0.24773
000798.SZ,6.5,7.73,-0.11175,-0.37813
000799.SZ,49.02,62.42,-0.38842,-0.62211
000800.SZ,8.41,8.58,-0.11098,-0.08971
000801.SZ,11.05,9.5,-0.23741,0.23615
000802.SZ,5.49,5.92,-0.26708,-0.27607
000803.SZ,3.86,4.79,-0.20343,-0.5023
000807.SZ,13.45,13.12,-0.04414,-0.17292
000810.SZ,9.67,11.34,-0.0799,-0.20075
000811.SZ,10.31,11.93,-0.34814,-0.50216
000812.SZ,3.97,4.54,-0.21477,-0.37544
000813.SZ,2.55,2.96,-0.13309,-0.21498
000815.SZ,8.05,9.39,-0.20393,-0.34646
000816.SZ,2.07,2.53,-0.30116,-0.41613
000818.SZ,23.95,27.7,-0.46363,-0.4688
000819.SZ,15.68,16.7,0.01879,-0.16502
000820.SZ,2.69,3.3,-0.2994,-0.41353
000821.SZ,12.45,13.85,-0.26856,-0.42008
000822.SZ,6.23,6.37,-0.15271,-0.26074
000823.SZ,8.04,8.48,-0.02665,-0.1294
000825.SZ,3.62,3.74,-0.10904,-0.17488
000826.SZ,1.9,2.54,-0.37555,-0.6898
000828.SZ,9.67,9.83,-0.09865,-0.08728
000829.SZ,8.38,8.79,0.01474,0.08748
000830.SZ,11.19,10.75,0.08907,0.04976
000831.SZ,26.22,27.02,-0.26362,-0.23948
000833.SZ,5.48,5.66,0.04286,-0.18371
000837.SZ,8.21,9.47,-0.29555,-0.4323
000838.SZ,2.67,3.09,-0.27431,-0.48395
000839.SZ,2.31,2.26,0.10945,-0.04292
000848.SZ,8.32,8.25,-0.07898,-0.17371
000850.SZ,3.26,3.53,-0.06402,-0.23441
000852.SZ,5.89,6.25,-0.18536,-0.26648
000856.SZ,6.69,7.69,-0.24742,-0.34382
000858.SZ,139.16,142.71,-0.14083,-0.26665
000859.SZ,3.61,4.38,-0.16883,-0.36634
000860.SZ,17.73,19.89,-0.16174,-0.4248
000862.SZ,5.04,5.63,-0.28667,-0.37881
000863.SZ,3.47,3.6,0.0,-0.14063
000868.SZ,4.45,4.79,-0.02511,-0.16602
000869.SZ,23.0,24.65,-0.0878,-0.33965
000875.SZ,5.01,4.76,0.08314,-0.06574
000876.SZ,9.44,9.65,0.01587,-0.21265
000877.SZ,5.94,6.54,-0.32405,-0.43643
000878.SZ,12.81,11.87,-0.05408,0.00273
000880.SZ,8.7,9.42,-0.00348,-0.14612
000881.SZ,6.55,6.86,0.02525,-0.22222
000882.SZ,1.27,1.5,-0.23129,-0.39894
000883.SZ,5.54,4.9,-0.02079,0.06321
000885.SZ,12.12,11.61,-0.05797,-0.12992
000886.SZ,4.53,4.43,-0.10991,-0.18218
000887.SZ,12.15,12.01,0.02892,-0.06841
000888.SZ,11.48,10.48,0.17277,0.07589
000890.SZ,3.08,3.78,-0.38308,-0.47899
000892.SZ,2.8,3.33,-0.17532,-0.36658
000893.SZ,18.08,22.32,-0.23396,-0.39871
000895.SZ,25.3,26.04,-0.22971,-0.08994
000897.SZ,2.17,2.25,-0.05714,-0.24715
000898.SZ,2.28,2.45,-0.1992,-0.29965
000899.SZ,9.27,8.61,-0.0091,-0.06158
000900.SZ,3.81,3.89,-0.01355,-0.14353
000901.SZ,8.74,9.0,0.17089,-0.02836
000902.SZ,11.68,11.34,0.14101,0.11331
000903.SZ,2.04,2.35,-0.2467,-0.40418
000905.SZ,6.07,6.58,-0.12698,-0.27916
000906.SZ,7.07,7.31,-0.29086,-0.34327
000910.SZ,6.58,7.19,-0.12573,-0.24685
000911.SZ,6.87,7.68,-0.06715,-0.30468
000912.SZ,3.83,4.07,-0.05556,-0.16889
000913.SZ,15.94,14.37,0.37009,0.06012
000915.SZ,31.76,31.45,-0.18497,-0.16447
000917.SZ,5.45,5.57,-0.03777,-0.20656
000919.SZ,6.64,7.24,-0.125,-0.23834
000920.SZ,7.94,8.54,-0.08659,-0.19376
000921.SZ,32.63,27.9,-0.25315,0.02527
000922.SZ,11.95,11.04,0.08094,-0.13617
000923.SZ,16.89,16.39,-0.15901,-0.03561
000925.SZ,6.46,7.3,-0.25691,-0.29211
000926.SZ,3.0,3.65,-0.43675,-0.61284
000927.SZ,2.52,2.59,-0.09774,-0.14591
000928.SZ,6.01,6.3,-0.13449,-0.41684
000929.SZ,6.76,8.08,-0.15058,-0.41667
000930.SZ,5.6,6.14,-0.19835,-0.314
000931.SZ,4.07,4.9,-0.07547,-0.33559
000932.SZ,4.91,5.3,-0.31542,-0.31897
000933.SZ,20.36,18.34,-0.23323,0.06342
000935.SZ,13.47,15.01,-0.37321,-0.37766
000936.SZ,6.64,7.64,-0.38684,-0.47581
000937.SZ,7.05,7.02,-0.35053,-0.11075
000938.SZ,21.73,21.27,-0.2308,-0.24853
000948.SZ,13.09,14.56,-0.08096,-0.37962
000949.SZ,3.7,3.41,0.41887,0.14286
000950.SZ,5.15,5.17,-0.06212,-0.14442
000951.SZ,15.49,15.29,-0.16388,-0.12897
000952.SZ,5.48,6.48,-0.0844,-0.32476
000953.SZ,3.19,4.25,-0.04507,-0.36278
000955.SZ,3.87,4.45,-0.46545,-0.35526
000957.SZ,9.95,9.64,0.08602,-0.11404
000958.SZ,3.83,3.96,-0.10909,-0.2133
000959.SZ,3.0,3.3,-0.15902,-0.28756
000960.SZ,15.49,14.64,-0.03083,-0.03354
000962.SZ,10.67,11.25,-0.03704,-0.13907
000963.SZ,30.54,34.53,-0.05455,-0.18818
000965.SZ,2.82,3.09,-0.07364,-0.44159
000966.SZ,4.56,4.56,-0.0885,-0.17928
000967.SZ,4.58,4.7,-0.14799,-0.18913
000968.SZ,6.46,6.91,-0.13657,-0.25426
000969.SZ,8.47,8.72,-0.00613,-0.07955
000970.SZ,8.51,9.38,-0.10401,-0.25158
000972.SZ,2.8,3.24,-0.35294,-0.36538
000973.SZ,3.87,4.22,-0.06329,-0.18502
000975.SZ,17.82,15.99,0.01743,0.28258
000977.SZ,37.44,35.79,-0.22837,-0.22685
000978.SZ,6.45,6.82,-0.15602,-0.25752
000980.SZ,1.85,2.55,-0.42471,-0.61697
000981.SZ,1.36,1.46,-0.15748,-0.31847
000983.SZ,9.97,9.93,-0.34028,-0.01861
000985.SZ,13.27,14.65,-0.06667,-0.20555
000987.SZ,5.39,5.89,-0.18013,-0.30528
000988.SZ,30.93,30.39,-0.12409,-0.06855
000990.SZ,7.45,7.68,-0.09945,-0.16837
000993.SZ,9.46,9.53,-0.18822,-0.22954
000995.SZ,9.88,12.95,-0.32588,-0.59384
000997.SZ,15.3,16.89,-0.33954,-0.29847
000998.SZ,11.18,13.05,-0.31139,-0.39031
000999.SZ,51.01,49.94,-0.15168,-0.05073
001201.SZ,19.53,20.84,-0.16005,-0.36234
001202.SZ,12.08,14.24,-0.12298,-0.34856
001203.SZ,9.61,9.99,-0.17872,-0.29044
001205.SZ,16.29,16.7,-0.00838,-0.26577
001206.SZ,13.3,14.2,0.0513,-0.17164
001207.SZ,14.73,15.34,-0.04376,-0.15204
001208.SZ,7.88,8.39,-0.03214,-0.12675
001209.SZ,14.16,15.56,-0.14368,-0.21303
001210.SZ,14.37,16.96,-0.22581,-0.45402
001211.SZ,16.05,19.18,-0.04129,-0.33926
001212.SZ,24.89,24.97,-0.37367,-0.2032
001213.SZ,4.09,4.16,-0.08516,-0.2017
001215.SZ,34.29,44.26,-0.46261,-0.63449
001216.SZ,12.98,13.01,-0.09113,-0.12874
001217.SZ,10.16,11.15,-0.1286,-0.22592
001218.SZ,16.43,18.72,-0.18311,-0.36878
001219.SZ,14.47,17.08,-0.27404,-0.37126
001222.SZ,12.2,13.19,-0.08507,-0.35849
001223.SZ,37.8,51.73,-0.23592,-0.57199
001225.SZ,30.34,35.01,-0.20264,-0.38916
001226.SZ,28.78,31.27,-0.25882,-0.33502
001227.SZ,2.43,2.63,-0.139,-0.25168
001228.SZ,22.94,27.82,-0.28777,-0.53457
001229.SZ,28.92,30.3,-0.28054,-0.19254
001230.SZ,16.54,19.81,-0.18525,-0.44453
001231.SZ,15.05,17.69,-0.08108,-0.38266
001234.SZ,16.95,20.13,-0.08238,-0.61377
001236.SZ,8.21,10.02,-0.27646,-0.49786
001238.SZ,20.62,21.45,0.19783,-0.12416
001255.SZ,23.43,27.98,-0.19248,-0.4214
001256.SZ,14.08,15.74,-0.05712,-0.28426
001258.SZ,6.49,7.13,-0.14516,-0.31412
001259.SZ,21.93,25.5,-0.20123,-0.342
001260.SZ,14.68,17.78,-0.15355,-0.41264
001266.SZ,21.78,25.0,-0.31639,-0.27558
001267.SZ,4.94,5.07,0.44282,-0.02467
001268.SZ,17.31,21.0,-0.14987,-0.27694
001269.SZ,35.06,40.9,-0.47876,-0.53396
001270.SZ,41.58,57.35,-0.45235,-0.63128
001278.SZ,16.31,19.5,-0.27249,-0.37595
001282.SZ,26.19,30.07,-0.44437,-0.46441
001283.SZ,39.6,42.19,-0.01797,-0.26803
001286.SZ,10.58,9.61,-0.04205,-0.03413
001287.SZ,17.36,19.71,-0.06715,-0.29673
001288.SZ,24.26,20.2,0.44649,0.43739
001289.SZ,17.94,18.71,-0.23057,-0.2141
001296.SZ,18.09,20.35,-0.26359,-0.3492
001298.SZ,22.84,25.07,-0.27597,-0.00899
001299.SZ,12.18,14.25,-0.09683,-0.48437
001300.SZ,12.29,13.92,-0.29275,-0.27435
001301.SZ,39.16,40.01,0.32464,-0.29639
001308.SZ,23.62,24.74,-0.29427,-0.20774
001309.SZ,93.79,87.95,-0.16688,0.12306
001311.SZ,30.84,39.46,-0.46761,-0.59205
001313.SZ,7.71,8.16,-0.00836,-0.13697
001314.SZ,40.66,43.02,-0.31384,-0.06234
001316.SZ,30.73,32.28,-0.0472,-0.26312
001317.SZ,26.01,30.51,-0.18159,-0.41798
001318.SZ,10.85,12.11,-0.05492,-0.23293
001319.SZ,17.14,20.72,-0.15187,-0.20342
001322.SZ,8.26,10.48,-0.25847,-0.60068
001323.SZ,30.88,31.91,-0.12,-0.18169
001324.SZ,18.22,21.83,-0.27556,-0.60764
001328.SZ,23.99,26.57,0.12203,-0.34041
001330.SZ,5.61,6.43,-0.27944,-0.5078
001331.SZ,12.36,14.8,-0.18503,-0.50647
001332.SZ,25.23,29.1,-0.08563,-0.34511
001333.SZ,16.97,19.38,-0.07692,-0.44444
001336.SZ,18.97,22.72,-0.20769,-0.43365
001337.SZ,25.28,26.56,-0.15452,-0.3042
001338.SZ,10.37,11.63,-0.09627,-0.42608
001339.SZ,28.8,28.25,-0.16301,0.08906
001360.SZ,13.41,15.24,-0.0214,-0.36827
001366.SZ,12.03,13.38,-0.14323,-0.40365
001367.SZ,30.26,36.71,-0.28193,-0.5403
001368.SZ,19.74,22.36,-0.17146,-0.37091
001373.SZ,27.44,33.83,-0.1478,-0.44374
001380.SZ,21.52,26.94,-0.38444,-0.53487
001696.SZ,10.8,8.52,0.94631,0.73913
001872.SZ,19.31,17.68,0.15744,0.25438
001896.SZ,4.24,4.29,-0.08333,-0.21253
001914.SZ,10.32,11.72,-0.22862,-0.46104
001965.SZ,11.76,10.77,0.12603,0.26446
001979.SZ,9.17,9.95,0.03613,-0.34001
002001.SZ,19.05,17.79,0.10282,0.23077
002003.SZ,11.97,11.06,0.1819,0.2336
002004.SZ,4.25,4.5,-0.06546,-0.15854
002006.SZ,13.35,14.21,-0.08773,-0.40488
002007.SZ,17.74,19.67,-0.21818,-0.30549
002008.SZ,20.18,20.56,-0.04726,-0.1573
002009.SZ,12.61,12.72,-0.25509,-0.11665
002010.SZ,4.17,4.51,-0.19154,-0.31638
002011.SZ,11.15,11.6,-0.19609,-0.15794
002012.SZ,3.69,4.5,-0.17604,-0.42196
002014.SZ,9.74,9.15,-0.11863,0.00833
002015.SZ,8.88,10.24,-0.29012,-0.43627
002016.SZ,5.83,6.03,0.23154,-0.09265
002017.SZ,8.63,9.48,-0.14332,-0.27214
002019.SZ,12.25,12.97,-0.07942,-0.14512
002020.SZ,10.94,11.55,0.08863,0.02634
002021.SZ,1.85,2.03,-0.11236,-0.26168
002022.SZ,6.54,7.77,-0.30025,-0.38479
002023.SZ,9.48,9.17,0.01077,-0.05056
002025.SZ,43.54,46.54,0.16624,-0.19766
002026.SZ,8.31,8.67,0.01019,-0.10698
002027.SZ,6.3,6.46,-0.10806,-0.23194
002028.SZ,65.74,57.99,0.05054,0.29933
002029.SZ,5.32,5.6,-0.05243,-0.2315
002030.SZ,6.45,8.02,-0.38328,-0.46364
002031.SZ,2.81,3.28,-0.39683,-0.39037
002032.SZ,53.47,52.02,-0.11882,0.06207
002033.SZ,9.29,9.02,-0.12275,-0.16851
002034.SZ,13.77,14.42,-0.01775,-0.16425
002035.SZ,6.7,6.31,0.01382,0.00514
002036.SZ,7.12,8.31,-0.14644,-0.33436
002037.SZ,6.55,7.37,0.1398,-0.25564
002038.SZ,7.92,9.15,-0.24009,-0.26183
002039.SZ,17.08,15.45,0.01238,0.19329
002040.SZ,5.81,6.33,-0.09933,-0.23352
002041.SZ,9.13,11.45,-0.24294,-0.46966
002042.SZ,4.02,3.82,-0.29698,-0.04114
002043.SZ,10.25,9.94,-0.03792,-0.07574
002044.SZ,4.23,5.14,-0.34783,-0.47167
002045.SZ,12.48,13.38,-0.15497,-0.14243
002046.SZ,10.36,10.62,-0.07514,-0.10781
002047.SZ,1.78,2.28,-0.33473,-0.48377
002048.SZ,13.18,13.22,-0.02098,-0.06187
002049.SZ,56.69,64.97,-0.33973,-0.469
002050.SZ,20.86,24.02,-0.29637,-0.35585
002051.SZ,7.35,8.09,-0.13376,-0.39123
002053.SZ,11.71,10.74,0.07493,-0.02004
002054.SZ,5.22,5.9,-0.07859,-0.30621
002055.SZ,6.71,7.84,-0.06708,-0.322
002056.SZ,13.33,13.92,-0.16575,-0.26227
002057.SZ,7.18,7.64,-0.12876,-0.33515
002058.SZ,8.72,10.33,-0.322,-0.31749
002059.SZ,5.08,5.36,-0.02376,-0.19313
002060.SZ,3.85,4.46,-0.19417,-0.45395
002061.SZ,3.76,3.77,-0.05405,-0.16468
002062.SZ,3.81,4.15,-0.1366,-0.37266
002063.SZ,5.31,5.59,-0.13966,-0.27129
002064.SZ,7.41,7.12,0.07511,0.04435
002065.SZ,4.96,5.6,-0.21201,-0.32219
002066.SZ,8.4,9.49,-0.06563,-0.31013
002067.SZ,2.84,3.08,0.00738,-0.21552
002068.SZ,8.06,9.24,-0.34382,-0.50424
002069.SZ,2.89,3.55,-0.22727,-0.42177
002072.SZ,3.6,4.79,0.04282,-0.34906
002073.SZ,7.41,6.93,0.07143,-0.00769
002074.SZ,19.42,20.64,-0.0491,-0.24466
002075.SZ,4.27,4.03,0.17995,0.13054
002076.SZ,1.78,2.01,-0.16201,-0.39271
002077.SZ,12.72,14.11,-0.24646,-0.22822
002078.SZ,14.32,13.22,-0.09754,0.08326
002079.SZ,8.79,9.94,-0.2182,-0.35714
002080.SZ,13.83,15.64,-0.33534,-0.55351
002081.SZ,3.26,3.64,-0.1268,-0.34416
002082.SZ,4.59,5.47,-0.09514,-0.37059
002083.SZ,4.53,4.62,0.09512,-0.04873
002084.SZ,2.7,3.28,-0.10949,-0.40633
002085.SZ,13.99,9.54,0.60274,1.18136
002086.SZ,2.27,2.45,-0.15126,-0.27076
002088.SZ,13.08,14.06,-0.26819,-0.39863
002090.SZ,8.52,9.15,-0.16821,-0.32928
002091.SZ,7.09,7.26,-0.08696,-0.13699
002093.SZ,6.4,6.94,-0.1733,-0.18715
002094.SZ,2.32,3.0,-0.21245,-0.42049
002095.SZ,13.26,16.98,-0.27355,-0.44736
002096.SZ,11.72,11.0,0.01215,0.04293
002097.SZ,6.73,6.43,-0.2238,-0.13565
002098.SZ,6.05,6.22,0.38641,0.14423
002099.SZ,5.58,6.3,-0.00552,-0.29412
002100.SZ,7.23,7.4,-0.12125,-0.13655
002101.SZ,11.38,13.54,-0.19602,-0.428
002102.SZ,2.53,2.65,0.07424,-0.21905
002103.SZ,5.51,6.15,-0.1875,-0.13922
002104.SZ,5.72,6.76,-0.21936,-0.38204
002105.SZ,4.42,5.22,-0.15287,-0.35227
002106.SZ,9.7,9.63,-0.05782,0.01714
002107.SZ,4.32,5.16,-0.14063,-0.343
002108.SZ,3.35,3.68,-0.1392,-0.29698
002109.SZ,3.4,3.95,-0.31868,-0.43249
002110.SZ,3.28,3.83,-0.27717,-0.45714
002111.SZ,10.45,9.6,0.1868,0.03362
002112.SZ,8.89,9.34,-0.04086,-0.19905
002114.SZ,4.91,5.84,-0.10487,-0.33333
002115.SZ,5.18,6.05,-0.32184,-0.30588
002116.SZ,9.83,10.24,-0.16123,-0.31447
002117.SZ,7.43,7.99,-0.16816,-0.30695
002119.SZ,11.23,11.87,-0.02479,-0.12231
002120.SZ,7.55,8.03,0.01304,-0.28963
002121.SZ,4.0,4.67,-0.21995,-0.4069
002122.SZ,2.68,3.23,-0.51654,-0.43953
002123.SZ,7.53,10.55,-0.38034,-0.5927
002125.SZ,9.94,10.1,-0.01816,-0.22974
002126.SZ,17.35,17.5,-0.1096,-0.12249
002127.SZ,2.84,3.18,-0.16667,-0.29919
002128.SZ,19.66,16.88,-0.01551,0.3124
002129.SZ,10.03,14.17,-0.38132,-0.68327
002130.SZ,13.14,9.93,0.96676,1.00147
