ts_code,symbol,name,industry,market,list_date,circ_mv
000737.SZ,000737,北方铜业,铜,主板,1997-04-28,594093.7655
000738.SZ,000738,航发控制,航空,主板,1997-06-26,2465970.0019
000739.SZ,000739,普洛药业,化学制药,主板,1997-05-09,1783685.556
000750.SZ,000750,国海证券,证券,主板,1997-07-09,1669306.7454
000751.SZ,000751,锌业股份,铅锌,主板,1997-06-26,355286.9323
000753.SZ,000753,漳州发展,综合类,主板,1997-06-26,266708.4081
000755.SZ,000755,山西高速,路桥,主板,1997-06-27,620672.2129
000756.SZ,000756,新华制药,化学制药,主板,1997-08-06,657454.4389
000757.SZ,000757,浩物股份,汽车服务,主板,1997-06-27,146496.4982
000758.SZ,000758,中色股份,铅锌,主板,1997-04-16,803480.2728
000759.SZ,000759,中百集团,超市连锁,主板,1997-05-19,199990.1546
000761.SZ,000761,本钢板材,普钢,主板,1998-01-15,860307.2889
000762.SZ,000762,西藏矿业,小金属,主板,1997-07-08,989521.1742
000766.SZ,000766,通化金马,化学制药,主板,1997-04-30,1510836.0131
000767.SZ,000767,晋控电力,火力发电,主板,1997-06-09,663992.1874
000768.SZ,000768,中航西飞,航空,主板,1997-06-26,6736113.4577
000776.SZ,000776,广发证券,证券,主板,1997-06-11,7304405.6666
000777.SZ,000777,中核科技,机械基件,主板,1997-07-10,527189.8871
000778.SZ,000778,新兴铸管,钢加工,主板,1997-06-06,1293564.141
000779.SZ,000779,甘咨询,建筑工程,主板,1997-05-28,320704.341
000782.SZ,000782,恒申新材,化纤,主板,1997-06-19,214424.6869
000783.SZ,000783,长江证券,证券,主板,1997-07-31,2682085.3798
000785.SZ,000785,居然之家,百货,主板,1997-07-11,1453956.0728
000786.SZ,000786,北新建材,其他建材,主板,1997-06-06,4072960.4047
000788.SZ,000788,北大医药,化学制药,主板,1997-06-16,316469.3227
000789.SZ,000789,万年青,水泥,主板,1997-09-23,346862.1105
000790.SZ,000790,华神科技,中成药,主板,1998-03-27,216098.2801
000791.SZ,000791,甘肃能源,水力发电,主板,1997-10-14,862682.8591
000792.SZ,000792,盐湖股份,农药化肥,主板,1997-09-04,8089423.3913
000793.SZ,000793,华闻集团,出版业,主板,1997-07-29,239243.051
000795.SZ,000795,英洛华,矿物制品,主板,1997-08-08,615590.4679
000797.SZ,000797,中国武夷,全国地产,主板,1997-07-15,400406.8683
000798.SZ,000798,中水渔业,渔业,主板,1998-02-12,232301.2321
000799.SZ,000799,酒鬼酒,白酒,主板,1997-07-18,1156747.1688
000800.SZ,000800,一汽解放,汽车整车,主板,1997-06-18,3429812.8599
000801.SZ,000801,四川九洲,家用电器,主板,1998-05-06,868362.8425
000802.SZ,000802,北京文化,影视音像,主板,1998-01-08,346285.1834
000803.SZ,000803,山高环能,环境保护,主板,1998-03-03,150015.9006
000807.SZ,000807,云铝股份,铝,主板,1998-04-08,4189222.776
000810.SZ,000810,创维数字,家用电器,主板,1998-06-02,1198058.2477
000811.SZ,000811,冰轮环境,工程机械,主板,1998-05-28,603375.2468
000812.SZ,000812,陕西金叶,广告包装,主板,1998-06-23,281915.076
000813.SZ,000813,德展健康,化学制药,主板,1998-05-19,532496.1485
000815.SZ,000815,美利云,造纸,主板,1998-06-09,521447.2763
000816.SZ,000816,智慧农业,农用机械,主板,1997-08-18,261445.5338
000818.SZ,000818,航锦科技,化工原料,主板,1997-10-17,1026211.611
000819.SZ,000819,岳阳兴长,石油加工,主板,1997-06-25,536458.588
000821.SZ,000821,京山轻机,电气设备,主板,1998-06-26,608889.8136
000822.SZ,000822,山东海化,化工原料,主板,1998-07-03,453811.6065
000823.SZ,000823,超声电子,元器件,主板,1997-10-08,427944.7418
000825.SZ,000825,太钢不锈,特种钢,主板,1998-10-21,1851280.5337
000826.SZ,000826,启迪环境,环境保护,主板,1998-02-25,213764.6939
000828.SZ,000828,东莞控股,路桥,主板,1997-06-17,918931.8275
000829.SZ,000829,天音控股,其他商业,主板,1997-12-02,912499.5351
000830.SZ,000830,鲁西化工,化工原料,主板,1998-08-07,2055845.0516
000831.SZ,000831,中国稀土,小金属,主板,1998-09-11,2351665.3083
000833.SZ,000833,粤桂股份,综合类,主板,1998-11-11,226851.013
