ts_code,symbol,name,industry,market,list_date,circ_mv,turnover_rate_f
000778.SZ,000778,新兴铸管,钢加工,主板,1997-06-06,1488378.0176,6.5262
000783.SZ,000783,长江证券,证券,主板,1997-07-31,3992712.6685,9.7799
000786.SZ,000786,北新建材,其他建材,主板,1997-06-06,5383816.9999,4.1133
000791.SZ,000791,甘肃能源,水力发电,主板,1997-10-14,1056346.3581,10.6877
000792.SZ,000792,盐湖股份,农药化肥,主板,1997-09-04,10083257.0948,3.6023
000795.SZ,000795,英洛华,矿物制品,主板,1997-08-08,730092.5623,6.5085
000799.SZ,000799,酒鬼酒,白酒,主板,1997-07-18,1679557.8976,1.2532
000800.SZ,000800,一汽解放,汽车整车,主板,1997-06-18,4284954.8802,5.9065
000801.SZ,000801,四川九洲,家用电器,主板,1998-05-06,1059627.6853,11.2223
000807.SZ,000807,云铝股份,铝,主板,1998-04-08,5129023.5809,4.2063
000810.SZ,000810,创维数字,家用电器,主板,1998-06-02,1238291.5471,17.9949
000811.SZ,000811,冰轮环境,工程机械,主板,1998-05-28,768949.1711,5.6385
000818.SZ,000818,航锦科技,化工原料,主板,1997-10-17,1331026.941,5.9324
000821.SZ,000821,京山轻机,电气设备,主板,1998-06-26,752336.0222,10.3896
000825.SZ,000825,太钢不锈,特种钢,主板,1998-10-21,2244321.6316,6.1339
000828.SZ,000828,东莞控股,路桥,主板,1997-06-17,1155941.3939,18.1222
000829.SZ,000829,天音控股,其他商业,主板,1997-12-02,1091722.2272,11.7837
000830.SZ,000830,鲁西化工,化工原料,主板,1998-08-07,2381353.8515,5.8599
000831.SZ,000831,中国稀土,小金属,主板,1998-09-11,3004316.1046,8.5788
000837.SZ,000837,秦川机床,机床制造,主板,1998-09-28,838861.7386,8.6991
000848.SZ,000848,承德露露,软饮料,主板,1997-11-13,885677.4896,7.4012
000858.SZ,000858,五粮液,白酒,主板,1998-04-27,63078677.5147,5.6362
000860.SZ,000860,顺鑫农业,白酒,主板,1998-11-04,1487984.5799,13.638
000869.SZ,000869,张裕A,红黄酒,主板,2000-10-26,1151551.7514,6.1371
000875.SZ,000875,吉电股份,火力发电,主板,2002-09-26,1534481.4645,6.6262
000876.SZ,000876,新希望,饲料,主板,1998-03-11,4696148.3445,4.2905
000877.SZ,000877,天山股份,水泥,主板,1999-01-07,1038620.1688,2.2671
000878.SZ,000878,云南铜业,铜,主板,1998-06-02,2788995.8407,7.4992
000883.SZ,000883,湖北能源,水力发电,主板,1998-05-19,3460189.9464,4.8527
000885.SZ,000885,城发环境,环境保护,主板,1999-03-19,812228.9926,7.1215
000887.SZ,000887,中鼎股份,汽车配件,主板,1998-12-03,1836175.7394,4.9477
000888.SZ,000888,峨眉山A,旅游景点,主板,1997-10-21,745055.1262,19.5592
000893.SZ,000893,亚钾国际,农药化肥,主板,1998-12-24,1557105.4259,5.5393
000895.SZ,000895,双汇发展,食品,主板,1998-12-10,9384311.2225,5.023
000898.SZ,000898,鞍钢股份,普钢,主板,1997-12-25,1957489.095,6.6679
000899.SZ,000899,赣能股份,火力发电,主板,1997-11-26,881037.0173,16.071
000901.SZ,000901,航天科技,汽车配件,主板,1999-04-01,906747.6808,24.691
000902.SZ,000902,新洋丰,农药化肥,主板,1999-04-08,1542756.0186,4.8071
000913.SZ,000913,钱江摩托,摩托车,主板,1999-05-14,885261.744,7.6863
000915.SZ,000915,华特达因,化学制药,主板,1999-06-09,760939.3065,7.8132
000917.SZ,000917,电广传媒,广告包装,主板,1999-03-25,904339.0736,10.767
000921.SZ,000921,海信家电,家用电器,主板,1999-07-13,3237001.2109,6.681
000923.SZ,000923,河钢资源,普钢,主板,1999-07-14,1058004.3034,8.0846
000927.SZ,000927,中国铁物,仓储物流,主板,1999-07-27,1681997.4615,5.9068
000928.SZ,000928,中钢国际,建筑工程,主板,1999-03-12,932507.5962,9.7815
000930.SZ,000930,中粮科技,农业综合,主板,1999-07-12,1074757.9192,6.1478
000932.SZ,000932,华菱钢铁,普钢,主板,1999-08-03,3247016.894,8.1621
000933.SZ,000933,神火股份,铝,主板,1999-08-31,4504323.4698,5.1822
000935.SZ,000935,四川双马,水泥,主板,1999-08-24,1052784.2192,6.8103
000937.SZ,000937,冀中能源,煤炭开采,主板,1999-09-09,1935795.4948,8.0153
000938.SZ,000938,紫光股份,IT设备,主板,1999-11-04,6904232.8158,9.8071
000950.SZ,000950,重药控股,医药商业,主板,1999-09-16,995434.3849,7.9737
000951.SZ,000951,中国重汽,汽车整车,主板,1999-11-25,2041922.9477,6.0884
000959.SZ,000959,首钢股份,普钢,主板,1999-12-16,2212469.64,7.4966
000960.SZ,000960,锡业股份,小金属,主板,2000-02-21,2682657.1818,6.9345
000963.SZ,000963,华东医药,化学制药,主板,2000-01-27,6126413.054,4.5896
000966.SZ,000966,长源电力,火力发电,主板,2000-03-16,1327925.2786,6.9292
000967.SZ,000967,盈峰环境,环境保护,主板,2000-03-30,1481423.0362,3.8622
000969.SZ,000969,安泰科技,小金属,主板,2000-05-29,1003428.3384,7.1757
000970.SZ,000970,中科三环,矿物制品,主板,2000-04-20,1171959.6452,5.3071
000975.SZ,000975,山金国际,黄金,主板,2000-06-08,4628476.8311,9.2958
000977.SZ,000977,浪潮信息,IT设备,主板,2000-06-08,6102078.5853,17.3036
000983.SZ,000983,山西焦煤,煤炭开采,主板,2000-07-26,4436044.1337,3.962
000987.SZ,000987,越秀资本,多元金融,主板,2000-07-18,3455494.6365,8.7665
000988.SZ,000988,华工科技,专用机械,主板,2000-06-08,3509409.9142,7.2751
000990.SZ,000990,诚志股份,化工原料,主板,2000-07-06,996494.0407,8.942
000997.SZ,000997,新大陆,IT设备,主板,2000-08-07,1756103.9294,6.0532
000998.SZ,000998,隆平高科,种植业,主板,2000-12-11,1500472.673,7.9826
000999.SZ,000999,华润三九,中成药,主板,2000-03-09,6073613.4227,5.0692
001203.SZ,001203,大中矿业,普钢,主板,2021-05-10,1137602.6716,6.1205
001213.SZ,001213,中铁特货,铁路,主板,2021-09-08,1937777.7776,9.6668
001227.SZ,001227,兰州银行,银行,主板,2022-01-17,730784.123,12.0106
001286.SZ,001286,陕西能源,火力发电,主板,2023-04-10,1149750.0,7.6808
001287.SZ,001287,中电港,元器件,主板,2023-04-10,859917.5831,15.122
001301.SZ,001301,尚太科技,电气设备,主板,2022-12-28,841384.9808,4.0174
001309.SZ,001309,德明利,半导体,主板,2022-07-01,721565.3119,14.8992
001337.SZ,001337,四川黄金,黄金,主板,2023-03-03,726620.664,11.971
001696.SZ,001696,宗申动力,摩托车,主板,1997-03-06,1314726.0944,20.9188
001872.SZ,001872,招商港口,港口,主板,1993-05-05,3957112.888,6.9288
001914.SZ,001914,招商积余,房产服务,主板,1994-09-28,1214092.4602,8.7112
001965.SZ,001965,招商公路,路桥,主板,2017-12-25,8586804.779,5.0127
001979.SZ,001979,招商蛇口,全国地产,主板,2015-12-30,10195108.3775,8.0052
002001.SZ,002001,新和成,化学制药,主板,2004-06-25,6894001.0922,5.5733
002003.SZ,002003,伟星股份,服饰,主板,2004-06-25,1409369.3886,3.447
002004.SZ,002004,华邦健康,农药化肥,主板,2004-06-25,894058.7769,3.4973
002007.SZ,002007,华兰生物,生物制药,主板,2004-06-25,2818876.2022,4.5029
002008.SZ,002008,大族激光,专用机械,主板,2004-06-25,2304255.1626,10.0809
002010.SZ,002010,传化智联,仓储物流,主板,2004-06-29,1245343.5035,4.9545
002011.SZ,002011,盾安环境,家用电器,主板,2004-07-05,1092244.1186,5.8709
002015.SZ,002015,协鑫能科,新型电力,主板,2004-07-08,1371709.2988,5.6501
002019.SZ,002019,亿帆医药,化学制药,主板,2004-07-13,1064464.7112,3.7626
002020.SZ,002020,京新药业,化学制药,主板,2004-07-15,922335.6588,5.9583
002023.SZ,002023,海特高新,航空,主板,2004-07-21,738637.6543,6.8082
002025.SZ,002025,航天电器,元器件,主板,2004-07-26,2530721.2686,2.085
002027.SZ,002027,分众传媒,广告包装,主板,2004-08-04,10210635.2063,3.2678
002028.SZ,002028,思源电气,电气设备,主板,2004-08-05,4453485.2943,3.499
002030.SZ,002030,达安基因,医疗保健,主板,2004-08-09,901012.3525,6.3994
002032.SZ,002032,苏泊尔,家用电器,主板,2004-08-17,4678014.7137,2.7618
002036.SZ,002036,联创电子,元器件,主板,2004-09-03,945008.3621,16.616
002039.SZ,002039,黔源电力,水力发电,主板,2005-03-03,709746.4892,7.0781
002041.SZ,002041,登海种业,种植业,主板,2005-04-18,850080.0,7.4287
002043.SZ,002043,兔宝宝,其他建材,主板,2005-05-10,883837.0111,6.8322
002044.SZ,002044,美年健康,医疗保健,主板,2005-05-18,1676770.2958,5.1829
002045.SZ,002045,国光电器,元器件,主板,2005-05-23,746767.5979,11.4626
002048.SZ,002048,宁波华翔,汽车配件,主板,2005-06-03,762427.0555,3.9402
002049.SZ,002049,紫光国微,半导体,主板,2005-06-06,5298156.3962,8.6008
002050.SZ,002050,三花智控,家用电器,主板,2005-06-07,8746682.4286,5.7094
002051.SZ,002051,中工国际,建筑工程,主板,2006-06-19,1025722.1535,9.4338
002053.SZ,002053,云南能投,食品,主板,2006-06-27,1141668.3708,6.0723
002056.SZ,002056,横店东磁,电气设备,主板,2006-08-02,2305957.3148,4.2973
002061.SZ,002061,浙江交科,建筑工程,主板,2006-08-16,1076043.0906,7.1083
002063.SZ,002063,远光软件,软件服务,主板,2006-08-23,1023631.76,6.5877
002064.SZ,002064,华峰化学,化纤,主板,2006-08-23,4159672.0805,4.0838
002065.SZ,002065,东华软件,软件服务,主板,2006-08-23,1663331.1832,5.4489
002073.SZ,002073,软控股份,专用机械,主板,2006-10-18,784978.8893,5.8635
002074.SZ,002074,国轩高科,电气设备,主板,2006-10-18,3075471.6577,5.0821
002075.SZ,002075,沙钢股份,特种钢,主板,2006-10-25,1311905.5082,12.0743
002078.SZ,002078,太阳纸业,造纸,主板,2006-11-16,4188058.5995,3.0911
002079.SZ,002079,苏州固锝,电气设备,主板,2006-11-16,812976.5549,13.0377
002080.SZ,002080,中材科技,玻璃,主板,2006-11-20,2142963.8168,7.2221
002081.SZ,002081,金螳螂,装修装饰,主板,2006-11-20,986002.7899,5.9163
002085.SZ,002085,万丰奥威,汽车配件,主板,2006-11-28,3212549.1478,21.1009
002091.SZ,002091,江苏国泰,商贸代理,主板,2006-12-08,1241048.8522,4.8733
002093.SZ,002093,国脉科技,文教休闲,主板,2006-12-15,717895.6363,8.7654
002097.SZ,002097,山河智能,工程机械,主板,2006-12-22,701519.4857,8.1602
002099.SZ,002099,海翔药业,化学制药,主板,2006-12-26,1037815.1111,2.2558
002100.SZ,002100,天康生物,饲料,主板,2006-12-26,978885.3363,8.4067
002101.SZ,002101,广东鸿图,汽车配件,主板,2006-12-29,800502.1428,6.6677
002110.SZ,002110,三钢闽光,普钢,主板,2007-01-26,872038.3655,6.8635
002120.SZ,002120,韵达股份,仓储物流,主板,2007-03-06,2502644.5933,5.7913
002126.SZ,002126,银轮股份,汽车配件,主板,2007-04-18,1517583.0326,3.6774
002128.SZ,002128,电投能源,铝,主板,2007-04-18,4186989.0896,4.3491
002129.SZ,002129,TCL中环,电气设备,主板,2007-04-20,4185499.6798,7.8972
002130.SZ,002130,沃尔核材,电气设备,主板,2007-04-20,1742563.035,15.945
002131.SZ,002131,利欧股份,互联网,主板,2007-04-27,1082478.7954,7.2634
002138.SZ,002138,顺络电子,元器件,主板,2007-06-13,2134044.1765,4.7805
002139.SZ,002139,拓邦股份,元器件,主板,2007-06-29,1210683.9176,5.7084
002142.SZ,002142,宁波银行,银行,主板,2007-07-19,16765647.32,2.5497
002145.SZ,002145,中核钛白,化工原料,主板,2007-08-03,1647028.4325,5.1433
002149.SZ,002149,西部材料,小金属,主板,2007-08-10,736114.0252,5.1889
002151.SZ,002151,北斗星通,通信设备,主板,2007-08-13,1231896.9348,7.3338
002152.SZ,002152,广电运通,IT设备,主板,2007-08-13,2904096.4442,7.6273
002153.SZ,002153,石基信息,软件服务,主板,2007-08-13,1172626.8683,6.8544
002155.SZ,002155,湖南黄金,黄金,主板,2007-08-16,2133404.1252,10.6801
002156.SZ,002156,通富微电,半导体,主板,2007-08-16,3473381.8696,14.159
002158.SZ,002158,汉钟精机,工程机械,主板,2007-08-17,1076809.1367,8.2754
002171.SZ,002171,楚江新材,铜,主板,2007-09-21,895296.9572,5.0217
002174.SZ,002174,游族网络,互联网,主板,2007-09-25,847736.1707,5.9412
002176.SZ,002176,江特电机,小金属,主板,2007-10-12,1467176.4398,8.0028
002179.SZ,002179,中航光电,元器件,主板,2007-11-01,8985395.3211,3.1034
002180.SZ,002180,纳思达,IT设备,主板,2007-11-13,3970883.6742,4.2372
002182.SZ,002182,宝武镁业,小金属,主板,2007-11-13,904085.1672,5.9749
002183.SZ,002183,怡亚通,仓储物流,主板,2007-11-13,1020618.6778,9.0146
002185.SZ,002185,华天科技,半导体,主板,2007-11-20,2992292.9667,5.0035
002192.SZ,002192,融捷股份,小金属,主板,2007-12-05,981547.4237,15.0454
002195.SZ,002195,岩山科技,软件服务,主板,2007-12-12,1594105.9194,5.2492
002202.SZ,002202,金风科技,电气设备,主板,2007-12-26,3401013.6294,5.8575
002203.SZ,002203,海亮股份,铜,主板,2008-01-16,1830218.3075,2.1617
002204.SZ,002204,大连重工,专用机械,主板,2008-01-16,927057.6154,8.4203
002215.SZ,002215,诺普信,农药化肥,主板,2008-02-18,715402.573,7.7268
002216.SZ,002216,三全食品,食品,主板,2008-02-20,772063.8805,6.4589
002219.SZ,002219,新里程,医疗保健,主板,2008-03-06,755856.0656,2.5431
002221.SZ,002221,东华能源,石油加工,主板,2008-03-06,1417063.1661,2.2092
002222.SZ,002222,福晶科技,元器件,主板,2008-03-19,1254178.4445,9.1335
002223.SZ,002223,鱼跃医疗,医疗保健,主板,2008-04-18,3593242.7284,3.6603
002226.SZ,002226,江南化工,化工原料,主板,2008-05-06,1213187.7966,5.8321
002230.SZ,002230,科大讯飞,软件服务,主板,2008-05-12,9707855.2774,6.1826
002233.SZ,002233,塔牌集团,水泥,主板,2008-05-16,966294.3074,4.1016
002236.SZ,002236,大华股份,IT设备,主板,2008-05-20,3617936.1307,7.6042
002237.SZ,002237,恒邦股份,黄金,主板,2008-05-20,1024238.7101,8.2128
002238.SZ,002238,天威视讯,影视音像,主板,2008-05-26,717487.889,9.0702
002239.SZ,002239,奥特佳,汽车配件,主板,2008-05-22,917812.3398,7.14
002240.SZ,002240,盛新锂能,小金属,主板,2008-05-23,1325107.9341,10.4238
002241.SZ,002241,歌尔股份,元器件,主板,2008-05-22,6823610.5185,7.1745
002242.SZ,002242,九阳股份,家用电器,主板,2008-05-28,878264.4379,6.4071
002244.SZ,002244,滨江集团,区域地产,主板,2008-05-29,3041789.1412,12.5196
002245.SZ,002245,蔚蓝锂芯,电气设备,主板,2008-06-05,969837.0368,7.315
002249.SZ,002249,大洋电机,电气设备,主板,2008-06-19,1003598.9635,5.3982
002252.SZ,002252,上海莱士,生物制药,主板,2008-06-23,5241483.7935,2.9732
002254.SZ,002254,泰和新材,化纤,主板,2008-06-25,816857.0307,6.9003
002258.SZ,002258,利尔化学,农药化肥,主板,2008-07-08,701654.0029,6.5772
002261.SZ,002261,拓维信息,软件服务,主板,2008-07-23,1863543.9291,18.2056
002262.SZ,002262,恩华药业,化学制药,主板,2008-07-23,2402884.6988,3.0385
002266.SZ,002266,浙富控股,环境保护,主板,2008-08-06,1640428.3511,3.9
002267.SZ,002267,陕天然气,供气供热,主板,2008-08-13,867418.8471,8.7403
002268.SZ,002268,电科网安,IT设备,主板,2008-08-11,1425142.6186,10.2867
002270.SZ,002270,华明装备,电气设备,主板,2008-09-05,1349142.2795,5.0251
002271.SZ,002271,东方雨虹,其他建材,主板,2008-09-10,2664535.8231,6.9695
002273.SZ,002273,水晶光电,元器件,主板,2008-09-19,2570530.123,5.4154
002274.SZ,002274,华昌化工,农药化肥,主板,2008-09-25,768098.4375,6.6221
002275.SZ,002275,桂林三金,中成药,主板,2009-07-10,867632.1224,5.2081
002276.SZ,002276,万马股份,电气设备,主板,2009-07-10,815122.5855,8.4823
002281.SZ,002281,光迅科技,通信设备,主板,2009-08-21,2541136.8043,12.0296
002287.SZ,002287,奇正藏药,中成药,主板,2009-08-28,1214518.0198,6.8296
002294.SZ,002294,信立泰,化学制药,主板,2009-09-10,3863084.841,2.7558
002299.SZ,002299,圣农发展,农业综合,主板,2009-10-21,1724501.097,5.9422
002302.SZ,002302,西部建设,水泥,主板,2009-11-03,852089.1552,19.4936
002304.SZ,002304,洋河股份,白酒,主板,2009-11-06,14905348.4318,5.3662
002311.SZ,002311,海大集团,饲料,主板,2009-11-27,7983427.297,2.6781
002312.SZ,002312,川发龙蟒,化工原料,主板,2009-12-03,1702394.5981,11.9441
002317.SZ,002317,众生药业,中成药,主板,2009-12-11,1035799.6722,6.5666
002318.SZ,002318,久立特材,特种钢,主板,2009-12-11,2176857.1822,2.4208
002320.SZ,002320,海峡股份,水运,主板,2009-12-16,1288323.3821,7.7817
002324.SZ,002324,普利特,塑料,主板,2009-12-18,717087.1821,4.8735
002326.SZ,002326,永太科技,化工原料,主板,2009-12-22,788697.769,7.0528
002332.SZ,002332,仙琚制药,化学制药,主板,2010-01-12,1328661.2939,2.7959
002335.SZ,002335,科华数据,电气设备,主板,2010-01-13,959183.0193,9.0733
