ts_code,MA120,MA250,PC120,PC250,250RPS_Rank,250RPS,120RPS_Rank,120RPS
000001.SZ,10.47,10.34,-0.02408,-0.10512,970.0,80.0,1034.0,78.68
000002.SZ,7.64,9.59,-0.32248,-0.55365,4551.0,6.11,4173.0,13.91
000004.SZ,11.47,13.77,-0.11899,-0.31168,2691.0,44.49,2060.0,57.51
000006.SZ,3.79,4.18,-0.0603,-0.29699,2546.0,47.48,1355.0,72.06
000007.SZ,4.61,4.66,0.11271,-0.0902,896.0,81.53,367.0,92.45
000008.SZ,2.18,2.26,-0.16239,-0.20648,1652.0,65.93,2659.0,45.15
000009.SZ,9.48,10.33,-0.32212,-0.28277,2398.0,50.54,4171.0,13.95
000010.SZ,1.88,2.56,-0.26087,-0.51149,4383.0,9.57,3700.0,23.67
000011.SZ,8.04,8.69,-0.10256,-0.25229,2071.0,57.28,1854.0,61.76
000012.SZ,5.37,5.47,-0.08484,-0.13036,1110.0,77.12,1643.0,66.12
000014.SZ,10.03,11.0,-0.3562,-0.42382,3794.0,21.73,4367.0,9.91
000016.SZ,2.73,3.37,-0.16923,-0.37644,3335.0,31.2,2756.0,43.15
000017.SZ,7.02,6.52,-0.475,0.21064,229.0,95.3,4727.0,2.48
000019.SZ,6.25,6.75,-0.10455,-0.19482,1557.0,67.89,1879.0,61.25
000020.SZ,11.41,12.16,-0.22989,-0.07427,825.0,83.0,3426.0,29.32
000021.SZ,14.0,15.0,-0.13633,-0.24865,2040.0,57.92,2286.0,52.85
000025.SZ,14.49,15.22,-0.11418,-0.12926,1099.0,77.34,2002.0,58.71
000026.SZ,9.61,10.32,-0.06729,-0.1984,1580.0,67.42,1435.0,70.41
000027.SZ,7.02,6.63,-0.12121,-0.10769,981.0,79.78,2088.0,56.93
000028.SZ,32.67,31.31,-0.1853,-0.21199,1704.0,64.86,2970.0,38.73
000029.SZ,11.0,11.32,0.0,-0.09699,929.0,80.85,857.0,82.34
000030.SZ,5.22,5.26,-0.07157,-0.11845,1047.0,78.42,1488.0,69.31
000031.SZ,2.53,2.92,-0.14662,-0.45169,3988.0,17.73,2416.0,50.17
000032.SZ,15.77,18.56,-0.3596,-0.58687,4652.0,4.02,4377.0,9.7
000034.SZ,26.71,28.11,-0.23579,-0.19383,1550.0,68.04,3481.0,28.19
000035.SZ,4.52,4.79,0.02683,-0.21747,1743.0,64.05,690.0,85.78
000036.SZ,3.03,3.39,-0.0346,-0.31785,2751.0,43.25,1114.0,77.03
000037.SZ,8.73,8.68,-0.16667,-0.2732,2298.0,52.6,2720.0,43.89
000039.SZ,8.85,8.2,-0.17845,0.06789,418.0,91.39,2869.0,40.82
000042.SZ,4.25,5.22,-0.13086,-0.54987,4539.0,6.36,2224.0,54.13
000045.SZ,8.53,9.67,-0.07439,-0.10941,993.0,79.53,1519.0,68.68
000048.SZ,15.74,17.27,-0.21028,-0.28691,2440.0,49.67,3238.0,33.2
000049.SZ,22.97,25.67,0.02386,-0.31144,2687.0,44.57,712.0,85.33
000050.SZ,7.6,8.63,-0.2396,-0.20095,1610.0,66.8,3518.0,27.42
000055.SZ,3.74,4.15,-0.16583,-0.32794,2852.0,41.17,2710.0,44.1
000056.SZ,2.14,2.8,-0.45574,-0.5376,4495.0,7.26,4688.0,3.28
000058.SZ,5.95,6.6,-0.08896,-0.0805,852.0,82.44,1693.0,65.08
000059.SZ,4.61,5.14,-0.22288,-0.34876,3080.0,36.46,3353.0,30.83
000060.SZ,4.48,4.55,-0.06236,-0.20566,1647.0,66.03,1378.0,71.58
000061.SZ,5.52,6.03,-0.15876,-0.23852,1934.0,60.11,2601.0,46.35
000062.SZ,9.87,10.41,1.44781,1.10881,13.0,99.75,4.0,99.94
000063.SZ,27.41,27.7,-0.15084,-0.29711,2548.0,47.44,2487.0,48.7
000065.SZ,10.86,11.45,-0.25455,-0.4695,4103.0,15.35,3651.0,24.68
000066.SZ,9.03,9.78,-0.24175,-0.30018,2570.0,46.99,3537.0,27.03
000068.SZ,3.16,3.46,-0.19619,-0.22164,1777.0,63.35,3092.0,36.22
000069.SZ,2.38,2.99,-0.36585,-0.59193,4665.0,3.76,4412.0,8.98
000078.SZ,2.33,2.67,-0.07819,-0.28205,2391.0,50.68,1566.0,67.71
000088.SZ,4.69,4.8,-0.08936,-0.13883,1163.0,76.02,1699.0,64.96
000089.SZ,6.66,6.64,-0.0546,-0.13305,1128.0,76.74,1299.0,73.22
000090.SZ,4.19,4.76,-0.24439,-0.45114,3983.0,17.83,3558.0,26.6
000096.SZ,9.95,9.93,-0.09045,0.06421,427.0,91.21,1713.0,64.67
000099.SZ,16.96,12.52,0.50837,0.79906,36.0,99.28,28.0,99.44
000100.SZ,4.36,4.23,-0.16094,0.01823,542.0,88.84,2637.0,45.6
000151.SZ,10.17,10.9,-0.10834,-0.2654,2221.0,54.19,1932.0,60.15
000153.SZ,6.73,8.02,-0.27665,-0.39843,3559.0,26.58,3840.0,20.78
000155.SZ,10.76,11.45,-0.14991,-0.29811,2554.0,47.32,2471.0,49.03
000156.SZ,6.81,7.22,-0.14444,-0.27273,2290.0,52.77,2382.0,50.87
000157.SZ,7.76,7.26,-0.23937,-0.00318,594.0,87.76,3516.0,27.47
000158.SZ,6.95,7.88,-0.06901,0.1512,297.0,93.89,1454.0,70.02
000159.SZ,5.59,5.91,0.13514,-0.08978,890.0,81.65,296.0,93.91
000166.SZ,4.5,4.46,-0.00223,-0.03664,702.0,85.53,880.0,81.86
000301.SZ,8.93,9.69,-0.25695,-0.31958,2763.0,43.0,3671.0,24.27
000333.SZ,64.98,59.94,-0.02812,0.17598,262.0,94.61,1063.0,78.09
000338.SZ,15.55,14.69,-0.23323,0.0646,425.0,91.25,3464.0,28.54
000400.SZ,28.87,24.24,0.12111,0.4482,92.0,98.12,340.0,93.0
000401.SZ,4.79,5.84,-0.24382,-0.4596,4047.0,16.51,3556.0,26.64
000402.SZ,2.7,3.34,-0.38769,-0.58193,4642.0,4.23,4504.0,7.08
000403.SZ,27.35,25.68,-0.04462,0.40181,106.0,97.83,1205.0,75.15
000404.SZ,6.3,6.12,-0.11424,-0.00831,609.0,87.45,2004.0,58.67
000407.SZ,2.88,3.24,-0.09732,-0.28075,2380.0,50.91,1796.0,62.96
000408.SZ,26.54,25.42,-0.19628,0.02059,536.0,88.96,3094.0,36.17
000409.SZ,8.14,8.13,-0.13789,-0.11235,1006.0,79.26,2303.0,52.5
000410.SZ,6.64,6.85,-0.12945,-0.23596,1918.0,60.44,2201.0,54.6
000411.SZ,10.1,10.75,-0.07172,-0.23225,1873.0,61.37,1491.0,69.25
000415.SZ,2.47,2.39,0.15566,-0.07547,831.0,82.87,242.0,95.03
000417.SZ,4.43,4.73,-0.07466,-0.27482,2313.0,52.29,1523.0,68.59
000419.SZ,4.4,4.96,-0.02733,-0.2561,2108.0,56.52,1060.0,78.15
000420.SZ,3.38,3.19,0.05776,-0.14076,1174.0,75.79,537.0,88.94
000421.SZ,4.95,5.29,-0.09363,-0.13498,1136.0,76.58,1755.0,63.81
000422.SZ,11.27,10.62,0.28587,0.02643,518.0,89.33,93.0,98.1
000423.SZ,60.91,55.43,-0.16992,-0.03652,700.0,85.58,2762.0,43.03
000425.SZ,6.88,6.34,0.00159,0.01125,558.0,88.51,849.0,82.5
000426.SZ,12.86,10.93,0.17769,0.32867,145.0,97.03,202.0,95.85
000428.SZ,3.09,3.65,-0.1403,-0.3833,3418.0,29.49,2333.0,51.88
000429.SZ,10.43,9.44,0.11817,0.47382,86.0,98.25,349.0,92.82
000430.SZ,6.11,6.39,-0.10214,-0.26649,2236.0,53.88,1844.0,61.97
000488.SZ,3.61,3.85,0.02624,-0.26667,2239.0,53.82,696.0,85.66
000498.SZ,5.41,5.67,-0.07313,-0.23065,1857.0,61.7,1507.0,68.92
000501.SZ,7.27,7.95,-0.07819,-0.28814,2453.0,49.4,1566.0,67.71
000503.SZ,7.99,9.83,-0.30225,-0.39088,3482.0,28.17,4033.0,16.8
000504.SZ,7.42,9.05,-0.13033,-0.35622,3143.0,35.16,2211.0,54.4
000505.SZ,5.83,6.44,-0.21304,-0.34954,3088.0,36.3,3267.0,32.6
000507.SZ,4.72,5.02,-0.0865,-0.22122,1775.0,63.39,1660.0,65.77
000509.SZ,2.85,3.25,-0.17726,-0.26126,2163.0,55.39,2855.0,41.11
000510.SZ,3.37,4.23,-0.255,-0.4409,3913.0,19.27,3655.0,24.6
000513.SZ,37.8,36.46,-0.07032,0.06257,437.0,91.0,1473.0,69.62
000514.SZ,3.34,3.83,-0.05607,-0.4082,3652.0,24.66,1325.0,72.68
000516.SZ,5.33,6.7,-0.31703,-0.46278,4064.0,16.16,4138.0,14.63
000517.SZ,2.56,2.59,-0.05479,-0.33866,2974.0,38.65,1303.0,73.13
000518.SZ,2.21,2.61,-0.16102,-0.30526,2627.0,45.81,2639.0,45.56
000519.SZ,13.28,13.67,-0.12795,-0.2897,2467.0,49.11,2178.0,55.08
000520.SZ,2.52,2.67,-0.04955,-0.32372,2816.0,41.91,1251.0,74.21
000521.SZ,8.76,7.55,-0.12896,0.30442,157.0,96.78,2192.0,54.79
000523.SZ,2.9,3.04,-0.16066,-0.22892,1836.0,62.13,2633.0,45.69
000524.SZ,8.82,8.75,-0.02364,-0.18056,1446.0,70.18,1030.0,78.77
000526.SZ,59.42,49.72,-0.12514,1.05821,16.0,99.69,2139.0,55.88
000528.SZ,10.05,8.4,0.15519,0.26438,187.0,96.16,245.0,94.96
000529.SZ,6.11,6.3,-0.06204,-0.2031,1629.0,66.41,1374.0,71.67
000530.SZ,3.92,4.55,-0.125,-0.32342,2810.0,42.03,2132.0,56.03
000531.SZ,5.47,6.01,-0.20833,-0.30804,2650.0,45.34,3218.0,33.62
000532.SZ,11.88,11.74,-0.09277,-0.03003,677.0,86.05,1745.0,64.01
000533.SZ,3.5,3.83,-0.15873,-0.20698,1656.0,65.85,2600.0,46.37
000534.SZ,10.66,11.57,-0.12844,-0.23139,1865.0,61.54,2183.0,54.97
000536.SZ,2.32,2.88,-0.28,0.17391,265.0,94.55,3864.0,20.28
000537.SZ,9.52,9.94,-0.1459,-0.27013,2270.0,53.18,2409.0,50.31
000538.SZ,52.79,51.6,0.07443,0.04133,482.0,90.07,465.0,90.43
000539.SZ,5.13,5.27,-0.15507,-0.39024,3476.0,28.29,2559.0,47.21
000541.SZ,5.14,5.72,-0.14233,-0.12121,1059.0,78.17,2362.0,51.28
000543.SZ,8.51,7.5,0.11803,0.30015,159.0,96.74,350.0,92.8
000544.SZ,7.71,7.44,0.02017,-0.16509,1333.0,72.51,738.0,84.79
000545.SZ,2.02,2.47,-0.11927,-0.36213,3196.0,34.07,2063.0,57.45
000546.SZ,4.72,6.05,-0.22399,-0.35389,3116.0,35.72,3366.0,30.56
000547.SZ,6.74,7.51,-0.14722,-0.3208,2780.0,42.65,2426.0,49.96
000548.SZ,4.29,4.73,-0.05152,-0.21663,1736.0,64.2,1269.0,73.83
000550.SZ,25.53,22.4,-0.19557,0.20757,230.0,95.27,3078.0,36.5
000551.SZ,9.14,9.4,-0.01413,-0.05422,751.0,84.52,965.0,80.11
000552.SZ,3.19,3.17,-0.18361,-0.20447,1641.0,66.16,2941.0,39.33
000553.SZ,5.34,6.35,-0.32,-0.47007,4108.0,15.25,4156.0,14.26
000554.SZ,5.34,5.58,-0.05133,-0.12762,1092.0,77.49,1267.0,73.88
000555.SZ,10.42,10.8,-0.12579,-0.28645,2436.0,49.75,2151.0,55.63
000557.SZ,4.3,4.47,-0.04318,-0.17451,1408.0,70.97,1186.0,75.55
000558.SZ,2.38,2.63,-0.16154,-0.25342,2083.0,57.04,2642.0,45.5
000559.SZ,4.76,4.97,-0.05342,-0.19601,1562.0,67.79,1287.0,73.46
000560.SZ,2.37,2.38,0.3526,-0.18182,1452.0,70.06,73.0,98.51
000561.SZ,6.89,7.61,-0.17047,-0.31561,2724.0,43.81,2773.0,42.8
000563.SZ,2.92,2.98,-0.07383,-0.12934,1100.0,77.32,1516.0,68.74
000564.SZ,1.83,1.63,-0.12766,0.28125,175.0,96.41,2177.0,55.1
000565.SZ,4.34,5.05,-0.06164,-0.29744,2551.0,47.38,1371.0,71.73
000566.SZ,3.31,3.88,-0.1532,-0.33479,2935.0,39.46,2528.0,47.85
000567.SZ,7.55,9.36,-0.49794,-0.58197,4643.0,4.21,4761.0,1.77
000568.SZ,159.82,177.43,-0.31077,-0.49637,4290.0,11.49,4091.0,15.6
000570.SZ,4.77,5.25,-0.17187,-0.26389,2209.0,54.44,2795.0,42.34
000571.SZ,2.97,2.8,0.25328,0.18595,254.0,94.78,116.0,97.63
000572.SZ,3.52,4.08,-0.24439,-0.3326,2903.0,40.12,3558.0,26.6
000573.SZ,2.45,2.91,-0.18992,-0.45714,4035.0,16.76,3011.0,37.89
000576.SZ,6.61,7.83,-0.23343,-0.44221,3923.0,19.07,3468.0,28.46
000581.SZ,17.24,16.72,-0.07227,-0.03837,706.0,85.45,1498.0,69.11
000582.SZ,7.8,7.69,-0.06789,-0.09848,935.0,80.73,1443.0,70.24
000586.SZ,8.55,10.77,-0.32516,-0.48266,4208.0,13.19,4191.0,13.54
000589.SZ,5.46,5.88,-0.25871,-0.33581,2947.0,39.21,3684.0,24.0
000590.SZ,6.07,7.33,-0.21286,-0.37998,3378.0,30.31,3264.0,32.67
000591.SZ,4.89,5.27,-0.23119,-0.31648,2732.0,43.64,3444.0,28.95
000592.SZ,1.73,2.11,-0.35484,-0.42387,3795.0,21.71,4358.0,10.09
000593.SZ,5.04,6.13,-0.17037,-0.38714,3452.0,28.79,2772.0,42.82
000595.SZ,4.1,4.6,-0.0917,-0.21951,1759.0,63.72,1727.0,64.38
000596.SZ,228.62,238.18,-0.28191,-0.38153,3396.0,29.94,3880.0,19.95
000597.SZ,4.42,4.79,-0.07253,-0.18533,1483.0,69.42,1500.0,69.07
000598.SZ,7.34,6.44,0.08065,0.20287,236.0,95.15,448.0,90.78
000599.SZ,3.86,4.11,-0.10137,-0.23721,1923.0,60.34,1836.0,62.13
000600.SZ,6.06,5.68,-0.1476,-0.26316,2198.0,54.66,2431.0,49.86
000601.SZ,3.79,3.99,-0.02479,-0.2009,1609.0,66.82,1039.0,78.58
000603.SZ,12.43,12.21,0.05458,-0.23866,1937.0,60.05,550.0,88.67
000605.SZ,4.81,5.44,-0.04711,-0.34172,3005.0,38.01,1230.0,74.64
000607.SZ,3.49,4.07,-0.21108,-0.38223,3406.0,29.74,3241.0,33.14
000608.SZ,1.75,2.3,-0.30049,-0.53595,4484.0,7.49,4019.0,17.09
000610.SZ,12.75,13.48,-0.19217,-0.30779,2647.0,45.4,3038.0,37.33
000612.SZ,6.53,5.9,0.08147,0.04941,460.0,90.53,442.0,90.9
000617.SZ,5.63,5.79,-0.12671,-0.25872,2134.0,55.98,2159.0,55.47
000619.SZ,4.49,5.37,-0.23246,-0.4025,3602.0,25.69,3453.0,28.77
000620.SZ,1.75,1.71,-0.19883,-0.25543,2094.0,56.81,3118.0,35.68
000623.SZ,14.03,14.97,-0.14516,-0.23327,1886.0,61.1,2392.0,50.66
000625.SZ,14.82,14.97,-0.21247,-0.09336,911.0,81.22,3257.0,32.81
000626.SZ,4.82,5.87,-0.19208,-0.4411,3915.0,19.23,3036.0,37.37
000627.SZ,2.09,2.54,-0.32946,-0.48968,4256.0,12.2,4213.0,13.08
000628.SZ,51.25,45.75,-0.58248,1.21163,7.0,99.88,4822.0,0.52
000629.SZ,2.79,3.1,-0.27445,-0.41176,3681.0,24.06,3815.0,21.3
000630.SZ,3.67,3.4,-0.13068,-0.02236,653.0,86.55,2219.0,54.23
000631.SZ,2.6,2.89,-0.20073,-0.26756,2244.0,53.71,3144.0,35.14
000632.SZ,2.99,3.66,-0.22601,-0.43694,3880.0,19.95,3388.0,30.11
000633.SZ,4.73,5.81,-0.17996,-0.31895,2759.0,43.09,2895.0,40.28
000635.SZ,6.44,7.55,-0.16949,-0.32414,2818.0,41.87,2759.0,43.09
000636.SZ,12.83,13.28,0.1637,-0.03652,700.0,85.58,226.0,95.36
000637.SZ,3.29,3.38,-0.00314,-0.08646,870.0,82.07,885.0,81.76
000638.SZ,4.15,5.27,-0.30709,-0.47147,4119.0,15.02,4063.0,16.18
000639.SZ,2.81,3.53,-0.2459,-0.49115,4263.0,12.05,3579.0,26.17
000650.SZ,6.24,6.45,-0.14082,-0.1659,1341.0,72.35,2337.0,51.8
000651.SZ,40.01,37.19,-0.05226,0.12135,330.0,93.21,1279.0,73.63
000652.SZ,3.27,3.63,-0.1268,-0.30184,2587.0,46.64,2162.0,55.41
000655.SZ,5.92,6.36,-0.1066,-0.20242,1623.0,66.53,1910.0,60.61
000657.SZ,9.94,9.45,-0.08471,-0.23425,1897.0,60.87,1642.0,66.14
000659.SZ,1.75,2.18,-0.07353,-0.38235,3407.0,29.72,1511.0,68.84
000661.SZ,105.24,122.77,-0.35167,-0.40438,3619.0,25.34,4342.0,10.42
000663.SZ,5.08,6.83,-0.33225,-0.58882,4657.0,3.92,4234.0,12.65
000665.SZ,3.72,4.34,-0.19332,-0.38208,3405.0,29.76,3056.0,36.96
000668.SZ,6.95,9.09,-0.23671,-0.48285,4210.0,13.14,3492.0,27.96
000670.SZ,4.9,5.62,-0.2788,-0.33538,2942.0,39.31,3856.0,20.45
000672.SZ,6.78,7.63,-0.12903,-0.32004,2771.0,42.84,2193.0,54.77
000676.SZ,6.23,6.83,-0.19499,-0.03506,696.0,85.66,3072.0,36.63
000677.SZ,2.72,2.85,0.04219,-0.13333,1129.0,76.72,613.0,87.37
000678.SZ,4.41,5.45,-0.22101,-0.34848,3074.0,36.59,3330.0,31.3
000679.SZ,3.21,4.35,-0.27792,-0.51056,4378.0,9.68,3851.0,20.55
000680.SZ,7.78,6.42,-0.00602,0.33535,140.0,97.13,910.0,81.24
000681.SZ,12.35,13.48,-0.19182,-0.26653,2237.0,53.86,3031.0,37.47
000682.SZ,10.61,9.23,0.13987,0.21765,224.0,95.4,286.0,94.12
000683.SZ,6.74,6.54,-0.06863,-0.20168,1615.0,66.69,1447.0,70.16
000685.SZ,7.53,7.46,-0.0425,-0.0612,777.0,83.99,1181.0,75.65
000686.SZ,6.27,6.83,-0.17908,-0.28996,2471.0,49.03,2882.0,40.55
000688.SZ,11.42,10.99,-0.03557,-0.28377,2413.0,50.23,1124.0,76.83
000690.SZ,5.03,5.01,-0.17828,-0.37344,3308.0,31.76,2865.0,40.9
000691.SZ,3.77,4.22,0.11012,-0.24341,1984.0,59.08,371.0,92.36
000692.SZ,2.92,2.86,0.0,0.08989,374.0,92.3,857.0,82.34
000695.SZ,8.73,9.72,0.24638,-0.16774,1356.0,72.04,123.0,97.48
000697.SZ,6.61,6.11,-0.14537,-0.12439,1079.0,77.75,2398.0,50.54
000698.SZ,3.28,3.7,-0.22714,-0.37321,3306.0,31.8,3399.0,29.88
000700.SZ,5.92,6.5,-0.02393,-0.12957,1102.0,77.28,1033.0,78.7
000701.SZ,4.12,5.02,-0.18841,-0.48387,4219.0,12.96,3000.0,38.11
000702.SZ,4.57,5.09,0.067,-0.25862,2132.0,56.03,502.0,89.66
000703.SZ,6.9,6.96,-0.10074,-0.15342,1256.0,74.1,1829.0,62.28
000705.SZ,7.58,8.16,-0.10943,-0.13129,1119.0,76.93,1945.0,59.88
000707.SZ,7.11,7.37,-0.10795,-0.25768,2127.0,56.13,1928.0,60.24
000708.SZ,14.16,14.21,-0.28265,-0.22548,1809.0,62.69,3891.0,19.73
000709.SZ,2.06,2.13,-0.14352,-0.1886,1507.0,68.92,2376.0,50.99
000710.SZ,8.03,9.34,-0.09463,-0.38004,3379.0,30.29,1768.0,63.54
000712.SZ,10.1,12.13,-0.13073,-0.25146,2063.0,57.45,2221.0,54.19
000713.SZ,6.06,7.09,-0.24187,-0.39435,3514.0,27.51,3539.0,26.99
000715.SZ,5.7,6.58,-0.26863,-0.36437,3222.0,33.53,3771.0,22.2
000716.SZ,4.27,5.25,-0.26122,-0.49229,4273.0,11.84,3702.0,23.63
000717.SZ,2.0,2.38,-0.33603,-0.45515,4025.0,16.96,4262.0,12.07
000718.SZ,1.9,2.31,-0.22973,-0.43189,3846.0,20.66,3425.0,29.34
000719.SZ,10.69,10.58,0.03674,-0.0898,892.0,81.61,634.0,86.94
000720.SZ,2.77,3.49,-0.3253,-0.50552,4349.0,10.28,4192.0,13.52
000721.SZ,7.94,9.66,-0.31899,-0.48817,4246.0,12.4,4147.0,14.44
000722.SZ,9.45,9.65,-0.08023,-0.27837,2354.0,51.44,1601.0,66.98
000723.SZ,5.39,6.11,-0.41384,-0.47837,4181.0,13.74,4590.0,5.3
000725.SZ,4.08,3.96,-0.03722,0.01837,541.0,88.86,1140.0,76.5
000726.SZ,6.18,6.38,-0.15739,-0.22401,1799.0,62.9,2578.0,46.82
000727.SZ,2.19,2.38,-0.216,-0.12108,1058.0,78.19,3295.0,32.03
000728.SZ,6.45,6.65,-0.08728,-0.14306,1188.0,75.51,1671.0,65.54
000729.SZ,9.47,9.45,0.14422,-0.08918,883.0,81.8,273.0,94.39
000731.SZ,6.78,7.02,-0.03704,-0.18953,1514.0,68.78,1137.0,76.56
000733.SZ,45.36,55.61,-0.29213,-0.5695,4603.0,5.04,3955.0,18.41
000735.SZ,4.86,5.28,-0.0677,-0.23003,1850.0,61.84,1441.0,70.28
000736.SZ,9.17,10.15,-0.26152,-0.5,4309.0,11.1,3704.0,23.59
000737.SZ,9.44,7.38,0.51175,0.50631,76.0,98.45,27.0,99.46
000738.SZ,19.62,19.62,0.08708,-0.16964,1373.0,71.69,425.0,91.25
000739.SZ,14.12,14.99,0.09541,-0.10944,994.0,79.51,404.0,91.68
000750.SZ,3.13,3.37,-0.16522,-0.26154,2167.0,55.3,2699.0,44.33
000751.SZ,2.87,3.01,-0.1162,-0.24398,1989.0,58.98,2024.0,58.25
000753.SZ,3.06,3.64,-0.1821,-0.3894,3471.0,28.39,2923.0,39.7
000755.SZ,4.43,4.54,-0.0205,-0.14,1172.0,75.84,1007.0,79.24
000756.SZ,15.64,17.75,-0.13159,-0.27187,2284.0,52.89,2234.0,53.92
000757.SZ,3.0,3.77,-0.17933,-0.34146,3003.0,38.05,2885.0,40.49
000758.SZ,4.94,4.75,-0.09677,-0.11205,1004.0,79.3,1786.0,63.17
000759.SZ,3.38,3.88,-0.05405,-0.341,2998.0,38.16,1291.0,73.38
000761.SZ,2.93,3.33,-0.29912,-0.39494,3523.0,27.32,4010.0,17.27
000762.SZ,20.29,22.71,-0.2,-0.29359,2509.0,48.25,3134.0,35.35
000766.SZ,16.3,15.56,-0.13607,1.43144,4.0,99.94,2284.0,52.89
000767.SZ,2.51,2.77,-0.15751,-0.279,2361.0,51.3,2581.0,46.76
000768.SZ,23.53,22.64,0.1351,-0.01597,629.0,87.04,297.0,93.89
000776.SZ,12.69,13.61,-0.1705,-0.24886,2041.0,57.9,2774.0,42.78
000777.SZ,15.87,14.55,-0.02937,0.01388,553.0,88.61,1076.0,77.82
000778.SZ,3.68,3.81,-0.14834,-0.17574,1418.0,70.76,2445.0,49.57
000779.SZ,7.73,8.98,-0.20159,-0.37855,3360.0,30.69,3152.0,34.98
000782.SZ,4.38,4.8,-0.04225,-0.2093,1676.0,65.44,1178.0,75.71
000783.SZ,5.2,5.4,-0.08507,-0.23418,1896.0,60.9,1645.0,66.08
000785.SZ,2.73,3.07,-0.14138,-0.3728,3301.0,31.9,2347.0,51.59
000786.SZ,29.24,27.86,-0.09627,-0.12135,1061.0,78.13,1781.0,63.27
000788.SZ,5.36,5.9,0.06458,-0.16436,1327.0,72.64,514.0,89.41
000789.SZ,5.2,6.27,-0.3121,-0.47952,4190.0,13.56,4100.0,15.41
000790.SZ,3.73,4.35,-0.09138,-0.275,2315.0,52.25,1721.0,64.51
000791.SZ,6.1,5.81,0.05212,-0.05217,742.0,84.71,562.0,88.42
000792.SZ,16.38,16.32,-0.15904,-0.20951,1679.0,65.37,2609.0,46.18
000793.SZ,1.3,1.73,-0.24684,-0.45413,4022.0,17.02,3587.0,26.0
000795.SZ,5.73,5.85,0.02247,-0.14151,1178.0,75.71,723.0,85.1
000797.SZ,2.54,2.8,-0.03488,-0.24773,2028.0,58.17,1119.0,76.93
000798.SZ,6.5,7.73,-0.11175,-0.37813,3356.0,30.77,1978.0,59.2
000799.SZ,49.02,62.42,-0.38842,-0.62211,4728.0,2.46,4506.0,7.04
000800.SZ,8.41,8.58,-0.11098,-0.08971,888.0,81.7,1969.0,59.39
000801.SZ,11.05,9.5,-0.23741,0.23615,208.0,95.73,3495.0,27.9
000802.SZ,5.49,5.92,-0.26708,-0.27607,2329.0,51.96,3752.0,22.6
000803.SZ,3.86,4.79,-0.20343,-0.5023,4328.0,10.71,3170.0,34.61
000807.SZ,13.45,13.12,-0.04414,-0.17292,1397.0,71.19,1197.0,75.32
000810.SZ,9.67,11.34,-0.0799,-0.20075,1608.0,66.84,1594.0,67.13
000811.SZ,10.31,11.93,-0.34814,-0.50216,4327.0,10.73,4320.0,10.87
000812.SZ,3.97,4.54,-0.21477,-0.37544,3323.0,31.45,3284.0,32.25
000813.SZ,2.55,2.96,-0.13309,-0.21498,1726.0,64.4,2249.0,53.61
000815.SZ,8.05,9.39,-0.20393,-0.34646,3053.0,37.02,3179.0,34.42
000816.SZ,2.07,2.53,-0.30116,-0.41613,3719.0,23.28,4023.0,17.0
000818.SZ,23.95,27.7,-0.46363,-0.4688,4097.0,15.48,4703.0,2.97
000819.SZ,15.68,16.7,0.01879,-0.16502,1332.0,72.53,743.0,84.69
000820.SZ,2.69,3.3,-0.2994,-0.41353,3701.0,23.65,4014.0,17.19
000821.SZ,12.45,13.85,-0.26856,-0.42008,3751.0,22.62,3769.0,22.25
000822.SZ,6.23,6.37,-0.15271,-0.26074,2156.0,55.53,2518.0,48.06
000823.SZ,8.04,8.48,-0.02665,-0.1294,1101.0,77.3,1054.0,78.27
000825.SZ,3.62,3.74,-0.10904,-0.17488,1413.0,70.86,1940.0,59.99
000826.SZ,1.9,2.54,-0.37555,-0.6898,4807.0,0.83,4454.0,8.11
000828.SZ,9.67,9.83,-0.09865,-0.08728,877.0,81.92,1810.0,62.67
000829.SZ,8.38,8.79,0.01474,0.08748,381.0,92.16,762.0,84.3
000830.SZ,11.19,10.75,0.08907,0.04976,459.0,90.55,422.0,91.31
000831.SZ,26.22,27.02,-0.26362,-0.23948,1948.0,59.82,3721.0,23.24
000833.SZ,5.48,5.66,0.04286,-0.18371,1467.0,69.75,608.0,87.47
000837.SZ,8.21,9.47,-0.29555,-0.4323,3849.0,20.59,3979.0,17.91
000838.SZ,2.67,3.09,-0.27431,-0.48395,4221.0,12.92,3813.0,21.34
000839.SZ,2.31,2.26,0.10945,-0.04292,718.0,85.2,373.0,92.32
000848.SZ,8.32,8.25,-0.07898,-0.17371,1405.0,71.03,1577.0,67.48
000850.SZ,3.26,3.53,-0.06402,-0.23441,1901.0,60.79,1398.0,71.17
000852.SZ,5.89,6.25,-0.18536,-0.26648,2235.0,53.9,2971.0,38.71
000856.SZ,6.69,7.69,-0.24742,-0.34382,3027.0,37.56,3590.0,25.94
000858.SZ,139.16,142.71,-0.14083,-0.26665,2238.0,53.84,2338.0,51.77
000859.SZ,3.61,4.38,-0.16883,-0.36634,3239.0,33.18,2751.0,43.25
000860.SZ,17.73,19.89,-0.16174,-0.4248,3802.0,21.56,2646.0,45.42
000862.SZ,5.04,5.63,-0.28667,-0.37881,3364.0,30.6,3916.0,19.21
000863.SZ,3.47,3.6,0.0,-0.14063,1173.0,75.82,857.0,82.34
000868.SZ,4.45,4.79,-0.02511,-0.16602,1342.0,72.33,1044.0,78.48
