ts_code,MA120,MA250,PC120,PC250,250RPS_Rank,250RPS,120RPS_Rank,120RPS
300756.SZ,13.46,14.79,-0.07571,-0.33748,2963.0,38.88,1537.0,68.3
300757.SZ,103.97,86.34,-0.35286,0.09667,360.0,92.59,4347.0,10.32
300758.SZ,10.63,10.03,0.27913,0.09061,373.0,92.32,96.0,98.04
300759.SZ,20.39,24.53,-0.08949,-0.27565,2324.0,52.06,1701.0,64.92
300760.SZ,282.89,281.55,-0.22913,-0.15541,1265.0,73.92,3417.0,29.51
300761.SZ,22.29,20.15,0.00572,0.09456,363.0,92.53,821.0,83.08
300762.SZ,15.25,14.96,0.04294,0.01115,559.0,88.49,607.0,87.49
300763.SZ,57.82,63.88,-0.05509,-0.24017,1954.0,59.7,1311.0,72.97
300765.SZ,30.26,28.55,-0.26356,0.99099,20.0,99.61,3719.0,23.28
300766.SZ,11.01,13.12,-0.35098,-0.334,2922.0,39.72,4336.0,10.54
300767.SZ,9.85,13.85,-0.25063,-0.58192,4641.0,4.25,3611.0,25.51
300768.SZ,11.98,13.15,-0.00254,-0.22906,1837.0,62.11,883.0,81.8
300769.SZ,32.42,50.32,-0.41694,-0.78882,4843.0,0.08,4596.0,5.18
300770.SZ,36.2,36.93,-0.13209,-0.1471,1216.0,74.93,2237.0,53.86
300771.SZ,9.17,9.74,0.06492,-0.28319,2405.0,50.39,511.0,89.48
300772.SZ,9.9,10.14,0.07701,-0.19622,1566.0,67.71,455.0,90.63
300773.SZ,13.13,14.85,-0.1645,-0.36269,3204.0,33.9,2687.0,44.57
300774.SZ,7.4,8.93,-0.11538,-0.39164,3491.0,27.98,2018.0,58.38
300775.SZ,27.94,27.83,-0.09312,-0.28399,2415.0,50.19,1750.0,63.91
300776.SZ,46.74,52.4,-0.07438,-0.20004,1602.0,66.96,1518.0,68.7
300777.SZ,23.87,27.17,-0.16187,-0.48685,4234.0,12.65,2649.0,45.36
300778.SZ,10.71,12.31,-0.06139,-0.45549,4028.0,16.9,1368.0,71.79
300779.SZ,47.35,47.3,0.17566,-0.09009,894.0,81.57,205.0,95.79
300780.SZ,15.01,17.45,-0.40066,-0.1696,1371.0,71.73,4542.0,6.29
300781.SZ,49.62,40.16,-0.19261,0.91157,26.0,99.48,3047.0,37.14
300782.SZ,85.55,105.37,-0.41824,-0.44325,3931.0,18.9,4603.0,5.04
300783.SZ,21.65,19.87,-0.18519,-0.10842,987.0,79.65,2967.0,38.79
300785.SZ,18.27,19.76,-0.19387,-0.32182,2791.0,42.43,3061.0,36.86
300786.SZ,11.79,14.53,-0.27558,-0.43601,3873.0,20.1,3822.0,21.15
300787.SZ,12.16,14.26,-0.10226,-0.33178,2891.0,40.36,1848.0,61.89
300788.SZ,26.77,27.74,-0.20561,-0.14511,1197.0,75.32,3189.0,34.21
300789.SZ,15.33,18.37,-0.30168,-0.39113,3485.0,28.11,4030.0,16.86
300790.SZ,13.32,13.78,0.16681,0.00988,563.0,88.4,218.0,95.52
300791.SZ,31.71,31.05,-0.2448,-0.14924,1230.0,74.64,3564.0,26.48
300792.SZ,16.64,20.07,-0.20043,-0.39452,3515.0,27.49,3140.0,35.22
300793.SZ,13.21,15.57,-0.1675,-0.23072,1858.0,61.68,2735.0,43.58
300795.SZ,23.67,29.62,-0.66171,-0.60274,4691.0,3.22,4840.0,0.14
300796.SZ,13.75,14.33,-0.38417,-0.17071,1380.0,71.54,4487.0,7.43
300797.SZ,9.88,11.09,-0.15238,-0.21029,1684.0,65.27,2511.0,48.2
300798.SZ,6.73,7.87,-0.34457,-0.21407,1721.0,64.51,4300.0,11.29
300800.SZ,10.16,11.42,-0.05118,-0.31129,2685.0,44.61,1265.0,73.92
300801.SZ,14.65,15.09,-0.01556,-0.16098,1306.0,73.07,975.0,79.9
300802.SZ,15.5,16.87,-0.19183,-0.28758,2448.0,49.5,3032.0,37.45
300803.SZ,40.86,48.98,-0.26911,-0.48344,4212.0,13.1,3774.0,22.14
300804.SZ,22.42,26.72,-0.06591,-0.44125,3916.0,19.21,1421.0,70.7
300805.SZ,7.14,7.99,-0.1049,-0.15877,1298.0,73.24,1885.0,61.12
300806.SZ,9.88,12.34,0.149,-0.4252,3806.0,21.48,266.0,94.53
300807.SZ,26.79,29.26,0.16463,-0.05479,753.0,84.48,224.0,95.4
300808.SZ,16.53,15.42,0.15333,0.23473,210.0,95.69,251.0,94.84
300809.SZ,21.86,23.42,-0.31608,-0.05371,748.0,84.59,4132.0,14.75
300810.SZ,16.49,17.99,-0.02861,-0.23255,1878.0,61.27,1070.0,77.94
300811.SZ,48.8,48.9,-0.30461,-0.09998,944.0,80.54,4049.0,16.47
300812.SZ,22.53,25.28,-0.31755,-0.07625,835.0,82.79,4144.0,14.51
300813.SZ,17.77,20.69,0.00432,-0.36816,3261.0,32.73,829.0,82.91
300814.SZ,28.16,30.49,-0.24826,-0.12045,1054.0,78.27,3598.0,25.77
300815.SZ,12.59,13.59,-0.07595,-0.257,2120.0,56.27,1540.0,68.24
300816.SZ,21.23,22.69,0.09267,-0.24598,2011.0,58.52,411.0,91.54
300817.SZ,11.23,13.29,-0.03485,-0.25687,2118.0,56.31,1116.0,76.99
300818.SZ,27.77,28.68,-0.31454,-0.25191,2068.0,57.35,4120.0,15.0
300819.SZ,12.07,13.34,-0.02841,-0.26081,2157.0,55.51,1068.0,77.98
300820.SZ,43.49,48.41,-0.22137,-0.40032,3576.0,26.23,3339.0,31.12
300821.SZ,7.24,7.86,-0.14631,-0.33403,2923.0,39.7,2413.0,50.23
300822.SZ,11.15,12.09,-0.07177,-0.19234,1537.0,68.3,1493.0,69.21
300823.SZ,14.66,17.4,-0.32211,-0.45171,3989.0,17.71,4170.0,13.97
300824.SZ,7.9,8.56,-0.01543,-0.29518,2531.0,47.79,972.0,79.96
300825.SZ,10.95,12.81,-0.16876,-0.41614,3720.0,23.26,2749.0,43.29
300826.SZ,12.34,14.61,-0.02181,-0.19481,1556.0,67.91,1020.0,78.97
300827.SZ,27.35,27.75,0.44269,0.16242,281.0,94.22,39.0,99.22
300828.SZ,11.69,13.17,0.02142,-0.1728,1393.0,71.28,729.0,84.98
300829.SZ,15.43,17.51,-0.11326,-0.3542,3119.0,35.66,1996.0,58.83
300830.SZ,5.93,7.02,-0.10467,-0.34434,3033.0,37.43,1882.0,61.18
300831.SZ,10.75,11.13,0.10563,-0.04185,713.0,85.31,383.0,92.12
300832.SZ,69.53,69.24,-0.2001,0.21411,228.0,95.32,3137.0,35.29
300833.SZ,68.96,82.22,-0.6336,-0.6412,4758.0,1.84,4836.0,0.23
300834.SZ,18.52,19.93,-0.05003,-0.27334,2300.0,52.56,1257.0,74.08
300835.SZ,24.29,25.69,-0.10494,-0.14956,1231.0,74.62,1886.0,61.1
300836.SZ,32.67,29.07,0.40149,0.51127,73.0,98.51,51.0,98.97
300837.SZ,22.26,25.45,-0.26312,-0.4438,3937.0,18.78,3712.0,23.42
300838.SZ,11.14,13.51,-0.19156,-0.41308,3697.0,23.73,3026.0,37.58
300839.SZ,7.0,8.61,-0.30928,-0.43907,3897.0,19.6,4081.0,15.81
300840.SZ,11.67,14.65,-0.35997,-0.23227,1874.0,61.35,4378.0,9.68
300841.SZ,56.1,61.75,-0.14528,-0.14175,1180.0,75.67,2395.0,50.6
300842.SZ,49.13,60.03,-0.53861,-0.4239,3796.0,21.69,4801.0,0.95
300843.SZ,25.67,22.81,0.49937,0.28194,174.0,96.43,30.0,99.4
300844.SZ,25.99,30.75,0.04849,-0.47137,4118.0,15.04,574.0,88.18
300845.SZ,12.31,15.12,-0.18866,-0.45402,4020.0,17.07,3003.0,38.05
300846.SZ,10.36,12.15,-0.29574,-0.37857,3361.0,30.66,3981.0,17.87
300847.SZ,15.07,15.81,-0.13462,-0.23383,1893.0,60.96,2268.0,53.22
300848.SZ,17.07,18.22,-0.09919,-0.33976,2985.0,38.42,1814.0,62.59
300849.SZ,13.06,12.46,0.08943,0.15517,294.0,93.95,421.0,91.33
300850.SZ,19.0,24.79,-0.40345,-0.50267,4331.0,10.65,4550.0,6.13
300851.SZ,24.39,25.91,0.0195,-0.17953,1439.0,70.33,740.0,84.75
300852.SZ,26.52,31.41,-0.28486,-0.4122,3684.0,24.0,3905.0,19.44
300853.SZ,15.44,19.63,-0.41013,-0.54649,4529.0,6.56,4577.0,5.57
300854.SZ,10.92,13.81,-0.11082,-0.47744,4176.0,13.85,1968.0,59.41
300855.SZ,24.8,26.73,0.00044,-0.31178,2692.0,44.47,855.0,82.38
300856.SZ,51.03,58.1,-0.63465,-0.6076,4701.0,3.01,4837.0,0.21
300857.SZ,59.0,48.28,0.0665,1.08908,15.0,99.71,507.0,89.56
300858.SZ,15.6,17.23,-0.14442,-0.17302,1400.0,71.13,2381.0,50.89
300859.SZ,28.73,27.15,0.0238,0.0259,521.0,89.27,715.0,85.27
300860.SZ,27.77,39.03,-0.43663,-0.60875,4705.0,2.93,4649.0,4.09
300861.SZ,22.41,28.98,-0.35391,-0.59098,4664.0,3.78,4355.0,10.15
300862.SZ,27.21,29.28,-0.43268,-0.30284,2600.0,46.37,4640.0,4.27
300863.SZ,39.28,43.31,0.02578,-0.23474,1902.0,60.77,701.0,85.56
300864.SZ,20.12,20.94,0.09468,-0.23074,1859.0,61.66,407.0,91.62
300865.SZ,15.47,18.1,0.00211,-0.45814,4041.0,16.63,845.0,82.58
300866.SZ,71.7,78.42,-0.26382,-0.19175,1532.0,68.41,3722.0,23.22
300867.SZ,11.48,13.38,-0.02304,-0.33469,2933.0,39.5,1024.0,78.89
300868.SZ,16.9,18.39,0.25867,-0.07634,836.0,82.77,111.0,97.73
300869.SZ,14.78,17.69,-0.24343,-0.40221,3598.0,25.77,3552.0,26.72
300870.SZ,42.66,43.44,-0.10678,-0.11959,1050.0,78.35,1914.0,60.52
300871.SZ,11.3,12.7,-0.14534,-0.47118,4117.0,15.06,2396.0,50.58
300872.SZ,12.29,12.84,-0.08065,-0.24053,1957.0,59.64,1606.0,66.88
300873.SZ,15.9,18.3,-0.24875,-0.29824,2556.0,47.28,3600.0,25.73
300875.SZ,24.22,28.44,-0.15709,-0.33862,2972.0,38.69,2574.0,46.9
300876.SZ,17.3,20.6,-0.1194,-0.44319,3930.0,18.92,2068.0,57.35
300877.SZ,11.84,14.43,-0.15004,-0.40135,3588.0,25.98,2473.0,48.99
300878.SZ,16.58,20.39,-0.17137,-0.31364,2710.0,44.1,2788.0,42.49
300879.SZ,13.33,14.61,0.18761,-0.19156,1528.0,68.49,184.0,96.22
300880.SZ,17.63,18.17,0.13049,-0.10131,950.0,80.42,309.0,93.64
300881.SZ,25.13,25.64,0.12919,-0.24841,2038.0,57.97,311.0,93.6
300882.SZ,18.26,20.07,-0.3974,-0.42054,3758.0,22.47,4535.0,6.44
300883.SZ,4.61,5.58,-0.167,-0.36406,3219.0,33.59,2729.0,43.71
300884.SZ,8.96,10.53,-0.19071,-0.23232,1875.0,61.33,3014.0,37.83
300885.SZ,8.07,8.78,0.23602,-0.02265,654.0,86.52,132.0,97.3
300886.SZ,16.74,19.87,0.06922,-0.30016,2569.0,47.01,491.0,89.89
300887.SZ,8.82,11.72,-0.24971,-0.7023,4818.0,0.6,3603.0,25.67
300888.SZ,29.31,34.11,-0.27698,-0.37304,3305.0,31.82,3843.0,20.72
300889.SZ,10.82,12.87,-0.04471,-0.26164,2169.0,55.26,1206.0,75.13
300890.SZ,28.37,30.21,0.127,-0.29391,2513.0,48.16,322.0,93.38
300891.SZ,8.16,8.66,0.02319,-0.17763,1428.0,70.55,720.0,85.16
300892.SZ,15.88,19.73,-0.09452,-0.46401,4073.0,15.97,1767.0,63.56
300893.SZ,28.72,27.89,-0.11933,0.15934,288.0,94.08,2066.0,57.39
300894.SZ,14.17,15.62,-0.17941,-0.47404,4140.0,14.59,2887.0,40.45
300895.SZ,26.79,29.78,-0.21365,-0.31252,2704.0,44.22,3273.0,32.48
300896.SZ,221.23,282.36,-0.56264,-0.66891,4788.0,1.22,4812.0,0.72
300897.SZ,22.57,27.64,-0.30432,-0.42778,3821.0,21.17,4048.0,16.49
300898.SZ,18.28,20.77,-0.15928,-0.38337,3420.0,29.45,2611.0,46.14
300899.SZ,20.4,23.65,-0.15374,-0.3614,3184.0,34.32,2538.0,47.65
300900.SZ,23.39,23.42,-0.23783,-0.42587,3808.0,21.44,3501.0,27.78
300901.SZ,8.39,9.06,-0.03179,-0.2944,2522.0,47.98,1090.0,77.53
300902.SZ,23.84,27.7,-0.43455,-0.49438,4283.0,11.64,4642.0,4.23
300903.SZ,7.09,8.21,-0.12722,-0.31765,2747.0,43.33,2174.0,55.16
300905.SZ,25.81,21.86,0.6491,0.16489,277.0,94.3,13.0,99.75
300906.SZ,20.38,22.22,-0.02491,-0.26961,2263.0,53.32,1042.0,78.52
300907.SZ,17.79,19.26,0.13571,-0.19475,1555.0,67.93,293.0,93.97
300908.SZ,32.6,36.72,-0.3554,-0.41377,3704.0,23.59,4362.0,10.01
300909.SZ,21.48,23.95,-0.11816,-0.14658,1211.0,75.03,2045.0,57.82
300910.SZ,42.66,44.18,-0.06319,-0.2289,1835.0,62.15,1385.0,71.44
300911.SZ,26.22,31.05,-0.28245,-0.43047,3843.0,20.72,3888.0,19.79
300912.SZ,10.93,14.33,-0.23002,-0.51063,4380.0,9.64,3428.0,29.28
300913.SZ,33.74,31.64,-0.06372,-0.31612,2727.0,43.75,1395.0,71.23
300915.SZ,27.93,30.84,0.02371,-0.36804,3259.0,32.77,716.0,85.25
300916.SZ,24.03,23.8,0.15306,-0.18767,1499.0,69.09,252.0,94.82
300917.SZ,31.54,29.12,0.18907,-0.02565,663.0,86.34,182.0,96.26
300918.SZ,9.13,9.86,-0.1824,-0.43764,3886.0,19.83,2926.0,39.64
300919.SZ,40.5,45.33,-0.38931,-0.50105,4318.0,10.92,4508.0,7.0
300920.SZ,14.7,16.93,0.02649,-0.21497,1725.0,64.42,693.0,85.72
300921.SZ,18.29,21.62,0.00623,-0.35712,3150.0,35.02,813.0,83.24
300922.SZ,13.38,14.68,0.01347,-0.31082,2679.0,44.74,769.0,84.15
300923.SZ,18.23,20.53,0.09202,-0.26701,2242.0,53.76,414.0,91.48
300925.SZ,9.95,11.25,0.04231,-0.28369,2410.0,50.29,611.0,87.41
300926.SZ,22.17,25.23,-0.32757,-0.23947,1947.0,59.84,4205.0,13.25
300927.SZ,14.45,15.04,0.1803,-0.18519,1480.0,69.48,194.0,96.02
300928.SZ,35.71,42.93,-0.16836,-0.32028,2776.0,42.74,2747.0,43.33
300929.SZ,7.97,9.7,-0.16005,-0.43981,3902.0,19.5,2624.0,45.87
300930.SZ,20.48,21.58,0.21951,-0.14761,1222.0,74.8,150.0,96.93
300931.SZ,5.76,6.77,-0.09294,-0.33375,2916.0,39.85,1746.0,63.99
300932.SZ,10.62,12.69,-0.06987,-0.31392,2712.0,44.06,1469.0,69.71
300933.SZ,6.21,7.32,-0.29091,-0.31665,2733.0,43.62,3947.0,18.57
300935.SZ,16.91,22.14,-0.13573,-0.43699,3882.0,19.91,2279.0,52.99
300936.SZ,35.58,37.28,-0.11047,-0.03526,697.0,85.64,1964.0,59.49
300937.SZ,22.11,26.88,-0.18205,-0.442,3921.0,19.11,2921.0,39.74
300938.SZ,25.92,30.89,-0.41359,-0.54185,4516.0,6.83,4586.0,5.39
300939.SZ,28.84,31.43,-0.04932,-0.1988,1587.0,67.27,1247.0,74.29
300940.SZ,13.98,15.79,-0.17014,-0.21902,1753.0,63.85,2767.0,42.92
300941.SZ,17.1,20.19,-0.22569,-0.30371,2607.0,46.22,3384.0,30.19
300942.SZ,7.11,9.48,-0.16159,-0.56435,4586.0,5.39,2644.0,45.46
300943.SZ,11.03,12.24,0.03256,-0.2216,1776.0,63.37,655.0,86.5
300945.SZ,9.83,11.83,-0.19361,-0.44761,3965.0,18.2,3060.0,36.88
300946.SZ,24.94,27.99,-0.11904,-0.32088,2781.0,42.63,2061.0,57.49
300947.SZ,14.15,14.41,0.22844,-0.19653,1568.0,67.66,138.0,97.17
300948.SZ,9.4,12.06,-0.17197,-0.47278,4131.0,14.78,2797.0,42.3
300949.SZ,34.03,38.73,-0.35467,-0.33317,2907.0,40.03,4357.0,10.11
300950.SZ,14.34,15.26,-0.01374,-0.33744,2962.0,38.9,962.0,80.17
300951.SZ,33.83,43.25,-0.37132,-0.41716,3732.0,23.01,4434.0,8.52
300952.SZ,18.43,19.08,0.0192,-0.1305,1113.0,77.05,742.0,84.71
300953.SZ,56.07,55.15,0.07637,-0.24712,2019.0,58.36,458.0,90.57
300955.SZ,13.67,17.46,-0.16331,-0.43527,3872.0,20.12,2670.0,44.92
300956.SZ,16.98,16.7,0.25178,-0.0174,634.0,86.94,118.0,97.59
300957.SZ,52.87,65.3,-0.33048,-0.57076,4606.0,4.97,4218.0,12.98
300958.SZ,11.81,14.94,-0.21136,-0.53795,4498.0,7.2,3244.0,33.08
300959.SZ,25.5,30.4,-0.08694,-0.32329,2807.0,42.1,1665.0,65.66
300960.SZ,17.7,19.3,0.02604,-0.19941,1596.0,67.09,698.0,85.62
300961.SZ,8.33,9.4,-0.18554,-0.41874,3745.0,22.74,2975.0,38.63
300962.SZ,14.04,15.03,0.01475,-0.23253,1877.0,61.29,761.0,84.32
300963.SZ,9.52,10.87,-0.24925,-0.40144,3590.0,25.94,3602.0,25.69
300964.SZ,33.23,36.4,-0.11397,-0.24512,2002.0,58.71,1998.0,58.79
300966.SZ,17.0,19.5,-0.14127,-0.33348,2913.0,39.91,2345.0,51.63
300967.SZ,10.07,11.94,-0.00213,-0.36725,3249.0,32.98,878.0,81.9
300968.SZ,8.91,9.68,-0.01554,0.20406,234.0,95.19,974.0,79.92
300969.SZ,76.65,79.36,-0.28434,-0.15912,1300.0,73.19,3903.0,19.48
300970.SZ,12.55,15.0,-0.11845,-0.46842,4094.0,15.54,2049.0,57.74
300971.SZ,18.73,21.17,-0.0701,-0.25176,2067.0,57.37,1470.0,69.69
300972.SZ,25.03,30.26,-0.01319,-0.12694,1089.0,77.55,958.0,80.25
300973.SZ,30.76,41.76,-0.31978,-0.62472,4731.0,2.39,4153.0,14.32
300975.SZ,9.86,8.79,-0.01158,0.04206,478.0,90.16,945.0,80.52
300976.SZ,42.2,44.05,0.24595,0.063,435.0,91.04,124.0,97.46
300977.SZ,15.41,17.18,0.14141,-0.28319,2405.0,50.39,278.0,94.28
300978.SZ,10.31,11.7,-0.11848,-0.21585,1731.0,64.3,2050.0,57.72
300979.SZ,63.09,57.28,0.15,0.24455,197.0,95.96,261.0,94.63
300980.SZ,16.84,18.76,-0.05494,-0.14625,1209.0,75.07,1308.0,73.03
300981.SZ,10.73,12.75,-0.11818,-0.35505,3127.0,35.49,2046.0,57.8
300982.SZ,18.97,24.9,-0.26586,-0.62209,4727.0,2.48,3740.0,22.84
300983.SZ,18.87,24.35,-0.37067,-0.56125,4575.0,5.61,4431.0,8.58
300984.SZ,20.95,22.69,0.00827,-0.21489,1724.0,64.44,801.0,83.49
300985.SZ,21.97,27.67,-0.41429,-0.38564,3443.0,28.97,4591.0,5.28
300986.SZ,7.69,10.68,-0.04589,-0.54676,4531.0,6.52,1217.0,74.91
300987.SZ,13.17,15.21,-0.19197,-0.30787,2648.0,45.38,3035.0,37.39
300988.SZ,18.91,19.35,0.02155,-0.17291,1396.0,71.21,728.0,85.0
300989.SZ,15.04,16.96,-0.27434,-0.52823,4453.0,8.13,3814.0,21.32
300990.SZ,31.28,36.53,-0.33746,-0.38737,3454.0,28.75,4272.0,11.87
300991.SZ,15.88,15.77,0.12878,-0.01954,642.0,86.77,315.0,93.52
300992.SZ,16.21,18.08,-0.02667,-0.23921,1941.0,59.97,1055.0,78.25
300993.SZ,10.17,10.57,-0.16433,-0.22992,1848.0,61.89,2684.0,44.63
300994.SZ,10.71,12.22,-0.103,-0.39062,3481.0,28.19,1862.0,61.6
300995.SZ,16.25,18.33,-0.02986,-0.4035,3610.0,25.53,1079.0,77.75
300996.SZ,15.21,18.87,0.02571,-0.42195,3777.0,22.08,703.0,85.51
300997.SZ,13.18,13.28,-0.29289,-0.2218,1782.0,63.25,3963.0,18.24
300998.SZ,19.76,21.77,-0.3047,-0.56798,4598.0,5.14,4050.0,16.45
300999.SZ,29.06,31.26,-0.193,-0.2798,2370.0,51.11,3051.0,37.06
301000.SZ,16.78,17.1,-0.29316,-0.24806,2033.0,58.07,3964.0,18.22
301001.SZ,18.31,21.73,-0.0352,-0.301,2577.0,46.84,1122.0,76.87
301002.SZ,15.03,16.94,0.12309,-0.19938,1595.0,67.11,334.0,93.13
301003.SZ,21.78,22.61,-0.09443,-0.18798,1501.0,69.05,1765.0,63.6
301004.SZ,79.76,63.39,0.49418,1.13193,10.0,99.81,32.0,99.36
301005.SZ,30.14,29.6,-0.26705,-0.13599,1144.0,76.41,3751.0,22.62
301006.SZ,12.4,14.93,-0.18035,-0.45897,4044.0,16.57,2900.0,40.18
301007.SZ,12.83,14.96,-0.0885,-0.28444,2419.0,50.1,1685.0,65.25
301008.SZ,21.72,24.79,-0.28175,-0.42479,3801.0,21.58,3878.0,20.0
301009.SZ,8.05,9.66,-0.10361,-0.40289,3604.0,25.65,1867.0,61.49
301010.SZ,12.26,15.12,-0.06421,-0.42391,3797.0,21.67,1401.0,71.11
301011.SZ,15.53,18.04,0.19475,-0.09113,902.0,81.41,175.0,96.41
301012.SZ,21.83,20.82,0.11869,-0.11792,1043.0,78.5,348.0,92.84
301013.SZ,11.09,12.88,-0.01218,-0.14726,1218.0,74.89,950.0,80.42
301015.SZ,28.45,29.8,-0.31341,0.05316,455.0,90.63,4111.0,15.19
301016.SZ,18.64,19.79,0.10167,-0.23525,1906.0,60.69,394.0,91.89
301017.SZ,11.64,15.24,-0.32531,-0.51393,4395.0,9.33,4193.0,13.5
301018.SZ,21.55,23.81,-0.29624,-0.30503,2624.0,45.87,3985.0,17.79
301019.SZ,17.49,19.55,-0.33871,-0.41623,3724.0,23.17,4275.0,11.8
301020.SZ,17.55,18.72,-0.11774,-0.19941,1596.0,67.09,2042.0,57.88
301021.SZ,16.99,20.35,-0.02432,-0.26564,2225.0,54.11,1037.0,78.62
301022.SZ,22.14,24.31,-0.11582,-0.40132,3587.0,26.0,2020.0,58.34
301023.SZ,31.3,34.75,-0.017,-0.11134,1000.0,79.39,983.0,79.74
301024.SZ,21.09,24.71,0.0005,-0.37651,3338.0,31.14,854.0,82.4
301025.SZ,10.12,10.46,-0.05606,-0.24795,2031.0,58.11,1324.0,72.7
301026.SZ,24.85,26.47,0.00964,-0.26277,2190.0,54.83,788.0,83.76
301027.SZ,8.16,10.03,0.05489,-0.32673,2844.0,41.33,548.0,88.71
301028.SZ,8.76,9.54,0.03165,-0.14563,1200.0,75.26,662.0,86.36
301029.SZ,21.88,25.13,-0.38293,-0.49957,4307.0,11.14,4481.0,7.55
301030.SZ,37.2,39.91,-0.62219,-0.59078,4662.0,3.82,4835.0,0.25
301031.SZ,84.21,102.83,-0.25781,-0.44413,3941.0,18.7,3674.0,24.21
301032.SZ,7.04,8.1,-0.13957,-0.31128,2684.0,44.63,2324.0,52.06
301033.SZ,37.48,37.99,0.29261,0.102,353.0,92.74,90.0,98.16
301035.SZ,49.92,59.98,-0.46261,-0.50613,4355.0,10.15,4698.0,3.07
301036.SZ,23.51,22.08,0.58398,0.37719,120.0,97.54,20.0,99.61
301037.SZ,11.37,15.15,-0.31734,-0.55364,4550.0,6.13,4142.0,14.55
301038.SZ,14.44,16.44,-0.05927,-0.31061,2676.0,44.8,1350.0,72.16
301039.SZ,9.21,9.81,-0.09326,-0.32485,2826.0,41.7,1751.0,63.89
301040.SZ,11.27,14.58,-0.20483,-0.46851,4095.0,15.52,3181.0,34.38
301041.SZ,23.47,24.53,-0.07057,-0.24813,2034.0,58.05,1479.0,69.5
301042.SZ,32.96,34.64,-0.01348,-0.04237,716.0,85.25,960.0,80.21
301043.SZ,24.81,27.76,-0.05743,-0.21192,1703.0,64.88,1338.0,72.41
301045.SZ,18.34,21.32,-0.08611,-0.28972,2468.0,49.09,1657.0,65.83
301046.SZ,20.37,23.03,-0.14546,-0.34727,3060.0,36.88,2400.0,50.5
301047.SZ,66.84,74.7,-0.2096,-0.35153,3101.0,36.03,3229.0,33.39
301048.SZ,8.77,9.63,-0.19616,-0.39968,3573.0,26.29,3091.0,36.24
301049.SZ,22.03,22.23,0.14524,-0.38479,3437.0,29.1,271.0,94.43
301050.SZ,47.92,52.71,-0.08816,-0.22995,1849.0,61.87,1679.0,65.37
301051.SZ,31.79,44.5,-0.46329,-0.57032,4605.0,4.99,4701.0,3.01
301052.SZ,25.22,34.59,-0.51915,-0.54939,4537.0,6.4,4790.0,1.18
301053.SZ,20.28,22.59,-0.07626,-0.32733,2848.0,41.25,1543.0,68.18
301055.SZ,12.38,13.14,0.1932,-0.18878,1508.0,68.9,177.0,96.37
301056.SZ,7.91,8.8,-0.14358,-0.33922,2977.0,38.59,2377.0,50.97
301057.SZ,11.83,14.07,0.01812,-0.32106,2783.0,42.59,746.0,84.63
301058.SZ,9.5,10.56,-0.18369,-0.40926,3658.0,24.54,2945.0,39.25
301059.SZ,9.06,10.3,0.00116,-0.34375,3025.0,37.6,850.0,82.48
301060.SZ,9.52,11.39,-0.08961,-0.41223,3685.0,23.98,1702.0,64.9
301061.SZ,53.56,49.82,-0.05405,0.30165,158.0,96.76,1291.0,73.38
301062.SZ,10.28,10.14,0.18648,0.02106,533.0,89.02,188.0,96.14
301063.SZ,15.28,19.07,-0.15549,-0.43374,3859.0,20.39,2563.0,47.13
301065.SZ,17.35,19.47,0.09794,-0.18443,1472.0,69.65,399.0,91.79
301066.SZ,9.13,11.22,-0.1288,-0.47475,4152.0,14.34,2188.0,54.87
301067.SZ,21.65,24.02,-0.1008,0.00044,585.0,87.95,1830.0,62.26
301068.SZ,23.27,26.11,-0.25836,-0.50612,4354.0,10.17,3680.0,24.08
301069.SZ,14.4,16.9,-0.21162,-0.47017,4109.0,15.23,3249.0,32.98
301070.SZ,37.87,38.2,0.17909,-0.10657,976.0,79.88,198.0,95.93
301071.SZ,29.46,30.86,-0.24057,-0.31759,2745.0,43.38,3528.0,27.22
301072.SZ,20.87,22.64,-0.14668,-0.29426,2518.0,48.06,2418.0,50.12
301073.SZ,20.66,23.32,-0.22143,-0.51417,4398.0,9.27,3340.0,31.1
301075.SZ,18.23,22.11,-0.06391,-0.33167,2890.0,40.38,1397.0,71.19
301076.SZ,20.87,22.62,-0.36034,-0.27407,2307.0,52.41,4383.0,9.57
301077.SZ,17.75,18.83,0.11494,-0.20436,1639.0,66.2,356.0,92.67
301078.SZ,5.89,7.25,-0.26271,-0.47432,4145.0,14.49,3711.0,23.44
301079.SZ,13.12,14.86,0.25322,-0.15656,1278.0,73.65,117.0,97.61
301080.SZ,38.12,49.03,-0.20081,-0.47203,4126.0,14.88,3146.0,35.1
301081.SZ,7.76,9.06,-0.08707,-0.37091,3283.0,32.27,1668.0,65.6
301082.SZ,11.3,13.95,-0.32498,-0.49204,4271.0,11.89,4190.0,13.56
301083.SZ,13.97,15.21,-0.15103,-0.28596,2431.0,49.86,2490.0,48.64
301085.SZ,45.29,53.02,-0.23011,-0.46326,4069.0,16.05,3429.0,29.26
301086.SZ,37.02,39.86,0.15361,-0.08333,862.0,82.23,249.0,94.88
301087.SZ,34.21,35.38,-0.06404,-0.26194,2177.0,55.1,1399.0,71.15
301088.SZ,11.41,13.43,-0.1028,-0.42857,3830.0,20.99,1859.0,61.66
301089.SZ,35.08,43.48,-0.29458,-0.52193,4423.0,8.75,3973.0,18.04
301090.SZ,7.74,9.17,-0.4164,-0.47092,4114.0,15.13,4595.0,5.2
