ts_code,symbol,name,industry,market,list_date,circ_mv
000001.SZ,000001,平安银行,银行,主板,1991-04-03,18901071.4723
000002.SZ,000002,万科A,全国地产,主板,1991-01-29,6131386.5308
000006.SZ,000006,深振业A,区域地产,主板,1992-04-27,560244.7693
000008.SZ,000008,神州高铁,运输设备,主板,1992-05-07,539890.8976
000009.SZ,000009,中国宝安,电气设备,主板,1991-06-25,1951844.1979
000011.SZ,000011,深物业A,房产服务,主板,1992-03-30,399068.4616
000012.SZ,000012,南玻A,玻璃,主板,1992-02-28,956128.4668
000016.SZ,000016,深康佳A,家用电器,主板,1992-03-27,400745.0438
000021.SZ,000021,深科技,元器件,主板,1994-02-02,2044155.064
000025.SZ,000025,特力A,综合类,主板,1993-06-21,540462.9683
000026.SZ,000026,飞亚达,服饰,主板,1993-06-03,319182.4706
000027.SZ,000027,深圳能源,火力发电,主板,1993-09-03,2597534.8941
000028.SZ,000028,国药一致,医药商业,主板,1993-08-09,1169319.382
000029.SZ,000029,深深房A,区域地产,主板,1993-09-15,995092.56
000030.SZ,000030,富奥股份,汽车配件,主板,1993-09-29,741187.7439
000031.SZ,000031,大悦城,全国地产,主板,1993-10-08,920664.0489
000032.SZ,000032,深桑达A,建筑工程,主板,1993-10-28,840127.2457
000034.SZ,000034,神州数码,软件服务,主板,1994-05-09,1341592.1706
000035.SZ,000035,中国天楹,环境保护,主板,1994-04-08,1011811.5914
000036.SZ,000036,华联控股,全国地产,主板,1994-06-17,423472.7554
000039.SZ,000039,中集集团,运输设备,主板,1994-04-08,1594875.1487
000045.SZ,000045,深纺织A,元器件,主板,1994-08-15,365160.4574
000048.SZ,000048,京基智农,区域地产,主板,1994-11-01,681780.7428
000049.SZ,000049,德赛电池,电气设备,主板,1995-03-20,815518.4827
000050.SZ,000050,深天马A,元器件,主板,1995-03-15,1646671.7876
000058.SZ,000058,深赛格,商品城,主板,1996-12-26,614460.0409
000059.SZ,000059,华锦股份,石油加工,主板,1997-01-30,596592.0663
000060.SZ,000060,中金岭南,铅锌,主板,1997-01-23,1491184.2074
000061.SZ,000061,农产品,农业综合,主板,1997-01-10,894283.6942
000062.SZ,000062,深圳华强,元器件,主板,1997-01-30,3420476.6987
000063.SZ,000063,中兴通讯,通信设备,主板,1997-11-18,9552258.6067
000065.SZ,000065,北方国际,建筑工程,主板,1998-06-05,746417.9486
000066.SZ,000066,中国长城,IT设备,主板,1997-06-26,2592957.6602
000068.SZ,000068,华控赛格,环境保护,主板,1997-06-11,313074.8253
000069.SZ,000069,华侨城A,全国地产,主板,1997-09-10,1316871.1607
000078.SZ,000078,海王生物,医药商业,主板,1998-12-18,564684.8447
000088.SZ,000088,盐田港,港口,主板,1997-07-28,971626.5243
000089.SZ,000089,深圳机场,机场,主板,1998-04-20,1226343.957
000090.SZ,000090,天健集团,建筑工程,主板,1999-07-21,607249.4786
000096.SZ,000096,广聚能源,石油贸易,主板,2000-07-24,444948.608
000099.SZ,000099,中信海直,空运,主板,2000-07-31,1174515.9874
000100.SZ,000100,TCL科技,元器件,主板,2004-01-30,6696307.5343
000151.SZ,000151,中成股份,商贸代理,主板,2000-09-06,300236.3276
000155.SZ,000155,川能动力,新型电力,主板,2000-09-26,1217814.8943
000156.SZ,000156,华数传媒,影视音像,主板,2000-09-06,1002378.382
000157.SZ,000157,中联重科,工程机械,主板,2000-10-12,4150389.407
000158.SZ,000158,常山北明,软件服务,主板,2000-07-24,1375051.0895
000166.SZ,000166,申万宏源,证券,主板,2015-01-26,9532519.5947
000301.SZ,000301,东方盛虹,化纤,主板,2000-05-29,3996327.5626
000333.SZ,000333,美的集团,家用电器,主板,2013-09-18,42891905.3139
000338.SZ,000338,潍柴动力,汽车配件,主板,2007-04-30,5848704.5673
000400.SZ,000400,许继电气,电气设备,主板,1997-04-18,3025969.2473
000401.SZ,000401,冀东水泥,水泥,主板,1996-06-14,662244.3713
000402.SZ,000402,金融街,全国地产,主板,1996-06-26,624540.0495
000403.SZ,000403,派林生物,生物制药,主板,1996-06-28,1502279.482
000404.SZ,000404,长虹华意,家用电器,主板,1996-06-19,410942.579
000408.SZ,000408,藏格矿业,农药化肥,主板,1996-06-28,3758235.3666
000409.SZ,000409,云鼎科技,软件服务,主板,1996-06-27,305241.2946
000410.SZ,000410,沈阳机床,机床制造,主板,1996-07-18,1028720.5577
000415.SZ,000415,渤海租赁,多元金融,主板,1996-07-16,1132469.6271
000417.SZ,000417,合百集团,百货,主板,1996-08-12,314727.0902
000420.SZ,000420,吉林化纤,化纤,主板,1996-08-02,683329.0438
000422.SZ,000422,湖北宜化,农药化肥,主板,1996-08-15,1197694.1356
000423.SZ,000423,东阿阿胶,中成药,主板,1996-07-29,2930094.5492
000425.SZ,000425,徐工机械,工程机械,主板,1996-08-28,4961376.3855
000426.SZ,000426,兴业银锡,铅锌,主板,1996-08-28,1671198.2463
000429.SZ,000429,粤高速A,路桥,主板,1998-02-20,1498829.3919
000488.SZ,000488,晨鸣纸业,造纸,主板,2000-11-20,550287.0031
000498.SZ,000498,山东路桥,建筑工程,主板,1997-06-09,699793.1011
000501.SZ,000501,武商集团,百货,主板,1992-11-20,531659.3726
000503.SZ,000503,国新健康,软件服务,主板,1992-11-30,672398.4904
000505.SZ,000505,京粮控股,食品,主板,1992-12-21,343382.5224
000507.SZ,000507,珠海港,港口,主板,1993-03-26,397930.9491
000513.SZ,000513,丽珠集团,化学制药,主板,1993-10-28,2140583.1384
000516.SZ,000516,国际医学,医疗保健,主板,1993-08-09,984883.9017
000517.SZ,000517,荣安地产,区域地产,主板,1993-08-06,468493.4462
000519.SZ,000519,中兵红箭,专用机械,主板,1993-10-08,1581947.0036
000521.SZ,000521,长虹美菱,家用电器,主板,1993-10-18,770196.5445
000523.SZ,000523,红棉股份,食品,主板,1993-11-08,380368.2739
000524.SZ,000524,岭南控股,旅游服务,主板,1993-11-18,556749.3463
000526.SZ,000526,学大教育,文教休闲,主板,1993-11-01,593902.3599
000528.SZ,000528,柳工,工程机械,主板,1993-11-18,1488233.1016
000531.SZ,000531,穗恒运A,火力发电,主板,1994-01-06,403926.8968
000532.SZ,000532,华金资本,多元金融,主板,1994-01-03,365880.4795
000534.SZ,000534,万泽股份,生物制药,主板,1994-01-10,437227.3684
000536.SZ,000536,华映科技,元器件,主板,1993-11-26,911817.2303
000537.SZ,000537,中绿电,新型电力,主板,1993-12-10,1488154.0553
000538.SZ,000538,云南白药,中成药,主板,1993-12-15,8972627.5775
000539.SZ,000539,粤电力A,火力发电,主板,1993-11-26,1064974.9026
